"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230424","20230426","日証金","2175.50","4610","8.00","0.50","0.0229832","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230424","20230426","日証金","2151.50","114130","8.00","0.50","0.0232396","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230424","20230426","日証金","2126.00","99500","4.40","0.05","0.00235183","1","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230424","20230426","日証金","1005.00","410","7.00","0.50","0.0497512","1","0.50","",""
"1320","ｉＦ２２５年１","東証","20230424","20230426","日証金","29760.00","13284","80.00","5.00","0.0168011","1","5.00","",""
"1321","日経２２５上場投信","東証","20230424","20230426","日証金","29850.00","63005","80.00","5.00","0.0167504","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230424","20230426","日証金","197.60","0","0.70","-","0","-","-","満額",""
"1328","金価格連動型上場投信","東証","20230424","20230426","日証金","6611.00","0","28.00","-","0","-","-","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230424","20230426","日証金","29740.00","2913","80.00","5.00","0.0168124","1","5.00","",""
"1330","上場２２５","東証","20230424","20230426","日証金","29865.00","43160","60.00","0.50","0.0016742","1","0.50","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230424","20230426","日証金","1984.50","0","7.00","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20230424","20230426","日証金","29695.00","6133","80.00","5.00","0.0168379","1","5.00","",""
"1358","上場日経２倍","東証","20230424","20230426","日証金","28755.00","5520","80.00","5.00","0.0173883","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230424","20230426","日証金","18920.00","44","70.00","0.00","0","1","0.00","",""
"1365","ｉＦ２２５ダブル","東証","20230424","20230426","日証金","23905.00","6867","80.00","5.00","0.0209161","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230424","20230426","日証金","20950.00","1226","80.00","5.00","0.0238663","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230424","20230426","日証金","28840.00","623","80.00","5.00","0.017337","1","5.00","",""
"1418","インターライフＨＤ","東証","20230424","20230426","日証金","221.00","2700","2.00","0.05","0.0226244","1","-","","停止"
"1419","タマホーム","東証","20230424","20230426","日証金","3650.00","568600","7.40","0.10","0.00273973","1","0.10","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230424","20230426","日証金","814.00","153800","3.60","0.05","0.00614251","1","0.05","","注意"
"1433","ベステラ","東証","20230424","20230426","日証金","895.00","45400","1.80","0.05","0.00558659","1","0.05","",""
"1446","キャンディル","東証","20230424","20230426","日証金","570.00","10800","1.20","0.00","0","1","0.00","",""
"1458","楽天２２５ダブルブル","東証","20230424","20230426","日証金","18200.00","19867","70.00","5.00","0.0274725","1","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20230424","20230426","日証金","16725.00","218","70.00","5.00","0.0298954","1","5.00","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230424","20230426","日証金","2534.00","54","60.00","5.00","0.197316","1","-","",""
"1481","上場日本経済貢献","東証","20230424","20230426","日証金","2146.00","0","60.00","-","0","-","-","満額",""
"1485","ＭＸＳＪ積極投資","東証","20230424","20230426","日証金","31540.00","120","90.00","5.00","0.0158529","1","5.00","",""
"1493","Ｏｎｅ・中小型","東証","20230424","20230426","日証金","16045.00","4","70.00","5.00","0.0311624","1","5.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230424","20230426","日証金","1987.00","0","60.00","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20230424","20230426","日証金","3180.00","0","6.40","-","0","-","-","満額",""
"1541","純プラチナ上場信託","東証","20230424","20230426","日証金","4275.00","0","60.00","-","0","-","-","満額",""
"1545","ナスダックヘッジ無","東証","20230424","20230426","日証金","17665.00","23451","70.00","5.00","0.0283046","1","5.00","",""
"1546","ダウヘッジ無","東証","20230424","20230426","日証金","44340.00","8950","100.00","5.00","0.0112765","1","5.00","",""
"1547","上場米国Ｓ＆Ｐ５００","東証","20230424","20230426","日証金","6015.00","12780","14.00","0.50","0.00831255","1","-","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230424","20230426","日証金","3920.00","0","9.00","-","0","-","-","満額",""
"1551","スタンダドＴＯＰ２０","東証","20230424","20230426","日証金","4330.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20230424","20230426","日証金","3267.00","0","9.00","-","0","-","-","満額",""
"1555","上場インデＡリート","東証","20230424","20230426","日証金","1658.50","590","7.00","0.50","0.0301477","1","-","",""
"1559","タイ株ＳＥＴ５０連動","東証","20230424","20230426","日証金","3320.00","0","60.00","-","0","-","-","満額",""
"1560","ブルサＫＬＣＩ","東証","20230424","20230426","日証金","4295.00","0","60.00","-","0","-","-","満額",""
"1563","東証グロース・コア","東証","20230424","20230426","日証金","2474.00","0","60.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230424","20230426","日証金","26960.00","22800","54.00","0.50","0.0018546","1","54.00","",""
"1570","日経レバレッジＥＴＦ","東証","20230424","20230426","日証金","15480.00","1154806","70.00","5.00","0.0322997","1","5.00","",""
"1578","上場インデ２２５ミニ","東証","20230424","20230426","日証金","2293.00","10","60.00","0.00","0","1","0.00","",""
"1579","日経ブル２倍上場投信","東証","20230424","20230426","日証金","16545.00","164230","34.00","15.00","0.0906618","1","15.00","",""
"1585","ｉＦＥＸ－Ｆ","東証","20230424","20230426","日証金","1602.00","170","7.00","0.50","0.031211","1","0.50","",""
"1586","上場ＥＸ－Ｆ","東証","20230424","20230426","日証金","1675.00","0","60.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20230424","20230426","日証金","19010.00","492","70.00","5.00","0.0263019","1","5.00","",""
"1595","ＮＺＡＭ東証ＲＥＩＴ","東証","20230424","20230426","日証金","1866.00","180","7.00","0.50","0.0267953","1","0.50","",""
"1615","東証銀行業株価指数連","東証","20230424","20230426","日証金","207.00","0","0.80","-","0","-","-","満額",""
"1617","ＴＰＸ１７食品","東証","20230424","20230426","日証金","32140.00","8","90.00","5.00","0.0155569","1","5.00","",""
"1618","ＴＰＸ１７エネルギー","東証","20230424","20230426","日証金","13540.00","0","70.00","-","0","-","-","満額",""
"1619","ＴＰＸ１７建設・資材","東証","20230424","20230426","日証金","22975.00","258","80.00","5.00","0.0217628","1","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20230424","20230426","日証金","26180.00","17","80.00","5.00","0.0190985","1","5.00","",""
"1622","ＴＰＸ１７自動車輸送","東証","20230424","20230426","日証金","23080.00","73","80.00","5.00","0.0216638","1","5.00","",""
"1624","ＴＰＸ１７機械","東証","20230424","20230426","日証金","41790.00","30","100.00","5.00","0.0119646","1","5.00","",""
"1625","ＴＰＸ１７電機・精密","東証","20230424","20230426","日証金","28570.00","31","80.00","5.00","0.0175009","1","5.00","",""
"1626","ＴＰＸ１７情報通信","東証","20230424","20230426","日証金","28380.00","11","80.00","5.00","0.017618","1","5.00","",""
"1627","ＴＰＸ１７電力・ガス","東証","20230424","20230426","日証金","6415.00","97","60.00","5.00","0.0779423","1","5.00","",""
"1628","ＴＰＸ１７運輸・物流","東証","20230424","20230426","日証金","17050.00","15","70.00","0.00","0","1","-","",""
"1629","ＴＰＸ１７商社・卸売","東証","20230424","20230426","日証金","57200.00","12","120.00","0.00","0","1","0.00","",""
"1630","ＴＰＸ１７小売","東証","20230424","20230426","日証金","24470.00","20","80.00","5.00","0.0204332","1","5.00","",""
"1633","ＴＰＸ１７不動産","東証","20230424","20230426","日証金","28910.00","103","80.00","5.00","0.0172951","1","5.00","",""
"1655","ｉＳＳＰ５００米国株","東証","20230424","20230426","日証金","398.20","153220","6.00","0.50","0.125565","1","0.50","",""
"1659","ｉＳ米国リート","東証","20230424","20230426","日証金","2495.00","2011","60.00","5.00","0.200401","1","5.00","",""
"1671","ＷＴＩ原油連動投信","東証","20230424","20230426","日証金","2493.00","0","60.00","-","0","-","-","満額",""
"1679","ＮＹダウジョンズ投信","東証","20230424","20230426","日証金","38480.00","230","156.00","0.50","0.00129938","1","0.50","","注意"
"1681","上場海外新興国株式","東証","20230424","20230426","日証金","1641.00","0","7.00","-","0","-","-","満額",""
"1682","日経ＪＰＸ白金","東証","20230424","20230426","日証金","249.80","2800","0.80","0.05","0.020016","1","-","",""
"1699","ＮＯＭＵＲＡ原油連動","東証","20230424","20230426","日証金","327.40","279070","6.00","0.50","0.152718","1","0.50","",""
"1766","東建コーポレーション","東証","20230424","20230426","日証金","8140.00","54900","32.80","0.15","0.00184275","1","0.15","",""
"1768","ソネック","東証","20230424","20230426","日証金","965.00","28700","2.00","0.05","0.00518135","1","0.05","",""
"1780","ヤマウラ","東証","20230424","20230426","日証金","1200.00","52200","2.40","0.05","0.00416667","1","0.05","",""
"1801","大成建設","東証","20230424","20230426","日証金","4300.00","62500","8.60","0.10","0.00232558","1","0.10","",""
"1812","鹿島建設","東証","20230424","20230426","日証金","1690.00","0","3.40","-","0","-","-","満額",""
"1822","大豊建設","東証","20230424","20230426","日証金","3795.00","0","7.60","-","0","-","-","満額",""
"1835","東鉄工業","東証","20230424","20230426","日証金","2663.00","3100","5.40","0.00","0","1","0.00","",""
"1848","富士ピー・エス","東証","20230424","20230426","日証金","442.00","28500","1.00","0.05","0.0113122","1","0.05","",""
"1860","戸田建設","東証","20230424","20230426","日証金","741.00","19700","1.60","0.00","0","1","0.00","",""
"1870","矢作建設工業","東証","20230424","20230426","日証金","837.00","7100","1.80","0.05","0.00597372","1","0.05","",""
"1878","大東建託","東証","20230424","20230426","日証金","13470.00","4500","27.00","0.00","0","1","0.00","",""
"1888","若築建設","東証","20230424","20230426","日証金","3995.00","17600","8.00","0.10","0.00250313","1","0.10","",""
"1899","福田組","東証","20230424","20230426","日証金","4760.00","0","9.60","-","0","-","-","満額",""
"1904","大成温調","東証","20230424","20230426","日証金","2037.00","500","4.20","0.05","0.00245459","1","0.05","",""
"1911","住友林業","東証","20230424","20230426","日証金","2859.00","24100","5.80","0.00","0","1","0.00","",""
"1928","積水ハウス","東証","20230424","20230426","日証金","2754.00","100700","5.60","0.05","0.00181554","1","0.05","",""
"1929","日特建設","東証","20230424","20230426","日証金","982.00","0","2.00","-","0","-","-","満額",""
"1930","北陸電気工事","東証","20230424","20230426","日証金","779.00","0","1.60","-","0","-","-","満額",""
"1946","トーエネック","東証","20230424","20230426","日証金","3460.00","0","7.00","-","0","-","-","満額",""
"1951","エクシオグループ","東証","20230424","20230426","日証金","2467.00","23200","5.00","0.05","0.00202675","1","0.05","",""
"1966","高田工業所","東証","20230424","20230426","日証金","1347.00","0","2.80","-","0","-","-","満額",""
"1969","高砂熱学工業","東証","20230424","20230426","日証金","2192.00","3800","4.40","0.00","0","1","0.00","",""
"1975","朝日工業社","東証","20230424","20230426","日証金","2364.00","200","4.80","0.05","0.00211506","1","0.05","",""
"1976","明星工業","東証","20230424","20230426","日証金","843.00","0","1.80","-","0","-","-","満額",""
"1982","日比谷総合設備","東証","20230424","20230426","日証金","2221.00","100","4.60","0.00","0","1","0.05","",""
"2002","日清製粉グループ本社","東証","20230424","20230426","日証金","1621.00","5900","3.40","0.00","0","1","0.00","",""
"2055","日和産業","東証","20230424","20230426","日証金","248.00","0","1.00","-","0","-","-","満額",""
"2117","ウェルネオシュガー","東証","20230424","20230426","日証金","1709.00","900","3.60","0.05","0.00292569","1","0.00","",""
"2138","クルーズ","東証","20230424","20230426","日証金","923.00","0","4.00","-","0","-","-","満額","停止"
"2139","中広","東証","20230424","20230426","日証金","415.00","0","1.00","-","0","-","-","満額",""
"2154","オープンアップＧ","東証","20230424","20230426","日証金","1967.00","31000","4.00","0.05","0.00254194","1","0.05","",""
"2157","コシダカＨＤ","東証","20230424","20230426","日証金","1164.00","0","2.40","-","0","-","-","満額",""
"2198","アイ・ケイ・ケイＨＤ","東証","20230424","20230426","日証金","699.00","248100","2.80","0.05","0.00715308","1","0.05","",""
"2204","中村屋","東証","20230424","20230426","日証金","3140.00","100","6.40","0.05","0.00159236","1","0.05","",""
"2207","名糖産業","東証","20230424","20230426","日証金","1715.00","2700","3.60","0.05","0.00291545","1","0.05","",""
"2212","山崎製パン","東証","20230424","20230426","日証金","1599.00","17300","3.20","0.00","0","1","0.00","",""
"2217","モロゾフ","東証","20230424","20230426","日証金","3605.00","100","7.40","0.00","0","1","0.05","",""
"2220","亀田製菓","東証","20230424","20230426","日証金","4500.00","2700","9.00","0.10","0.00222222","1","0.10","",""
"2222","寿スピリッツ","東証","20230424","20230426","日証金","10090.00","120500","20.20","0.20","0.00198216","1","0.20","",""
"2226","湖池屋","東証","20230424","20230426","日証金","5510.00","200","11.20","0.00","0","1","0.00","",""
"2241","ＭＸＳダウ","東証","20230424","20230426","日証金","503.70","600","6.00","0.50","0.0992654","1","0.50","",""
