"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20230731","20230802","日証金","3755.00","0","7.60","-","0","-","-","満額",""
"1305","ｉＦＴＰＸ年１","東証","20230731","20230802","日証金","2428.50","14510","8.00","0.50","0.0205888","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230731","20230802","日証金","2401.00","73130","8.00","0.00","0","1","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20230731","20230802","日証金","2373.00","55970","60.00","0.00","0","1","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230731","20230802","日証金","1154.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20230731","20230802","日証金","33990.00","5110","90.00","5.00","0.0147102","1","5.00","",""
"1321","日経２２５上場投信","東証","20230731","20230802","日証金","34110.00","86453","90.00","5.00","0.0146585","1","5.00","",""
"1328","金価格連動型上場投信","東証","20230731","20230802","日証金","6867.00","1650","28.00","0.50","0.0072812","1","0.50","","注意"
"1329","ｉシェアーズ　２２５","東証","20230731","20230802","日証金","34590.00","2061","180.00","5.00","0.014455","1","-","",""
"1330","上場２２５","東証","20230731","20230802","日証金","34150.00","20272","90.00","5.00","0.0146413","1","5.00","",""
"1332","ニッスイ","東証","20230731","20230802","日証金","676.60","23000","1.40","0.00","0","1","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20230731","20230802","日証金","34240.00","1403","90.00","5.00","0.0146028","1","-","",""
"1358","上場日経２倍","東証","20230731","20230802","日証金","38520.00","3269","90.00","5.00","0.0129803","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230731","20230802","日証金","21695.00","137","160.00","5.00","0.0230468","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230731","20230802","日証金","32010.00","2614","90.00","5.00","0.0156201","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230731","20230802","日証金","27030.00","2272","80.00","5.00","0.018498","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230731","20230802","日証金","33210.00","1312","90.00","5.00","0.0150557","1","5.00","",""
"1379","ホクト","東証","20230731","20230802","日証金","1862.00","0","3.80","-","0","-","-","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20230731","20230802","日証金","33560.00","9","90.00","5.00","0.0148987","1","5.00","",""
"1417","ミライト・ワン","東証","20230731","20230802","日証金","1825.00","0","3.80","-","0","-","-","満額",""
"1419","タマホーム","東証","20230731","20230802","日証金","3505.00","6300","7.20","0.00","0","1","-","",""
"1430","ファーストコーポ","東証","20230731","20230802","日証金","744.00","0","1.60","-","0","-","-","満額",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230731","20230802","日証金","793.00","85300","3.20","0.05","0.00630517","1","0.05","","注意"
"1433","ベステラ","東証","20230731","20230802","日証金","1100.00","1300","2.20","0.00","0","1","-","",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230731","20230802","日証金","725.00","0","1.60","-","0","-","0.00","満額",""
"1446","キャンディル","東証","20230731","20230802","日証金","605.00","0","1.40","-","0","-","-","満額",""
"1458","楽天２２５ダブルブル","東証","20230731","20230802","日証金","24375.00","649","80.00","0.00","0","1","-","",""
"1464","ｉＦＪ４００ダブル","東証","20230731","20230802","日証金","21720.00","3","80.00","0.00","0","1","5.00","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230731","20230802","日証金","2994.00","0","120.00","-","0","-","-","満額",""
"1481","上場日本経済貢献","東証","20230731","20230802","日証金","2367.00","9","60.00","0.00","0","1","0.00","",""
"1488","ｉＦＪリート","東証","20230731","20230802","日証金","1943.00","1470","7.00","0.50","0.0257334","1","0.50","",""
"1492","ＭＸＳ　中小型","東証","20230731","20230802","日証金","17265.00","76","70.00","5.00","0.0289603","1","5.00","",""
"1493","Ｏｎｅ・中小型","東証","20230731","20230802","日証金","16870.00","102","70.00","5.00","0.0296384","1","5.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230731","20230802","日証金","1928.00","0","60.00","-","0","-","-","満額",""
"1498","Ｏｎｅ・ＥＳＧ","東証","20230731","20230802","日証金","17990.00","2","70.00","5.00","0.0277932","1","5.00","",""
"1515","日鉄鉱業","東証","20230731","20230802","日証金","5080.00","3900","10.20","0.00","0","1","0.00","",""
"1518","三井松島ＨＤ","東証","20230731","20230802","日証金","2661.00","0","10.80","-","0","-","-","満額","注意"
"1542","純銀上場信託","東証","20230731","20230802","日証金","9850.00","0","60.00","-","0","-","-","満額",""
"1545","ナスダックヘッジ無","東証","20230731","20230802","日証金","22655.00","2844","80.00","5.00","0.0220702","1","0.00","",""
"1546","ダウヘッジ無","東証","20230731","20230802","日証金","49410.00","11850","200.00","5.00","0.0101194","1","5.00","","停止"
"1547","上場米国Ｓ＆Ｐ５００","東証","20230731","20230802","日証金","7081.00","24500","16.00","0.50","0.00706115","1","0.50","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230731","20230802","日証金","4470.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20230731","20230802","日証金","3767.00","0","9.00","-","0","-","-","満額",""
"1566","上場ＥＭ債","東証","20230731","20230802","日証金","47640.00","79","100.00","0.00","0","1","0.00","",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230731","20230802","日証金","34820.00","22350","70.00","1.00","0.00287191","1","0.00","",""
"1570","日経レバレッジＥＴＦ","東証","20230731","20230802","日証金","20725.00","594735","80.00","5.00","0.0241255","1","0.00","",""
"1578","上場インデ２２５ミニ","東証","20230731","20230802","日証金","2643.00","0","60.00","-","0","-","0.00","満額",""
"1579","日経ブル２倍上場投信","東証","20230731","20230802","日証金","22160.00","29350","46.00","0.50","0.00225632","1","0.50","",""
"1585","ｉＦＥＸ－Ｆ","東証","20230731","20230802","日証金","1637.00","240","7.00","0.50","0.0305437","1","0.50","",""
"1586","上場ＥＸ－Ｆ","東証","20230731","20230802","日証金","1847.00","0","60.00","-","0","-","-","満額",""
"1591","ＪＰＸ日経４００投信","東証","20230731","20230802","日証金","21120.00","66","80.00","5.00","0.0236742","1","0.00","",""
"1592","上場ＪＰＸ日経４００","東証","20230731","20230802","日証金","1927.00","0","60.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20230731","20230802","日証金","21560.00","421","80.00","5.00","0.0231911","1","5.00","",""
"1605","ＩＮＰＥＸ","東証","20230731","20230802","日証金","1832.50","0","3.80","-","0","-","-","満額",""
"1617","ＴＰＸ１７食品","東証","20230731","20230802","日証金","33640.00","3","90.00","0.00","0","1","0.00","",""
"1619","ＴＰＸ１７建設・資材","東証","20230731","20230802","日証金","25345.00","306","80.00","5.00","0.0197278","1","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20230731","20230802","日証金","27890.00","1","80.00","0.00","0","1","-","",""
"1621","ＴＰＸ１７医薬品","東証","20230731","20230802","日証金","26510.00","37","80.00","5.00","0.0188608","1","-","",""
"1622","ＴＰＸ１７自動車輸送","東証","20230731","20230802","日証金","27635.00","0","80.00","-","0","-","-","満額",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20230731","20230802","日証金","22660.00","2","80.00","0.00","0","1","-","",""
"1624","ＴＰＸ１７機械","東証","20230731","20230802","日証金","48300.00","33","100.00","5.00","0.010352","1","-","",""
"1626","ＴＰＸ１７情報通信","東証","20230731","20230802","日証金","30560.00","20","90.00","5.00","0.0163613","1","5.00","",""
"1628","ＴＰＸ１７運輸・物流","東証","20230731","20230802","日証金","17925.00","0","70.00","-","0","-","-","満額",""
"1629","ＴＰＸ１７商社・卸売","東証","20230731","20230802","日証金","71300.00","647","160.00","5.00","0.00701262","1","5.00","",""
"1630","ＴＰＸ１７小売","東証","20230731","20230802","日証金","25795.00","15","80.00","5.00","0.0193836","1","-","",""
"1632","ＴＰＸ１７金融","東証","20230731","20230802","日証金","18270.00","0","70.00","-","0","-","-","満額",""
"1633","ＴＰＸ１７不動産","東証","20230731","20230802","日証金","31190.00","38","90.00","5.00","0.0160308","1","5.00","",""
"1655","ｉＳＳＰ５００米国株","東証","20230731","20230802","日証金","468.70","141270","12.00","0.50","0.106678","1","0.00","",""
"1658","ｉＳＭＳＣＩ新興国株","東証","20230731","20230802","日証金","2499.00","17","120.00","0.00","0","1","5.00","",""
"1671","ＷＴＩ原油連動投信","東証","20230731","20230802","日証金","2778.00","7495","120.00","5.00","0.179986","1","5.00","","注意"
"1679","ＮＹダウジョンズ投信","東証","20230731","20230802","日証金","42730.00","440","172.00","0.50","0.00117014","1","0.50","","注意"
"1680","上場海外先進国株式","東証","20230731","20230802","日証金","4600.00","0","10.00","-","0","-","-","満額",""
"1681","上場海外新興国株式","東証","20230731","20230802","日証金","1881.00","0","7.00","-","0","-","-","満額",""
"1699","ＮＯＭＵＲＡ原油連動","東証","20230731","20230802","日証金","367.70","291840","6.00","0.50","0.13598","1","0.50","",""
"1712","ダイセキ環境Ｓ","東証","20230731","20230802","日証金","1282.00","0","2.60","-","0","-","-","満額",""
"1719","安藤・間","東証","20230731","20230802","日証金","1137.00","0","2.40","-","0","-","-","満額",""
"1721","コムシスＨＤ","東証","20230731","20230802","日証金","2840.50","12100","5.80","0.05","0.00176025","1","0.05","",""
"1768","ソネック","東証","20230731","20230802","日証金","959.00","28700","2.00","0.05","0.00521376","1","0.05","",""
"1780","ヤマウラ","東証","20230731","20230802","日証金","1174.00","34400","2.40","0.05","0.00425894","1","0.05","",""
"1801","大成建設","東証","20230731","20230802","日証金","5386.00","239000","10.80","0.10","0.00185667","1","0.10","",""
"1802","大林組","東証","20230731","20230802","日証金","1314.50","74500","2.80","0.00","0","1","0.00","",""
"1808","長谷工コーポ","東証","20230731","20230802","日証金","1850.50","7000","3.80","0.00","0","1","-","",""
"1810","松井建設","東証","20230731","20230802","日証金","755.00","0","1.60","-","0","-","-","満額",""
"1812","鹿島建設","東証","20230731","20230802","日証金","2246.00","0","4.60","-","0","-","-","満額",""
"1813","不動テトラ","東証","20230731","20230802","日証金","1890.00","0","3.80","-","0","-","-","満額",""
"1822","大豊建設","東証","20230731","20230802","日証金","3975.00","3100","8.00","0.05","0.00125786","1","0.05","",""
"1835","東鉄工業","東証","20230731","20230802","日証金","2722.00","0","5.60","-","0","-","-","満額",""
"1860","戸田建設","東証","20230731","20230802","日証金","791.60","120200","1.60","0.00","0","1","0.00","",""
"1866","北野建設","東証","20230731","20230802","日証金","3085.00","0","6.20","-","0","-","0.00","満額",""
"1867","植木組","東証","20230731","20230802","日証金","1424.00","1100","3.00","0.00","0","1","0.00","",""
"1870","矢作建設工業","東証","20230731","20230802","日証金","1340.00","0","2.80","-","0","-","-","満額",""
"1878","大東建託","東証","20230731","20230802","日証金","15290.00","21300","30.60","0.30","0.00196207","1","0.25","",""
"1879","新日本建設","東証","20230731","20230802","日証金","1267.00","0","2.60","-","0","-","-","満額",""
"1882","東亜道路工業","東証","20230731","20230802","日証金","4805.00","0","9.80","-","0","-","-","満額",""
"1884","日本道路","東証","20230731","20230802","日証金","9610.00","3200","19.40","0.20","0.00208117","1","0.20","",""
"1885","東亜建設工業","東証","20230731","20230802","日証金","3245.00","0","6.60","-","0","-","-","満額",""
"1887","日本国土開発","東証","20230731","20230802","日証金","610.00","0","1.40","-","0","-","-","満額",""
"1899","福田組","東証","20230731","20230802","日証金","4985.00","6900","10.00","0.00","0","1","0.00","",""
"1911","住友林業","東証","20230731","20230802","日証金","3429.00","72700","7.00","0.05","0.00145815","1","0.00","",""
"1925","大和ハウス工業","東証","20230731","20230802","日証金","3862.00","67600","7.80","0.05","0.00129467","1","0.00","",""
"1928","積水ハウス","東証","20230731","20230802","日証金","2899.00","0","5.80","-","0","-","-","満額",""
"1929","日特建設","東証","20230731","20230802","日証金","1146.00","0","2.40","-","0","-","-","満額",""
"1930","北陸電気工事","東証","20230731","20230802","日証金","923.00","0","2.00","-","0","-","-","満額",""
"1939","四電工","東証","20230731","20230802","日証金","2338.00","0","4.80","-","0","-","-","満額",""
"1941","中電工","東証","20230731","20230802","日証金","2330.00","0","4.80","-","0","-","-","満額",""
"1942","関電工","東証","20230731","20230802","日証金","1246.00","63600","2.60","0.05","0.00401284","1","0.05","",""
"1944","きんでん","東証","20230731","20230802","日証金","1960.00","4800","4.00","0.05","0.00255102","1","0.05","",""
"1946","トーエネック","東証","20230731","20230802","日証金","3755.00","1100","7.60","0.05","0.00133156","1","0.00","",""
"1949","住友電設","東証","20230731","20230802","日証金","3165.00","2800","6.40","0.05","0.00157978","1","-","",""
"1950","日本電設工業","東証","20230731","20230802","日証金","2148.00","11600","4.40","0.05","0.00232775","1","0.05","",""
"1951","エクシオグループ","東証","20230731","20230802","日証金","2955.50","7200","6.00","0.05","0.00169176","1","-","",""
"1952","新日本空調","東証","20230731","20230802","日証金","2385.00","100","4.80","0.00","0","1","0.00","",""
"1961","三機工業","東証","20230731","20230802","日証金","1545.00","6300","3.20","0.00","0","1","0.00","",""
"1964","中外炉工業","東証","20230731","20230802","日証金","2055.00","0","4.20","-","0","-","-","満額",""
"1965","テクノ菱和","東証","20230731","20230802","日証金","1079.00","0","2.20","-","0","-","-","満額",""
"1966","高田工業所","東証","20230731","20230802","日証金","1000.00","0","2.00","-","0","-","-","満額",""
"1968","太平電業","東証","20230731","20230802","日証金","4445.00","4100","9.00","0.10","0.00224972","1","0.00","",""
"1969","高砂熱学工業","東証","20230731","20230802","日証金","2565.00","22900","5.20","0.05","0.00194932","1","0.05","",""
"1973","ＮＥＣネッツエスアイ","東証","20230731","20230802","日証金","1874.00","2300","3.80","0.00","0","1","0.00","",""
"1975","朝日工業社","東証","20230731","20230802","日証金","2456.00","0","5.00","-","0","-","-","満額",""
"1976","明星工業","東証","20230731","20230802","日証金","981.00","900","2.00","0.00","0","1","-","",""
"1979","大氣社","東証","20230731","20230802","日証金","4230.00","900","8.60","0.05","0.00118203","1","-","",""
"1982","日比谷総合設備","東証","20230731","20230802","日証金","2251.00","1400","4.60","0.05","0.00222124","1","0.00","",""
"2001","ニップン","東証","20230731","20230802","日証金","1866.00","0","3.80","-","0","-","-","満額",""
"2108","日本甜菜製糖","東証","20230731","20230802","日証金","1949.00","400","4.00","0.00","0","1","-","",""
"2114","フジ日本精糖","東証","20230731","20230802","日証金","851.00","40000","1.80","0.05","0.00587544","1","0.05","",""
"2117","ウェルネオシュガー","東証","20230731","20230802","日証金","2083.00","8800","4.20","0.00","0","1","0.00","",""
"2121","ＭＩＸＩ","東証","20230731","20230802","日証金","2685.00","0","5.40","-","0","-","-","満額",""
"2139","中広","東証","20230731","20230802","日証金","416.00","500","1.00","0.00","0","1","0.00","",""
"2154","オープンアップＧ","東証","20230731","20230802","日証金","2226.00","8000","4.60","0.00","0","1","0.00","",""
"2169","ＣＤＳ","東証","20230731","20230802","日証金","1757.00","400","3.60","0.00","0","1","0.00","",""
"2201","森永製菓","東証","20230731","20230802","日証金","4623.00","5500","9.40","0.00","0","1","0.00","",""
"2206","江崎グリコ","東証","20230731","20230802","日証金","3760.00","3200","7.60","0.00","0","1","0.00","",""
"2207","名糖産業","東証","20230731","20230802","日証金","1653.00","0","3.40","-","0","-","-","満額",""
"2211","不二家","東証","20230731","20230802","日証金","2395.00","0","4.80","-","0","-","-","満額",""
"2212","山崎製パン","東証","20230731","20230802","日証金","2052.00","295100","4.20","0.05","0.00243665","1","0.05","",""
"2220","亀田製菓","東証","20230731","20230802","日証金","4365.00","0","8.80","-","0","-","-","満額",""
"2222","寿スピリッツ","東証","20230731","20230802","日証金","10810.00","35200","21.80","0.20","0.00185014","1","0.20","",""
"2226","湖池屋","東証","20230731","20230802","日証金","6300.00","100","12.60","0.00","0","1","-","",""
"2241","ＭＸＳダウ","東証","20230731","20230802","日証金","559.30","1410","12.00","0.50","0.0893975","1","0.50","","停止"
"2242","ＭＸＳダウヘ有","東証","20230731","20230802","日証金","525.90","620","6.00","0.50","0.0950751","1","0.50","",""
"2243","ＧＸ半導体","東証","20230731","20230802","日証金","1307.00","0","60.00","-","0","-","-","満額",""
"2266","六甲バター","東証","20230731","20230802","日証金","1325.00","7400","2.80","0.00","0","1","0.00","",""
"2288","丸大食品","東証","20230731","20230802","日証金","1539.00","2700","3.20","0.05","0.00324886","1","-","",""
"2291","福留ハム","東証","20230731","20230802","日証金","1476.00","900","3.00","0.05","0.00338753","1","0.05","",""
"2296","伊藤ハム米久ＨＤ","東証","20230731","20230802","日証金","722.00","0","1.60","-","0","-","-","満額",""
"2305","スタジオアリス","東証","20230731","20230802","日証金","2160.00","0","4.40","-","0","-","-","満額",""
"2325","ＮＪＳ","東証","20230731","20230802","日証金","3030.00","7800","6.20","0.05","0.00165017","1","0.05","",""
"2327","日鉄ソリューションズ","東証","20230731","20230802","日証金","3730.00","0","7.60","-","0","-","-","満額",""
"2331","綜合警備保障","東証","20230731","20230802","日証金","868.60","17700","1.80","0.00","0","1","-","",""
"2335","キューブシステム","東証","20230731","20230802","日証金","1209.00","300","2.60","0.00","0","1","0.00","",""
"2371","カカクコム","東証","20230731","20230802","日証金","2123.00","27200","4.40","0.00","0","1","0.00","",""
"2395","新日本科学","東証","20230731","20230802","日証金","2096.00","0","4.20","-","0","-","-","満額",""
"2404","鉄人化計画","東証","20230731","20230802","日証金","365.00","13100","2.00","0.05","0.0136986","1","0.05","","注意"
"2433","博報堂ＤＹＨＤ","東証","20230731","20230802","日証金","1633.00","67000","3.40","0.05","0.00306185","1","0.05","",""
"2438","アスカネット","東証","20230731","20230802","日証金","805.00","0","1.80","-","0","-","-","満額",""
"2440","ぐるなび","東証","20230731","20230802","日証金","383.00","232100","1.00","0.05","0.0130548","1","0.05","",""
"2453","ジャパンベストレスキ","東証","20230731","20230802","日証金","781.00","0","1.60","-","0","-","-","満額",""
"2461","ファンコミュニ","東証","20230731","20230802","日証金","409.00","0","1.00","-","0","-","-","満額",""
"2462","ライク","東証","20230731","20230802","日証金","1650.00","0","3.40","-","0","-","-","満額",""
"2481","タウンニュース社","東証","20230731","20230802","日証金","667.00","0","1.40","-","0","-","-","満額",""
"2484","出前館","東証","20230731","20230802","日証金","488.00","333300","2.00","0.05","0.0102459","1","0.05","","停止"
