"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20231027","20231031","日証金","2358.50","35310","8.00","0.00","0","1","0.00","",""
"1321","日経２２５上場投信","東証","20231027","20231031","日証金","32130.00","0","90.00","-","0","-","-","満額",""
"1332","ニッスイ","東証","20231027","20231031","日証金","716.00","117500","1.60","0.00","0","1","0.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20231027","20231031","日証金","1992.00","10880","7.00","0.50","0.0251004","1","0.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231027","20231031","日証金","20885.00","17","80.00","5.00","0.0239406","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20231027","20231031","日証金","25775.00","0","80.00","-","0","-","-","満額",""
"1368","ｉＦＴＰＸＷベア","東証","20231027","20231031","日証金","878.00","0","60.00","-","0","-","0.00","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20231027","20231031","日証金","31740.00","26","90.00","5.00","0.015753","1","5.00","",""
"1419","タマホーム","東証","20231027","20231031","日証金","3455.00","0","7.00","-","0","-","-","満額",""
"1430","ファーストコーポ","東証","20231027","20231031","日証金","763.00","20600","1.60","0.00","0","1","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231027","20231031","日証金","784.00","79400","3.20","0.05","0.00637755","1","0.05","","注意"
"1433","ベステラ","東証","20231027","20231031","日証金","991.00","5400","2.00","0.00","0","1","0.00","",""
"1446","キャンディル","東証","20231027","20231031","日証金","560.00","27700","1.20","0.05","0.00892857","1","0.05","",""
"1464","ｉＦＪ４００ダブル","東証","20231027","20231031","日証金","20350.00","1","80.00","5.00","0.02457","1","-","",""
"1466","ｉＦＪ４００Ｗベア","東証","20231027","20231031","日証金","1146.00","0","60.00","-","0","-","5.00","満額",""
"1469","４００ベア２倍","東証","20231027","20231031","日証金","1126.50","1500","7.00","0.00","0","1","-","",""
"1472","Ｊ４００ダブルインバ","東証","20231027","20231031","日証金","467.00","49","60.00","0.00","0","1","-","",""
"1475","ｉＳＴＯＰＩＸ","東証","20231027","20231031","日証金","2330.00","31587","60.00","0.00","0","1","0.00","",""
"1476","ｉＳＪリート","東証","20231027","20231031","日証金","1909.00","0","60.00","-","0","-","-","満額",""
"1481","上場日本経済貢献","東証","20231027","20231031","日証金","2341.00","0","60.00","-","0","-","-","満額",""
"1488","ｉＦＪリート","東証","20231027","20231031","日証金","1899.00","1180","7.00","0.00","0","1","0.50","",""
"1492","ＭＸＳ　中小型","東証","20231027","20231031","日証金","16615.00","0","70.00","-","0","-","-","満額",""
"1493","Ｏｎｅ・中小型","東証","20231027","20231031","日証金","16140.00","14","70.00","5.00","0.0309789","1","5.00","",""
"1515","日鉄鉱業","東証","20231027","20231031","日証金","4600.00","0","9.20","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20231027","20231031","日証金","2729.00","0","11.20","-","0","-","-","満額","注意"
"1547","上場米国Ｓ＆Ｐ５００","東証","20231027","20231031","日証金","6837.00","17950","14.00","0.50","0.00731315","1","0.50","",""
"1554","上場インデＭＳ世界","東証","20231027","20231031","日証金","3605.00","0","9.00","-","0","-","-","満額",""
"1578","上場インデ２２５ミニ","東証","20231027","20231031","日証金","2487.00","0","60.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20231027","20231031","日証金","20925.00","0","80.00","-","0","-","-","満額",""
"1597","ＭＸＳ　Ｊリート投信","東証","20231027","20231031","日証金","1892.00","1010","7.00","0.50","0.0264271","1","0.00","",""
"1605","ＩＮＰＥＸ","東証","20231027","20231031","日証金","2200.50","0","4.60","-","0","-","-","満額",""
"1617","ＴＰＸ１７食品","東証","20231027","20231031","日証金","34720.00","0","90.00","-","0","-","-","満額",""
"1621","ＴＰＸ１７医薬品","東証","20231027","20231031","日証金","25805.00","40","80.00","0.00","0","1","5.00","",""
"1622","ＴＰＸ１７自動車輸送","東証","20231027","20231031","日証金","29140.00","24","80.00","0.00","0","1","-","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20231027","20231031","日証金","22225.00","0","80.00","-","0","-","-","満額",""
"1624","ＴＰＸ１７機械","東証","20231027","20231031","日証金","44720.00","0","100.00","-","0","-","-","満額",""
"1625","ＴＰＸ１７電機・精密","東証","20231027","20231031","日証金","29250.00","2","80.00","0.00","0","1","-","",""
"1631","ＴＰＸ１７銀行","東証","20231027","20231031","日証金","14380.00","0","70.00","-","0","-","-","満額",""
"1633","ＴＰＸ１７不動産","東証","20231027","20231031","日証金","32410.00","18","90.00","5.00","0.0154273","1","5.00","",""
"1656","ｉＳ米国債七十","東証","20231027","20231031","日証金","280.00","0","6.00","-","0","-","-","満額",""
"1679","ＮＹダウジョンズ投信","東証","20231027","20231031","日証金","42110.00","300","172.00","0.50","0.00118737","1","0.50","","注意"
"1680","上場海外先進国株式","東証","20231027","20231031","日証金","4416.00","0","10.00","-","0","-","-","満額",""
"1698","日本高配当東証１００","東証","20231027","20231031","日証金","2546.00","1110","8.00","0.00","0","1","0.00","",""
"1721","コムシスＨＤ","東証","20231027","20231031","日証金","3070.00","7800","6.20","0.05","0.00162866","1","0.05","",""
"1762","高松コンストラクシＧ","東証","20231027","20231031","日証金","2869.00","900","5.80","0.00","0","1","0.00","",""
"1766","東建コーポレーション","東証","20231027","20231031","日証金","7810.00","6900","63.20","0.15","0.00192061","1","-","",""
"1768","ソネック","東証","20231027","20231031","日証金","955.00","29500","2.00","0.05","0.0052356","1","0.05","",""
"1780","ヤマウラ","東証","20231027","20231031","日証金","1239.00","0","2.60","-","0","-","-","満額",""
"1799","第一建設工業","東証","20231027","20231031","日証金","1636.00","0","3.40","-","0","-","-","満額",""
"1801","大成建設","東証","20231027","20231031","日証金","5075.00","10500","10.20","0.00","0","1","0.00","",""
"1802","大林組","東証","20231027","20231031","日証金","1289.50","9500","2.60","0.00","0","1","0.00","",""
"1803","清水建設","東証","20231027","20231031","日証金","1053.50","0","2.20","-","0","-","-","満額",""
"1808","長谷工コーポ","東証","20231027","20231031","日証金","1861.50","0","3.80","-","0","-","-","満額",""
"1826","佐田建設","東証","20231027","20231031","日証金","618.00","3700","1.40","0.05","0.00809061","1","0.05","",""
"1835","東鉄工業","東証","20231027","20231031","日証金","2929.00","7800","6.00","0.05","0.00170707","1","0.05","",""
"1848","富士ピー・エス","東証","20231027","20231031","日証金","448.00","10900","1.00","0.05","0.0111607","1","0.05","",""
"1860","戸田建設","東証","20231027","20231031","日証金","827.00","0","1.80","-","0","-","-","満額",""
"1861","熊谷組","東証","20231027","20231031","日証金","3770.00","0","7.60","-","0","-","-","満額",""
