"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230511","20230515","日証金","2225.00","10980","8.00","0.50","0.0224719","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230511","20230515","日証金","2200.00","295020","8.00","0.50","0.0227273","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230511","20230515","日証金","2175.00","123500","4.40","0.05","0.00229885","1","0.05","",""
"1320","ｉＦ２２５年１","東証","20230511","20230515","日証金","30340.00","18725","90.00","5.00","0.0164799","1","5.00","",""
"1321","日経２２５上場投信","東証","20230511","20230515","日証金","30430.00","62152","90.00","5.00","0.0164312","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230511","20230515","日証金","202.10","200","0.80","0.00","0","1","-","",""
"1328","金価格連動型上場投信","東証","20230511","20230515","日証金","6791.00","0","28.00","-","0","-","-","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230511","20230515","日証金","30340.00","3773","90.00","5.00","0.0164799","1","5.00","",""
"1330","上場２２５","東証","20230511","20230515","日証金","30460.00","49130","62.00","1.00","0.00328299","1","1.00","",""
"1332","ニッスイ","東証","20230511","20230515","日証金","587.00","0","1.20","-","0","-","-","満額",""
"1333","マルハニチロ","東証","20230511","20230515","日証金","2576.00","0","5.20","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20230511","20230515","日証金","1990.50","15400","7.00","0.50","0.0251193","1","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20230511","20230515","日証金","30270.00","7434","90.00","5.00","0.016518","1","5.00","",""
"1358","上場日経２倍","東証","20230511","20230515","日証金","29870.00","6469","80.00","80.00","0.267827","1","80.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230511","20230515","日証金","19315.00","204","70.00","5.00","0.0258866","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230511","20230515","日証金","24820.00","8740","80.00","5.00","0.020145","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230511","20230515","日証金","21900.00","1665","80.00","5.00","0.0228311","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230511","20230515","日証金","29410.00","912","80.00","5.00","0.017001","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230511","20230515","日証金","29320.00","16","80.00","5.00","0.0170532","1","5.00","",""
"1407","ウエストＨＤ","東証","20230511","20230515","日証金","3055.00","0","6.20","-","0","-","-","満額",""
"1419","タマホーム","東証","20230511","20230515","日証金","3885.00","1158800","15.60","0.10","0.002574","1","0.10","","注意"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230511","20230515","日証金","820.00","102500","3.60","0.05","0.00609756","1","0.05","","注意"
"1433","ベステラ","東証","20230511","20230515","日証金","922.00","51700","2.00","0.05","0.00542299","1","0.05","",""
"1446","キャンディル","東証","20230511","20230515","日証金","572.00","13600","1.20","0.00","0","1","0.00","",""
"1458","楽天２２５ダブルブル","東証","20230511","20230515","日証金","18910.00","23251","70.00","5.00","0.026441","1","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20230511","20230515","日証金","17410.00","35","70.00","5.00","0.0287191","1","5.00","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230511","20230515","日証金","2605.00","102","60.00","0.00","0","1","0.00","",""
"1488","ｉＦＪリート","東証","20230511","20230515","日証金","1916.00","570","7.00","0.50","0.026096","1","0.50","",""
"1492","ＭＸＳ　中小型","東証","20230511","20230515","日証金","16445.00","7","70.00","0.00","0","1","5.00","",""
"1493","Ｏｎｅ・中小型","東証","20230511","20230515","日証金","16275.00","4","70.00","5.00","0.030722","1","5.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230511","20230515","日証金","1979.00","0","60.00","-","0","-","-","満額",""
"1498","Ｏｎｅ・ＥＳＧ","東証","20230511","20230515","日証金","16000.00","3","70.00","5.00","0.03125","1","5.00","",""
"1518","三井松島ＨＤ","東証","20230511","20230515","日証金","3130.00","170500","6.40","0.05","0.00159744","1","0.05","",""
"1542","純銀上場信託","東証","20230511","20230515","日証金","9997.00","50","60.00","0.00","0","1","-","",""
"1545","ナスダックヘッジ無","東証","20230511","20230515","日証金","18250.00","15224","70.00","5.00","0.0273973","1","5.00","",""
"1546","ダウヘッジ無","東証","20230511","20230515","日証金","44260.00","7773","100.00","5.00","0.0112969","1","5.00","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230511","20230515","日証金","3938.00","0","9.00","-","0","-","-","満額",""
"1551","スタンダドＴＯＰ２０","東証","20230511","20230515","日証金","4388.00","10","10.00","0.00","0","1","0.00","",""
