"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230705","20230707","日証金","2466.50","28260","16.00","1.50","0.0608149","3","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230705","20230707","日証金","2437.50","145560","16.00","1.50","0.0615385","3","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230705","20230707","日証金","2412.00","150600","20.00","0.45","0.0186567","3","0.05","",""
"1320","ｉＦ２２５年１","東証","20230705","20230707","日証金","34760.00","15868","180.00","15.00","0.043153","3","5.00","",""
"1321","日経２２５上場投信","東証","20230705","20230707","日証金","34840.00","48896","720.00","90.00","0.258324","3","5.00","","注意"
"1325","ブラジル指数ボベスパ","東証","20230705","20230707","日証金","247.50","43100","3.20","0.15","0.0606061","3","-","",""
"1329","ｉシェアーズ　２２５","東証","20230705","20230707","日証金","34760.00","491","90.00","15.00","0.043153","3","5.00","",""
"1330","上場２２５","東証","20230705","20230707","日証金","34920.00","37540","560.00","85.50","0.244845","3","1.00","","注意"
"1332","ニッスイ","東証","20230705","20230707","日証金","656.80","0","1.40","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20230705","20230707","日証金","2013.50","0","8.00","-","0","-","-","満額",""
"1345","東証ＲＥＩＴ指数","東証","20230705","20230707","日証金","1901.00","4600","16.00","0.15","0.00789058","3","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20230705","20230707","日証金","34650.00","3681","180.00","15.00","0.04329","3","5.00","",""
"1358","上場日経２倍","東証","20230705","20230707","日証金","38930.00","4634","360.00","15.00","0.0385307","3","5.00","","停止"
"1365","ｉＦ２２５ダブル","東証","20230705","20230707","日証金","32360.00","3162","90.00","15.00","0.0463535","3","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230705","20230707","日証金","26720.00","2948","80.00","15.00","0.0561377","3","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230705","20230707","日証金","33690.00","3481","360.00","15.00","0.0445236","3","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230705","20230707","日証金","33650.00","10","90.00","15.00","0.0445765","3","5.00","",""
"1419","タマホーム","東証","20230705","20230707","日証金","3360.00","57500","6.80","0.15","0.00446429","3","0.05","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230705","20230707","日証金","787.00","98600","3.20","0.15","0.0190597","3","0.05","","注意"
"1433","ベステラ","東証","20230705","20230707","日証金","1187.00","29000","2.40","0.00","0","3","0.00","",""
"1446","キャンディル","東証","20230705","20230707","日証金","594.00","0","1.20","-","0","-","0.00","満額",""
"1464","ｉＦＪ４００ダブル","東証","20230705","20230707","日証金","21535.00","46","80.00","15.00","0.0696541","3","5.00","",""
"1472","Ｊ４００ダブルインバ","東証","20230705","20230707","日証金","447.00","0","60.00","-","0","-","-","満額",""
"1473","Ｏｎｅ・トピックス","東証","20230705","20230707","日証金","2363.00","1640","32.00","1.50","0.0634786","3","0.50","",""
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20230705","20230707","日証金","21310.00","8","320.00","15.00","0.0703895","3","-","",""
"1475","ｉＳＴＯＰＩＸ","東証","20230705","20230707","日証金","2387.00","11133","60.00","15.00","0.628404","3","-","",""
"1476","ｉＳＪリート","東証","20230705","20230707","日証金","1932.00","170","60.00","0.00","0","3","0.00","",""
"1481","上場日本経済貢献","東証","20230705","20230707","日証金","2398.00","8","240.00","15.00","0.625521","3","-","",""
"1484","Ｏｎｅ・設備人材投資","東証","20230705","20230707","日証金","2356.50","130","32.00","1.50","0.0636537","3","0.50","",""
"1488","ｉＦＪリート","東証","20230705","20230707","日証金","1928.00","0","7.00","-","0","-","-","満額",""
"1492","ＭＸＳ　中小型","東証","20230705","20230707","日証金","17325.00","37","140.00","15.00","0.0865801","3","0.00","",""
