"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20230927","20230929","日証金","4020.00","0","32.80","-","0","-","-","満額",""
"1305","ｉＦＴＰＸ年１","東証","20230927","20230929","日証金","2488.00","6200","8.00","1.50","0.0602894","3","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230927","20230929","日証金","2462.00","80630","8.00","0.00","0","3","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20230927","20230929","日証金","2434.00","7264","60.00","0.00","0","3","0.00","",""
"1320","ｉＦ２２５年１","東証","20230927","20230929","日証金","33130.00","4343","90.00","0.00","0","3","0.00","",""
"1321","日経２２５上場投信","東証","20230927","20230929","日証金","33250.00","73291","90.00","15.00","0.0451128","3","5.00","",""
"1328","金価格連動型上場投信","東証","20230927","20230929","日証金","6985.00","3610","28.00","1.50","0.0214746","3","0.50","","注意"
"1329","ｉシェアーズ　２２５","東証","20230927","20230929","日証金","33400.00","1158","90.00","15.00","0.0449102","3","-","",""
"1330","上場２２５","東証","20230927","20230929","日証金","33300.00","6515","90.00","0.00","0","3","0.00","",""
"1332","ニッスイ","東証","20230927","20230929","日証金","752.00","4600","6.40","0.00","0","3","0.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230927","20230929","日証金","2019.00","2420","8.00","0.00","0","3","0.00","",""
"1358","上場日経２倍","東証","20230927","20230929","日証金","36390.00","62","90.00","0.00","0","3","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230927","20230929","日証金","21780.00","79","80.00","15.00","0.0688705","3","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230927","20230929","日証金","28295.00","1761","80.00","15.00","0.0530129","3","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230927","20230929","日証金","32340.00","867","90.00","15.00","0.0463822","3","5.00","",""
"1377","サカタのタネ","東証","20230927","20230929","日証金","4415.00","0","9.00","-","0","-","-","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20230927","20230929","日証金","32590.00","30","180.00","15.00","0.0460264","3","5.00","",""
"1407","ウエストＨＤ","東証","20230927","20230929","日証金","3205.00","0","6.60","-","0","-","-","満額",""
"1419","タマホーム","東証","20230927","20230929","日証金","3675.00","32700","7.40","0.15","0.00408163","3","0.05","",""
