"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230718","20230720","日証金","2357.50","1130","8.00","0.00","0","1","-","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230718","20230720","日証金","2332.00","152560","8.00","0.50","0.0214408","1","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20230718","20230720","日証金","2305.00","36465","60.00","0.00","0","1","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230718","20230720","日証金","1122.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20230718","20230720","日証金","33320.00","5874","90.00","5.00","0.015006","1","5.00","",""
"1321","日経２２５上場投信","東証","20230718","20230720","日証金","33410.00","49027","90.00","5.00","0.0149656","1","5.00","",""
"1328","金価格連動型上場投信","東証","20230718","20230720","日証金","6730.00","1970","28.00","0.50","0.00742942","1","0.50","","注意"
"1330","上場２２５","東証","20230718","20230720","日証金","33480.00","17508","90.00","5.00","0.0149343","1","5.00","",""
"1332","ニッスイ","東証","20230718","20230720","日証金","674.60","0","1.40","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20230718","20230720","日証金","2005.50","0","8.00","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20230718","20230720","日証金","33520.00","388","90.00","5.00","0.0149165","1","5.00","",""
"1358","上場日経２倍","東証","20230718","20230720","日証金","36940.00","4273","90.00","5.00","0.0135355","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230718","20230720","日証金","21055.00","0","80.00","-","0","-","-","満額",""
"1365","ｉＦ２２５ダブル","東証","20230718","20230720","日証金","30750.00","1923","90.00","0.00","0","1","0.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230718","20230720","日証金","25485.00","1562","80.00","5.00","0.0196194","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230718","20230720","日証金","32460.00","1393","90.00","5.00","0.0154036","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230718","20230720","日証金","32740.00","10","90.00","5.00","0.0152718","1","5.00","",""
"1419","タマホーム","東証","20230718","20230720","日証金","3590.00","121500","7.20","0.10","0.00278552","1","0.10","",""
"1430","ファーストコーポ","東証","20230718","20230720","日証金","730.00","0","1.60","-","0","-","-","満額",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230718","20230720","日証金","787.00","86300","3.20","0.05","0.00635324","1","0.05","","注意"
"1433","ベステラ","東証","20230718","20230720","日証金","1073.00","12800","2.20","0.00","0","1","0.00","",""
"1446","キャンディル","東証","20230718","20230720","日証金","593.00","0","1.20","-","0","-","-","満額",""
"1464","ｉＦＪ４００ダブル","東証","20230718","20230720","日証金","20430.00","30","80.00","5.00","0.0244738","1","5.00","",""
"1473","Ｏｎｅ・トピックス","東証","20230718","20230720","日証金","2281.00","40","8.00","0.50","0.0219202","1","-","",""
"1481","上場日本経済貢献","東証","20230718","20230720","日証金","2298.00","2","60.00","0.00","0","1","0.00","",""
