"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20231225","20231227","日証金","2442.50","84650","8.00","0.00","0","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20231225","20231227","日証金","2414.00","10117","60.00","0.00","0","1","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231225","20231227","日証金","1179.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20231225","20231227","日証金","34300.00","5027","90.00","5.00","0.0145773","1","5.00","",""
"1321","日経２２５上場投信","東証","20231225","20231227","日証金","34450.00","22599","90.00","0.00","0","1","0.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231225","20231227","日証金","21760.00","3","80.00","0.00","0","1","0.00","",""
"1368","ｉＦＴＰＸＷベア","東証","20231225","20231227","日証金","807.00","2724","60.00","0.00","0","1","0.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20231225","20231227","日証金","33520.00","427","180.00","5.00","0.0149165","1","5.00","",""
"1407","ウエストＨＤ","東証","20231225","20231227","日証金","3020.00","9200","6.20","0.00","0","1","-","",""
"1414","ショーボンドＨＤ","東証","20231225","20231227","日証金","6165.00","0","24.80","-","0","-","0.00","満額",""
"1419","タマホーム","東証","20231225","20231227","日証金","3885.00","149300","7.80","0.10","0.002574","1","0.10","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231225","20231227","日証金","776.00","50200","6.40","0.05","0.0064433","1","0.05","","注意"
"1433","ベステラ","東証","20231225","20231227","日証金","1012.00","0","2.20","-","0","-","0.05","満額",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231225","20231227","日証金","877.00","0","1.80","-","0","-","-","満額",""
"1446","キャンディル","東証","20231225","20231227","日証金","566.00","15000","1.20","0.05","0.00883392","1","0.05","",""
