"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ダイワＥＴＦ・ＴＰＸ","東証","20230308","20230310","日証金","2166.00","12150","8.00","1.50","0.0692521","3","0.00","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230308","20230310","日証金","2142.50","47940","8.00","1.50","0.0700117","3","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230308","20230310","日証金","2116.50","119300","4.40","0.15","0.00708717","3","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230308","20230310","日証金","1008.50","1470","7.00","1.50","0.148736","3","0.50","",""
"1320","ダイワＥＴＦ・２２５","東証","20230308","20230310","日証金","29340.00","22736","80.00","15.00","0.0511247","3","5.00","",""
"1321","日経２２５上場投信","東証","20230308","20230310","日証金","29425.00","61837","80.00","15.00","0.0509771","3","0.00","",""
"1325","ブラジル指数ボベスパ","東証","20230308","20230310","日証金","200.70","1500","0.80","0.00","0","3","0.00","",""
"1329","ｉシェアーズ　２２５","東証","20230308","20230310","日証金","29315.00","4208","80.00","15.00","0.0511683","3","5.00","",""
"1330","上場２２５","東証","20230308","20230310","日証金","29460.00","27480","60.00","1.50","0.00509165","3","0.50","",""
"1346","ＭＸＳ２２５上場投信","東証","20230308","20230310","日証金","29275.00","6076","80.00","15.00","0.0512383","3","5.00","",""
"1348","ＭＸＳＴＰＸ上場投信","東証","20230308","20230310","日証金","2117.50","830","8.00","0.00","0","3","-","",""
"1358","上場日経２倍","東証","20230308","20230310","日証金","28050.00","5315","80.00","15.00","0.0534759","3","80.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230308","20230310","日証金","18805.00","36","70.00","15.00","0.079766","3","5.00","",""
"1365","大和２２５ダブル","東証","20230308","20230310","日証金","23330.00","8962","80.00","15.00","0.0642949","3","5.00","",""
"1367","大和ＴＰＸダブル","東証","20230308","20230310","日証金","20875.00","2302","80.00","15.00","0.0718563","3","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230308","20230310","日証金","28435.00","3601","80.00","15.00","0.0527519","3","5.00","",""
"1417","ミライト・ワン","東証","20230308","20230310","日証金","1724.00","0","3.60","-","0","-","-","満額",""
