"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20230925","20230927","日証金","3995.00","0","16.00","-","0","-","-","満額",""
"1305","ｉＦＴＰＸ年１","東証","20230925","20230927","日証金","2499.00","3540","8.00","0.50","0.020008","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230925","20230927","日証金","2472.50","131030","8.00","0.50","0.0202224","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230925","20230927","日証金","2441.00","12324","60.00","0.00","0","1","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230925","20230927","日証金","1183.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20230925","20230927","日証金","33500.00","5696","90.00","0.00","0","1","5.00","",""
"1321","日経２２５上場投信","東証","20230925","20230927","日証金","33650.00","63891","90.00","5.00","0.0148588","1","5.00","",""
"1328","金価格連動型上場投信","東証","20230925","20230927","日証金","7038.00","5460","32.00","0.50","0.00710429","1","0.50","","注意"
"1329","ｉシェアーズ　２２５","東証","20230925","20230927","日証金","33800.00","0","90.00","-","0","-","-","満額",""
"1330","上場２２５","東証","20230925","20230927","日証金","33660.00","9320","90.00","5.00","0.0148544","1","5.00","",""
"1332","ニッスイ","東証","20230925","20230927","日証金","739.70","34200","3.20","0.00","0","1","0.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230925","20230927","日証金","2007.00","3760","8.00","0.00","0","1","0.50","",""
"1358","上場日経２倍","東証","20230925","20230927","日証金","37210.00","1933","90.00","5.00","0.0134372","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230925","20230927","日証金","21900.00","79","80.00","5.00","0.0228311","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230925","20230927","日証金","30930.00","190","90.00","0.00","0","1","-","",""
"1367","ｉＦＴＰＸダブル","東証","20230925","20230927","日証金","28495.00","1773","80.00","5.00","0.0175469","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230925","20230927","日証金","32750.00","703","90.00","5.00","0.0152672","1","5.00","",""
"1377","サカタのタネ","東証","20230925","20230927","日証金","4435.00","0","9.00","-","0","-","-","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20230925","20230927","日証金","33050.00","31","90.00","5.00","0.0151286","1","5.00","",""
"1407","ウエストＨＤ","東証","20230925","20230927","日証金","3220.00","0","6.60","-","0","-","-","満額",""
"1419","タマホーム","東証","20230925","20230927","日証金","3700.00","33000","7.40","0.05","0.00135135","1","0.05","",""
"1420","サンヨーホームズ","東証","20230925","20230927","日証金","726.00","0","3.20","-","0","-","-","満額",""
"1430","ファーストコーポ","東証","20230925","20230927","日証金","790.00","16200","1.60","0.00","0","1","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230925","20230927","日証金","802.00","123800","7.20","0.05","0.00623441","1","0.05","","注意"
"1433","ベステラ","東証","20230925","20230927","日証金","1012.00","8800","2.20","0.00","0","1","0.00","",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230925","20230927","日証金","629.00","0","1.40","-","0","-","-","満額",""
"1446","キャンディル","東証","20230925","20230927","日証金","603.00","253900","5.60","0.05","0.00829187","1","0.05","","注意"
"1473","Ｏｎｅ・トピックス","東証","20230925","20230927","日証金","2418.00","480","8.00","0.50","0.0206782","1","0.50","",""
"1475","ｉＳＴＯＰＩＸ","東証","20230925","20230927","日証金","2443.00","2668","60.00","0.00","0","1","0.00","",""
"1481","上場日本経済貢献","東証","20230925","20230927","日証金","2444.00","0","60.00","-","0","-","0.00","満額",""
"1488","ｉＦＪリート","東証","20230925","20230927","日証金","1912.00","0","7.00","-","0","-","-","満額",""
"1492","ＭＸＳ　中小型","東証","20230925","20230927","日証金","17495.00","21","70.00","0.00","0","1","5.00","",""
"1493","Ｏｎｅ・中小型","東証","20230925","20230927","日証金","17000.00","32","70.00","5.00","0.0294118","1","5.00","",""
"1515","日鉄鉱業","東証","20230925","20230927","日証金","5360.00","9700","21.60","0.00","0","1","0.00","",""
"1545","ナスダックヘッジ無","東証","20230925","20230927","日証金","22145.00","0","80.00","-","0","-","0.00","満額",""
"1546","ダウヘッジ無","東証","20230925","20230927","日証金","49050.00","2806","200.00","5.00","0.0101937","1","5.00","","停止"
"1547","上場米国Ｓ＆Ｐ５００","東証","20230925","20230927","日証金","7022.00","24710","16.00","0.50","0.00712048","1","0.50","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230925","20230927","日証金","4444.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20230925","20230927","日証金","3708.00","0","9.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230925","20230927","日証金","36700.00","6420","74.00","0.00","0","1","0.00","",""
"1570","日経レバレッジＥＴＦ","東証","20230925","20230927","日証金","20075.00","104959","80.00","0.00","0","1","-","",""
"1578","上場インデ２２５ミニ","東証","20230925","20230927","日証金","2605.00","0","60.00","-","0","-","-","満額",""
"1586","上場ＥＸ－Ｆ","東証","20230925","20230927","日証金","1930.00","1","60.00","0.00","0","1","-","",""
"1591","ＪＰＸ日経４００投信","東証","20230925","20230927","日証金","21600.00","166","80.00","5.00","0.0231481","1","5.00","",""
"1592","上場ＪＰＸ日経４００","東証","20230925","20230927","日証金","1969.00","0","60.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20230925","20230927","日証金","22040.00","151","80.00","0.00","0","1","0.00","",""
"1617","ＴＰＸ１７食品","東証","20230925","20230927","日証金","35420.00","38","90.00","5.00","0.0141163","1","5.00","",""
"1619","ＴＰＸ１７建設・資材","東証","20230925","20230927","日証金","26600.00","149","80.00","5.00","0.018797","1","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20230925","20230927","日証金","27780.00","0","80.00","-","0","-","-","満額",""
"1621","ＴＰＸ１７医薬品","東証","20230925","20230927","日証金","27500.00","74","80.00","5.00","0.0181818","1","5.00","",""
"1622","ＴＰＸ１７自動車輸送","東証","20230925","20230927","日証金","30990.00","21","90.00","0.00","0","1","0.00","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20230925","20230927","日証金","24395.00","0","80.00","-","0","-","-","満額",""
"1624","ＴＰＸ１７機械","東証","20230925","20230927","日証金","48060.00","0","100.00","-","0","-","-","満額",""
"1626","ＴＰＸ１７情報通信","東証","20230925","20230927","日証金","30730.00","34","90.00","5.00","0.0162707","1","5.00","",""
"1627","ＴＰＸ１７電力・ガス","東証","20230925","20230927","日証金","8224.00","0","60.00","-","0","-","-","満額",""
"1629","ＴＰＸ１７商社・卸売","東証","20230925","20230927","日証金","72550.00","0","160.00","-","0","-","-","満額",""
"1631","ＴＰＸ１７銀行","東証","20230925","20230927","日証金","14540.00","0","70.00","-","0","-","-","満額",""
"1632","ＴＰＸ１７金融","東証","20230925","20230927","日証金","19810.00","34","70.00","0.00","0","1","0.00","",""
"1633","ＴＰＸ１７不動産","東証","20230925","20230927","日証金","33990.00","35","90.00","5.00","0.0147102","1","5.00","",""
"1658","ｉＳＭＳＣＩ新興国株","東証","20230925","20230927","日証金","2401.00","170","60.00","0.00","0","1","0.00","",""
"1659","ｉＳ米国リート","東証","20230925","20230927","日証金","2668.00","184","60.00","0.00","0","1","0.00","",""
"1671","ＷＴＩ原油連動投信","東証","20230925","20230927","日証金","3305.00","42263","120.00","5.00","0.151286","1","-","","注意"
