"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20230331","20230404","日証金","2119.00","130380","8.00","0.50","0.023596","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230331","20230404","日証金","2093.50","76600","4.20","0.05","0.00238834","1","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230331","20230404","日証金","998.80","100","6.00","0.50","0.0500601","1","-","",""
"1320","ダイワＥＴＦ・２２５","東証","20230331","20230404","日証金","29225.00","12267","80.00","5.00","0.0171086","1","5.00","",""
"1321","日経２２５上場投信","東証","20230331","20230404","日証金","29290.00","28268","80.00","5.00","0.0170707","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230331","20230404","日証金","195.40","4300","0.70","0.05","0.0255885","1","0.00","",""
"1328","金価格連動型上場投信","東証","20230331","20230404","日証金","6544.00","240","28.00","0.50","0.00764059","1","-","","注意"
"1329","ｉシェアーズ　２２５","東証","20230331","20230404","日証金","29195.00","544","80.00","5.00","0.0171262","1","5.00","",""
"1330","上場２２５","東証","20230331","20230404","日証金","29320.00","19840","60.00","0.50","0.00170532","1","0.50","",""
"1346","ＭＸＳ２２５上場投信","東証","20230331","20230404","日証金","29150.00","243","80.00","0.00","0","1","0.00","",""
"1358","上場日経２倍","東証","20230331","20230404","日証金","27725.00","3163","80.00","5.00","0.0180343","1","0.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230331","20230404","日証金","18585.00","27","70.00","5.00","0.0269034","1","5.00","",""
"1365","大和２２５ダブル","東証","20230331","20230404","日証金","23065.00","2994","80.00","5.00","0.0216779","1","5.00","",""
"1367","大和ＴＰＸダブル","東証","20230331","20230404","日証金","20350.00","2110","80.00","80.00","0.39312","1","-","",""
"1369","Ｏｎｅ・日経２２５","東証","20230331","20230404","日証金","28320.00","467","80.00","5.00","0.0176554","1","5.00","",""
"1417","ミライト・ワン","東証","20230331","20230404","日証金","1649.00","0","3.40","-","0","-","-","満額",""
"1419","タマホーム","東証","20230331","20230404","日証金","3660.00","722500","7.40","0.10","0.00273224","1","0.10","",""
"1420","サンヨーホームズ","東証","20230331","20230404","日証金","717.00","6000","1.60","0.00","0","1","0.05","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230331","20230404","日証金","798.00","179400","3.20","0.05","0.00626566","1","0.05","","注意"
"1433","ベステラ","東証","20230331","20230404","日証金","908.00","38800","2.00","0.05","0.00550661","1","0.05","",""
"1446","キャンディル","東証","20230331","20230404","日証金","532.00","15500","1.20","0.00","0","1","0.00","",""
"1458","楽天２２５ダブルブル","東証","20230331","20230404","日証金","17570.00","29626","70.00","5.00","0.0284576","1","0.00","",""
"1464","大和Ｊ４００ダブル","東証","20230331","20230404","日証金","16130.00","200","70.00","5.00","0.0309981","1","5.00","",""
"1469","４００ベア２倍","東証","20230331","20230404","日証金","1500.00","270","7.00","0.00","0","1","0.00","",""
"1475","ｉＳＴＯＰＩＸ","東証","20230331","20230404","日証金","2071.00","6450","60.00","5.00","0.241429","1","-","",""
"1476","ｉＳＪリート","東証","20230331","20230404","日証金","1845.00","0","60.00","-","0","-","-","満額",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230331","20230404","日証金","2482.00","0","60.00","-","0","-","-","満額",""
"1481","上場日本経済貢献","東証","20230331","20230404","日証金","2098.00","0","60.00","-","0","-","-","満額",""
"1488","大和Ｊリート","東証","20230331","20230404","日証金","1837.00","0","7.00","-","0","-","-","満額",""
"1493","Ｏｎｅ・中小型","東証","20230331","20230404","日証金","15995.00","11","70.00","5.00","0.0312598","1","5.00","",""
"1494","Ｏｎｅ・高配当日本株","東証","20230331","20230404","日証金","21670.00","45","160.00","5.00","0.0230734","1","5.00","",""
"1545","ナスダックヘッジ無","東証","20230331","20230404","日証金","17545.00","20675","70.00","5.00","0.0284981","1","0.00","",""
"1546","ダウヘッジ無","東証","20230331","20230404","日証金","42850.00","0","100.00","-","0","-","-","満額",""
"1551","スタンダドＴＯＰ２０","東証","20230331","20230404","日証金","4281.00","10","10.00","0.00","0","1","0.00","",""
"1554","上場インデＭＳ世界","東証","20230331","20230404","日証金","3197.00","0","9.00","-","0","-","-","満額",""
"1555","上場インデＡリート","東証","20230331","20230404","日証金","1594.50","380","7.00","0.50","0.0313578","1","-","",""
"1560","ブルサＫＬＣＩ","東証","20230331","20230404","日証金","4330.00","0","60.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230331","20230404","日証金","26175.00","3170","54.00","0.00","0","1","0.00","",""
"1570","日経レバレッジＥＴＦ","東証","20230331","20230404","日証金","14940.00","856072","70.00","5.00","0.0334672","1","5.00","",""
"1578","上場インデ２２５ミニ","東証","20230331","20230404","日証金","2250.00","273","60.00","0.00","0","1","0.00","",""
"1579","日経ブル２倍上場投信","東証","20230331","20230404","日証金","15960.00","90990","32.00","0.50","0.00313283","1","0.50","",""
"1585","ダイワＥＸ－Ｆ","東証","20230331","20230404","日証金","1561.00","290","7.00","0.50","0.0320307","1","0.50","",""
"1586","上場ＥＸ－Ｆ","東証","20230331","20230404","日証金","1666.00","37","60.00","0.00","0","1","5.00","",""
"1593","ＭＸＳＪＰＸ４００","東証","20230331","20230404","日証金","18740.00","271","70.00","5.00","0.0266809","1","5.00","",""
"1617","ＴＰＸ１７食品","東証","20230331","20230404","日証金","30970.00","0","90.00","-","0","-","-","満額",""
"1618","ＴＰＸ１７エネルギー","東証","20230331","20230404","日証金","13290.00","0","70.00","-","0","-","-","満額",""
"1619","ＴＰＸ１７建設・資材","東証","20230331","20230404","日証金","22605.00","259","80.00","5.00","0.022119","1","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20230331","20230404","日証金","26135.00","20","80.00","5.00","0.0191314","1","-","",""
"1622","ＴＰＸ１７自動車輸送","東証","20230331","20230404","日証金","23485.00","73","80.00","5.00","0.0212902","1","-","",""
"1624","ＴＰＸ１７機械","東証","20230331","20230404","日証金","41860.00","47","100.00","5.00","0.0119446","1","5.00","",""
"1625","ＴＰＸ１７電機・精密","東証","20230331","20230404","日証金","28605.00","25","80.00","0.00","0","1","0.00","",""
"1627","ＴＰＸ１７電力・ガス","東証","20230331","20230404","日証金","6169.00","13","60.00","0.00","0","1","0.00","",""
"1629","ＴＰＸ１７商社・卸売","東証","20230331","20230404","日証金","55050.00","0","120.00","-","0","-","-","満額",""
"1630","ＴＰＸ１７小売","東証","20230331","20230404","日証金","23530.00","51","80.00","5.00","0.0212495","1","5.00","",""
"1631","ＴＰＸ１７銀行","東証","20230331","20230404","日証金","10410.00","0","70.00","-","0","-","-","満額",""
"1633","ＴＰＸ１７不動産","東証","20230331","20230404","日証金","28025.00","112","80.00","5.00","0.0178412","1","5.00","",""
"1651","大和高配当４０","東証","20230331","20230404","日証金","1334.00","0","7.00","-","0","-","-","満額",""
"1657","ｉＳＭＳＣＩ先進国株","東証","20230331","20230404","日証金","3420.00","0","60.00","-","0","-","-","満額",""
"1659","ｉＳ米国リート","東証","20230331","20230404","日証金","2435.00","854","60.00","0.00","0","1","0.00","",""
"1660","ＭＸＳ高利Ｊリート","東証","20230331","20230404","日証金","10175.00","0","140.00","-","0","-","-","満額",""
"1762","高松コンストラクシＧ","東証","20230331","20230404","日証金","2029.00","2400","4.20","0.05","0.00246427","1","0.05","",""
"1768","ソネック","東証","20230331","20230404","日証金","1000.00","29600","2.00","0.05","0.005","1","0.05","",""
"1780","ヤマウラ","東証","20230331","20230404","日証金","1094.00","75000","4.40","0.05","0.00457038","1","0.05","","停止"
"1801","大成建設","東証","20230331","20230404","日証金","4095.00","14400","8.20","0.00","0","1","-","",""
"1810","松井建設","東証","20230331","20230404","日証金","676.00","0","1.40","-","0","-","-","満額",""
"1835","東鉄工業","東証","20230331","20230404","日証金","2709.00","1300","5.60","0.00","0","1","0.00","",""
"1848","富士ピー・エス","東証","20230331","20230404","日証金","453.00","34900","1.00","0.05","0.0110375","1","0.05","",""
"1866","北野建設","東証","20230331","20230404","日証金","2947.00","200","6.00","0.00","0","1","-","",""
"1870","矢作建設工業","東証","20230331","20230404","日証金","826.00","1800","1.80","0.05","0.00605327","1","0.05","",""
"1878","大東建託","東証","20230331","20230404","日証金","13190.00","100","26.40","0.00","0","1","-","",""
"1884","日本道路","東証","20230331","20230404","日証金","7300.00","400","14.60","0.00","0","1","-","",""
"1885","東亜建設工業","東証","20230331","20230404","日証金","2654.00","0","5.40","-","0","-","-","満額",""
"1888","若築建設","東証","20230331","20230404","日証金","3820.00","8400","7.80","0.10","0.0026178","1","0.10","",""
"1904","大成温調","東証","20230331","20230404","日証金","1943.00","2400","8.00","0.05","0.00257334","1","0.05","","注意"
"1911","住友林業","東証","20230331","20230404","日証金","2620.00","18000","5.40","0.00","0","1","0.00","",""
"1914","日本基礎技術","東証","20230331","20230404","日証金","517.00","0","1.20","-","0","-","-","満額",""
"1928","積水ハウス","東証","20230331","20230404","日証金","2698.00","79200","5.40","0.05","0.00185322","1","0.05","",""
"1929","日特建設","東証","20230331","20230404","日証金","972.00","0","2.00","-","0","-","-","満額",""
"1946","トーエネック","東証","20230331","20230404","日証金","3410.00","700","7.00","0.00","0","1","-","",""
"1951","エクシオグループ","東証","20230331","20230404","日証金","2397.00","13100","4.80","0.05","0.00208594","1","0.05","",""
"1965","テクノ菱和","東証","20230331","20230404","日証金","871.00","0","1.80","-","0","-","-","満額",""
"1966","高田工業所","東証","20230331","20230404","日証金","1308.00","0","2.80","-","0","-","-","満額",""
"1968","太平電業","東証","20230331","20230404","日証金","4055.00","0","8.20","-","0","-","-","満額",""
"1969","高砂熱学工業","東証","20230331","20230404","日証金","2109.00","0","4.40","-","0","-","-","満額",""
"1982","日比谷総合設備","東証","20230331","20230404","日証金","2163.00","1300","4.40","0.05","0.0023116","1","0.05","",""
"2001","ニップン","東証","20230331","20230404","日証金","1660.00","5400","3.40","0.05","0.00301205","1","0.05","",""
"2002","日清製粉グループ本社","東証","20230331","20230404","日証金","1551.00","9200","3.20","0.00","0","1","0.00","",""
"2004","昭和産業","東証","20230331","20230404","日証金","2537.00","0","5.20","-","0","-","-","満額",""
"2055","日和産業","東証","20230331","20230404","日証金","238.00","0","1.00","-","0","-","-","満額",""
"2108","日本甜菜製糖","東証","20230331","20230404","日証金","1670.00","0","3.40","-","0","-","-","満額",""
"2117","ウェルネオシュガー","東証","20230331","20230404","日証金","1665.00","0","3.40","-","0","-","-","満額",""
"2138","クルーズ","東証","20230331","20230404","日証金","907.00","0","4.00","-","0","-","-","満額","停止"
"2139","中広","東証","20230331","20230404","日証金","402.00","2100","1.00","0.00","0","1","-","",""
"2154","オープンアップＧ","東証","20230331","20230404","日証金","1919.00","5800","4.00","0.00","0","1","0.00","",""
"2204","中村屋","東証","20230331","20230404","日証金","3095.00","300","6.20","0.05","0.00161551","1","-","",""
"2207","名糖産業","東証","20230331","20230404","日証金","1651.00","3600","3.40","0.05","0.00302847","1","0.05","",""
"2212","山崎製パン","東証","20230331","20230404","日証金","1604.00","22000","3.40","0.00","0","1","0.00","",""
"2217","モロゾフ","東証","20230331","20230404","日証金","3480.00","0","7.00","-","0","-","-","満額",""
"2220","亀田製菓","東証","20230331","20230404","日証金","4395.00","1300","8.80","0.00","0","1","0.00","",""
"2222","寿スピリッツ","東証","20230331","20230404","日証金","9370.00","124900","18.80","0.20","0.00213447","1","0.20","",""
"2226","湖池屋","東証","20230331","20230404","日証金","5430.00","300","11.00","0.00","0","1","0.00","",""
"2264","森永乳業","東証","20230331","20230404","日証金","4770.00","0","9.60","-","0","-","0.00","満額",""
"2266","六甲バター","東証","20230331","20230404","日証金","1348.00","4400","2.80","0.00","0","1","0.00","",""
"2267","ヤクルト本社","東証","20230331","20230404","日証金","9630.00","106500","19.40","0.20","0.00207684","1","0.20","",""
"2270","雪印メグミルク","東証","20230331","20230404","日証金","1763.00","0","3.60","-","0","-","-","満額",""
"2291","福留ハム","東証","20230331","20230404","日証金","1481.00","4600","3.00","0.05","0.0033761","1","0.05","",""
"2294","柿安本店","東証","20230331","20230404","日証金","2222.00","2500","4.60","0.00","0","1","-","",""
"2296","伊藤ハム米久ＨＤ","東証","20230331","20230404","日証金","700.00","4500","1.40","0.00","0","1","0.05","",""
"2301","学情","東証","20230331","20230404","日証金","1645.00","0","3.40","-","0","-","-","満額",""
"2305","スタジオアリス","東証","20230331","20230404","日証金","2143.00","1500","4.40","0.05","0.00233318","1","0.05","",""
"2315","ＣＡＩＣＡ　Ｄ","東証","20230331","20230404","日証金","58.00","0","2.00","-","0","-","-","満額","注意"
"2325","ＮＪＳ","東証","20230331","20230404","日証金","2249.00","200","4.60","0.00","0","1","-","",""
"2332","クエスト","東証","20230331","20230404","日証金","1338.00","0","2.80","-","0","-","-","満額",""
"2335","キューブシステム","東証","20230331","20230404","日証金","1142.00","0","2.40","-","0","-","-","満額",""
