"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20230407","20230411","日証金","2075.50","62180","8.00","0.50","0.0240906","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230407","20230411","日証金","2053.00","79400","4.20","0.05","0.00243546","1","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230407","20230411","日証金","975.40","0","6.00","-","0","-","0.50","満額",""
"1320","ｉＦ２２５年１","東証","20230407","20230411","日証金","28645.00","7080","80.00","5.00","0.0174551","1","5.00","",""
"1321","日経２２５上場投信","東証","20230407","20230411","日証金","28730.00","34729","80.00","5.00","0.0174034","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230407","20230411","日証金","195.50","0","0.70","-","0","-","-","満額",""
"1329","ｉシェアーズ　２２５","東証","20230407","20230411","日証金","28620.00","341","80.00","5.00","0.0174703","1","5.00","",""
"1330","上場２２５","東証","20230407","20230411","日証金","28760.00","14010","58.00","0.50","0.00173853","1","0.50","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230407","20230411","日証金","1952.00","9830","7.00","0.00","0","1","0.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230407","20230411","日証金","18240.00","9","70.00","5.00","0.0274123","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230407","20230411","日証金","19525.00","380","70.00","5.00","0.0256082","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230407","20230411","日証金","27775.00","92","80.00","5.00","0.0180018","1","5.00","",""
"1419","タマホーム","東証","20230407","20230411","日証金","3595.00","651900","7.20","0.10","0.00278164","1","0.10","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230407","20230411","日証金","795.00","164600","3.20","0.05","0.00628931","1","0.05","","注意"
"1433","ベステラ","東証","20230407","20230411","日証金","881.00","38900","1.80","0.05","0.00567537","1","0.05","",""
"1446","キャンディル","東証","20230407","20230411","日証金","551.00","11200","1.20","0.00","0","1","0.00","",""
"1464","ｉＦＪ４００ダブル","東証","20230407","20230411","日証金","15545.00","183","70.00","5.00","0.0321647","1","5.00","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230407","20230411","日証金","2440.00","0","60.00","-","0","-","-","満額",""
"1482","ｉＳ米国債七十円ヘジ","東証","20230407","20230411","日証金","1958.00","0","240.00","-","0","-","-","満額",""
"1493","Ｏｎｅ・中小型","東証","20230407","20230411","日証金","15550.00","0","70.00","-","0","-","-","満額",""
"1495","上場アジアリート","東証","20230407","20230411","日証金","10870.00","10","22.00","0.50","0.00459982","1","0.50","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230407","20230411","日証金","2033.00","0","240.00","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20230407","20230411","日証金","3155.00","0","6.40","-","0","-","-","満額",""
"1545","ナスダックヘッジ無","東証","20230407","20230411","日証金","17465.00","23165","70.00","5.00","0.0286287","1","5.00","",""
