"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ダイワＥＴＦ・ＴＰＸ","東証","20230317","20230322","日証金","2070.00","1460","8.00","0.00","0","1","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20230317","20230322","日証金","2022.50","80400","4.20","0.05","0.00247219","1","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230317","20230322","日証金","958.80","0","6.00","-","0","-","-","満額",""
"1320","ダイワＥＴＦ・２２５","東証","20230317","20230322","日証金","28200.00","7419","80.00","5.00","0.0177305","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230317","20230322","日証金","194.70","0","0.70","-","0","-","-","満額",""
"1328","金価格連動型上場投信","東証","20230317","20230322","日証金","6395.00","1040","28.00","0.50","0.00781861","1","0.50","","注意"
"1329","ｉシェアーズ　２２５","東証","20230317","20230322","日証金","28175.00","2387","80.00","0.00","0","1","0.00","",""
"1330","上場２２５","東証","20230317","20230322","日証金","28295.00","3200","58.00","0.00","0","1","0.00","",""
"1346","ＭＸＳ２２５上場投信","東証","20230317","20230322","日証金","28120.00","1876","80.00","0.00","0","1","0.00","",""
"1348","ＭＸＳＴＰＸ上場投信","東証","20230317","20230322","日証金","2023.50","0","8.00","-","0","-","-","満額",""
"1358","上場日経２倍","東証","20230317","20230322","日証金","25835.00","0","80.00","-","0","-","-","満額",""
"1364","ｉＳＪＰＸ日経４００","東証","20230317","20230322","日証金","18055.00","0","70.00","-","0","-","-","満額",""
"1367","大和ＴＰＸダブル","東証","20230317","20230322","日証金","18950.00","15","70.00","0.00","0","1","-","",""
"1369","Ｏｎｅ・日経２２５","東証","20230317","20230322","日証金","27320.00","83","80.00","0.00","0","1","0.00","",""
"1379","ホクト","東証","20230317","20230322","日証金","1880.00","1800","3.80","0.00","0","1","0.00","",""
"1398","ＳＭＤＡＭ　Ｊリート","東証","20230317","20230322","日証金","1809.50","200","7.00","0.50","0.0276319","1","-","",""
"1417","ミライト・ワン","東証","20230317","20230322","日証金","1653.00","0","3.40","-","0","-","-","満額",""
"1419","タマホーム","東証","20230317","20230322","日証金","3460.00","801000","7.00","0.10","0.00289017","1","0.10","",""
"1420","サンヨーホームズ","東証","20230317","20230322","日証金","765.00","6000","1.60","0.00","0","1","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230317","20230322","日証金","810.00","171000","3.60","0.05","0.00617284","1","0.05","","注意"
"1433","ベステラ","東証","20230317","20230322","日証金","870.00","30000","1.80","0.05","0.00574713","1","0.05","",""
"1446","キャンディル","東証","20230317","20230322","日証金","519.00","16600","1.20","0.05","0.00963391","1","0.05","",""
"1464","大和Ｊ４００ダブル","東証","20230317","20230322","日証金","15110.00","121","70.00","5.00","0.0330907","1","5.00","",""
"1469","４００ベア２倍","東証","20230317","20230322","日証金","1626.00","1150","7.00","0.00","0","1","0.00","",""
"1473","Ｏｎｅ・トピックス","東証","20230317","20230322","日証金","1982.00","260","7.00","0.50","0.025227","1","0.50","",""
"1492","ＭＸＳ　中小型","東証","20230317","20230322","日証金","15665.00","1","70.00","0.00","0","1","0.00","",""
"1493","Ｏｎｅ・中小型","東証","20230317","20230322","日証金","15575.00","1","70.00","0.00","0","1","-","",""
"1498","Ｏｎｅ・ＥＳＧ","東証","20230317","20230322","日証金","14835.00","1","70.00","5.00","0.0337041","1","-","",""
"1545","ナスダックヘッジ無","東証","20230317","20230322","日証金","17025.00","24270","70.00","5.00","0.0293686","1","5.00","",""
"1546","ダウヘッジ無","東証","20230317","20230322","日証金","42000.00","1469","100.00","5.00","0.0119048","1","0.00","",""
"1551","スタンダドＴＯＰ２０","東証","20230317","20230322","日証金","4217.00","10","10.00","0.00","0","1","0.00","",""
"1554","上場インデＭＳ世界","東証","20230317","20230322","日証金","3100.00","0","9.00","-","0","-","-","満額",""
"1560","ブルサＫＬＣＩ","東証","20230317","20230322","日証金","4245.00","0","60.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230317","20230322","日証金","24395.00","2260","50.00","0.00","0","1","-","",""
"1578","上場インデ２２５ミニ","東証","20230317","20230322","日証金","2173.00","178","60.00","0.00","0","1","0.00","",""
"1591","ＪＰＸ日経４００投信","東証","20230317","20230322","日証金","17740.00","0","70.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20230317","20230322","日証金","18080.00","0","70.00","-","0","-","-","満額",""
"1617","ＴＰＸ１７食品","東証","20230317","20230322","日証金","30230.00","0","90.00","-","0","-","-","満額",""
"1618","ＴＰＸ１７エネルギー","東証","20230317","20230322","日証金","12730.00","48","70.00","5.00","0.0392773","1","5.00","",""
"1619","ＴＰＸ１７建設・資材","東証","20230317","20230322","日証金","21950.00","169","80.00","5.00","0.022779","1","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20230317","20230322","日証金","25055.00","0","80.00","-","0","-","-","満額",""
"1622","ＴＰＸ１７自動車輸送","東証","20230317","20230322","日証金","22085.00","52","80.00","5.00","0.0226398","1","-","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20230317","20230322","日証金","19700.00","0","70.00","-","0","-","-","満額",""
"1624","ＴＰＸ１７機械","東証","20230317","20230322","日証金","39950.00","22","90.00","0.00","0","1","5.00","",""
"1625","ＴＰＸ１７電機・精密","東証","20230317","20230322","日証金","27610.00","42","80.00","5.00","0.0181094","1","5.00","",""
"1627","ＴＰＸ１７電力・ガス","東証","20230317","20230322","日証金","6045.00","62","60.00","0.00","0","1","5.00","",""
"1629","ＴＰＸ１７商社・卸売","東証","20230317","20230322","日証金","51980.00","6","120.00","0.00","0","1","5.00","",""
"1633","ＴＰＸ１７不動産","東証","20230317","20230322","日証金","27885.00","98","80.00","5.00","0.0179308","1","5.00","",""
"1656","ｉＳ米国債七十","東証","20230317","20230322","日証金","271.10","0","6.00","-","0","-","-","満額",""
"1658","ｉＳＭＳＣＩ新興国株","東証","20230317","20230322","日証金","2110.00","0","60.00","-","0","-","-","満額",""
"1659","ｉＳ米国リート","東証","20230317","20230322","日証金","2441.00","229","60.00","0.00","0","1","5.00","",""
"1660","ＭＸＳ高利Ｊリート","東証","20230317","20230322","日証金","10050.00","0","70.00","-","0","-","-","満額",""
"1712","ダイセキ環境Ｓ","東証","20230317","20230322","日証金","922.00","0","2.00","-","0","-","-","満額",""
"1721","コムシスＨＤ","東証","20230317","20230322","日証金","2458.00","0","5.00","-","0","-","0.00","満額",""
"1768","ソネック","東証","20230317","20230322","日証金","971.00","29100","2.00","0.05","0.00514933","1","0.05","",""
"1780","ヤマウラ","東証","20230317","20230322","日証金","1137.00","77900","4.80","0.05","0.00439754","1","0.05","","注意"
"1801","大成建設","東証","20230317","20230322","日証金","4070.00","71500","8.20","0.10","0.002457","1","0.10","",""
"1835","東鉄工業","東証","20230317","20230322","日証金","2696.00","3500","5.40","0.00","0","1","0.00","",""
"1848","富士ピー・エス","東証","20230317","20230322","日証金","436.00","33100","1.00","0.05","0.0114679","1","0.05","",""
"1852","浅沼組","東証","20230317","20230322","日証金","3310.00","0","6.80","-","0","-","-","満額",""
"1866","北野建設","東証","20230317","20230322","日証金","3090.00","0","6.20","-","0","-","0.00","満額",""
"1870","矢作建設工業","東証","20230317","20230322","日証金","839.00","0","1.80","-","0","-","-","満額",""
"1882","東亜道路工業","東証","20230317","20230322","日証金","7260.00","1300","14.60","0.15","0.00206612","1","0.15","",""
"1885","東亜建設工業","東証","20230317","20230322","日証金","2760.00","0","5.60","-","0","-","-","満額",""
"1888","若築建設","東証","20230317","20230322","日証金","3615.00","4300","7.40","0.10","0.00276625","1","-","",""
"1904","大成温調","東証","20230317","20230322","日証金","2060.00","2000","8.40","0.05","0.00242718","1","0.05","","注意"
"1911","住友林業","東証","20230317","20230322","日証金","2728.00","4700","5.60","0.00","0","1","0.00","",""
"1928","積水ハウス","東証","20230317","20230322","日証金","2685.00","64300","5.40","0.00","0","1","0.00","",""
"1930","北陸電気工事","東証","20230317","20230322","日証金","762.00","0","1.60","-","0","-","-","満額",""
"1951","エクシオグループ","東証","20230317","20230322","日証金","2412.00","3800","5.00","0.00","0","1","0.00","",""
"1965","テクノ菱和","東証","20230317","20230322","日証金","889.00","0","1.80","-","0","-","-","満額",""
"1966","高田工業所","東証","20230317","20230322","日証金","1270.00","0","2.60","-","0","-","-","満額",""
"1968","太平電業","東証","20230317","20230322","日証金","3905.00","900","8.00","0.00","0","1","0.00","",""
"1969","高砂熱学工業","東証","20230317","20230322","日証金","2020.00","0","4.20","-","0","-","-","満額",""
"2001","ニップン","東証","20230317","20230322","日証金","1657.00","1900","3.40","0.00","0","1","0.00","",""
"2002","日清製粉グループ本社","東証","20230317","20230322","日証金","1561.00","3700","3.20","0.00","0","1","0.00","",""
"2108","日本甜菜製糖","東証","20230317","20230322","日証金","1677.00","0","3.40","-","0","-","-","満額",""
"2138","クルーズ","東証","20230317","20230322","日証金","896.00","0","3.60","-","0","-","-","満額","停止"
"2154","オープンアップＧ","東証","20230317","20230322","日証金","1878.00","3700","3.80","0.00","0","1","0.00","",""
"2207","名糖産業","東証","20230317","20230322","日証金","1678.00","1100","3.40","0.00","0","1","0.05","",""
"2212","山崎製パン","東証","20230317","20230322","日証金","1596.00","0","3.20","-","0","-","-","満額",""
"2217","モロゾフ","東証","20230317","20230322","日証金","3340.00","0","6.80","-","0","-","-","満額",""
"2220","亀田製菓","東証","20230317","20230322","日証金","4275.00","0","8.60","-","0","-","-","満額",""
"2222","寿スピリッツ","東証","20230317","20230322","日証金","8740.00","43200","17.60","0.15","0.00171625","1","0.15","",""
"2226","湖池屋","東証","20230317","20230322","日証金","5410.00","1100","11.00","0.10","0.00184843","1","0.10","",""
"2242","ＭＸＳダウヘ有","東証","20230317","20230322","日証金","491.80","24270","6.00","0.50","0.101667","1","0.50","",""
"2264","森永乳業","東証","20230317","20230322","日証金","4915.00","700","10.00","0.00","0","1","0.00","",""
"2266","六甲バター","東証","20230317","20230322","日証金","1364.00","1400","2.80","0.00","0","1","0.00","",""
"2267","ヤクルト本社","東証","20230317","20230322","日証金","9510.00","85300","19.20","0.20","0.00210305","1","0.20","",""
"2270","雪印メグミルク","東証","20230317","20230322","日証金","1815.00","0","3.80","-","0","-","-","満額",""
"2291","福留ハム","東証","20230317","20230322","日証金","1586.00","8500","3.20","0.05","0.00315259","1","0.05","",""
"2301","学情","東証","20230317","20230322","日証金","1546.00","0","3.20","-","0","-","-","満額",""
"2304","ＣＳＳＨＤ","東証","20230317","20230322","日証金","398.00","0","1.00","-","0","-","-","満額",""
"2315","ＣＡＩＣＡ　Ｄ","東証","20230317","20230322","日証金","61.00","0","2.00","-","0","-","-","満額","注意"
"2325","ＮＪＳ","東証","20230317","20230322","日証金","2186.00","800","4.40","0.05","0.00228728","1","0.05","",""
"2378","ルネサンス","東証","20230317","20230322","日証金","921.00","40100","2.00","0.05","0.00542888","1","0.05","",""
"2384","ＳＢＳＨＤ","東証","20230317","20230322","日証金","3280.00","0","6.60","-","0","-","-","満額",""
"2389","デジタルＨＤ","東証","20230317","20230322","日証金","1076.00","0","2.20","-","0","-","-","満額",""
"2395","新日本科学","東証","20230317","20230322","日証金","2864.00","315100","5.80","0.05","0.00174581","1","0.05","",""
"2404","鉄人化計画","東証","20230317","20230322","日証金","295.00","1200","2.00","0.05","0.0169492","1","-","","注意"
"2410","キャリアＤセンタ","東証","20230317","20230322","日証金","2274.00","0","4.60","-","0","-","-","満額",""
"2433","博報堂ＤＹＨＤ","東証","20230317","20230322","日証金","1495.00","52700","3.00","0.05","0.00334448","1","0.05","",""
"2435","シダー","東証","20230317","20230322","日証金","170.00","500","1.00","0.00","0","1","0.00","",""
"2438","アスカネット","東証","20230317","20230322","日証金","982.00","32700","4.00","0.05","0.00509165","1","0.05","","注意"
"2440","ぐるなび","東証","20230317","20230322","日証金","323.00","0","1.00","-","0","-","-","満額",""
"2462","ライク","東証","20230317","20230322","日証金","1863.00","26100","3.80","0.00","0","1","0.00","",""
"2487","ＣＤＧ","東証","20230317","20230322","日証金","1185.00","500","2.40","0.00","0","1","0.00","",""
"2501","サッポロＨＤ","東証","20230317","20230322","日証金","3465.00","52800","7.00","0.10","0.002886","1","0.10","",""
"2502","アサヒグループＨＤ","東証","20230317","20230322","日証金","4740.00","19400","9.60","0.05","0.00105485","1","0.05","",""
"2510","国内債券","東証","20230317","20230322","日証金","951.40","850","6.00","0.00","0","1","0.00","",""
"2512","外国債券ヘッジあり","東証","20230317","20230322","日証金","834.80","0","6.00","-","0","-","-","満額",""
"2514","外国株式ヘッジあり","東証","20230317","20230322","日証金","1304.00","0","7.00","-","0","-","-","満額",""
"2516","東証マザーズＥＴＦ","東証","20230317","20230322","日証金","589.10","259040","6.00","0.00","0","1","0.00","",""
"2518","日本株女性活躍ＥＴＦ","東証","20230317","20230322","日証金","1063.00","1997","60.00","5.00","0.470367","1","-","",""
"2522","ｉＳロボット","東証","20230317","20230322","日証金","3770.00","362","60.00","0.00","0","1","5.00","",""
"2524","ＮＺＡＭ　ＴＰＸ","東証","20230317","20230322","日証金","1982.00","100","7.00","0.50","0.025227","1","-","",""
"2528","大和Ｊリートコア","東証","20230317","20230322","日証金","1053.00","30","7.00","0.00","0","1","0.00","",""
"2555","東証ＲＥＩＴ－ＥＴＦ","東証","20230317","20230322","日証金","1825.00","700","7.00","0.50","0.0273973","1","0.50","",""
"2559","ＭＸＳ全世界株式","東証","20230317","20230322","日証金","13855.00","0","70.00","-","0","-","-","満額",""
"2561","ｉＳ日本国債","東証","20230317","20230322","日証金","2544.00","1693","120.00","5.00","0.196541","1","5.00","","注意"
"2562","上場ダウヘッジあり","東証","20230317","20230322","日証金","2671.50","6070","8.00","0.50","0.0187161","1","-","",""
"2568","上場ＮＳＱ１００ヘ無","東証","20230317","20230322","日証金","2885.00","4320","8.00","0.50","0.017331","1","0.50","",""
"2590","ＤｙＤｏ","東証","20230317","20230322","日証金","4810.00","3600","9.80","0.10","0.002079","1","0.10","",""
"2594","キーコーヒー","東証","20230317","20230322","日証金","2045.00","4800","4.20","0.00","0","1","0.00","",""
