"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20231017","20231019","日証金","2394.00","59430","8.00","0.00","0","1","0.00","",""
"1321","日経２２５上場投信","東証","20231017","20231019","日証金","33150.00","9230","90.00","0.00","0","1","0.00","",""
"1330","上場２２５","東証","20231017","20231019","日証金","33190.00","1472","90.00","0.00","0","1","0.00","",""
"1332","ニッスイ","東証","20231017","20231019","日証金","690.10","51300","1.40","0.00","0","1","0.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20231017","20231019","日証金","1987.00","25690","7.00","0.50","0.0251636","1","0.50","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231017","20231019","日証金","21250.00","18","80.00","5.00","0.0235294","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20231017","20231019","日証金","26590.00","0","80.00","-","0","-","-","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20231017","20231019","日証金","32330.00","30","90.00","0.00","0","1","5.00","",""
"1407","ウエストＨＤ","東証","20231017","20231019","日証金","3535.00","7400","7.20","0.00","0","1","0.10","",""
"1430","ファーストコーポ","東証","20231017","20231019","日証金","748.00","20800","1.60","0.00","0","1","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231017","20231019","日証金","792.00","83300","3.20","0.05","0.00631313","1","0.05","","注意"
"1433","ベステラ","東証","20231017","20231019","日証金","1017.00","12300","2.20","0.00","0","1","0.00","",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231017","20231019","日証金","725.00","0","1.60","-","0","-","-","満額",""
"1446","キャンディル","東証","20231017","20231019","日証金","556.00","29900","1.20","0.05","0.00899281","1","0.05","",""
"1466","ｉＦＪ４００Ｗベア","東証","20231017","20231019","日証金","1093.00","0","60.00","-","0","-","-","満額",""
"1469","４００ベア２倍","東証","20231017","20231019","日証金","1075.50","0","7.00","-","0","-","-","満額",""
"1488","ｉＦＪリート","東証","20231017","20231019","日証金","1892.50","0","7.00","-","0","-","-","満額",""
"1492","ＭＸＳ　中小型","東証","20231017","20231019","日証金","17255.00","9","70.00","0.00","0","1","0.00","",""
"1493","Ｏｎｅ・中小型","東証","20231017","20231019","日証金","16275.00","5","70.00","5.00","0.030722","1","-","",""
"1545","ナスダックヘッジ無","東証","20231017","20231019","日証金","22940.00","387","80.00","0.00","0","1","0.00","",""
"1546","ダウヘッジ無","東証","20231017","20231019","日証金","49330.00","516","200.00","5.00","0.0101358","1","5.00","","停止"
"1547","上場米国Ｓ＆Ｐ５００","東証","20231017","20231019","日証金","7147.00","26630","16.00","0.50","0.00699594","1","0.50","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20231017","20231019","日証金","4493.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20231017","20231019","日証金","3754.00","0","9.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20231017","20231019","日証金","34280.00","3690","70.00","0.00","0","1","0.00","",""
"1578","上場インデ２２５ミニ","東証","20231017","20231019","日証金","2566.00","0","60.00","-","0","-","-","満額",""
"1595","ＮＺＡＭ東証ＲＥＩＴ","東証","20231017","20231019","日証金","1866.50","10","7.00","0.00","0","1","-","",""
"1617","ＴＰＸ１７食品","東証","20231017","20231019","日証金","34080.00","0","90.00","-","0","-","-","満額",""
"1619","ＴＰＸ１７建設・資材","東証","20231017","20231019","日証金","25445.00","131","80.00","5.00","0.0196502","1","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20231017","20231019","日証金","26960.00","0","80.00","-","0","-","-","満額",""
"1621","ＴＰＸ１７医薬品","東証","20231017","20231019","日証金","26610.00","62","80.00","5.00","0.0187899","1","5.00","",""
"1622","ＴＰＸ１７自動車輸送","東証","20231017","20231019","日証金","29880.00","0","80.00","-","0","-","-","満額",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20231017","20231019","日証金","22480.00","0","80.00","-","0","-","-","満額",""
"1624","ＴＰＸ１７機械","東証","20231017","20231019","日証金","46570.00","0","100.00","-","0","-","-","満額",""
"1625","ＴＰＸ１７電機・精密","東証","20231017","20231019","日証金","30790.00","7","90.00","0.00","0","1","0.00","",""
"1627","ＴＰＸ１７電力・ガス","東証","20231017","20231019","日証金","7740.00","0","60.00","-","0","-","-","満額",""
"1629","ＴＰＸ１７商社・卸売","東証","20231017","20231019","日証金","70180.00","0","160.00","-","0","-","-","満額",""
"1631","ＴＰＸ１７銀行","東証","20231017","20231019","日証金","14200.00","37","70.00","0.00","0","1","0.00","",""
"1632","ＴＰＸ１７金融","東証","20231017","20231019","日証金","19490.00","0","70.00","-","0","-","-","満額",""
