"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230522","20230524","日証金","2326.00","12900","8.00","0.50","0.0214961","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230522","20230524","日証金","2299.00","248270","8.00","0.50","0.0217486","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230522","20230524","日証金","2271.50","111000","4.60","0.05","0.00220119","1","0.05","",""
"1320","ｉＦ２２５年１","東証","20230522","20230524","日証金","32400.00","30764","90.00","5.00","0.0154321","1","5.00","",""
"1321","日経２２５上場投信","東証","20230522","20230524","日証金","32470.00","34858","90.00","5.00","0.0153988","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230522","20230524","日証金","206.30","0","0.80","-","0","-","0.05","満額",""
"1328","金価格連動型上場投信","東証","20230522","20230524","日証金","6763.00","0","28.00","-","0","-","-","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230522","20230524","日証金","32380.00","6202","90.00","5.00","0.0154416","1","5.00","",""
"1330","上場２２５","東証","20230522","20230524","日証金","32500.00","50260","66.00","1.00","0.00307692","1","1.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230522","20230524","日証金","2007.50","13070","8.00","0.50","0.0249066","1","0.50","",""
"1346","ＭＸＳ２２５上場投信","東証","20230522","20230524","日証金","32310.00","10023","90.00","5.00","0.0154751","1","5.00","",""
"1358","上場日経２倍","東証","20230522","20230524","日証金","33940.00","5548","90.00","90.00","0.265174","1","90.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230522","20230524","日証金","20245.00","182","80.00","5.00","0.0246975","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230522","20230524","日証金","28210.00","10492","80.00","5.00","0.0177242","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230522","20230524","日証金","23870.00","2871","80.00","5.00","0.0209468","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230522","20230524","日証金","31350.00","1326","90.00","5.00","0.015949","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230522","20230524","日証金","31300.00","0","90.00","-","0","-","-","満額",""
"1407","ウエストＨＤ","東証","20230522","20230524","日証金","3095.00","0","6.20","-","0","-","-","満額",""
"1417","ミライト・ワン","東証","20230522","20230524","日証金","1817.00","0","3.80","-","0","-","-","満額",""
"1419","タマホーム","東証","20230522","20230524","日証金","3925.00","1227000","32.00","0.10","0.00254777","1","0.10","","注意"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230522","20230524","日証金","792.00","85800","3.20","0.05","0.00631313","1","0.05","","注意"
"1433","ベステラ","東証","20230522","20230524","日証金","946.00","66700","2.00","0.05","0.00528541","1","0.05","",""
