"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20240119","20240123","日証金","3915.00","0","8.00","-","0","-","-","満額",""
"1306","ＴＯＰＩＸ連動型上場","東証","20240119","20240123","日証金","2624.50","138140","8.00","0.00","0","1","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20240119","20240123","日証金","1302.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20240119","20240123","日証金","37180.00","10814","90.00","5.00","0.0134481","1","5.00","",""
"1321","日経２２５上場投信","東証","20240119","20240123","日証金","37320.00","52047","90.00","0.00","0","1","5.00","",""
"1329","ｉシェアーズ　２２５","東証","20240119","20240123","日証金","37490.00","3832","90.00","5.00","0.0133369","1","5.00","",""
"1330","上場２２５","東証","20240119","20240123","日証金","37340.00","23796","90.00","5.00","0.0133905","1","5.00","",""
"1332","ニッスイ","東証","20240119","20240123","日証金","790.10","0","1.60","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20240119","20240123","日証金","1960.50","0","7.00","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20240119","20240123","日証金","37140.00","788","90.00","5.00","0.0134626","1","-","",""
"1348","ＭＸＳＴＰＸ上場投信","東証","20240119","20240123","日証金","2596.00","1990","8.00","0.50","0.0192604","1","0.50","",""
"1358","上場日経２倍","東証","20240119","20240123","日証金","45140.00","1518","100.00","5.00","0.0110767","1","-","",""
"1364","ｉＳＪＰＸ日経４００","東証","20240119","20240123","日証金","23410.00","62","80.00","5.00","0.0213584","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20240119","20240123","日証金","37560.00","5104","90.00","5.00","0.013312","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20240119","20240123","日証金","31740.00","748","90.00","5.00","0.015753","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20240119","20240123","日証金","36030.00","215","90.00","5.00","0.0138773","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20240119","20240123","日証金","36200.00","128","90.00","5.00","0.0138122","1","5.00","",""
"1399","上場高配当低ボラ","東証","20240119","20240123","日証金","2150.00","10","16.00","0.50","0.0232558","1","0.50","","注意"
"1419","タマホーム","東証","20240119","20240123","日証金","4015.00","132700","8.20","0.10","0.00249066","1","0.05","",""
"1433","ベステラ","東証","20240119","20240123","日証金","1059.00","173800","4.40","0.05","0.00472144","1","0.05","","停止"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20240119","20240123","日証金","932.00","0","2.00","-","0","-","-","満額",""
"1446","キャンディル","東証","20240119","20240123","日証金","586.00","7000","1.20","0.00","0","1","0.00","",""
"1458","楽天２２５ダブルブル","東証","20240119","20240123","日証金","28685.00","17955","80.00","5.00","0.0174307","1","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20240119","20240123","日証金","25385.00","39","80.00","5.00","0.0196967","1","5.00","",""
"1472","Ｊ４００ダブルインバ","東証","20240119","20240123","日証金","356.00","147","60.00","0.00","0","1","0.00","",""
"1475","ｉＳＴＯＰＩＸ","東証","20240119","20240123","日証金","2597.00","1394","60.00","0.00","0","1","0.00","",""
"1481","上場日本経済貢献","東証","20240119","20240123","日証金","2562.00","0","60.00","-","0","-","-","満額",""
"1488","ｉＦＪリート","東証","20240119","20240123","日証金","1875.00","290","7.00","0.50","0.0266667","1","-","",""
"1493","Ｏｎｅ・中小型","東証","20240119","20240123","日証金","17925.00","7","70.00","5.00","0.027894","1","5.00","",""
"1494","Ｏｎｅ・高配当日本株","東証","20240119","20240123","日証金","27790.00","10","80.00","0.00","0","1","0.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20240119","20240123","日証金","1888.00","0","60.00","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20240119","20240123","日証金","2838.00","101200","11.60","0.05","0.0017618","1","0.05","","停止"
"1547","上場米国Ｓ＆Ｐ５００","東証","20240119","20240123","日証金","7709.00","27970","16.00","0.50","0.00648593","1","0.50","",""
"1551","スタンダドＴＯＰ２０","東証","20240119","20240123","日証金","4974.00","380","10.00","0.50","0.0100523","1","0.50","",""
"1554","上場インデＭＳ世界","東証","20240119","20240123","日証金","3960.00","0","9.00","-","0","-","-","満額",""
"1555","上場インデＡリート","東証","20240119","20240123","日証金","1858.00","150","7.00","0.50","0.0269107","1","0.00","",""
"1563","東証グロース・コア","東証","20240119","20240123","日証金","2505.00","0","60.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20240119","20240123","日証金","40990.00","31810","82.00","1.00","0.00243962","1","1.00","",""
"1569","ＴＯＰＩＸベアＥＴＦ","東証","20240119","20240123","日証金","1476.00","0","7.00","-","0","-","-","満額",""
"1570","日経レバレッジＥＴＦ","東証","20240119","20240123","日証金","24340.00","207531","160.00","5.00","0.0205423","1","5.00","","注意"
"1579","日経ブル２倍上場投信","東証","20240119","20240123","日証金","26045.00","82010","54.00","1.00","0.00383951","1","0.50","",""
"1591","ＪＰＸ日経４００投信","東証","20240119","20240123","日証金","22810.00","522","80.00","5.00","0.0219202","1","5.00","",""
"1592","上場ＪＰＸ日経４００","東証","20240119","20240123","日証金","2083.00","39","60.00","0.00","0","1","5.00","",""
"1593","ＭＸＳＪＰＸ４００","東証","20240119","20240123","日証金","23300.00","0","80.00","-","0","-","-","満額",""
"1595","ＮＺＡＭ東証ＲＥＩＴ","東証","20240119","20240123","日証金","1845.00","50","7.00","0.50","0.0271003","1","-","",""
"1618","ＴＰＸ１７エネルギー","東証","20240119","20240123","日証金","18460.00","36","70.00","0.00","0","1","-","",""
"1621","ＴＰＸ１７医薬品","東証","20240119","20240123","日証金","27020.00","69","80.00","5.00","0.0185048","1","-","",""
"1622","ＴＰＸ１７自動車輸送","東証","20240119","20240123","日証金","31510.00","62","90.00","5.00","0.015868","1","5.00","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20240119","20240123","日証金","24045.00","49","80.00","0.00","0","1","0.00","",""
"1624","ＴＰＸ１７機械","東証","20240119","20240123","日証金","51610.00","6","120.00","5.00","0.00968804","1","5.00","",""
"1625","ＴＰＸ１７電機・精密","東証","20240119","20240123","日証金","35250.00","111","90.00","0.00","0","1","0.00","",""
"1626","ＴＰＸ１７情報通信","東証","20240119","20240123","日証金","33250.00","16","90.00","5.00","0.0150376","1","5.00","",""
"1627","ＴＰＸ１７電力・ガス","東証","20240119","20240123","日証金","8255.00","297","60.00","0.00","0","1","0.00","",""
"1628","ＴＰＸ１７運輸・物流","東証","20240119","20240123","日証金","19395.00","0","70.00","-","0","-","-","満額",""
"1630","ＴＰＸ１７小売","東証","20240119","20240123","日証金","27715.00","31","80.00","0.00","0","1","0.00","",""
"1631","ＴＰＸ１７銀行","東証","20240119","20240123","日証金","14435.00","0","70.00","-","0","-","-","満額",""
"1632","ＴＰＸ１７金融","東証","20240119","20240123","日証金","21030.00","96","80.00","5.00","0.0237756","1","5.00","",""
"1633","ＴＰＸ１７不動産","東証","20240119","20240123","日証金","35840.00","97","90.00","5.00","0.0139509","1","5.00","",""
"1655","ｉＳＳＰ５００米国株","東証","20240119","20240123","日証金","513.70","0","6.00","-","0","-","-","満額",""
"1656","ｉＳ米国債七十","東証","20240119","20240123","日証金","293.20","0","6.00","-","0","-","-","満額",""
"1657","ｉＳＭＳＣＩ先進国株","東証","20240119","20240123","日証金","4355.00","0","60.00","-","0","-","-","満額",""
"1679","ＮＹダウジョンズ投信","東証","20240119","20240123","日証金","46530.00","450","188.00","0.50","0.00107458","1","0.50","","注意"
"1681","上場海外新興国株式","東証","20240119","20240123","日証金","1784.00","0","7.00","-","0","-","-","満額",""
"1682","日経ＪＰＸ白金","東証","20240119","20240123","日証金","232.00","0","0.80","-","0","-","-","満額",""
