"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ダイワＥＴＦ・ＴＰＸ","東証","20230315","20230317","日証金","2070.00","3330","8.00","0.00","0","3","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20230315","20230317","日証金","2023.00","94700","4.20","0.15","0.00741473","3","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230315","20230317","日証金","959.90","0","6.00","-","0","-","0.00","満額",""
"1320","ダイワＥＴＦ・２２５","東証","20230315","20230317","日証金","28100.00","5776","80.00","0.00","0","3","0.00","",""
"1325","ブラジル指数ボベスパ","東証","20230315","20230317","日証金","195.00","0","0.70","-","0","-","-","満額",""
"1328","金価格連動型上場投信","東証","20230315","20230317","日証金","6363.00","580","28.00","1.50","0.0235738","3","-","","注意"
"1329","ｉシェアーズ　２２５","東証","20230315","20230317","日証金","28060.00","3003","80.00","15.00","0.0534569","3","5.00","",""
"1330","上場２２５","東証","20230315","20230317","日証金","28200.00","1490","58.00","0.00","0","3","0.00","",""
"1346","ＭＸＳ２２５上場投信","東証","20230315","20230317","日証金","28020.00","3047","80.00","15.00","0.0535332","3","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230315","20230317","日証金","17955.00","0","70.00","-","0","-","5.00","満額",""
"1367","大和ＴＰＸダブル","東証","20230315","20230317","日証金","18990.00","871","70.00","15.00","0.0789889","3","-","",""
"1369","Ｏｎｅ・日経２２５","東証","20230315","20230317","日証金","27215.00","138","80.00","0.00","0","3","-","",""
"1379","ホクト","東証","20230315","20230317","日証金","1886.00","1700","3.80","0.00","0","3","-","",""
"1417","ミライト・ワン","東証","20230315","20230317","日証金","1654.00","0","3.40","-","0","-","-","満額",""
"1419","タマホーム","東証","20230315","20230317","日証金","3530.00","839200","7.20","0.30","0.00849858","3","0.10","",""
"1420","サンヨーホームズ","東証","20230315","20230317","日証金","760.00","4700","1.60","0.00","0","3","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230315","20230317","日証金","814.00","173200","3.60","0.15","0.0184275","3","0.05","","注意"
"1433","ベステラ","東証","20230315","20230317","日証金","879.00","28900","1.80","0.15","0.0170648","3","0.00","",""
"1446","キャンディル","東証","20230315","20230317","日証金","519.00","16200","1.20","0.15","0.0289017","3","0.05","",""
"1464","大和Ｊ４００ダブル","東証","20230315","20230317","日証金","15050.00","156","70.00","15.00","0.0996678","3","5.00","",""
"1466","大和Ｊ４００ダブベア","東証","20230315","20230317","日証金","1642.00","93","60.00","15.00","0.91352","3","0.00","",""
"1469","４００ベア２倍","東証","20230315","20230317","日証金","1612.00","620","7.00","0.00","0","3","0.00","",""
"1473","Ｏｎｅ・トピックス","東証","20230315","20230317","日証金","1984.00","260","7.00","1.50","0.0756048","3","0.50","",""
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20230315","20230317","日証金","17765.00","15","70.00","15.00","0.0844357","3","5.00","",""
"1475","ｉＳＴＯＰＩＸ","東証","20230315","20230317","日証金","2002.00","1216","60.00","0.00","0","3","0.00","",""
"1483","ＩＳ設備人材","東証","20230315","20230317","日証金","2104.00","0","60.00","-","0","-","-","満額",""
"1487","上場米債ヘッジあり","東証","20230315","20230317","日証金","14640.00","0","140.00","-","0","-","-","満額","注意"
"1492","ＭＸＳ　中小型","東証","20230315","20230317","日証金","15640.00","1","70.00","0.00","0","3","-","",""
"1493","Ｏｎｅ・中小型","東証","20230315","20230317","日証金","15565.00","0","70.00","-","0","-","-","満額",""
"1545","ナスダックヘッジ無","東証","20230315","20230317","日証金","16680.00","23806","70.00","15.00","0.0899281","3","5.00","",""
"1546","ダウヘッジ無","東証","20230315","20230317","日証金","42390.00","1129","100.00","15.00","0.0353857","3","5.00","",""
"1551","スタンダドＴＯＰ２０","東証","20230315","20230317","日証金","4221.00","20","10.00","0.00","0","3","0.00","",""
"1554","上場インデＭＳ世界","東証","20230315","20230317","日証金","3126.00","0","9.00","-","0","-","-","満額",""
"1560","ブルサＫＬＣＩ","東証","20230315","20230317","日証金","4290.00","0","60.00","-","0","-","-","満額",""
"1563","東証グロース・コア","東証","20230315","20230317","日証金","2488.00","5284","60.00","0.00","0","3","5.00","",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230315","20230317","日証金","24450.00","2790","50.00","0.00","0","3","-","",""
"1615","東証銀行業株価指数連","東証","20230315","20230317","日証金","201.90","0","0.80","-","0","-","0.05","満額",""
"1617","ＴＰＸ１７食品","東証","20230315","20230317","日証金","30120.00","0","90.00","-","0","-","-","満額",""
"1618","ＴＰＸ１７エネルギー","東証","20230315","20230317","日証金","13065.00","64","70.00","15.00","0.114811","3","5.00","",""
"1619","ＴＰＸ１７建設・資材","東証","20230315","20230317","日証金","22340.00","167","80.00","15.00","0.0671441","3","5.00","",""
"1620","ＴＰＸ１７素材・化学","東証","20230315","20230317","日証金","25035.00","0","80.00","-","0","-","0.00","満額",""
"1622","ＴＰＸ１７自動車輸送","東証","20230315","20230317","日証金","22350.00","21","80.00","15.00","0.0671141","3","-","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20230315","20230317","日証金","20615.00","0","80.00","-","0","-","-","満額",""
"1624","ＴＰＸ１７機械","東証","20230315","20230317","日証金","40280.00","0","100.00","-","0","-","-","満額",""
"1625","ＴＰＸ１７電機・精密","東証","20230315","20230317","日証金","26995.00","58","80.00","15.00","0.0555658","3","5.00","",""
"1626","ＴＰＸ１７情報通信","東証","20230315","20230317","日証金","26830.00","0","80.00","-","0","-","5.00","満額",""
"1627","ＴＰＸ１７電力・ガス","東証","20230315","20230317","日証金","6047.00","21","60.00","0.00","0","3","-","",""
"1633","ＴＰＸ１７不動産","東証","20230315","20230317","日証金","27990.00","105","80.00","15.00","0.0535906","3","5.00","",""
"1656","ｉＳ米国債七十","東証","20230315","20230317","日証金","272.40","0","6.00","-","0","-","-","満額",""
"1658","ｉＳＭＳＣＩ新興国株","東証","20230315","20230317","日証金","2120.00","0","60.00","-","0","-","-","満額",""
"1660","ＭＸＳ高利Ｊリート","東証","20230315","20230317","日証金","10260.00","0","70.00","-","0","-","-","満額",""
"1712","ダイセキ環境Ｓ","東証","20230315","20230317","日証金","931.00","0","2.00","-","0","-","-","満額",""
