"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20230803","20230807","日証金","3700.00","0","7.40","-","0","-","-","満額",""
"1305","ｉＦＴＰＸ年１","東証","20230803","20230807","日証金","2373.00","130","8.00","0.50","0.0210704","1","-","",""
"1321","日経２２５上場投信","東証","20230803","20230807","日証金","33070.00","88490","90.00","5.00","0.0151194","1","5.00","",""
"1328","金価格連動型上場投信","東証","20230803","20230807","日証金","6881.00","440","28.00","0.50","0.00726639","1","0.50","","注意"
"1329","ｉシェアーズ　２２５","東証","20230803","20230807","日証金","33550.00","1193","180.00","5.00","0.0149031","1","5.00","",""
"1330","上場２２５","東証","20230803","20230807","日証金","33130.00","8313","90.00","5.00","0.0150921","1","5.00","",""
"1332","ニッスイ","東証","20230803","20230807","日証金","672.90","0","1.40","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20230803","20230807","日証金","33160.00","205","90.00","5.00","0.0150784","1","5.00","",""
"1358","上場日経２倍","東証","20230803","20230807","日証金","36130.00","976","90.00","5.00","0.0138389","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230803","20230807","日証金","21170.00","133","160.00","5.00","0.0236183","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230803","20230807","日証金","30060.00","323","90.00","0.00","0","1","0.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230803","20230807","日証金","25780.00","1497","80.00","5.00","0.0193949","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230803","20230807","日証金","32190.00","1284","90.00","5.00","0.0155328","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230803","20230807","日証金","32480.00","10","90.00","5.00","0.0153941","1","5.00","",""
"1417","ミライト・ワン","東証","20230803","20230807","日証金","1800.50","0","3.80","-","0","-","-","満額",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230803","20230807","日証金","790.00","87400","3.20","0.05","0.00632911","1","0.05","","注意"
"1433","ベステラ","東証","20230803","20230807","日証金","1081.00","0","2.20","-","0","-","-","満額",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230803","20230807","日証金","733.00","16000","1.60","0.05","0.00682128","1","0.00","",""
"1446","キャンディル","東証","20230803","20230807","日証金","602.00","0","1.40","-","0","-","-","満額",""
"1464","ｉＦＪ４００ダブル","東証","20230803","20230807","日証金","20750.00","4","80.00","0.00","0","1","0.00","",""
"1481","上場日本経済貢献","東証","20230803","20230807","日証金","2324.00","6","60.00","0.00","0","1","0.00","",""
"1488","ｉＦＪリート","東証","20230803","20230807","日証金","1925.00","600","7.00","0.50","0.025974","1","0.50","",""
"1489","日経高配当株５０","東証","20230803","20230807","日証金","53200.00","0","120.00","-","0","-","-","満額",""
"1492","ＭＸＳ　中小型","東証","20230803","20230807","日証金","17010.00","68","70.00","5.00","0.0293945","1","5.00","",""
"1493","Ｏｎｅ・中小型","東証","20230803","20230807","日証金","16455.00","98","70.00","5.00","0.0303859","1","5.00","",""
"1498","Ｏｎｅ・ＥＳＧ","東証","20230803","20230807","日証金","17670.00","2","70.00","5.00","0.0282965","1","5.00","",""
"1515","日鉄鉱業","東証","20230803","20230807","日証金","4800.00","1500","9.60","0.00","0","1","-","",""
"1518","三井松島ＨＤ","東証","20230803","20230807","日証金","2679.00","0","10.80","-","0","-","-","満額","注意"
"1546","ダウヘッジ無","東証","20230803","20230807","日証金","49890.00","9244","1000.00","5.00","0.010022","1","5.00","","停止"
