"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230622","20230626","日証金","2456.00","4110","8.00","0.00","0","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230622","20230626","日証金","2429.50","122810","8.00","0.50","0.0205804","1","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20230622","20230626","日証金","2400.50","130100","5.00","0.05","0.0020829","1","0.05","",""
"1320","ｉＦ２２５年１","東証","20230622","20230626","日証金","34690.00","13325","90.00","0.00","0","1","5.00","",""
"1321","日経２２５上場投信","東証","20230622","20230626","日証金","34790.00","47096","90.00","5.00","0.0143719","1","5.00","",""
"1328","金価格連動型上場投信","東証","20230622","20230626","日証金","6791.00","0","28.00","-","0","-","0.50","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230622","20230626","日証金","34650.00","1982","90.00","5.00","0.01443","1","5.00","",""
"1330","上場２２５","東証","20230622","20230626","日証金","34780.00","38080","70.00","1.00","0.00287522","1","1.00","",""
"1332","ニッスイ","東証","20230622","20230626","日証金","660.00","0","1.40","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20230622","20230626","日証金","1993.50","0","7.00","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20230622","20230626","日証金","34570.00","4045","90.00","5.00","0.0144634","1","5.00","",""
"1358","上場日経２倍","東証","20230622","20230626","日証金","38790.00","6272","90.00","5.00","0.0128899","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230622","20230626","日証金","21515.00","91","80.00","0.00","0","1","0.00","",""
"1365","ｉＦ２２５ダブル","東証","20230622","20230626","日証金","32250.00","1868","90.00","5.00","0.0155039","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230622","20230626","日証金","26515.00","2411","80.00","5.00","0.0188573","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230622","20230626","日証金","33590.00","2220","90.00","5.00","0.0148854","1","5.00","",""
"1377","サカタのタネ","東証","20230622","20230626","日証金","4210.00","0","8.60","-","0","-","-","満額",""
"1379","ホクト","東証","20230622","20230626","日証金","1848.00","2600","3.80","0.00","0","1","0.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230622","20230626","日証金","33570.00","0","90.00","-","0","-","-","満額",""
