"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20231220","20231222","日証金","2457.50","134870","8.00","0.00","0","3","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20231220","20231222","日証金","2427.00","9464","60.00","0.00","0","3","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231220","20231222","日証金","1187.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20231220","20231222","日証金","34760.00","12018","90.00","15.00","0.043153","3","5.00","",""
"1321","日経２２５上場投信","東証","20231220","20231222","日証金","34900.00","44643","90.00","0.00","0","3","0.00","",""
"1330","上場２２５","東証","20231220","20231222","日証金","34970.00","2201","90.00","15.00","0.0428939","3","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20231220","20231222","日証金","35020.00","1116","90.00","15.00","0.0428327","3","5.00","",""
"1358","上場日経２倍","東証","20231220","20231222","日証金","39690.00","2083","90.00","15.00","0.0377929","3","-","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231220","20231222","日証金","21870.00","2","80.00","0.00","0","3","0.00","",""
"1365","ｉＦ２２５ダブル","東証","20231220","20231222","日証金","32950.00","517","90.00","0.00","0","3","-","",""
"1367","ｉＦＴＰＸダブル","東証","20231220","20231222","日証金","27825.00","0","80.00","-","0","-","-","満額",""
"1369","Ｏｎｅ・日経２２５","東証","20231220","20231222","日証金","34050.00","382","90.00","15.00","0.0440529","3","5.00","",""
"1399","上場高配当低ボラ","東証","20231220","20231222","日証金","2046.00","0","8.00","-","0","-","-","満額",""
"1419","タマホーム","東証","20231220","20231222","日証金","3790.00","125200","7.60","0.30","0.00791557","3","0.10","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231220","20231222","日証金","773.00","0","6.40","-","0","-","-","満額","注意"
"1433","ベステラ","東証","20231220","20231222","日証金","1039.00","23000","2.20","0.00","0","3","0.00","",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231220","20231222","日証金","820.00","0","1.80","-","0","-","-","満額",""
"1446","キャンディル","東証","20231220","20231222","日証金","557.00","14900","1.20","0.00","0","3","0.05","",""
"1464","ｉＦＪ４００ダブル","東証","20231220","20231222","日証金","22395.00","2","80.00","0.00","0","3","-","",""
"1469","４００ベア２倍","東証","20231220","20231222","日証金","995.30","0","6.00","-","0","-","0.00","満額",""
"1472","Ｊ４００ダブルインバ","東証","20231220","20231222","日証金","404.00","363","60.00","0.00","0","3","0.00","",""
"1475","ｉＳＴＯＰＩＸ","東証","20231220","20231222","日証金","2429.00","914","60.00","0.00","0","3","0.00","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20231220","20231222","日証金","3125.00","0","60.00","-","0","-","-","満額",""
"1481","上場日本経済貢献","東証","20231220","20231222","日証金","2418.00","1","60.00","15.00","0.620347","3","-","",""
"1493","Ｏｎｅ・中小型","東証","20231220","20231222","日証金","17440.00","191","70.00","15.00","0.0860092","3","5.00","",""
"1547","上場米国Ｓ＆Ｐ５００","東証","20231220","20231222","日証金","7508.00","34700","16.00","1.50","0.0199787","3","0.50","",""
"1551","スタンダドＴＯＰ２０","東証","20231220","20231222","日証金","4867.00","110","10.00","0.00","0","3","0.50","",""
"1555","上場インデＡリート","東証","20231220","20231222","日証金","1917.00","860","7.00","1.50","0.0782473","3","0.50","",""
"1570","日経レバレッジＥＴＦ","東証","20231220","20231222","日証金","21350.00","9916","80.00","0.00","0","3","-","",""
"1577","ＦＵＮＤＳ野村７０","東証","20231220","20231222","日証金","31570.00","0","90.00","-","0","-","-","満額",""
"1578","上場インデ２２５ミニ","東証","20231220","20231222","日証金","2704.00","806","60.00","15.00","0.554734","3","5.00","",""
"1579","日経ブル２倍上場投信","東証","20231220","20231222","日証金","22815.00","9800","46.00","0.00","0","3","-","",""
"1586","上場ＥＸ－Ｆ","東証","20231220","20231222","日証金","1924.00","1","60.00","0.00","0","3","0.00","",""
"1591","ＪＰＸ日経４００投信","東証","20231220","20231222","日証金","21320.00","0","80.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20231220","20231222","日証金","22000.00","0","80.00","-","0","-","-","満額",""
"1599","ｉＦＪＰＸ日経４００","東証","20231220","20231222","日証金","21790.00","10","80.00","15.00","0.0688389","3","5.00","",""
"1618","ＴＰＸ１７エネルギー","東証","20231220","20231222","日証金","17295.00","0","70.00","-","0","-","-","満額",""
"1619","ＴＰＸ１７建設・資材","東証","20231220","20231222","日証金","26045.00","0","80.00","-","0","-","-","満額",""
