"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230526","20230530","日証金","2293.00","12450","8.00","0.50","0.0218055","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230526","20230530","日証金","2267.50","250460","8.00","0.50","0.0220507","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230526","20230530","日証金","2242.50","119300","4.60","0.05","0.00222965","1","0.05","",""
"1320","ｉＦ２２５年１","東証","20230526","20230530","日証金","32230.00","23751","90.00","5.00","0.0155135","1","5.00","",""
"1321","日経２２５上場投信","東証","20230526","20230530","日証金","32340.00","35194","90.00","5.00","0.0154607","1","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230526","20230530","日証金","206.90","0","0.80","-","0","-","-","満額",""
"1328","金価格連動型上場投信","東証","20230526","20230530","日証金","6743.00","0","28.00","-","0","-","-","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230526","20230530","日証金","32210.00","5979","90.00","5.00","0.0155231","1","5.00","",""
"1330","上場２２５","東証","20230526","20230530","日証金","32350.00","52570","66.00","1.00","0.00309119","1","1.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230526","20230530","日証金","1982.50","1530","7.00","0.00","0","1","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20230526","20230530","日証金","32160.00","9120","90.00","5.00","0.0155473","1","5.00","",""
"1358","上場日経２倍","東証","20230526","20230530","日証金","33600.00","7320","90.00","5.00","0.014881","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230526","20230530","日証金","20040.00","166","80.00","5.00","0.0249501","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230526","20230530","日証金","27965.00","9750","80.00","5.00","0.0178795","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230526","20230530","日証金","23235.00","2075","80.00","5.00","0.0215193","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230526","20230530","日証金","31260.00","2429","90.00","5.00","0.0159949","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20230526","20230530","日証金","31320.00","10","90.00","5.00","0.0159642","1","5.00","",""
"1417","ミライト・ワン","東証","20230526","20230530","日証金","1764.00","0","3.60","-","0","-","-","満額",""
"1419","タマホーム","東証","20230526","20230530","日証金","4035.00","1152900","32.80","0.10","0.00247831","1","0.10","","停止"
"1430","ファーストコーポ","東証","20230526","20230530","日証金","896.00","67500","7.20","0.05","0.00558036","1","0.05","","注意"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230526","20230530","日証金","787.00","99000","3.20","0.05","0.00635324","1","0.05","","注意"
"1433","ベステラ","東証","20230526","20230530","日証金","920.00","67700","2.00","0.05","0.00543478","1","0.05","",""
"1446","キャンディル","東証","20230526","20230530","日証金","568.00","10100","1.20","0.00","0","1","0.00","",""
"1458","楽天２２５ダブルブル","東証","20230526","20230530","日証金","21295.00","3946","80.00","5.00","0.0234797","1","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20230526","20230530","日証金","18675.00","72","70.00","5.00","0.0267738","1","5.00","",""
"1475","ｉＳＴＯＰＩＸ","東証","20230526","20230530","日証金","2217.00","1362","60.00","0.00","0","1","-","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230526","20230530","日証金","2702.00","182","60.00","0.00","0","1","0.00","",""
"1481","上場日本経済貢献","東証","20230526","20230530","日証金","2248.00","0","60.00","-","0","-","-","満額",""
"1482","ｉＳ米国債七十円ヘジ","東証","20230526","20230530","日証金","1872.00","0","60.00","-","0","-","-","満額",""
"1488","ｉＦＪリート","東証","20230526","20230530","日証金","1908.50","0","14.00","-","0","-","-","満額",""
"1492","ＭＸＳ　中小型","東証","20230526","20230530","日証金","16520.00","66","70.00","5.00","0.0302663","1","5.00","",""
"1493","Ｏｎｅ・中小型","東証","20230526","20230530","日証金","16275.00","0","70.00","-","0","-","-","満額",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230526","20230530","日証金","1926.00","0","60.00","-","0","-","-","満額",""
"1497","ｉＳ米＄ＨＹ社債ヘジ","東証","20230526","20230530","日証金","1883.00","0","60.00","-","0","-","-","満額",""
"1498","Ｏｎｅ・ＥＳＧ","東証","20230526","20230530","日証金","16625.00","3","70.00","5.00","0.0300752","1","5.00","",""
"1515","日鉄鉱業","東証","20230526","20230530","日証金","3750.00","15900","7.60","0.00","0","1","0.00","",""
"1518","三井松島ＨＤ","東証","20230526","20230530","日証金","2828.00","248000","5.80","0.00","0","1","0.05","",""
"1542","純銀上場信託","東証","20230526","20230530","日証金","9424.00","0","60.00","-","0","-","0.00","満額",""
"1545","ナスダックヘッジ無","東証","20230526","20230530","日証金","19755.00","25319","70.00","5.00","0.02531","1","5.00","",""
"1546","ダウヘッジ無","東証","20230526","20230530","日証金","44880.00","10066","100.00","5.00","0.0111408","1","5.00","",""
"1547","上場米国Ｓ＆Ｐ５００","東証","20230526","20230530","日証金","6308.00","43390","14.00","0.50","0.00792644","1","0.50","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230526","20230530","日証金","4043.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20230526","20230530","日証金","3369.00","0","9.00","-","0","-","0.50","満額",""
"1555","上場インデＡリート","東証","20230526","20230530","日証金","1665.50","0","7.00","-","0","-","-","満額",""
"1560","ブルサＫＬＣＩ","東証","20230526","20230530","日証金","4245.00","0","60.00","-","0","-","-","満額",""
"1563","東証グロース・コア","東証","20230526","20230530","日証金","2450.00","0","60.00","-","0","-","-","満額",""
"1566","上場ＥＭ債","東証","20230526","20230530","日証金","45070.00","33","100.00","0.00","0","1","-","",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230526","20230530","日証金","29890.00","46670","60.00","1.00","0.0033456","1","60.00","",""
