"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20231031","20231102","日証金","2356.50","15270","8.00","0.00","0","4","0.00","",""
"1332","ニッスイ","東証","20231031","20231102","日証金","731.20","113400","1.60","0.00","0","4","0.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20231031","20231102","日証金","1964.50","0","14.00","-","0","-","0.00","満額",""
"1360","日経ベア２倍","東証","20231031","20231102","日証金","610.90","176390","6.00","0.00","0","4","0.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231031","20231102","日証金","20780.00","13","80.00","20.00","0.0962464","4","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20231031","20231102","日証金","25750.00","1052","80.00","0.00","0","4","0.00","",""
"1368","ｉＦＴＰＸＷベア","東証","20231031","20231102","日証金","880.00","0","60.00","-","0","-","-","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20231031","20231102","日証金","31070.00","21","90.00","20.00","0.0643708","4","5.00","",""
"1407","ウエストＨＤ","東証","20231031","20231102","日証金","3310.00","300","6.80","0.00","0","4","0.00","",""
"1414","ショーボンドＨＤ","東証","20231031","20231102","日証金","5920.00","0","12.00","-","0","-","-","満額",""
"1419","タマホーム","東証","20231031","20231102","日証金","3400.00","0","6.80","-","0","-","-","満額",""
"1430","ファーストコーポ","東証","20231031","20231102","日証金","746.00","18700","1.60","0.00","0","4","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231031","20231102","日証金","785.00","67200","3.20","0.20","0.0254777","4","0.05","","注意"
"1433","ベステラ","東証","20231031","20231102","日証金","981.00","5600","2.00","0.00","0","4","0.00","",""
"1446","キャンディル","東証","20231031","20231102","日証金","557.00","28000","1.20","0.20","0.0359066","4","0.05","",""
"1464","ｉＦＪ４００ダブル","東証","20231031","20231102","日証金","20300.00","0","80.00","-","0","-","-","満額",""
"1466","ｉＦＪ４００Ｗベア","東証","20231031","20231102","日証金","1158.00","0","60.00","-","0","-","-","満額",""
"1469","４００ベア２倍","東証","20231031","20231102","日証金","1129.00","1510","7.00","0.00","0","4","0.00","",""
"1481","上場日本経済貢献","東証","20231031","20231102","日証金","2364.00","0","60.00","-","0","-","-","満額",""
"1488","ｉＦＪリート","東証","20231031","20231102","日証金","1875.00","1130","7.00","2.00","0.106667","4","0.50","",""
"1492","ＭＸＳ　中小型","東証","20231031","20231102","日証金","16805.00","17","70.00","0.00","0","4","-","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20231031","20231102","日証金","1751.00","0","60.00","-","0","-","-","満額",""
"1515","日鉄鉱業","東証","20231031","20231102","日証金","4715.00","0","9.60","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20231031","20231102","日証金","2762.00","0","11.20","-","0","-","-","満額","注意"
"1546","ダウヘッジ無","東証","20231031","20231102","日証金","48000.00","591","200.00","20.00","0.0416667","4","5.00","","停止"
"1547","上場米国Ｓ＆Ｐ５００","東証","20231031","20231102","日証金","6822.00","14750","14.00","2.00","0.0293169","4","0.50","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20231031","20231102","日証金","4284.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20231031","20231102","日証金","3591.00","0","9.00","-","0","-","-","満額",""
"1578","上場インデ２２５ミニ","東証","20231031","20231102","日証金","2474.00","0","60.00","-","0","-","-","満額",""
"1597","ＭＸＳ　Ｊリート投信","東証","20231031","20231102","日証金","1867.00","560","7.00","2.00","0.107124","4","0.00","",""
"1618","ＴＰＸ１７エネルギー","東証","20231031","20231102","日証金","17570.00","17","70.00","0.00","0","4","0.00","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20231031","20231102","日証金","22220.00","0","80.00","-","0","-","-","満額",""
"1624","ＴＰＸ１７機械","東証","20231031","20231102","日証金","43900.00","0","100.00","-","0","-","-","満額",""
"1631","ＴＰＸ１７銀行","東証","20231031","20231102","日証金","14445.00","0","70.00","-","0","-","-","満額",""
"1632","ＴＰＸ１７金融","東証","20231031","20231102","日証金","19500.00","0","70.00","-","0","-","-","満額",""
"1633","ＴＰＸ１７不動産","東証","20231031","20231102","日証金","32740.00","48","90.00","20.00","0.0610874","4","5.00","",""
"1656","ｉＳ米国債七十","東証","20231031","20231102","日証金","280.20","0","6.00","-","0","-","-","満額",""
"1659","ｉＳ米国リート","東証","20231031","20231102","日証金","2480.00","398","120.00","0.00","0","4","0.00","",""
"1660","ＭＸＳ高利Ｊリート","東証","20231031","20231102","日証金","10450.00","0","70.00","-","0","-","-","満額",""
"1678","インドＮＩＦ","東証","20231031","20231102","日証金","304.10","0","6.00","-","0","-","-","満額",""
"1679","ＮＹダウジョンズ投信","東証","20231031","20231102","日証金","42050.00","280","172.00","2.00","0.00475624","4","0.50","","注意"
"1680","上場海外先進国株式","東証","20231031","20231102","日証金","4400.00","0","10.00","-","0","-","-","満額",""
"1681","上場海外新興国株式","東証","20231031","20231102","日証金","1739.50","0","7.00","-","0","-","-","満額",""
"1698","日本高配当東証１００","東証","20231031","20231102","日証金","2552.50","710","8.00","0.00","0","4","0.00","",""
"1721","コムシスＨＤ","東証","20231031","20231102","日証金","3094.00","5900","6.20","0.20","0.00646412","4","0.05","",""
"1762","高松コンストラクシＧ","東証","20231031","20231102","日証金","2742.00","0","5.60","-","0","-","-","満額",""
"1766","東建コーポレーション","東証","20231031","20231102","日証金","7900.00","1700","15.80","0.60","0.00759494","4","0.15","",""
"1768","ソネック","東証","20231031","20231102","日証金","938.00","28400","2.00","0.20","0.021322","4","0.05","",""
"1780","ヤマウラ","東証","20231031","20231102","日証金","1247.00","0","2.60","-","0","-","-","満額",""
"1801","大成建設","東証","20231031","20231102","日証金","5099.00","11400","10.20","0.00","0","4","0.00","",""
"1802","大林組","東証","20231031","20231102","日証金","1288.00","28000","2.60","0.00","0","4","-","",""
"1803","清水建設","東証","20231031","20231102","日証金","1071.00","0","2.20","-","0","-","-","満額",""
"1808","長谷工コーポ","東証","20231031","20231102","日証金","1850.50","0","3.80","-","0","-","-","満額",""
"1826","佐田建設","東証","20231031","20231102","日証金","615.00","3000","1.40","0.20","0.0325203","4","0.05","",""
"1835","東鉄工業","東証","20231031","20231102","日証金","2931.00","6500","6.00","0.20","0.00682361","4","0.05","",""
"1848","富士ピー・エス","東証","20231031","20231102","日証金","436.00","10600","1.00","0.20","0.0458716","4","0.05","",""
"1860","戸田建設","東証","20231031","20231102","日証金","835.60","3100","1.80","0.00","0","4","0.00","",""
"1861","熊谷組","東証","20231031","20231102","日証金","3770.00","0","7.60","-","0","-","-","満額",""
"1870","矢作建設工業","東証","20231031","20231102","日証金","1306.00","0","2.80","-","0","-","-","満額",""
"1878","大東建託","東証","20231031","20231102","日証金","16150.00","2200","32.40","1.00","0.00619195","4","-","",""
"1884","日本道路","東証","20231031","20231102","日証金","1976.00","7000","4.00","0.20","0.0101215","4","0.05","",""
"1885","東亜建設工業","東証","20231031","20231102","日証金","3750.00","0","7.60","-","0","-","-","満額",""
"1887","日本国土開発","東証","20231031","20231102","日証金","605.00","0","1.40","-","0","-","-","満額",""
"1893","五洋建設","東証","20231031","20231102","日証金","883.50","0","1.80","-","0","-","-","満額",""
"1911","住友林業","東証","20231031","20231102","日証金","3534.00","0","7.20","-","0","-","-","満額",""
"1921","巴コーポレーション","東証","20231031","20231102","日証金","582.00","0","1.20","-","0","-","-","満額",""
"1942","関電工","東証","20231031","20231102","日証金","1396.00","0","2.80","-","0","-","-","満額",""
"1952","新日本空調","東証","20231031","20231102","日証金","2320.00","0","4.80","-","0","-","-","満額",""
"1965","テクノ菱和","東証","20231031","20231102","日証金","1322.00","0","2.80","-","0","-","-","満額",""
"1966","高田工業所","東証","20231031","20231102","日証金","962.00","0","2.00","-","0","-","-","満額",""
"1969","高砂熱学工業","東証","20231031","20231102","日証金","2969.00","11500","6.00","0.00","0","4","0.00","",""
"1973","ＮＥＣネッツエスアイ","東証","20231031","20231102","日証金","2031.00","9100","4.20","0.20","0.00984737","4","-","",""
"1976","明星工業","東証","20231031","20231102","日証金","1016.00","0","2.20","-","0","-","-","満額",""
"2002","日清製粉グループ本社","東証","20231031","20231102","日証金","2277.00","31300","4.60","0.00","0","4","-","",""
"2094","ＲＥＩＴインバース","東証","20231031","20231102","日証金","997.00","1492","60.00","20.00","2.00602","4","-","",""
"2114","フジ日本精糖","東証","20231031","20231102","日証金","914.00","67700","2.00","0.20","0.0218818","4","0.05","",""
