"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20230911","20230913","日証金","3995.00","0","8.00","-","0","-","-","満額",""
"1305","ｉＦＴＰＸ年１","東証","20230911","20230913","日証金","2471.00","6810","8.00","0.50","0.0202347","1","0.50","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230911","20230913","日証金","2444.50","144810","8.00","0.50","0.0204541","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230911","20230913","日証金","2414.00","8565","60.00","0.00","0","1","0.00","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230911","20230913","日証金","1169.50","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20230911","20230913","日証金","33290.00","5161","90.00","5.00","0.0150195","1","5.00","",""
"1321","日経２２５上場投信","東証","20230911","20230913","日証金","33410.00","92623","90.00","5.00","0.0149656","1","5.00","",""
"1328","金価格連動型上場投信","東証","20230911","20230913","日証金","6970.00","3130","28.00","0.50","0.0071736","1","0.50","","注意"
"1329","ｉシェアーズ　２２５","東証","20230911","20230913","日証金","33550.00","1864","90.00","5.00","0.0149031","1","5.00","",""
"1330","上場２２５","東証","20230911","20230913","日証金","33450.00","10650","90.00","5.00","0.0149477","1","5.00","",""
"1332","ニッスイ","東証","20230911","20230913","日証金","750.50","87600","1.60","0.00","0","1","-","",""
"1343","東証ＲＥＩＴ指数連動","東証","20230911","20230913","日証金","2034.00","22040","8.00","0.50","0.0245821","1","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20230911","20230913","日証金","33500.00","779","90.00","5.00","0.0149254","1","5.00","",""
"1358","上場日経２倍","東証","20230911","20230913","日証金","36720.00","2508","90.00","5.00","0.0136166","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230911","20230913","日証金","21705.00","91","80.00","5.00","0.0230362","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230911","20230913","日証金","30540.00","1096","90.00","0.00","0","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230911","20230913","日証金","27885.00","1470","80.00","5.00","0.0179308","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230911","20230913","日証金","32510.00","1011","90.00","5.00","0.0153799","1","5.00","",""
"1377","サカタのタネ","東証","20230911","20230913","日証金","4245.00","0","8.60","-","0","-","-","満額",""
"1379","ホクト","東証","20230911","20230913","日証金","1853.00","0","3.80","-","0","-","-","満額",""
"1397","ＳＭＤＡＭ　２２５","東証","20230911","20230913","日証金","32790.00","30","90.00","5.00","0.0152486","1","5.00","",""
"1407","ウエストＨＤ","東証","20230911","20230913","日証金","2930.00","0","6.00","-","0","-","-","満額",""
"1419","タマホーム","東証","20230911","20230913","日証金","3595.00","31100","7.20","0.05","0.00139082","1","0.00","",""
"1430","ファーストコーポ","東証","20230911","20230913","日証金","776.00","14700","1.60","0.00","0","1","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230911","20230913","日証金","796.00","82400","3.20","0.05","0.00628141","1","0.05","","注意"
"1433","ベステラ","東証","20230911","20230913","日証金","920.00","0","2.00","-","0","-","-","満額",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230911","20230913","日証金","644.00","0","1.40","-","0","-","-","満額",""
"1446","キャンディル","東証","20230911","20230913","日証金","621.00","48600","2.80","0.05","0.00805153","1","0.05","","注意"
"1464","ｉＦＪ４００ダブル","東証","20230911","20230913","日証金","22225.00","63","80.00","5.00","0.0224972","1","-","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230911","20230913","日証金","3055.00","0","60.00","-","0","-","-","満額",""
