"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20231026","20231030","日証金","3750.00","0","7.60","-","0","-","-","満額",""
"1306","ＴＯＰＩＸ連動型上場","東証","20231026","20231030","日証金","2321.50","48550","8.00","0.00","0","1","0.00","",""
"1332","ニッスイ","東証","20231026","20231030","日証金","706.50","79500","1.60","0.00","0","1","0.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20231026","20231030","日証金","1965.50","2140","7.00","0.00","0","1","-","",""
"1360","日経ベア２倍","東証","20231026","20231030","日証金","623.30","80590","6.00","0.00","0","1","-","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231026","20231030","日証金","20565.00","17","80.00","5.00","0.0243132","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20231026","20231030","日証金","25050.00","0","80.00","-","0","-","-","満額",""
"1368","ｉＦＴＰＸＷベア","東証","20231026","20231030","日証金","906.00","2458","60.00","0.00","0","1","0.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20231026","20231030","日証金","30870.00","25","90.00","5.00","0.016197","1","0.00","",""
"1419","タマホーム","東証","20231026","20231030","日証金","3370.00","0","6.80","-","0","-","-","満額",""
"1430","ファーストコーポ","東証","20231026","20231030","日証金","749.00","17900","1.60","0.00","0","1","0.00","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231026","20231030","日証金","791.00","81300","3.20","0.05","0.00632111","1","0.05","","注意"
"1433","ベステラ","東証","20231026","20231030","日証金","981.00","6200","2.00","0.00","0","1","0.00","",""
"1446","キャンディル","東証","20231026","20231030","日証金","550.00","27300","1.20","0.05","0.00909091","1","0.05","",""
"1466","ｉＦＪ４００Ｗベア","東証","20231026","20231030","日証金","1155.00","121","60.00","5.00","0.4329","1","5.00","",""
"1472","Ｊ４００ダブルインバ","東証","20231026","20231030","日証金","468.00","0","60.00","-","0","-","-","満額",""
"1475","ｉＳＴＯＰＩＸ","東証","20231026","20231030","日証金","2297.00","16356","60.00","0.00","0","1","0.00","",""
"1481","上場日本経済貢献","東証","20231026","20231030","日証金","2330.00","0","60.00","-","0","-","-","満額",""
"1488","ｉＦＪリート","東証","20231026","20231030","日証金","1873.00","1220","7.00","0.50","0.0266951","1","0.50","",""
"1493","Ｏｎｅ・中小型","東証","20231026","20231030","日証金","15870.00","20","70.00","5.00","0.031506","1","5.00","",""
"1515","日鉄鉱業","東証","20231026","20231030","日証金","4455.00","0","9.00","-","0","-","-","満額",""
"1546","ダウヘッジ無","東証","20231026","20231030","日証金","48200.00","1745","200.00","5.00","0.0103734","1","-","","停止"
"1547","上場米国Ｓ＆Ｐ５００","東証","20231026","20231030","日証金","6850.00","28400","14.00","0.50","0.00729927","1","0.50","",""
"1554","上場インデＭＳ世界","東証","20231026","20231030","日証金","3602.00","0","9.00","-","0","-","-","満額",""
"1578","上場インデ２２５ミニ","東証","20231026","20231030","日証金","2451.00","0","60.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20231026","20231030","日証金","20645.00","0","80.00","-","0","-","-","満額",""
"1597","ＭＸＳ　Ｊリート投信","東証","20231026","20231030","日証金","1863.00","470","7.00","0.00","0","1","0.00","",""
"1617","ＴＰＸ１７食品","東証","20231026","20231030","日証金","34460.00","0","90.00","-","0","-","-","満額",""
"1621","ＴＰＸ１７医薬品","東証","20231026","20231030","日証金","25975.00","68","80.00","5.00","0.0192493","1","5.00","",""
"1623","ＴＰＸ１７鉄鋼・非鉄","東証","20231026","20231030","日証金","21700.00","0","80.00","-","0","-","-","満額",""
"1625","ＴＰＸ１７電機・精密","東証","20231026","20231030","日証金","28940.00","0","80.00","-","0","-","-","満額",""
"1631","ＴＰＸ１７銀行","東証","20231026","20231030","日証金","14050.00","0","70.00","-","0","-","0.00","満額",""
"1632","ＴＰＸ１７金融","東証","20231026","20231030","日証金","19010.00","6","70.00","0.00","0","1","0.00","",""
"1633","ＴＰＸ１７不動産","東証","20231026","20231030","日証金","32100.00","35","90.00","5.00","0.0155763","1","5.00","",""
"1679","ＮＹダウジョンズ投信","東証","20231026","20231030","日証金","42190.00","290","172.00","0.50","0.00118511","1","0.50","","注意"
"1680","上場海外先進国株式","東証","20231026","20231030","日証金","4419.00","0","10.00","-","0","-","-","満額",""
"1681","上場海外新興国株式","東証","20231026","20231030","日証金","1730.50","0","7.00","-","0","-","-","満額",""
"1698","日本高配当東証１００","東証","20231026","20231030","日証金","2544.00","280","8.00","0.00","0","1","-","",""
"1721","コムシスＨＤ","東証","20231026","20231030","日証金","3036.00","5800","6.20","0.05","0.0016469","1","0.05","",""
"1762","高松コンストラクシＧ","東証","20231026","20231030","日証金","2782.00","900","5.60","0.00","0","1","0.00","",""
"1768","ソネック","東証","20231026","20231030","日証金","962.00","29500","2.00","0.05","0.00519751","1","0.05","",""
"1780","ヤマウラ","東証","20231026","20231030","日証金","1214.00","0","2.60","-","0","-","-","満額",""
"1799","第一建設工業","東証","20231026","20231030","日証金","1627.00","0","3.40","-","0","-","-","満額",""
"1801","大成建設","東証","20231026","20231030","日証金","4988.00","6700","10.00","0.00","0","1","0.00","",""
"1802","大林組","東証","20231026","20231030","日証金","1265.50","7900","2.60","0.00","0","1","0.00","",""
"1808","長谷工コーポ","東証","20231026","20231030","日証金","1836.50","0","3.80","-","0","-","-","満額",""
"1826","佐田建設","東証","20231026","20231030","日証金","622.00","2200","1.40","0.05","0.00803859","1","0.05","",""
"1835","東鉄工業","東証","20231026","20231030","日証金","2871.00","7500","5.80","0.05","0.00174155","1","0.05","",""
"1848","富士ピー・エス","東証","20231026","20231030","日証金","441.00","10500","1.00","0.05","0.0113379","1","0.05","",""
"1860","戸田建設","東証","20231026","20231030","日証金","804.70","0","1.80","-","0","-","-","満額",""
"1861","熊谷組","東証","20231026","20231030","日証金","3695.00","0","7.40","-","0","-","-","満額",""
"1870","矢作建設工業","東証","20231026","20231030","日証金","1219.00","0","2.60","-","0","-","-","満額",""
"1878","大東建託","東証","20231026","20231030","日証金","15240.00","0","30.60","-","0","-","-","満額",""
"1884","日本道路","東証","20231026","20231030","日証金","1947.00","5800","4.00","0.05","0.00256805","1","0.00","",""
"1885","東亜建設工業","東証","20231026","20231030","日証金","3635.00","0","7.40","-","0","-","-","満額",""
"1887","日本国土開発","東証","20231026","20231030","日証金","593.00","0","1.20","-","0","-","-","満額",""
"1911","住友林業","東証","20231026","20231030","日証金","3479.00","0","7.00","-","0","-","-","満額",""
"1921","巴コーポレーション","東証","20231026","20231030","日証金","570.00","0","1.20","-","0","-","-","満額",""
"1942","関電工","東証","20231026","20231030","日証金","1306.00","0","2.80","-","0","-","0.00","満額",""
"1944","きんでん","東証","20231026","20231030","日証金","2098.50","2300","4.20","0.05","0.00238265","1","0.00","",""
"1952","新日本空調","東証","20231026","20231030","日証金","2271.00","0","4.60","-","0","-","-","満額",""
"1966","高田工業所","東証","20231026","20231030","日証金","960.00","0","2.00","-","0","-","-","満額",""
"1968","太平電業","東証","20231026","20231030","日証金","3860.00","0","7.80","-","0","-","-","満額",""
"1969","高砂熱学工業","東証","20231026","20231030","日証金","2802.00","600","5.80","0.00","0","1","0.00","",""
"1973","ＮＥＣネッツエスアイ","東証","20231026","20231030","日証金","1937.00","7000","4.00","0.05","0.00258131","1","0.05","",""
"1976","明星工業","東証","20231026","20231030","日証金","994.00","0","2.00","-","0","-","-","満額",""
"2096","ＧＸオフィスＪリート","東証","20231026","20231030","日証金","1005.00","8997","60.00","5.00","0.497512","1","-","",""
"2114","フジ日本精糖","東証","20231026","20231030","日証金","901.00","86400","2.00","0.05","0.00554939","1","0.05","",""
"2117","ウェルネオシュガー","東証","20231026","20231030","日証金","2007.00","0","4.20","-","0","-","-","満額",""
"2130","メンバーズ","東証","20231026","20231030","日証金","1119.00","17400","2.40","0.00","0","1","0.00","",""
"2160","ジーエヌアイグループ","東証","20231026","20231030","日証金","1868.00","0","3.80","-","0","-","-","満額",""
"2169","ＣＤＳ","東証","20231026","20231030","日証金","1692.00","0","3.40","-","0","-","-","満額",""
"2198","アイ・ケイ・ケイＨＤ","東証","20231026","20231030","日証金","691.00","68700","2.80","0.05","0.00723589","1","0.05","",""
"2201","森永製菓","東証","20231026","20231030","日証金","5335.00","0","10.80","-","0","-","-","満額",""
"2206","江崎グリコ","東証","20231026","20231030","日証金","4207.00","0","8.60","-","0","-","-","満額",""
"2207","名糖産業","東証","20231026","20231030","日証金","1601.00","0","3.40","-","0","-","-","満額",""
"2211","不二家","東証","20231026","20231030","日証金","2451.00","0","5.00","-","0","-","-","満額",""
"2212","山崎製パン","東証","20231026","20231030","日証金","2887.50","421100","5.80","0.05","0.0017316","1","0.05","",""
"2220","亀田製菓","東証","20231026","20231030","日証金","4020.00","0","8.20","-","0","-","-","満額",""
"2254","ＧＸ中国ＥＶバッテリ","東証","20231026","20231030","日証金","819.00","831","60.00","60.00","7.32601","1","-","",""
"2264","森永乳業","東証","20231026","20231030","日証金","5791.00","0","11.60","-","0","-","-","満額",""
"2266","六甲バター","東証","20231026","20231030","日証金","1371.00","0","2.80","-","0","-","-","満額",""
"2291","福留ハム","東証","20231026","20231030","日証金","1474.00","100","3.00","0.00","0","1","0.00","",""
"2292","エス　フーズ","東証","20231026","20231030","日証金","3100.00","21700","6.20","0.10","0.00322581","1","0.10","",""
"2296","伊藤ハム米久ＨＤ","東証","20231026","20231030","日証金","4040.00","900","8.20","0.10","0.00247525","1","0.10","",""
"2301","学情","東証","20231026","20231030","日証金","1639.00","55100","6.80","0.05","0.00305064","1","0.00","",""
"2325","ＮＪＳ","東証","20231026","20231030","日証金","2742.00","1300","5.60","0.00","0","1","0.00","",""
"2331","綜合警備保障","東証","20231026","20231030","日証金","860.60","0","1.80","-","0","-","-","満額",""
"2378","ルネサンス","東証","20231026","20231030","日証金","856.00","35400","1.80","0.00","0","1","0.00","",""
"2389","デジタルＨＤ","東証","20231026","20231030","日証金","1019.00","0","2.20","-","0","-","-","満額",""
"2395","新日本科学","東証","20231026","20231030","日証金","1596.00","13800","3.20","0.00","0","1","-","",""
"2404","鉄人化計画","東証","20231026","20231030","日証金","335.00","0","1.00","-","0","-","-","満額",""
"2433","博報堂ＤＹＨＤ","東証","20231026","20231030","日証金","1183.00","0","2.40","-","0","-","-","満額",""
"2438","アスカネット","東証","20231026","20231030","日証金","626.00","0","2.80","-","0","-","-","満額",""
"2462","ライク","東証","20231026","20231030","日証金","1340.00","0","2.80","-","0","-","-","満額",""
"2484","出前館","東証","20231026","20231030","日証金","313.00","422800","1.00","0.05","0.0159744","1","0.05","",""
"2487","ＣＤＧ","東証","20231026","20231030","日証金","1188.00","400","2.40","0.05","0.00420875","1","0.05","",""
"2492","インフォマート","東証","20231026","20231030","日証金","354.00","0","1.00","-","0","-","-","満額",""
"2501","サッポロＨＤ","東証","20231026","20231030","日証金","5073.00","322700","10.20","0.10","0.00197122","1","0.10","",""
"2510","国内債券","東証","20231026","20231030","日証金","914.70","2090","6.00","0.50","0.0546627","1","-","",""
"2516","東証マザーズＥＴＦ","東証","20231026","20231030","日証金","490.50","393070","6.00","0.00","0","1","0.00","",""
"2519","新興国債券ヘッジなし","東証","20231026","20231030","日証金","929.40","30","6.00","0.00","0","1","0.00","",""
"2522","ｉＳロボット","東証","20231026","20231030","日証金","4035.00","778","60.00","0.00","0","1","0.00","",""
"2531","宝ホールディングス","東証","20231026","20231030","日証金","1221.50","12000","2.60","0.00","0","1","0.00","",""
"2540","養命酒製造","東証","20231026","20231030","日証金","1850.00","1000","3.80","0.00","0","1","0.00","",""
"2552","上場ＪリートＭ","東証","20231026","20231030","日証金","1942.00","0","60.00","-","0","-","-","満額",""
"2554","米国社債１０年ヘッジ","東証","20231026","20231030","日証金","788.20","20","6.00","0.00","0","1","0.00","",""
"2558","ＭＸＳ米株ＳＰ５００","東証","20231026","20231030","日証金","18040.00","0","70.00","-","0","-","-","満額",""
"2561","ｉＳ日本国債","東証","20231026","20231030","日証金","2403.00","0","120.00","-","0","-","-","満額","注意"
"2562","上場ダウヘッジあり","東証","20231026","20231030","日証金","2637.50","2510","8.00","0.50","0.0189573","1","0.00","",""
"2565","ＧＸロジＪリート","東証","20231026","20231030","日証金","915.00","0","60.00","-","0","-","-","満額",""
"2567","ＮＺＡＭ　カーボン","東証","20231026","20231030","日証金","305.50","210","6.00","0.00","0","1","-","",""
"2590","ＤｙＤｏ","東証","20231026","20231030","日証金","5610.00","7200","11.40","0.10","0.00178253","1","0.10","",""
"2593","伊藤園","東証","20231026","20231030","日証金","4738.00","0","19.20","-","0","-","-","満額",""
"2594","キーコーヒー","東証","20231026","20231030","日証金","2018.00","0","4.20","-","0","-","-","満額",""
"2624","ｉＦ２２５年４","東証","20231026","20231030","日証金","3070.00","57","60.00","0.00","0","1","0.00","",""
"2625","ｉＦＴＰＸ年４","東証","20231026","20231030","日証金","2228.00","5","60.00","0.00","0","1","-","",""
"2629","ｉＦ中国ＧＢＡ１００","東証","20231026","20231030","日証金","2285.00","0","120.00","-","0","-","-","満額","注意"
"2631","ＭＸＳナス１００","東証","20231026","20231030","日証金","15400.00","416","70.00","0.00","0","1","-","",""
"2632","ＭＸＳナス１００へ有","東証","20231026","20231030","日証金","9851.00","0","60.00","-","0","-","-","満額",""
"2633","Ｓ＆Ｐ５００ヘッジ無","東証","20231026","20231030","日証金","2884.00","0","8.00","-","0","-","-","満額",""
"2634","Ｓ＆Ｐ５００ヘッジ有","東証","20231026","20231030","日証金","1944.00","0","7.00","-","0","-","-","満額",""
"2687","ＣＶＳベイエリア","東証","20231026","20231030","日証金","674.00","28100","1.40","0.00","0","1","0.00","",""
"2694","焼肉坂井ＨＤ","東証","20231026","20231030","日証金","72.00","0","1.00","-","0","-","-","満額",""
"2695","くら寿司","東証","20231026","20231030","日証金","3375.00","1200","13.60","0.00","0","1","-","",""
"2702","日本マクドナルドＨＤ","東証","20231026","20231030","日証金","5800.00","300","11.60","0.00","0","1","-","",""
"2722","ＩＫホールディングス","東証","20231026","20231030","日証金","363.00","0","1.00","-","0","-","0.05","満額",""
"2751","テンポスＨＤ","東証","20231026","20231030","日証金","2690.00","0","10.80","-","0","-","-","満額",""
"2752","フジオフードＧ本社","東証","20231026","20231030","日証金","1386.00","2800","2.80","0.00","0","1","0.00","",""
"2760","東京エレクトロンデバ","東証","20231026","20231030","日証金","3895.00","0","7.80","-","0","-","-","満額",""
"2784","アルフレッサＨＤ","東証","20231026","20231030","日証金","2359.50","11200","4.80","0.05","0.00211909","1","0.05","",""
"2791","大黒天物産","東証","20231026","20231030","日証金","6280.00","15700","12.60","0.15","0.00238854","1","0.15","",""
"2801","キッコーマン","東証","20231026","20231030","日証金","8151.00","10100","16.40","0.00","0","1","0.00","",""
"2804","ブルドックソース","東証","20231026","20231030","日証金","2030.00","61500","4.20","0.05","0.00246305","1","0.05","",""
"2809","キユーピー","東証","20231026","20231030","日証金","2545.00","3500","5.20","0.00","0","1","-","",""
"2816","ダイショー","東証","20231026","20231030","日証金","1413.00","0","3.00","-","0","-","-","満額",""
"2840","ｉＦナス１００Ｈ無","東証","20231026","20231030","日証金","19930.00","43","140.00","5.00","0.0250878","1","-","","注意"
"2851","ｉＳＭＳＣＩＪＳＲＩ","東証","20231026","20231030","日証金","218.00","400","12.00","0.50","0.229358","1","0.50","","注意"
"2855","ＧＸグリＪリート","東証","20231026","20231030","日証金","930.00","5","60.00","0.00","0","1","0.00","",""
"2859","ＳＴＯＸＸヘッジ有","東証","20231026","20231030","日証金","2185.50","4640","16.00","0.50","0.0228781","1","0.50","","注意"
"2868","ＧＸＳＰＸカバコ","東証","20231026","20231030","日証金","987.00","0","60.00","-","0","-","-","満額",""
"2874","横浜冷凍","東証","20231026","20231030","日証金","1147.00","37600","2.40","0.05","0.0043592","1","0.05","",""
"2875","東洋水産","東証","20231026","20231030","日証金","6424.00","0","13.00","-","0","-","-","満額",""
"2910","ロック・フィールド","東証","20231026","20231030","日証金","1532.00","104600","6.40","0.05","0.00326371","1","0.05","",""
"2915","ケンコーマヨネーズ","東証","20231026","20231030","日証金","1502.00","0","3.20","-","0","-","-","満額",""
"2918","わらべや日洋ＨＤ","東証","20231026","20231030","日証金","3445.00","5200","7.00","0.10","0.00290276","1","0.10","",""
"2922","なとり","東証","20231026","20231030","日証金","1971.00","1000","4.00","0.05","0.00253678","1","0.05","",""
"2929","ファーマフーズ","東証","20231026","20231030","日証金","1302.00","208000","2.80","0.00","0","1","0.00","",""
"2933","紀文食品","東証","20231026","20231030","日証金","1131.00","10100","2.40","0.05","0.00442087","1","0.05","",""
"2937","サンクゼール","東証","20231026","20231030","日証金","3160.00","0","6.40","-","0","-","-","満額",""
"3028","アルペン","東証","20231026","20231030","日証金","1931.00","0","4.00","-","0","-","-","満額",""
"3038","神戸物産","東証","20231026","20231030","日証金","3642.00","45400","14.80","0.05","0.00137287","1","-","",""
"3046","ＪＩＮＳＨＤ","東証","20231026","20231030","日証金","4235.00","63500","8.60","0.10","0.00236128","1","0.10","",""
"3063","ジェイグループＨＤ","東証","20231026","20231030","日証金","555.00","46500","1.20","0.05","0.00900901","1","0.05","",""
"3067","東京一番フーズ","東証","20231026","20231030","日証金","501.00","0","1.20","-","0","-","-","満額",""
"3069","ＪＦＬＡＨＤ","東証","20231026","20231030","日証金","149.00","0","1.00","-","0","-","-","満額",""
"3082","きちりＨＤ","東証","20231026","20231030","日証金","899.00","13300","1.80","0.00","0","1","0.00","",""
"3093","トレジャーファクトリ","東証","20231026","20231030","日証金","1117.00","0","2.40","-","0","-","-","満額",""
"3104","富士紡ＨＤ","東証","20231026","20231030","日証金","3395.00","0","6.80","-","0","-","-","満額",""
"3107","ダイワボウＨＤ","東証","20231026","20231030","日証金","2767.00","0","5.60","-","0","-","-","満額",""
"3109","シキボウ","東証","20231026","20231030","日証金","1075.00","0","2.20","-","0","-","-","満額",""
"3110","日東紡績","東証","20231026","20231030","日証金","3655.00","60000","7.40","0.10","0.00273598","1","0.10","",""
"3116","トヨタ紡織","東証","20231026","20231030","日証金","2509.00","0","5.20","-","0","-","0.00","満額",""
"3159","丸善ＣＨＩＨＤ","東証","20231026","20231030","日証金","323.00","0","1.00","-","0","-","-","満額",""
"3160","大光","東証","20231026","20231030","日証金","664.00","24700","1.40","0.00","0","1","0.00","",""
"3167","ＴＯＫＡＩ　ＨＤ","東証","20231026","20231030","日証金","946.00","6300","2.00","0.05","0.00528541","1","0.00","",""
"3168","黒谷","東証","20231026","20231030","日証金","578.00","4600","1.20","0.00","0","1","0.00","",""
"3172","ティーライフ","東証","20231026","20231030","日証金","1354.00","0","2.80","-","0","-","-","満額",""
"3178","チムニー","東証","20231026","20231030","日証金","1400.00","2200","2.80","0.05","0.00357143","1","-","",""
"3180","ビューティガレージ","東証","20231026","20231030","日証金","4385.00","0","17.60","-","0","-","-","満額",""
"3182","オイラ大地","東証","20231026","20231030","日証金","1169.00","0","2.40","-","0","-","-","満額",""
"3186","ネクステージ","東証","20231026","20231030","日証金","2140.00","337100","8.80","0.05","0.00233645","1","0.05","","注意"
"3187","サンワカンパニー","東証","20231026","20231030","日証金","789.00","900","1.60","0.00","0","1","0.00","",""
"3193","鳥貴族ＨＤ","東証","20231026","20231030","日証金","2906.00","21900","6.00","0.05","0.00172058","1","0.05","",""
"3195","ジェネレーションパス","東証","20231026","20231030","日証金","270.00","0","2.00","-","0","-","0.00","満額",""
"3196","ホットランド","東証","20231026","20231030","日証金","1939.00","9000","4.00","0.05","0.00257865","1","0.05","",""
"3197","すかいらーくＨＤ","東証","20231026","20231030","日証金","2145.00","147100","4.40","0.05","0.002331","1","0.05","",""
"3199","綿半ホールディングス","東証","20231026","20231030","日証金","1310.00","0","2.80","-","0","-","-","満額",""
"3201","日本毛織","東証","20231026","20231030","日証金","1343.00","2100","2.80","0.05","0.00372301","1","0.05","",""
"3222","Ｕ．Ｓ．Ｍ．Ｈ","東証","20231026","20231030","日証金","1057.00","0","2.20","-","0","-","-","満額",""
"3226","Ｒ－アコモＦ","東証","20231026","20231030","日証金","608000.00","0","1220.00","-","0","-","0.00","満額",""
"3228","三栄建築設計","東証","20231026","20231030","日証金","2025.00","0","4.20","-","0","-","-","満額",""
"3232","三重交通グループＨＤ","東証","20231026","20231030","日証金","539.00","0","1.20","-","0","-","-","満額",""
"3241","ウィル","東証","20231026","20231030","日証金","514.00","0","1.20","-","0","-","-","満額",""
"3269","Ｒ－ＡＤＲ","東証","20231026","20231030","日証金","323000.00","0","660.00","-","0","-","-","満額",""
"3278","Ｒ－ＫＤＲ","東証","20231026","20231030","日証金","222800.00","17","1840.00","5.00","0.00224417","1","-","","注意"
"3290","Ｒ－Ｏｎｅリート","東証","20231026","20231030","日証金","254300.00","79","520.00","0.00","0","1","0.00","",""
"3292","イオンリート投資法人","東証","20231026","20231030","日証金","144000.00","0","300.00","-","0","-","-","満額",""
"3295","ヒューリックリート","東証","20231026","20231030","日証金","151700.00","14","320.00","0.00","0","1","5.00","",""
