"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1306","ＴＯＰＩＸ連動型上場","東証","20231212","20231214","日証金","2459.00","97530","8.00","0.00","0","1","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20231212","20231214","日証金","2431.00","11070","60.00","0.00","0","1","0.00","",""
"1320","ｉＦ２２５年１","東証","20231212","20231214","日証金","33870.00","2347","90.00","0.00","0","1","0.00","",""
"1321","日経２２５上場投信","東証","20231212","20231214","日証金","33990.00","16846","90.00","0.00","0","1","0.00","",""
"1332","ニッスイ","東証","20231212","20231214","日証金","805.00","0","1.80","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20231212","20231214","日証金","1951.00","0","7.00","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20231212","20231214","日証金","34070.00","1248","90.00","5.00","0.0146757","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231212","20231214","日証金","21840.00","9","80.00","0.00","0","1","0.00","",""
"1367","ｉＦＴＰＸダブル","東証","20231212","20231214","日証金","27930.00","0","80.00","-","0","-","-","満額",""
"1368","ｉＦＴＰＸＷベア","東証","20231212","20231214","日証金","799.00","1068","60.00","0.00","0","1","-","",""
"1369","Ｏｎｅ・日経２２５","東証","20231212","20231214","日証金","33090.00","72","90.00","0.00","0","1","0.00","",""
"1407","ウエストＨＤ","東証","20231212","20231214","日証金","3030.00","0","6.20","-","0","-","-","満額",""
"1419","タマホーム","東証","20231212","20231214","日証金","3670.00","104700","7.40","0.10","0.0027248","1","0.10","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231212","20231214","日証金","779.00","0","3.20","-","0","-","-","満額","注意"
"1433","ベステラ","東証","20231212","20231214","日証金","1040.00","24900","2.20","0.00","0","1","0.00","",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231212","20231214","日証金","736.00","0","1.60","-","0","-","-","満額",""
"1446","キャンディル","東証","20231212","20231214","日証金","570.00","15400","1.20","0.05","0.00877193","1","0.05","",""
"1464","ｉＦＪ４００ダブル","東証","20231212","20231214","日証金","22175.00","3","80.00","5.00","0.0225479","1","-","",""
