"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20231129","20231201","日証金","3795.00","0","7.60","-","0","-","-","満額",""
"1306","ＴＯＰＩＸ連動型上場","東証","20231129","20231201","日証金","2469.50","48350","8.00","0.00","0","3","0.00","",""
"1308","上場ＴＯＰＩＸ","東証","20231129","20231201","日証金","2440.00","18680","60.00","0.00","0","3","0.00","",""
"1320","ｉＦ２２５年１","東証","20231129","20231201","日証金","34360.00","5919","90.00","15.00","0.0436554","3","5.00","",""
"1321","日経２２５上場投信","東証","20231129","20231201","日証金","34490.00","33799","90.00","0.00","0","3","0.00","",""
"1330","上場２２５","東証","20231129","20231201","日証金","34550.00","4220","90.00","15.00","0.0434153","3","5.00","",""
"1343","東証ＲＥＩＴ指数連動","東証","20231129","20231201","日証金","1962.00","230","7.00","0.00","0","3","-","",""
"1346","ＭＸＳ２２５上場投信","東証","20231129","20231201","日証金","34580.00","818","90.00","15.00","0.0433777","3","5.00","",""
"1358","上場日経２倍","東証","20231129","20231201","日証金","38870.00","951","90.00","15.00","0.0385902","3","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20231129","20231201","日証金","22000.00","8","80.00","0.00","0","3","0.00","",""
"1367","ｉＦＴＰＸダブル","東証","20231129","20231201","日証金","28225.00","0","80.00","-","0","-","-","満額",""
"1369","Ｏｎｅ・日経２２５","東証","20231129","20231201","日証金","33570.00","145","90.00","15.00","0.0446828","3","5.00","",""
"1407","ウエストＨＤ","東証","20231129","20231201","日証金","3110.00","11500","6.40","0.15","0.00482315","3","0.00","",""
"1419","タマホーム","東証","20231129","20231201","日証金","3590.00","193000","7.20","0.30","0.00835655","3","0.10","",""
"1430","ファーストコーポ","東証","20231129","20231201","日証金","733.00","60400","1.60","0.15","0.0204638","3","0.50","",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231129","20231201","日証金","794.00","0","3.20","-","0","-","-","満額","注意"
"1433","ベステラ","東証","20231129","20231201","日証金","1037.00","9400","2.20","0.00","0","3","0.00","",""
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231129","20231201","日証金","762.00","0","1.60","-","0","-","-","満額",""
"1446","キャンディル","東証","20231129","20231201","日証金","577.00","16800","1.20","0.00","0","3","0.05","",""
"1469","４００ベア２倍","東証","20231129","20231201","日証金","996.00","0","6.00","-","0","-","-","満額",""
"1475","ｉＳＴＯＰＩＸ","東証","20231129","20231201","日証金","2442.00","4635","60.00","15.00","0.614251","3","0.00","",""
"1476","ｉＳＪリート","東証","20231129","20231201","日証金","1879.00","0","60.00","-","0","-","-","満額",""
"1481","上場日本経済貢献","東証","20231129","20231201","日証金","2448.00","6","60.00","0.00","0","3","0.00","",""
"1488","ｉＦＪリート","東証","20231129","20231201","日証金","1890.00","500","14.00","1.50","0.0793651","3","-","",""
"1493","Ｏｎｅ・中小型","東証","20231129","20231201","日証金","17395.00","21","70.00","15.00","0.0862317","3","5.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20231129","20231201","日証金","1873.00","0","60.00","-","0","-","-","満額",""
"1497","ｉＳ米＄ＨＹ社債ヘジ","東証","20231129","20231201","日証金","1873.00","0","60.00","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20231129","20231201","日証金","2807.00","73200","11.60","0.15","0.00534378","3","0.05","","注意"
"1545","ナスダックヘッジ無","東証","20231129","20231201","日証金","23880.00","12516","80.00","15.00","0.0628141","3","5.00","",""
"1547","上場米国Ｓ＆Ｐ５００","東証","20231129","20231201","日証金","7351.00","35790","16.00","1.50","0.0204054","3","0.50","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20231129","20231201","日証金","4617.00","0","20.00","-","0","-","-","満額",""
