"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230419","20230421","日証金","2178.50","3820","8.00","1.50","0.0688547","3","0.00","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230419","20230421","日証金","2154.50","89380","8.00","1.50","0.0696217","3","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230419","20230421","日証金","2129.50","88100","4.40","0.15","0.00704391","3","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230419","20230421","日証金","1009.50","530","7.00","1.50","0.148588","3","0.50","",""
"1320","ｉＦ２２５年１","東証","20230419","20230421","日証金","29780.00","17508","80.00","15.00","0.0503694","3","5.00","",""
"1321","日経２２５上場投信","東証","20230419","20230421","日証金","29865.00","58924","80.00","15.00","0.050226","3","5.00","",""
"1325","ブラジル指数ボベスパ","東証","20230419","20230421","日証金","201.00","0","0.80","-","0","-","-","満額",""
"1328","金価格連動型上場投信","東証","20230419","20230421","日証金","6683.00","0","28.00","-","0","-","-","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230419","20230421","日証金","29760.00","2262","80.00","15.00","0.0504032","3","5.00","",""
"1330","上場２２５","東証","20230419","20230421","日証金","29900.00","37650","60.00","1.50","0.00501672","3","0.50","",""
"1332","ニッスイ","東証","20230419","20230421","日証金","581.00","0","1.20","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20230419","20230421","日証金","1977.50","7810","7.00","1.50","0.0758534","3","0.50","",""
"1346","ＭＸＳ２２５上場投信","東証","20230419","20230421","日証金","29720.00","4602","80.00","15.00","0.0504711","3","5.00","",""
"1358","上場日経２倍","東証","20230419","20230421","日証金","28810.00","6246","80.00","240.00","0.833044","3","80.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230419","20230421","日証金","18910.00","41","70.00","0.00","0","3","0.00","",""
"1365","ｉＦ２２５ダブル","東証","20230419","20230421","日証金","23925.00","6623","80.00","15.00","0.0626959","3","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230419","20230421","日証金","21010.00","919","80.00","15.00","0.0713946","3","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230419","20230421","日証金","28855.00","464","80.00","15.00","0.0519841","3","5.00","",""
"1418","インターライフＨＤ","東証","20230419","20230421","日証金","248.00","135600","2.00","0.15","0.0604839","3","0.05","","停止"
"1419","タマホーム","東証","20230419","20230421","日証金","3645.00","576700","7.40","0.30","0.00823045","3","0.10","",""
"1430","ファーストコーポ","東証","20230419","20230421","日証金","921.00","0","2.00","-","0","-","-","満額",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230419","20230421","日証金","828.00","139700","3.60","0.15","0.0181159","3","0.05","","注意"
"1433","ベステラ","東証","20230419","20230421","日証金","893.00","45000","1.80","0.15","0.0167973","3","0.05","",""
"1446","キャンディル","東証","20230419","20230421","日証金","558.00","14200","1.20","0.00","0","3","0.00","",""
"1458","楽天２２５ダブルブル","東証","20230419","20230421","日証金","18230.00","18426","70.00","15.00","0.082282","3","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20230419","20230421","日証金","16690.00","219","70.00","15.00","0.0898742","3","5.00","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230419","20230421","日証金","2536.00","0","60.00","-","0","-","-","満額",""
