"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1305","ｉＦＴＰＸ年１","東証","20230418","20230420","日証金","2179.50","1670","8.00","0.00","0","1","0.00","",""
"1306","ＴＯＰＩＸ連動型上場","東証","20230418","20230420","日証金","2157.00","114060","8.00","0.50","0.0231803","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20230418","20230420","日証金","2131.50","83300","4.40","0.05","0.00234577","1","0.05","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230418","20230420","日証金","1009.00","380","7.00","0.50","0.049554","1","0.50","",""
"1320","ｉＦ２２５年１","東証","20230418","20230420","日証金","29850.00","18165","80.00","5.00","0.0167504","1","5.00","",""
"1321","日経２２５上場投信","東証","20230418","20230420","日証金","29935.00","49704","80.00","5.00","0.0167029","1","0.00","",""
"1328","金価格連動型上場投信","東証","20230418","20230420","日証金","6685.00","0","28.00","-","0","-","-","満額","注意"
"1329","ｉシェアーズ　２２５","東証","20230418","20230420","日証金","29840.00","2001","80.00","5.00","0.016756","1","5.00","",""
"1330","上場２２５","東証","20230418","20230420","日証金","29960.00","37820","60.00","0.50","0.00166889","1","0.50","",""
"1332","ニッスイ","東証","20230418","20230420","日証金","580.00","0","1.20","-","0","-","-","満額",""
"1343","東証ＲＥＩＴ指数連動","東証","20230418","20230420","日証金","1974.50","7480","7.00","0.50","0.0253229","1","0.50","",""
"1346","ＭＸＳ２２５上場投信","東証","20230418","20230420","日証金","29775.00","4711","80.00","5.00","0.0167926","1","5.00","",""
"1358","上場日経２倍","東証","20230418","20230420","日証金","28950.00","6142","80.00","80.00","0.276339","1","80.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20230418","20230420","日証金","18980.00","31","70.00","0.00","0","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20230418","20230420","日証金","24045.00","6244","80.00","5.00","0.0207943","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20230418","20230420","日証金","21035.00","853","80.00","5.00","0.0237699","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20230418","20230420","日証金","28930.00","327","80.00","5.00","0.0172831","1","5.00","",""
"1418","インターライフＨＤ","東証","20230418","20230420","日証金","251.00","116500","2.00","0.05","0.0199203","1","0.05","","停止"
"1419","タマホーム","東証","20230418","20230420","日証金","3635.00","565400","7.40","0.10","0.00275103","1","0.10","",""
"1429","日本アクア","東証","20230418","20230420","日証金","895.00","0","1.80","-","0","-","-","満額",""
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230418","20230420","日証金","832.00","140300","3.60","0.05","0.00600962","1","0.05","","注意"
"1433","ベステラ","東証","20230418","20230420","日証金","892.00","44800","1.80","0.05","0.00560538","1","0.05","",""
"1446","キャンディル","東証","20230418","20230420","日証金","555.00","14200","1.20","0.00","0","1","0.05","",""
"1458","楽天２２５ダブルブル","東証","20230418","20230420","日証金","18325.00","16133","70.00","5.00","0.0272851","1","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20230418","20230420","日証金","16725.00","219","70.00","5.00","0.0298954","1","5.00","",""
"1477","ｉＳＭＳＣＩ最小分散","東証","20230418","20230420","日証金","1994.00","4","60.00","5.00","0.250752","1","-","",""
"1478","ｉＳＭＳＣＩ高配当","東証","20230418","20230420","日証金","2534.00","0","60.00","-","0","-","-","満額",""
"1480","企業価値ＥＴＦ","東証","20230418","20230420","日証金","20660.00","11","320.00","5.00","0.0242014","1","-","",""
"1481","上場日本経済貢献","東証","20230418","20230420","日証金","2149.00","0","60.00","-","0","-","-","満額",""
"1483","ＩＳ設備人材","東証","20230418","20230420","日証金","2137.00","1","60.00","0.00","0","1","-","",""
"1485","ＭＸＳＪ積極投資","東証","20230418","20230420","日証金","31540.00","120","90.00","5.00","0.0158529","1","5.00","",""
"1488","ｉＦＪリート","東証","20230418","20230420","日証金","1884.00","60","7.00","0.00","0","1","-","",""
"1492","ＭＸＳ　中小型","東証","20230418","20230420","日証金","16075.00","6","70.00","0.00","0","1","0.00","",""
"1493","Ｏｎｅ・中小型","東証","20230418","20230420","日証金","16075.00","3","70.00","5.00","0.0311042","1","5.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230418","20230420","日証金","1980.00","0","60.00","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20230418","20230420","日証金","3205.00","100","6.60","0.00","0","1","-","",""
"1545","ナスダックヘッジ無","東証","20230418","20230420","日証金","17845.00","25193","70.00","5.00","0.0280191","1","5.00","",""
"1546","ダウヘッジ無","東証","20230418","20230420","日証金","44730.00","5944","100.00","5.00","0.0111782","1","5.00","",""
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230418","20230420","日証金","3938.00","0","9.00","-","0","-","-","満額",""
"1551","スタンダドＴＯＰ２０","東証","20230418","20230420","日証金","4285.00","0","10.00","-","0","-","-","満額",""
"1554","上場インデＭＳ世界","東証","20230418","20230420","日証金","3300.00","0","9.00","-","0","-","0.50","満額",""
"1555","上場インデＡリート","東証","20230418","20230420","日証金","1658.00","320","7.00","0.50","0.0301568","1","-","",""
"1560","ブルサＫＬＣＩ","東証","20230418","20230420","日証金","4340.00","0","60.00","-","0","-","-","満額",""
"1563","東証グロース・コア","東証","20230418","20230420","日証金","2506.00","0","60.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230418","20230420","日証金","27060.00","37330","56.00","1.00","0.00369549","1","0.50","",""
"1570","日経レバレッジＥＴＦ","東証","20230418","20230420","日証金","15575.00","1447187","70.00","5.00","0.0321027","1","5.00","",""
"1578","上場インデ２２５ミニ","東証","20230418","20230420","日証金","2301.00","656","60.00","5.00","0.217297","1","5.00","",""
"1579","日経ブル２倍上場投信","東証","20230418","20230420","日証金","16650.00","138500","34.00","0.50","0.003003","1","0.50","",""
"1585","ｉＦＥＸ－Ｆ","東証","20230418","20230420","日証金","1600.00","180","7.00","0.50","0.03125","1","0.50","",""
"1586","上場ＥＸ－Ｆ","東証","20230418","20230420","日証金","1680.00","0","60.00","-","0","-","-","満額",""
"1593","ＭＸＳＪＰＸ４００","東証","20230418","20230420","日証金","19030.00","443","70.00","5.00","0.0262743","1","5.00","",""
"1595","ＮＺＡＭ東証ＲＥＩＴ","東証","20230418","20230420","日証金","1857.00","180","7.00","0.00","0","1","0.00","",""
"1615","東証銀行業株価指数連","東証","20230418","20230420","日証金","209.90","0","0.80","-","0","-","-","満額",""
"1617","ＴＰＸ１７食品","東証","20230418","20230420","日証金","31880.00","0","90.00","-","0","-","-","満額",""
