"SC","名称","市場区分","貸借申込日","決済日","発表元","貸借値段（円）","貸株超過数（株・口）","最高料率（1日・円）","品貸料率（円）","品貸料率（％）","品貸日数","前日料率（1日・円）","備考","規制"
"1301","極洋","東証","20240115","20240117","日証金","3910.00","0","8.00","-","0","-","-","満額",""
"1306","ＴＯＰＩＸ連動型上場","東証","20240115","20240117","日証金","2643.00","167180","8.00","0.00","0","1","0.50","",""
"1308","上場ＴＯＰＩＸ","東証","20240115","20240117","日証金","2610.00","5519","60.00","0.00","0","1","-","",""
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20240115","20240117","日証金","1310.00","0","7.00","-","0","-","-","満額",""
"1320","ｉＦ２２５年１","東証","20240115","20240117","日証金","37100.00","17189","90.00","5.00","0.0134771","1","5.00","",""
"1321","日経２２５上場投信","東証","20240115","20240117","日証金","37270.00","54089","90.00","0.00","0","1","0.00","",""
"1329","ｉシェアーズ　２２５","東証","20240115","20240117","日証金","37450.00","3433","90.00","5.00","0.0133511","1","5.00","",""
"1330","上場２２５","東証","20240115","20240117","日証金","37300.00","25671","90.00","5.00","0.0134048","1","5.00","",""
"1332","ニッスイ","東証","20240115","20240117","日証金","798.30","0","1.60","-","0","-","-","満額",""
"1346","ＭＸＳ２２５上場投信","東証","20240115","20240117","日証金","37060.00","2280","90.00","5.00","0.0134916","1","5.00","",""
"1348","ＭＸＳＴＰＸ上場投信","東証","20240115","20240117","日証金","2613.00","8130","8.00","0.50","0.0191351","1","0.50","",""
"1358","上場日経２倍","東証","20240115","20240117","日証金","45060.00","8157","100.00","100.00","0.221926","1","5.00","",""
"1364","ｉＳＪＰＸ日経４００","東証","20240115","20240117","日証金","23600.00","60","80.00","5.00","0.0211864","1","5.00","",""
"1365","ｉＦ２２５ダブル","東証","20240115","20240117","日証金","37490.00","4426","90.00","5.00","0.0133369","1","5.00","",""
"1367","ｉＦＴＰＸダブル","東証","20240115","20240117","日証金","32180.00","822","90.00","5.00","0.0155376","1","5.00","",""
"1369","Ｏｎｅ・日経２２５","東証","20240115","20240117","日証金","36000.00","170","90.00","5.00","0.0138889","1","5.00","",""
"1397","ＳＭＤＡＭ　２２５","東証","20240115","20240117","日証金","36310.00","155","90.00","5.00","0.0137703","1","-","",""
"1399","上場高配当低ボラ","東証","20240115","20240117","日証金","2140.00","0","16.00","-","0","-","-","満額","注意"
"1419","タマホーム","東証","20240115","20240117","日証金","3950.00","124800","8.00","0.05","0.00126582","1","0.10","",""
"1433","ベステラ","東証","20240115","20240117","日証金","1062.00","150700","4.40","0.05","0.0047081","1","0.05","","注意"
"1446","キャンディル","東証","20240115","20240117","日証金","584.00","13200","1.20","0.05","0.00856164","1","0.05","",""
"1458","楽天２２５ダブルブル","東証","20240115","20240117","日証金","28595.00","11434","80.00","5.00","0.0174856","1","5.00","",""
"1464","ｉＦＪ４００ダブル","東証","20240115","20240117","日証金","25860.00","6","80.00","0.00","0","1","0.00","",""
"1472","Ｊ４００ダブルインバ","東証","20240115","20240117","日証金","353.00","131","60.00","0.00","0","1","0.00","",""
"1481","上場日本経済貢献","東証","20240115","20240117","日証金","2627.00","0","60.00","-","0","-","-","満額",""
"1483","ＩＳ設備人材","東証","20240115","20240117","日証金","2697.00","0","60.00","-","0","-","-","満額",""
"1493","Ｏｎｅ・中小型","東証","20240115","20240117","日証金","18085.00","6","70.00","5.00","0.0276472","1","5.00","",""
"1494","Ｏｎｅ・高配当日本株","東証","20240115","20240117","日証金","28125.00","48","80.00","5.00","0.0177778","1","5.00","",""
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20240115","20240117","日証金","1923.00","0","60.00","-","0","-","-","満額",""
"1497","ｉＳ米＄ＨＹ社債ヘジ","東証","20240115","20240117","日証金","1920.00","0","60.00","-","0","-","-","満額",""
"1518","三井松島ＨＤ","東証","20240115","20240117","日証金","2920.00","127800","12.00","0.05","0.00171233","1","0.05","","停止"
"1545","ナスダックヘッジ無","東証","20240115","20240117","日証金","24795.00","3472","80.00","0.00","0","1","0.00","",""
"1547","上場米国Ｓ＆Ｐ５００","東証","20240115","20240117","日証金","7616.00","16940","32.00","0.50","0.00656513","1","0.50","",""
"1551","スタンダドＴＯＰ２０","東証","20240115","20240117","日証金","5057.00","320","12.00","0.50","0.00988728","1","0.50","",""
"1555","上場インデＡリート","東証","20240115","20240117","日証金","1899.50","120","7.00","0.50","0.0263227","1","0.00","",""
"1563","東証グロース・コア","東証","20240115","20240117","日証金","2618.00","0","60.00","-","0","-","-","満額",""
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20240115","20240117","日証金","41500.00","42770","84.00","1.00","0.00240964","1","1.00","",""
"1570","日経レバレッジＥＴＦ","東証","20240115","20240117","日証金","24270.00","599583","160.00","5.00","0.0206016","1","5.00","","注意"
"1577","ＦＵＮＤＳ野村７０","東証","20240115","20240117","日証金","34130.00","0","90.00","-","0","-","-","満額",""
"1578","上場インデ２２５ミニ","東証","20240115","20240117","日証金","2863.00","167","60.00","0.00","0","1","0.00","",""
"1579","日経ブル２倍上場投信","東証","20240115","20240117","日証金","25980.00","105160","52.00","52.00","0.200154","1","1.00","",""
"1591","ＪＰＸ日経４００投信","東証","20240115","20240117","日証金","22955.00","694","80.00","5.00","0.0217817","1","5.00","",""
"1592","上場ＪＰＸ日経４００","東証","20240115","20240117","日証金","2099.00","0","60.00","-","0","-","-","満額",""
"1595","ＮＺＡＭ東証ＲＥＩＴ","東証","20240115","20240117","日証金","1869.50","50","7.00","0.50","0.0267451","1","-","",""
"1618","ＴＰＸ１７エネルギー","東証","20240115","20240117","日証金","18785.00","5","70.00","0.00","0","1","0.00","",""
"1622","ＴＰＸ１７自動車輸送","東証","20240115","20240117","日証金","30870.00","37","90.00","5.00","0.016197","1","5.00","",""
"1624","ＴＰＸ１７機械","東証","20240115","20240117","日証金","51940.00","13","120.00","5.00","0.00962649","1","5.00","",""
"1625","ＴＰＸ１７電機・精密","東証","20240115","20240117","日証金","35180.00","106","90.00","5.00","0.0142126","1","5.00","",""
"1626","ＴＰＸ１７情報通信","東証","20240115","20240117","日証金","33700.00","1","90.00","5.00","0.0148368","1","5.00","",""
"1628","ＴＰＸ１７運輸・物流","東証","20240115","20240117","日証金","19750.00","0","70.00","-","0","-","-","満額",""
"1630","ＴＰＸ１７小売","東証","20240115","20240117","日証金","27995.00","15","80.00","0.00","0","1","-","",""
"1631","ＴＰＸ１７銀行","東証","20240115","20240117","日証金","14535.00","0","70.00","-","0","-","-","満額",""
"1633","ＴＰＸ１７不動産","東証","20240115","20240117","日証金","36710.00","69","90.00","5.00","0.0136203","1","5.00","",""
"1652","ｉＦ女性活躍ＷＩＮ","東証","20240115","20240117","日証金","2872.00","20","8.00","0.50","0.0174095","1","0.50","",""
"1655","ｉＳＳＰ５００米国株","東証","20240115","20240117","日証金","502.20","0","6.00","-","0","-","-","満額",""
"1656","ｉＳ米国債七十","東証","20240115","20240117","日証金","290.90","0","6.00","-","0","-","-","満額",""
"1657","ｉＳＭＳＣＩ先進国株","東証","20240115","20240117","日証金","4280.00","0","60.00","-","0","-","-","満額",""
"1679","ＮＹダウジョンズ投信","東証","20240115","20240117","日証金","45640.00","390","184.00","0.50","0.00109553","1","0.50","","注意"
"1680","上場海外先進国株式","東証","20240115","20240117","日証金","4918.00","0","20.00","-","0","-","-","満額",""
"1681","上場海外新興国株式","東証","20240115","20240117","日証金","1843.50","0","14.00","-","0","-","-","満額",""
"1682","日経ＪＰＸ白金","東証","20240115","20240117","日証金","229.70","0","0.80","-","0","-","0.00","満額",""
"1698","日本高配当東証１００","東証","20240115","20240117","日証金","2750.00","520","8.00","0.50","0.0181818","1","0.50","",""
