"SC","日付","始値","高値","安値","終値","VWAP","出来高","売買代金","前場始値","前場高値","前場安値","前場終値","後場始値","後場高値","後場安値","後場終値"
"25935","20240301","1918","1919","1891","1900","1908.5775","25800","49241300","1918","1919","1908","1909","1913","1913","1891","1900"
"9282","20240301","72600","72900","72600","72700","72686","50","3634300","72600","72900","72600","72600","72700","72800","72700","72700"
"9284","20240301","109800","110000","109700","109800","109860.7069","1443","158529000","109800","110000","109700","109800","109800","109900","109700","109800"
"9285","20240301","85500","85700","85300","85600","85519.3694","222","18985300","85500","85600","85300","85500","85700","85700","85500","85600"
"9286","20240301","84100","84300","83800","84300","83942.2624","2210","185512400","84100","84200","83800","83900","83900","84300","83800","84300"
"9287","20240301","84300","84700","84100","84400","84337.0787","1335","112590000","84300","84500","84100","84400","84400","84700","84200","84400"
"94345","20240301","3994","3994","3985","3988","3986.96","10000","39869600","3994","3994","3994","3994","3994","3994","3985","3988"
