"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"2971","エスコンジャパンリート投資法人","東証","REIT","20230828","115700","600","0.52","115100","115800","115900","114700","594","68590","-","85100","145100"
"2972","サンケイリアルエステート投資法人","東証","REIT","20230828","93300","-500","-0.53","93800","93800","93900","93000","882","82430","-","78800","108800"
"2979","SOSiLA物流リート投資法人","東証","REIT","20230828","127400","0","0","127400","127400","127400","126700","990","125807","-","97400","157400"
"2989","東海道リート投資法人","東証","REIT","20230828","121000","500","0.41","120500","120500","121000","120200","501","60450","-","90500","150500"
"3226","日本アコモデーションファンド投資法人","東証","REIT","20230828","673000","3000","0.45","670000","669000","675000","667000","666","447244","-","570000","770000"
"3234","森ヒルズリート投資法人","東証","REIT","20230828","146100","900","0.62","145200","145200","146100","145000","1703","248111","-","115200","175200"
"3249","産業ファンド投資法人","東証","REIT","20230828","143300","-200","-0.14","143500","143900","144000","142800","2578","369445","-","113500","173500"
"3269","アドバンス・レジデンス投資法人","東証","REIT","20230828","355500","0","0","355500","355500","356500","354500","1871","664721","-","285500","425500"
"3278","ケネディクス・レジデンシャル・ネクスト投資法人","東証","REIT","20230828","225600","1300","0.58","224300","224300","225600","223200","1240","278232","-","174300","274300"
"3279","アクティビア・プロパティーズ投資法人","東証","REIT","20230828","404500","500","0.12","404000","403000","405500","401000","1338","539693","-","334000","474000"
"3281","GLP投資法人","東証","REIT","20230828","139700","0","0","139700","139900","140300","139300","6089","851265","-","109700","169700"
"3282","コンフォリア・レジデンシャル投資法人","東証","REIT","20230828","339500","0","0","339500","338500","340500","338000","1344","456240","-","269500","409500"
"3283","日本プロロジスリート投資法人","東証","REIT","20230828","287400","-600","-0.21","288000","288000","288400","286200","2712","779684","-","238000","338000"
"3287","星野リゾート・リート投資法人","東証","REIT","20230828","637000","-3000","-0.47","640000","639000","640000","634000","541","344836","-","540000","740000"
"3290","Oneリート投資法人","東証","REIT","20230828","256700","-100","-0.04","256800","257000","257000","255500","544","139474","-","206800","307000"
"3292","イオンリート投資法人","東証","REIT","20230828","146300","-500","-0.34","146800","146800","146800","146000","2834","414819","-","116800","176800"
"3295","ヒューリックリート投資法人","東証","REIT","20230828","166400","1000","0.6","165400","165500","166400","165400","2336","387762","-","125400","205400"
"3296","日本リート投資法人","東証","REIT","20230828","348000","-500","-0.14","348500","347500","348500","346500","583","202601","-","278500","418500"
"3309","積水ハウス・リート投資法人","東証","REIT","20230828","83800","100","0.12","83700","83400","84100","83000","4715","394026","-","68700","98700"
"3451","トーセイ・リート投資法人","東証","REIT","20230828","138200","800","0.58","137400","137400","138200","137000","709","97568","-","107400","167400"
"3453","ケネディクス商業リート投資法人","東証","REIT","20230828","286000","-200","-0.07","286200","285500","286500","284200","1153","329257","-","236200","336500"
"3455","ヘルスケア＆メディカル投資法人","東証","REIT","20230828","147000","-400","-0.27","147400","147400","147500","146400","381","55995","-","117400","177400"
"3459","サムティ・レジデンシャル投資法人","東証","REIT","20230828","114200","400","0.35","113800","113700","114200","113300","616","70096","-","83800","143800"
"3462","野村不動産マスターファンド投資法人","東証","REIT","20230828","173300","1700","0.99","171600","171900","173300","171300","5161","891146","-","131600","211600"
"3463","いちごホテルリート投資法人","東証","REIT","20230828","115400","-200","-0.17","115600","116400","116500","114700","1517","174817","-","85600","145600"
"3466","ラサールロジポート投資法人","東証","REIT","20230828","149900","-400","-0.27","150300","150500","150500","149600","2753","412872","-","110300","190300"
"3468","スターアジア不動産投資法人","東証","REIT","20230828","55400","0","0","55400","55500","55600","54900","12716","702429","-","45400","65400"
"3470","マリモ地方創生リート投資法人","東証","REIT","20230828","126000","300","0.24","125700","125500","126000","125200","357","44827","-","95700","155700"
"3471","三井不動産ロジスティクスパーク投資法人","東証","REIT","20230828","490000","3000","0.62","487000","487000","490000","486000","743","362981","-","417000","557000"
"3472","大江戸温泉リート投資法人","東証","REIT","20230828","64500","-300","-0.46","64800","64900","64900","64500","304","19671","-","54800","74800"
"3476","投資法人みらい","東証","REIT","20230828","47350","300","0.64","47050","47000","47350","47000","2356","111140","-","40050","54100"
"3481","三菱地所物流リート投資法人","東証","REIT","20230828","397000","-1000","-0.25","398000","399000","399000","396500","730","290121","-","328000","468000"
"3487","CREロジスティクスファンド投資法人","東証","REIT","20230828","168400","400","0.24","168000","167900","168900","167700","1232","207443","-","128000","208000"
"3488","ザイマックス・リート投資法人","東証","REIT","20230828","118300","0","0","118300","118300","118300","117600","510","60195","-","88300","148300"
"3492","タカラレーベン不動産投資法人","東証","REIT","20230828","97200","200","0.21","97000","97200","97200","96700","3243","314532","-","82000","112000"
"3493","アドバンス・ロジスティクス投資法人","東証","REIT","20230828","130800","900","0.69","129900","130500","130800","130100","1249","163038","-","99900","159900"
"8951","日本ビルファンド投資法人","東証","REIT","20230828","599000","5000","0.84","594000","596000","600000","593000","2327","1388409","-","494000","694000"
"8952","ジャパンリアルエステイト投資法人","東証","REIT","20230828","592000","3000","0.51","589000","586000","592000","585000","2059","1213638","-","489000","689000"
"8953","日本都市ファンド投資法人","東証","REIT","20230828","98500","-400","-0.4","98900","99000","99000","98400","10238","1009867","-","83900","113900"
"8954","オリックス不動産投資法人","東証","REIT","20230828","182100","-300","-0.16","182400","182400","182500","181000","4330","787127","-","142400","222400"
"8955","日本プライムリアルティ投資法人","東証","REIT","20230828","367000","3500","0.96","363500","364000","367500","362500","1069","391116","-","293500","433500"
"8956","NTT都市開発リート投資法人","東証","REIT","20230828","137500","1300","0.95","136200","136300","137500","135900","1401","191902","-","106200","166200"
"8957","東急リアル・エステート投資法人","東証","REIT","20230828","184200","400","0.22","183800","183300","184400","182900","882","162078","-","143800","223800"
"8958","グローバル・ワン不動産投資法人","東証","REIT","20230828","115500","-100","-0.09","115600","115900","116100","115000","2158","248880","-","85600","145600"
"8960","ユナイテッド・アーバン投資法人","東証","REIT","20230828","155800","200","0.13","155600","155500","156200","154500","2890","449525","-","115600","195600"
"8961","森トラストリート投資法人","東証","REIT","20230828","74900","800","1.08","74100","74400","75000","74200","4269","318806","-","59100","89100"
"8963","インヴィンシブル投資法人","東証","REIT","20230828","59200","300","0.51","58900","58900","59700","58800","23592","1396961","-","48900","68900"
"8964","フロンティア不動産投資法人","東証","REIT","20230828","469000","-1500","-0.32","470500","470000","470500","466500","737","345100","-","400500","541000"
"8966","平和不動産リート投資法人","東証","REIT","20230828","143800","900","0.63","142900","143100","144100","142700","1553","222998","-","112900","172900"
"8967","日本ロジスティクスファンド投資法人","東証","REIT","20230828","304000","2000","0.66","302000","303000","304000","301000","896","271219","-","232000","372000"
"8968","福岡リート投資法人","東証","REIT","20230828","165400","400","0.24","165000","165600","165900","165100","761","125936","-","125000","205000"
"8972","ケネディクス・オフィス投資法人","東証","REIT","20230828","342000","500","0.15","341500","339500","342500","338500","1919","654308","-","271500","411500"
"8975","いちごオフィスリート投資法人","東証","REIT","20230828","88600","-200","-0.23","88800","88700","88800","88400","1777","157363","-","73800","103800"
"8976","大和証券オフィス投資法人","東証","REIT","20230828","675000","4000","0.6","671000","671000","676000","666000","744","500262","-","571000","771000"
"8977","阪急阪神リート投資法人","東証","REIT","20230828","141300","600","0.43","140700","140300","141300","140000","692","97423","-","110700","170700"
