"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"2971","エスコンジャパンリート投資法人","東証","REIT","20230821","113300","-200","-0.18","113500","113500","113900","113300","325","36897","-","83500","143500"
"2972","サンケイリアルエステート投資法人","東証","REIT","20230821","92300","-1800","-1.91","94100","94000","94000","92300","1539","142994","-","79100","109100"
"2979","SOSiLA物流リート投資法人","東証","REIT","20230821","126700","-1100","-0.86","127800","127800","127800","126700","1498","190208","-","97800","157800"
"2989","東海道リート投資法人","東証","REIT","20230821","118500","0","0","118500","118500","119200","118500","500","59344","-","88500","148500"
"3226","日本アコモデーションファンド投資法人","東証","REIT","20230821","648000","2000","0.31","646000","646000","650000","644000","1116","723203","-","546000","746000"
"3234","森ヒルズリート投資法人","東証","REIT","20230821","143600","-200","-0.14","143800","143600","144800","143600","2557","368073","-","113800","173800"
"3249","産業ファンド投資法人","東証","REIT","20230821","140800","-1000","-0.71","141800","141600","142100","140700","4364","616602","-","111800","171800"
"3269","アドバンス・レジデンス投資法人","東証","REIT","20230821","339000","3000","0.89","336000","336500","341500","336500","3790","1287197","-","266000","406000"
"3278","ケネディクス・レジデンシャル・ネクスト投資法人","東証","REIT","20230821","219800","-3100","-1.39","222900","222900","222900","219700","2577","568533","-","172900","272900"
"3279","アクティビア・プロパティーズ投資法人","東証","REIT","20230821","399000","-1500","-0.37","400500","399000","402500","398000","1672","668138","-","330500","470500"
"3281","GLP投資法人","東証","REIT","20230821","137100","-700","-0.51","137800","137900","138500","137100","11298","1553030","-","107800","167800"
"3282","コンフォリア・レジデンシャル投資法人","東証","REIT","20230821","328500","-1500","-0.45","330000","329000","332500","327500","3391","1117009","-","260000","400000"
"3283","日本プロロジスリート投資法人","東証","REIT","20230821","280400","400","0.14","280000","278600","282700","278600","7281","2044724","-","230000","330000"
"3287","星野リゾート・リート投資法人","東証","REIT","20230821","638000","-2000","-0.31","640000","638000","643000","638000","850","544134","-","540000","740000"
"3290","Oneリート投資法人","東証","REIT","20230821","252700","-2000","-0.79","254700","254400","255400","252700","569","144317","-","204700","305000"
"3292","イオンリート投資法人","東証","REIT","20230821","145500","400","0.28","145100","145300","146300","145200","3690","537908","-","115100","175100"
"3295","ヒューリックリート投資法人","東証","REIT","20230821","163300","-300","-0.18","163600","163600","164300","162900","3568","582859","-","123600","203600"
"3296","日本リート投資法人","東証","REIT","20230821","337000","-3000","-0.88","340000","338000","339000","335500","1439","485341","-","270000","410000"
"3309","積水ハウス・リート投資法人","東証","REIT","20230821","82100","-200","-0.24","82300","82200","82400","81400","7961","653151","-","67300","97300"
