"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"2971","エスコンジャパンリート投資法人","東証","REIT","20230705","122000","300","0.25","121700","121500","122100","121300","494","60166","-","91700","151700"
"2972","サンケイリアルエステート投資法人","東証","REIT","20230705","91300","0","0","91300","91100","91600","90500","2139","195069","-","76300","106300"
"2979","SOSiLA物流リート投資法人","東証","REIT","20230705","132000","700","0.53","131300","130800","132200","130500","1080","142068","-","101300","161300"
"2989","東海道リート投資法人","東証","REIT","20230705","126600","500","0.4","126100","125900","126600","125600","710","89651","-","96100","156100"
"3226","日本アコモデーションファンド投資法人","東証","REIT","20230705","650000","6000","0.93","644000","645000","652000","644000","917","595337","-","544000","744000"
"3234","森ヒルズリート投資法人","東証","REIT","20230705","148100","200","0.14","147900","147700","148400","147300","3056","451992","-","117900","177900"
"3249","産業ファンド投資法人","東証","REIT","20230705","152200","2700","1.81","149500","148900","152200","148900","5516","833691","-","119500","179500"
"3269","アドバンス・レジデンス投資法人","東証","REIT","20230705","338000","-1000","-0.29","339000","337500","341000","337500","5272","1785870","-","269000","409000"
"3278","ケネディクス・レジデンシャル・ネクスト投資法人","東証","REIT","20230705","238200","2000","0.85","236200","235800","238200","235200","4548","1077723","-","186200","286200"
"3279","アクティビア・プロパティーズ投資法人","東証","REIT","20230705","404500","1000","0.25","403500","403500","405000","402000","1177","475508","-","333500","473500"
"3281","GLP投資法人","東証","REIT","20230705","142200","1000","0.71","141200","141000","142200","140600","10509","1489536","-","111200","171200"
"3282","コンフォリア・レジデンシャル投資法人","東証","REIT","20230705","347500","1000","0.29","346500","345500","347500","345000","1204","417240","-","276500","416500"
"3283","日本プロロジスリート投資法人","東証","REIT","20230705","300500","3000","1.01","297500","298700","302000","297800","7092","2129323","-","247500","347500"
"3287","星野リゾート・リート投資法人","東証","REIT","20230705","605000","-9000","-1.47","614000","612000","612000","605000","1161","705096","-","514000","714000"
"3290","Oneリート投資法人","東証","REIT","20230705","250500","-400","-0.16","250900","248500","251600","248300","1204","301172","-","200900","301000"
"3292","イオンリート投資法人","東証","REIT","20230705","153700","-200","-0.13","153900","153600","154400","153600","3105","477631","-","113900","193900"
"3295","ヒューリックリート投資法人","東証","REIT","20230705","160600","-400","-0.25","161000","159800","161400","159800","2156","346315","-","121000","201000"
"3296","日本リート投資法人","東証","REIT","20230705","349500","3500","1.01","346000","347000","349500","345500","1480","515113","-","276000","416000"
"3309","積水ハウス・リート投資法人","東証","REIT","20230705","83200","-300","-0.36","83500","83500","83500","82800","8575","712831","-","68500","98500"
"3451","トーセイ・リート投資法人","東証","REIT","20230705","134400","500","0.37","133900","133900","134700","133700","687","92191","-","103900","163900"
"3453","ケネディクス商業リート投資法人","東証","REIT","20230705","297300","4000","1.36","293300","294100","299000","294100","3494","1040223","-","243300","343500"
"3455","ヘルスケア＆メディカル投資法人","東証","REIT","20230705","161000","-800","-0.49","161800","161500","161800","160700","541","87198","-","121800","201800"
"3459","サムティ・レジデンシャル投資法人","東証","REIT","20230705","120100","-500","-0.41","120600","120600","120700","119400","859","103176","-","90600","150600"
"3462","野村不動産マスターファンド投資法人","東証","REIT","20230705","164100","-300","-0.18","164400","164400","164900","163500","7437","1220138","-","124400","204400"
"3463","いちごホテルリート投資法人","東証","REIT","20230705","104200","-1300","-1.23","105500","105200","105500","103700","563","58803","-","75500","135500"
"3466","ラサールロジポート投資法人","東証","REIT","20230705","155700","2300","1.5","153400","154100","157400","153400","27886","4342278","-","113400","193400"
"3468","スターアジア不動産投資法人","東証","REIT","20230705","58900","-200","-0.34","59100","59100","59200","58700","3357","197804","-","49100","69100"
"3470","マリモ地方創生リート投資法人","東証","REIT","20230705","128600","-100","-0.08","128700","128700","128900","128200","675","86758","-","98700","158700"
"3471","三井不動産ロジスティクスパーク投資法人","東証","REIT","20230705","499000","1000","0.2","498000","496500","499500","496500","1208","602047","-","428000","568000"
"3472","大江戸温泉リート投資法人","東証","REIT","20230705","65100","200","0.31","64900","64800","65400","64800","606","39475","-","54900","74900"
"3476","投資法人みらい","東証","REIT","20230705","45850","-150","-0.33","46000","46000","46000","45650","2617","119917","-","39000","53000"
"3481","三菱地所物流リート投資法人","東証","REIT","20230705","409000","2500","0.62","406500","407000","409000","405500","1267","516817","-","336500","476500"
"3487","CREロジスティクスファンド投資法人","東証","REIT","20230705","178600","1200","0.68","177400","176800","179600","176600","2052","366097","-","137400","217400"
"3488","ザイマックス・リート投資法人","東証","REIT","20230705","115900","900","0.78","115000","115400","115900","115100","457","52831","-","85000","145000"
