"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20231219","日証金","確報","0","0","2000","100","0","1200","800","-100"
"1305","ｉＦＴＰＸ年１","東証","20231219","日証金","確報","0","50","9480","130","430","3040","6440","250"
"1306","ＴＯＰＩＸ連動型上場","東証","20231219","日証金","確報","0","690","23270","12840","5400","144750","-121480","-8130"
"1308","上場ＴＯＰＩＸ","東証","20231219","日証金","確報","0","1900","4845","4742","104","11382","-6537","-6538"
"1309","中国株上証５０ＥＴＦ","東証","20231219","日証金","確報","0","6","44","0","0","0","44","-6"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231219","日証金","確報","0","130","250","0","0","0","250","-130"
"1319","日経３００上場投信","名証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20231219","日証金","確報","0","0","4371","1328","90","9526","-5155","-1238"
"1321","日経２２５上場投信","東証","20231219","日証金","確報","1518","381","18696","14115","709","45293","-26597","-12269"
"1322","上場インデックス中国","東証","20231219","日証金","確報","20","0","20","0","0","0","20","20"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20231219","日証金","確報","0","0","4000","0","0","1000","3000","0"
"1326","ＳＰＤＲゴールド","東証","20231219","日証金","確報","0","66","501","0","0","0","501","-66"
"1328","金価格連動型上場投信","東証","20231219","日証金","確報","30","10","2490","0","260","930","1560","280"
"1329","ｉシェアーズ　２２５","東証","20231219","日証金","確報","0","0","1925","5","25","440","1485","20"
"1330","上場２２５","東証","20231219","日証金","確報","0","166","4878","514","401","1911","2967","-279"
"1332","ニッスイ","東証","20231219","日証金","確報","7900","7400","28500","3100","2600","28500","0","0"
"1333","マルハニチロ","東証","20231219","日証金","確報","800","0","8700","1200","200","2000","6700","-200"
"1343","東証ＲＥＩＴ指数連動","東証","20231219","日証金","確報","12670","15340","20400","0","2670","20400","0","0"
"1345","東証ＲＥＩＴ指数","東証","20231219","日証金","確報","0","0","5300","0","0","0","5300","0"
"1346","ＭＸＳ２２５上場投信","東証","20231219","日証金","確報","0","14","2410","900","0","3561","-1151","-914"
"1348","ＭＸＳＴＰＸ上場投信","東証","20231219","日証金","確報","0","200","4860","0","0","640","4220","-200"
"1349","ＡＢＦ汎アジア債券","東証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20231219","日証金","確報","3430","15040","86250","560","2870","19570","66680","-9300"
"1357","日経ダブルインバース","東証","20231219","日証金","確報","1087611","2390","11873451","230403","953","2644051","9229400","855771"
"1358","上場日経２倍","東証","20231219","日証金","確報","2","0","1384","327","65","814","570","-260"
"1360","日経ベア２倍","東証","20231219","日証金","確報","7160","73640","897570","0","5360","105690","791880","-61120"
"1364","ｉＳＪＰＸ日経４００","東証","20231219","日証金","確報","0","0","10","0","0","13","-3","0"
"1365","ｉＦ２２５ダブル","東証","20231219","日証金","確報","0","541","1806","363","5","417","1389","-899"
"1366","ｉＦ２２５Ｗベア","東証","20231219","日証金","確報","0","1460","61907","0","0","0","61907","-1460"
"1367","ｉＦＴＰＸダブル","東証","20231219","日証金","確報","0","187","173","2","16","71","102","-173"
"1368","ｉＦＴＰＸＷベア","東証","20231219","日証金","確報","349","0","478","0","94","3013","-2535","443"
"1369","Ｏｎｅ・日経２２５","東証","20231219","日証金","確報","0","111","0","404","0","445","-445","-515"
"1375","雪国まいたけ","東証","20231219","日証金","確報","500","0","15100","0","0","0","15100","500"
"1376","カネコ種苗","東証","20231219","日証金","確報","0","0","1000","0","0","0","1000","0"
"1377","サカタのタネ","東証","20231219","日証金","確報","4800","200","9500","5800","100","9500","0","-1100"
"1379","ホクト","東証","20231219","日証金","確報","0","300","4200","0","300","1700","2500","0"
"1380","秋川牧園","東証","20231219","日証金","確報","0","0","1200","0","0","0","1200","0"
"1381","アクシーズ","東証","20231219","日証金","確報","0","0","400","0","0","0","400","0"
"1382","ホーブ","東証","20231219","日証金","確報","300","5100","8600","0","0","0","8600","-4800"
"1383","ベルグアース","東証","20231219","日証金","確報","0","0","600","0","0","0","600","0"
"1384","ホクリヨウ","東証","20231219","日証金","確報","0","0","10100","0","0","0","10100","0"
"1397","ＳＭＤＡＭ　２２５","東証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20231219","日証金","確報","0","0","10","0","0","10","0","0"
"1400","ルーデン・ＨＤ","東証","20231219","日証金","確報","0","0","300","0","0","0","300","0"
"1401","エムビーエス","東証","20231219","日証金","確報","0","0","900","0","0","0","900","0"
"1401","エムビーエス","福証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20231219","日証金","確報","0","43500","6100","3600","1000","24100","-18000","-46100"
"1414","ショーボンドＨＤ","東証","20231219","日証金","確報","0","300","3500","0","200","2600","900","-100"
"1417","ミライト・ワン","東証","20231219","日証金","確報","2100","0","38300","1100","0","10800","27500","1000"
"1418","インターライフＨＤ","東証","20231219","日証金","確報","300","200","98500","0","1700","38400","60100","1800"
"1419","タマホーム","東証","20231219","日証金","確報","200","500","5800","6700","10800","125600","-119800","3800"
"1419","タマホーム","福証","20231219","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20231219","日証金","確報","0","400","1100","0","0","100","1000","-400"
