"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230808","日証金","確報","200","200","1800","100","100","1800","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230808","日証金","確報","0","0","14480","20","100","10270","4210","80"
"1306","ＴＯＰＩＸ連動型上場","東証","20230808","日証金","確報","450","20200","81150","5310","1240","227840","-146690","-23820"
"1308","上場ＴＯＰＩＸ","東証","20230808","日証金","確報","0","682","9308","63","5104","55378","-46070","4359"
"1309","中国株上証５０ＥＴＦ","東証","20230808","日証金","確報","0","0","5","0","0","0","5","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230808","日証金","確報","400","30","560","10","0","200","360","360"
"1319","日経３００上場投信","名証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230808","日証金","確報","0","296","6971","539","199","6707","264","-636"
"1321","日経２２５上場投信","東証","20230808","日証金","確報","449","2056","22665","3285","1374","105688","-83023","-3518"
"1322","上場インデックス中国","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230808","日証金","確報","0","2000","8200","0","100","3700","4500","-1900"
"1326","ＳＰＤＲゴールド","東証","20230808","日証金","確報","0","15","270","0","0","0","270","-15"
"1328","金価格連動型上場投信","東証","20230808","日証金","確報","110","550","4130","10","0","4580","-450","-450"
"1329","ｉシェアーズ　２２５","東証","20230808","日証金","確報","853","90","1138","110","8313","2444","-1306","8966"
"1330","上場２２５","東証","20230808","日証金","確報","10","0","2510","412","351","11328","-8818","-51"
"1332","ニッスイ","東証","20230808","日証金","確報","100","7800","99200","9000","27200","159800","-60600","10500"
"1333","マルハニチロ","東証","20230808","日証金","確報","1300","5400","7700","0","0","0","7700","-4100"
"1343","東証ＲＥＩＴ指数連動","東証","20230808","日証金","確報","20100","0","64420","136610","500","162780","-98360","-116010"
"1345","東証ＲＥＩＴ指数","東証","20230808","日証金","確報","0","0","5300","500","700","3100","2200","200"
"1346","ＭＸＳ２２５上場投信","東証","20230808","日証金","確報","12","20","2060","53","532","434","1626","471"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230808","日証金","確報","0","0","9660","10","120","5260","4400","110"
"1349","ＡＢＦ汎アジア債券","東証","20230808","日証金","確報","0","10","28","0","0","0","28","-10"
"1356","ＴＰＸベア２倍投信","東証","20230808","日証金","確報","120","50","80670","100","0","8720","71950","-30"
"1357","日経ダブルインバース","東証","20230808","日証金","確報","429137","217577","22732201","284994","5491","1027280","21704921","-67943"
"1358","上場日経２倍","東証","20230808","日証金","確報","0","8","1988","239","70","3609","-1621","-177"
"1360","日経ベア２倍","東証","20230808","日証金","確報","175020","0","1761260","0","0","4500","1756760","175020"
"1364","ｉＳＪＰＸ日経４００","東証","20230808","日証金","確報","0","0","0","0","113","143","-143","113"
"1365","ｉＦ２２５ダブル","東証","20230808","日証金","確報","125","0","1876","324","0","1445","431","-199"
"1366","ｉＦ２２５Ｗベア","東証","20230808","日証金","確報","28000","2730","158341","0","0","0","158341","25270"
"1367","ｉＦＴＰＸダブル","東証","20230808","日証金","確報","220","0","794","40","0","1994","-1200","180"
"1368","ｉＦＴＰＸＷベア","東証","20230808","日証金","確報","0","159","7010","0","0","0","7010","-159"
"1369","Ｏｎｅ・日経２２５","東証","20230808","日証金","確報","0","0","195","30","90","1302","-1107","60"
"1375","雪国まいたけ","東証","20230808","日証金","確報","0","200","21600","0","0","0","21600","-200"
"1376","カネコ種苗","東証","20230808","日証金","確報","0","0","3000","0","0","0","3000","0"
"1377","サカタのタネ","東証","20230808","日証金","確報","0","800","6400","300","0","1700","4700","-1100"
"1379","ホクト","東証","20230808","日証金","確報","700","300","2400","400","0","2400","0","0"
"1380","秋川牧園","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1381","アクシーズ","東証","20230808","日証金","確報","0","0","900","0","0","0","900","0"
"1382","ホーブ","東証","20230808","日証金","確報","0","0","400","0","0","0","400","0"
"1383","ベルグアース","東証","20230808","日証金","確報","0","0","500","0","0","0","500","0"
"1384","ホクリヨウ","東証","20230808","日証金","確報","0","300","2800","0","0","0","2800","-300"
"1397","ＳＭＤＡＭ　２２５","東証","20230808","日証金","確報","0","0","0","0","0","10","-10","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20230808","日証金","確報","0","0","1050","0","0","0","1050","0"
"1400","ルーデン・ＨＤ","東証","20230808","日証金","確報","0","100","10000","0","0","0","10000","-100"
"1401","エムビーエス","東証","20230808","日証金","確報","0","100","3600","0","0","0","3600","-100"
"1401","エムビーエス","福証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20230808","日証金","確報","4900","100","43500","0","1000","10200","33300","5800"
"1414","ショーボンドＨＤ","東証","20230808","日証金","確報","0","400","17700","0","0","1700","16000","-400"
"1417","ミライト・ワン","東証","20230808","日証金","確報","700","400","15000","800","1900","10300","4700","1400"
"1418","インターライフＨＤ","東証","20230808","日証金","確報","3500","4000","165700","0","700","44800","120900","200"
"1419","タマホーム","東証","20230808","日証金","確報","2700","0","45400","100","600","48500","-3100","3200"
"1419","タマホーム","福証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20230808","日証金","確報","0","300","200","0","0","0","200","-300"
"1429","日本アクア","東証","20230808","日証金","確報","500","3100","10300","800","0","800","9500","-3400"
"1430","ファーストコーポ","東証","20230808","日証金","確報","500","8400","38100","0","0","50000","-11900","-7900"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230808","日証金","確報","100","0","22600","0","0","112000","-89400","100"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20230808","日証金","確報","1200","1300","101200","0","100","101200","0","0"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230808","日証金","確報","3800","200","4000","9100","500","26200","-22200","-5000"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20230808","日証金","確報","0","2600","62300","0","0","0","62300","-2600"
"1436","フィット","東証","20230808","日証金","確報","0","900","3800","0","0","0","3800","-900"
"1438","岐阜造園","名証","20230808","日証金","確報","0","0","3700","0","0","0","3700","0"
"1438","岐阜造園","東証","20230808","日証金","確報","0","0","300","0","0","0","300","0"
"1439","安江工務店","名証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20230808","日証金","確報","0","300","2800","0","0","0","2800","-300"
"1443","技研ホールディングス","東証","20230808","日証金","確報","0","1800","27100","0","0","0","27100","-1800"
"1444","ニッソウ","名証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20230808","日証金","確報","0","500","700","0","0","0","700","-500"
"1446","キャンディル","東証","20230808","日証金","確報","2000","2000","37500","0","0","37500","0","0"
"1447","ＩＴｂｏｏｋＨＤ","東証","20230808","日証金","確報","0","1500","22800","0","0","0","22800","-1500"
"1449","ＦＵＪＩジャパン","札証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1450","田中建設工業","東証","20230808","日証金","確報","0","0","4200","0","0","0","4200","0"
"1451","ＫＨＣ","東証","20230808","日証金","確報","100","200","800","0","0","0","800","-100"
"1456","ｉＦ２２５ベア","東証","20230808","日証金","確報","0","0","60","0","0","0","60","0"
"1457","ｉＦＴＰＸベア","東証","20230808","日証金","確報","0","600","705","0","0","0","705","-600"
"1458","楽天２２５ダブルブル","東証","20230808","日証金","確報","0","4377","12552","327","1093","2982","9570","-3611"
"1459","楽天２２５ダブルベア","東証","20230808","日証金","確報","125057","33970","2632322","0","100555","89588","2542734","191642"
"1464","ｉＦＪ４００ダブル","東証","20230808","日証金","確報","0","0","60","0","0","62","-2","0"
"1465","ｉＦＪ４００ベア","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1466","ｉＦＪ４００Ｗベア","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1469","４００ベア２倍","東証","20230808","日証金","確報","0","0","530","0","0","40","490","0"
"1472","Ｊ４００ダブルインバ","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1473","Ｏｎｅ・トピックス","東証","20230808","日証金","確報","0","0","40","0","10","30","10","10"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20230808","日証金","確報","0","0","0","0","0","0","0","0"
"1475","ｉＳＴＯＰＩＸ","東証","20230808","日証金","確報","112","0","10271","1299","105","3217","7054","-1082"
"1476","ｉＳＪリート","東証","20230808","日証金","確報","0","1","1820","0","651","0","1820","650"
"1477","ｉＳＭＳＣＩ最小分散","東証","20230808","日証金","確報","0","1","0","0","0","0","0","-1"
