"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20231127","日証金","確報","500","500","1700","100","100","1700","0","0"
"1305","ｉＦＴＰＸ年１","東証","20231127","日証金","確報","0","0","9480","140","70","3800","5680","-70"
"1306","ＴＯＰＩＸ連動型上場","東証","20231127","日証金","確報","2340","0","35240","3910","6830","82770","-47530","5260"
"1308","上場ＴＯＰＩＸ","東証","20231127","日証金","確報","0","0","14845","6552","60","39917","-25072","-6492"
"1309","中国株上証５０ＥＴＦ","東証","20231127","日証金","確報","0","0","55","0","0","0","55","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231127","日証金","確報","360","0","460","0","60","0","460","420"
"1319","日経３００上場投信","名証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20231127","日証金","確報","1","0","4283","130","352","11470","-7187","223"
"1321","日経２２５上場投信","東証","20231127","日証金","確報","4088","772","27523","444","9386","55050","-27527","12258"
"1322","上場インデックス中国","東証","20231127","日証金","確報","0","10","0","0","0","0","0","-10"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20231127","日証金","確報","0","0","2000","0","0","1000","1000","0"
"1326","ＳＰＤＲゴールド","東証","20231127","日証金","確報","60","150","342","0","0","0","342","-90"
"1328","金価格連動型上場投信","東証","20231127","日証金","確報","0","120","2280","160","0","1980","300","-280"
"1329","ｉシェアーズ　２２５","東証","20231127","日証金","確報","88","0","2125","61","1157","1707","418","1184"
"1330","上場２２５","東証","20231127","日証金","確報","140","0","4895","564","1274","10226","-5331","850"
"1332","ニッスイ","東証","20231127","日証金","確報","300","200","17500","0","200","6200","11300","300"
"1333","マルハニチロ","東証","20231127","日証金","確報","1000","4200","7000","600","2700","900","6100","-1100"
"1343","東証ＲＥＩＴ指数連動","東証","20231127","日証金","確報","980","1630","21140","110","100","21800","-660","-660"
"1345","東証ＲＥＩＴ指数","東証","20231127","日証金","確報","0","0","5300","0","0","0","5300","0"
"1346","ＭＸＳ２２５上場投信","東証","20231127","日証金","確報","52","0","1999","0","1524","1455","544","1576"
"1348","ＭＸＳＴＰＸ上場投信","東証","20231127","日証金","確報","0","0","4800","40","100","1890","2910","60"
"1349","ＡＢＦ汎アジア債券","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20231127","日証金","確報","380","500","81370","1000","0","16500","64870","-1120"
"1357","日経ダブルインバース","東証","20231127","日証金","確報","131200","1253803","15371262","0","56113","2662422","12708840","-1066490"
"1358","上場日経２倍","東証","20231127","日証金","確報","20","0","1430","253","1755","2731","-1301","1522"
"1360","日経ベア２倍","東証","20231127","日証金","確報","3240","75080","1673600","0","0","0","1673600","-71840"
"1364","ｉＳＪＰＸ日経４００","東証","20231127","日証金","確報","0","1","4","0","0","12","-8","-1"
"1365","ｉＦ２２５ダブル","東証","20231127","日証金","確報","480","52","2190","0","1282","2133","57","1710"
"1366","ｉＦ２２５Ｗベア","東証","20231127","日証金","確報","0","2170","82328","0","0","0","82328","-2170"
"1367","ｉＦＴＰＸダブル","東証","20231127","日証金","確報","139","1","328","0","69","354","-26","207"
"1368","ｉＦＴＰＸＷベア","東証","20231127","日証金","確報","0","49","166","0","20","80","86","-29"
"1369","Ｏｎｅ・日経２２５","東証","20231127","日証金","確報","0","0","271","26","0","409","-138","-26"
"1375","雪国まいたけ","東証","20231127","日証金","確報","0","1300","22100","0","0","0","22100","-1300"
"1376","カネコ種苗","東証","20231127","日証金","確報","0","0","400","0","0","0","400","0"
"1377","サカタのタネ","東証","20231127","日証金","確報","1500","1200","3000","400","100","3000","0","0"
"1379","ホクト","東証","20231127","日証金","確報","800","0","6900","0","1300","1400","5500","2100"
"1380","秋川牧園","東証","20231127","日証金","確報","0","0","1200","0","0","0","1200","0"
"1381","アクシーズ","東証","20231127","日証金","確報","0","0","200","0","0","0","200","0"
"1382","ホーブ","東証","20231127","日証金","確報","1300","1200","8900","0","0","0","8900","100"
"1383","ベルグアース","東証","20231127","日証金","確報","0","0","400","0","0","0","400","0"
"1384","ホクリヨウ","東証","20231127","日証金","確報","900","0","10800","0","0","0","10800","900"
"1397","ＳＭＤＡＭ　２２５","東証","20231127","日証金","確報","0","4","0","0","0","0","0","-4"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1400","ルーデン・ＨＤ","東証","20231127","日証金","確報","0","0","8700","0","0","0","8700","0"
"1401","エムビーエス","東証","20231127","日証金","確報","100","0","1200","0","0","0","1200","100"
"1401","エムビーエス","福証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20231127","日証金","確報","12200","200","19900","400","700","24200","-4300","12300"
"1414","ショーボンドＨＤ","東証","20231127","日証金","確報","800","0","15600","0","200","2900","12700","1000"
"1417","ミライト・ワン","東証","20231127","日証金","確報","600","3000","12000","0","5300","9100","2900","2900"
"1418","インターライフＨＤ","東証","20231127","日証金","確報","9900","4800","24100","100","0","19100","5000","5000"
"1419","タマホーム","東証","20231127","日証金","確報","1800","1800","6800","20400","8100","200300","-193500","-12300"
"1419","タマホーム","福証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20231127","日証金","確報","0","0","1600","0","0","1000","600","0"
"1429","日本アクア","東証","20231127","日証金","確報","0","100","70000","9300","0","14000","56000","-9400"
"1430","ファーストコーポ","東証","20231127","日証金","確報","0","1400","3400","20400","0","98200","-94800","-21800"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231127","日証金","確報","100","100","6900","0","0","6900","0","0"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20231127","日証金","確報","500","1000","94300","0","0","102900","-8600","-500"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231127","日証金","確報","8400","1000","25800","3200","500","16800","9000","4700"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20231127","日証金","確報","0","0","63700","0","0","0","63700","0"
"1436","フィット","東証","20231127","日証金","確報","0","0","1500","0","0","0","1500","0"
"1438","岐阜造園","名証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1438","岐阜造園","東証","20231127","日証金","確報","0","0","500","0","0","0","500","0"
"1439","安江工務店","名証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20231127","日証金","確報","100","400","2800","0","0","0","2800","-300"
"1443","技研ホールディングス","東証","20231127","日証金","確報","400","1000","32500","0","0","0","32500","-600"
"1444","ニッソウ","名証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20231127","日証金","確報","0","0","1100","0","0","0","1100","0"
"1446","キャンディル","東証","20231127","日証金","確報","1600","0","17800","0","0","35600","-17800","1600"
"1447","ＩＴｂｏｏｋＨＤ","東証","20231127","日証金","確報","0","4200","17700","0","0","0","17700","-4200"
"1449","ＦＵＪＩジャパン","札証","20231127","日証金","確報","0","0","200","0","0","0","200","0"
"1450","田中建設工業","東証","20231127","日証金","確報","0","0","200","0","0","0","200","0"
"1451","ＫＨＣ","東証","20231127","日証金","確報","0","0","700","0","0","0","700","0"
"1456","ｉＦ２２５ベア","東証","20231127","日証金","確報","35","0","835","0","0","0","835","35"
"1457","ｉＦＴＰＸベア","東証","20231127","日証金","確報","0","0","1000","0","0","0","1000","0"
"1458","楽天２２５ダブルブル","東証","20231127","日証金","確報","8481","450","11220","44","7847","1041","10179","15834"
"1459","楽天２２５ダブルベア","東証","20231127","日証金","確報","1730","175721","2172538","0","0","7400","2165138","-173991"
"1464","ｉＦＪ４００ダブル","東証","20231127","日証金","確報","78","0","78","1","0","4","74","77"
"1465","ｉＦＪ４００ベア","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1466","ｉＦＪ４００Ｗベア","東証","20231127","日証金","確報","0","64","133","0","64","133","0","0"
"1469","４００ベア２倍","東証","20231127","日証金","確報","0","0","30","0","0","0","30","0"
"1472","Ｊ４００ダブルインバ","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1473","Ｏｎｅ・トピックス","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1475","ｉＳＴＯＰＩＸ","東証","20231127","日証金","確報","1","0","7774","397","450","10032","-2258","54"
"1476","ｉＳＪリート","東証","20231127","日証金","確報","0","0","11","0","0","1","10","0"
"1477","ｉＳＭＳＣＩ最小分散","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1478","ｉＳＭＳＣＩ高配当","東証","20231127","日証金","確報","0","0","100","0","0","0","100","0"
"1479","ｉＦＭＳＣＩ人材設備","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1480","企業価値ＥＴＦ","東証","20231127","日証金","確報","0","0","0","0","0","0","0","0"
"1481","上場日本経済貢献","東証","20231127","日証金","確報","0","0","21","1","0","31","-10","-1"
"1482","ｉＳ米国債七十円ヘジ","東証","20231127","日証金","確報","470","0","4880","0","0","0","4880","470"
