"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230606","日証金","確報","300","0","6500","200","0","500","6000","100"
"1305","ｉＦＴＰＸ年１","東証","20230606","日証金","確報","160","4370","9770","1240","1580","17200","-7430","-3870"
"1306","ＴＯＰＩＸ連動型上場","東証","20230606","日証金","確報","7380","570","107320","190","21470","236630","-129310","28090"
"1308","上場ＴＯＰＩＸ","東証","20230606","日証金","確報","0","0","0","10300","2600","148000","-148000","-7700"
"1309","中国株上証５０ＥＴＦ","東証","20230606","日証金","確報","35","0","208","0","0","0","208","35"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230606","日証金","確報","20","20","250","0","0","250","0","0"
"1319","日経３００上場投信","名証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230606","日証金","確報","0","832","6334","589","1659","29589","-23255","238"
"1321","日経２２５上場投信","東証","20230606","日証金","確報","34479","40","225647","4594","7835","295638","-69991","37680"
"1322","上場インデックス中国","東証","20230606","日証金","確報","0","0","560","0","0","0","560","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230606","日証金","確報","100","0","2800","100","0","2800","0","0"
"1326","ＳＰＤＲゴールド","東証","20230606","日証金","確報","0","0","1320","0","0","0","1320","0"
"1328","金価格連動型上場投信","東証","20230606","日証金","確報","30","60","4280","0","30","4280","0","0"
"1329","ｉシェアーズ　２２５","東証","20230606","日証金","確報","0","0","1941","335","121","6910","-4969","-214"
"1330","上場２２５","東証","20230606","日証金","確報","0","0","10","1090","3190","45300","-45290","2100"
"1332","ニッスイ","東証","20230606","日証金","確報","0","0","233900","21600","4500","123200","110700","-17100"
"1333","マルハニチロ","東証","20230606","日証金","確報","1500","0","6900","0","3500","200","6700","5000"
"1343","東証ＲＥＩＴ指数連動","東証","20230606","日証金","確報","410","270","22850","140","0","22850","0","0"
"1345","東証ＲＥＩＴ指数","東証","20230606","日証金","確報","0","0","5800","0","0","1500","4300","0"
"1346","ＭＸＳ２２５上場投信","東証","20230606","日証金","確報","19","14","1955","18","1856","6185","-4230","1843"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230606","日証金","確報","0","0","9670","190","10","3040","6630","-180"
"1349","ＡＢＦ汎アジア債券","東証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20230606","日証金","確報","0","6100","101840","0","300","3910","97930","-5800"
"1357","日経ダブルインバース","東証","20230606","日証金","確報","335615","445952","30989452","17587","100","2391494","28597958","-127824"
"1358","上場日経２倍","東証","20230606","日証金","確報","14","240","7469","22","1831","11164","-3695","1583"
"1360","日経ベア２倍","東証","20230606","日証金","確報","5550","108710","2617680","0","0","0","2617680","-103160"
"1364","ｉＳＪＰＸ日経４００","東証","20230606","日証金","確報","0","0","0","0","0","155","-155","0"
"1365","ｉＦ２２５ダブル","東証","20230606","日証金","確報","320","5","2710","507","609","10265","-7555","417"
"1366","ｉＦ２２５Ｗベア","東証","20230606","日証金","確報","4954","1862","143659","0","0","0","143659","3092"
"1367","ｉＦＴＰＸダブル","東証","20230606","日証金","確報","0","0","200","298","212","3066","-2866","-86"
"1368","ｉＦＴＰＸＷベア","東証","20230606","日証金","確報","0","245","22630","0","0","0","22630","-245"
"1369","Ｏｎｅ・日経２２５","東証","20230606","日証金","確報","0","0","0","90","26","2476","-2476","-64"
"1375","雪国まいたけ","東証","20230606","日証金","確報","0","100","1600","0","0","0","1600","-100"
"1376","カネコ種苗","東証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1377","サカタのタネ","東証","20230606","日証金","確報","100","700","7900","200","0","1400","6500","-800"
"1379","ホクト","東証","20230606","日証金","確報","200","1200","1400","0","100","2300","-900","-900"
"1380","秋川牧園","東証","20230606","日証金","確報","0","100","0","0","0","0","0","-100"
"1381","アクシーズ","東証","20230606","日証金","確報","100","0","1300","0","0","0","1300","100"
"1382","ホーブ","東証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
"1383","ベルグアース","東証","20230606","日証金","確報","0","0","300","0","0","0","300","0"
"1384","ホクリヨウ","東証","20230606","日証金","確報","0","0","5000","0","0","0","5000","0"
"1385","ＵＢＳユーロ圏株５０","東証","20230606","日証金","確報","0","0","82","0","0","0","82","0"
"1386","ＵＢＳ欧州株","東証","20230606","日証金","確報","0","0","28","0","0","0","28","0"
"1387","ＵＢＳユーロ圏株","東証","20230606","日証金","確報","0","0","1","0","0","0","1","0"
"1388","ＵＢＳユーロ圏小型株","東証","20230606","日証金","確報","0","0","10","0","0","0","10","0"
"1389","ＵＢＳ英国大型１００","東証","20230606","日証金","確報","0","0","0","0","0","0","0","0"
