"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20231213","日証金","確報","100","0","1600","0","0","1200","400","100"
"1305","ｉＦＴＰＸ年１","東証","20231213","日証金","確報","0","50","9480","230","310","3730","5750","30"
"1306","ＴＯＰＩＸ連動型上場","東証","20231213","日証金","確報","500","640","45860","9030","130","152430","-106570","-9040"
"1308","上場ＴＯＰＩＸ","東証","20231213","日証金","確報","0","0","19845","500","766","30649","-10804","266"
"1309","中国株上証５０ＥＴＦ","東証","20231213","日証金","確報","10","0","30","0","0","0","30","10"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231213","日証金","確報","0","0","100","0","0","0","100","0"
"1319","日経３００上場投信","名証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20231213","日証金","確報","0","0","4370","759","0","7476","-3106","-759"
"1321","日経２２５上場投信","東証","20231213","日証金","確報","52","81","14940","6410","1102","37123","-22183","-5337"
"1322","上場インデックス中国","東証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20231213","日証金","確報","0","0","4000","0","0","1000","3000","0"
"1326","ＳＰＤＲゴールド","東証","20231213","日証金","確報","1","160","521","0","0","0","521","-159"
"1328","金価格連動型上場投信","東証","20231213","日証金","確報","370","650","2550","1300","0","1750","800","-1580"
"1329","ｉシェアーズ　２２５","東証","20231213","日証金","確報","57","0","1982","134","48","568","1414","-29"
"1330","上場２２５","東証","20231213","日証金","確報","28","1","5111","309","18","1945","3166","-264"
"1332","ニッスイ","東証","20231213","日証金","確報","3200","1800","52800","2500","1100","52800","0","0"
"1333","マルハニチロ","東証","20231213","日証金","確報","300","100","7500","100","1100","5300","2200","1200"
"1343","東証ＲＥＩＴ指数連動","東証","20231213","日証金","確報","40","1190","19110","0","1150","19110","0","0"
"1345","東証ＲＥＩＴ指数","東証","20231213","日証金","確報","0","0","5300","0","0","0","5300","0"
"1346","ＭＸＳ２２５上場投信","東証","20231213","日証金","確報","434","18","2499","146","62","3415","-916","332"
"1348","ＭＸＳＴＰＸ上場投信","東証","20231213","日証金","確報","0","10","4900","100","0","1250","3650","-110"
"1349","ＡＢＦ汎アジア債券","東証","20231213","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20231213","日証金","確報","4500","6710","97590","200","730","19880","77710","-1680"
"1357","日経ダブルインバース","東証","20231213","日証金","確報","80474","781571","11792613","541393","954927","1938807","9853806","-287563"
"1358","上場日経２倍","東証","20231213","日証金","確報","0","0","1242","1","46","373","869","45"
"1360","日経ベア２倍","東証","20231213","日証金","確報","6890","8980","1561520","0","22090","81440","1480080","20000"
"1364","ｉＳＪＰＸ日経４００","東証","20231213","日証金","確報","0","0","4","0","0","13","-9","0"
"1365","ｉＦ２２５ダブル","東証","20231213","日証金","確報","51","0","2102","80","20","379","1723","-9"
"1366","ｉＦ２２５Ｗベア","東証","20231213","日証金","確報","500","0","61887","0","0","0","61887","500"
"1367","ｉＦＴＰＸダブル","東証","20231213","日証金","確報","10","10","148","1","1","148","0","0"
"1368","ｉＦＴＰＸＷベア","東証","20231213","日証金","確報","4","0","158","166","0","1388","-1230","-162"
"1369","Ｏｎｅ・日経２２５","東証","20231213","日証金","確報","0","0","339","0","2","409","-70","2"
"1375","雪国まいたけ","東証","20231213","日証金","確報","100","0","16300","0","0","0","16300","100"
"1376","カネコ種苗","東証","20231213","日証金","確報","0","0","1000","0","0","0","1000","0"
"1377","サカタのタネ","東証","20231213","日証金","確報","0","600","4600","0","100","3200","1400","-500"
"1379","ホクト","東証","20231213","日証金","確報","100","0","4100","100","0","100","4000","0"
"1380","秋川牧園","東証","20231213","日証金","確報","0","0","1200","0","0","0","1200","0"
"1381","アクシーズ","東証","20231213","日証金","確報","0","0","400","0","0","0","400","0"
