"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20231208","日証金","確報","1100","0","2300","0","0","1200","1100","1100"
"1305","ｉＦＴＰＸ年１","東証","20231208","日証金","確報","0","0","9480","870","100","4690","4790","-770"
"1306","ＴＯＰＩＸ連動型上場","東証","20231208","日証金","確報","8170","1370","49460","12100","23870","122610","-73150","18570"
"1308","上場ＴＯＰＩＸ","東証","20231208","日証金","確報","0","0","19845","2916","844","30366","-10521","-2072"
"1309","中国株上証５０ＥＴＦ","東証","20231208","日証金","確報","0","0","20","0","0","0","20","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231208","日証金","確報","0","530","100","0","0","0","100","-530"
"1319","日経３００上場投信","名証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20231208","日証金","確報","858","39","6021","10","2959","5376","645","3768"
"1321","日経２２５上場投信","東証","20231208","日証金","確報","11955","59","36185","541","18025","18956","17229","29380"
"1322","上場インデックス中国","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20231208","日証金","確報","2000","0","4000","0","0","1000","3000","2000"
"1326","ＳＰＤＲゴールド","東証","20231208","日証金","確報","210","0","738","0","0","0","738","210"
"1328","金価格連動型上場投信","東証","20231208","日証金","確報","250","0","2800","0","550","140","2660","800"
"1329","ｉシェアーズ　２２５","東証","20231208","日証金","確報","0","175","1925","0","943","441","1484","768"
"1330","上場２２５","東証","20231208","日証金","確報","93","40","5327","85","4667","596","4731","4635"
"1332","ニッスイ","東証","20231208","日証金","確報","800","36400","11200","1600","200","11200","0","-37000"
"1333","マルハニチロ","東証","20231208","日証金","確報","700","300","8400","3200","1800","6900","1500","-1000"
"1343","東証ＲＥＩＴ指数連動","東証","20231208","日証金","確報","850","1850","20310","500","1500","20310","0","0"
"1345","東証ＲＥＩＴ指数","東証","20231208","日証金","確報","0","0","5400","0","200","0","5400","200"
"1346","ＭＸＳ２２５上場投信","東証","20231208","日証金","確報","53","0","2050","0","3069","948","1102","3122"
"1348","ＭＸＳＴＰＸ上場投信","東証","20231208","日証金","確報","200","0","5050","150","660","1070","3980","710"
"1349","ＡＢＦ汎アジア債券","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20231208","日証金","確報","4420","3410","87480","4120","0","19070","68410","-3110"
"1357","日経ダブルインバース","東証","20231208","日証金","確報","306403","2159615","10147883","763413","561906","1867771","8280112","-2054719"
"1358","上場日経２倍","東証","20231208","日証金","確報","1","0","1243","60","197","350","893","138"
"1360","日経ベア２倍","東証","20231208","日証金","確報","4040","901440","876400","212040","0","212040","664360","-1109440"
"1364","ｉＳＪＰＸ日経４００","東証","20231208","日証金","確報","0","0","4","1","0","13","-9","-1"
"1365","ｉＦ２２５ダブル","東証","20231208","日証金","確報","408","0","2473","0","464","45","2428","872"
"1366","ｉＦ２２５Ｗベア","東証","20231208","日証金","確報","200","2745","45845","1311","0","1311","44534","-3856"
"1367","ｉＦＴＰＸダブル","東証","20231208","日証金","確報","16","40","151","5","29","151","0","0"
"1368","ｉＦＴＰＸＷベア","東証","20231208","日証金","確報","0","208","214","445","0","1356","-1142","-653"
"1369","Ｏｎｅ・日経２２５","東証","20231208","日証金","確報","11","1","321","0","137","447","-126","147"
"1375","雪国まいたけ","東証","20231208","日証金","確報","0","2100","16200","0","0","0","16200","-2100"
"1376","カネコ種苗","東証","20231208","日証金","確報","0","200","1000","0","0","0","1000","-200"
"1377","サカタのタネ","東証","20231208","日証金","確報","600","1400","4000","100","900","3200","800","0"
"1379","ホクト","東証","20231208","日証金","確報","0","0","4000","0","0","0","4000","0"
"1380","秋川牧園","東証","20231208","日証金","確報","0","0","1200","0","0","0","1200","0"
"1381","アクシーズ","東証","20231208","日証金","確報","0","0","400","0","0","0","400","0"
"1382","ホーブ","東証","20231208","日証金","確報","200","0","6300","0","0","0","6300","200"
"1383","ベルグアース","東証","20231208","日証金","確報","0","0","500","0","0","0","500","0"
"1384","ホクリヨウ","東証","20231208","日証金","確報","0","0","10000","0","0","0","10000","0"
"1397","ＳＭＤＡＭ　２２５","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1400","ルーデン・ＨＤ","東証","20231208","日証金","確報","0","0","3000","0","0","0","3000","0"
"1401","エムビーエス","東証","20231208","日証金","確報","200","0","1400","0","0","0","1400","200"
"1401","エムビーエス","福証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20231208","日証金","確報","2800","2500","18500","700","0","18500","0","-400"
"1414","ショーボンドＨＤ","東証","20231208","日証金","確報","100","1000","9400","100","500","2200","7200","-500"
"1417","ミライト・ワン","東証","20231208","日証金","確報","500","900","37700","600","100","8500","29200","-900"
"1418","インターライフＨＤ","東証","20231208","日証金","確報","600","300","101300","0","8100","75700","25600","8400"
"1419","タマホーム","東証","20231208","日証金","確報","500","1000","9300","300","15900","145500","-136200","15100"
"1419","タマホーム","福証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20231208","日証金","確報","0","0","1300","0","100","900","400","100"
"1429","日本アクア","東証","20231208","日証金","確報","200","200","71000","0","0","0","71000","0"
"1430","ファーストコーポ","東証","20231208","日証金","確報","1000","400","18800","0","0","50400","-31600","600"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20231208","日証金","確報","700","2600","6400","0","1300","6400","0","-600"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20231208","日証金","確報","100","7100","86800","900","0","104200","-17400","-7900"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20231208","日証金","確報","100","1100","15800","0","1100","15700","100","100"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20231208","日証金","確報","11100","0","81400","0","0","0","81400","11100"
"1436","フィット","東証","20231208","日証金","確報","0","0","700","0","0","0","700","0"
"1438","岐阜造園","名証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1438","岐阜造園","東証","20231208","日証金","確報","0","0","600","0","0","0","600","0"
"1439","安江工務店","名証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20231208","日証金","確報","0","100","1600","0","0","0","1600","-100"
"1443","技研ホールディングス","東証","20231208","日証金","確報","0","700","35200","0","0","0","35200","-700"
"1444","ニッソウ","名証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20231208","日証金","確報","0","0","900","0","0","0","900","0"
"1446","キャンディル","東証","20231208","日証金","確報","700","1300","21500","0","0","35500","-14000","-600"
"1447","ＩＴｂｏｏｋＨＤ","東証","20231208","日証金","確報","100","300","16800","0","0","0","16800","-200"
"1449","ＦＵＪＩジャパン","札証","20231208","日証金","確報","0","0","800","0","0","0","800","0"
"1450","田中建設工業","東証","20231208","日証金","確報","0","0","200","0","0","0","200","0"
"1451","ＫＨＣ","東証","20231208","日証金","確報","0","0","800","0","0","0","800","0"
"1456","ｉＦ２２５ベア","東証","20231208","日証金","確報","0","10","100","0","0","0","100","-10"
"1457","ｉＦＴＰＸベア","東証","20231208","日証金","確報","0","0","1000","0","1","6","994","1"
"1458","楽天２２５ダブルブル","東証","20231208","日証金","確報","30298","0","65413","219","947","1392","64021","31026"
"1459","楽天２２５ダブルベア","東証","20231208","日証金","確報","0","799247","1382787","888","0","8288","1374499","-800135"
"1464","ｉＦＪ４００ダブル","東証","20231208","日証金","確報","0","80","0","0","3","1","-1","-77"
"1465","ｉＦＪ４００ベア","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1466","ｉＦＪ４００Ｗベア","東証","20231208","日証金","確報","1","0","114","1","0","114","0","0"
"1469","４００ベア２倍","東証","20231208","日証金","確報","50","20","170","30","0","170","0","0"
"1472","Ｊ４００ダブルインバ","東証","20231208","日証金","確報","0","100","0","72","0","72","-72","-172"
"1473","Ｏｎｅ・トピックス","東証","20231208","日証金","確報","0","0","0","0","0","100","-100","0"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1475","ｉＳＴＯＰＩＸ","東証","20231208","日証金","確報","727","0","10283","0","5603","6358","3925","6330"
"1476","ｉＳＪリート","東証","20231208","日証金","確報","169","0","170","0","0","1","169","169"
"1477","ｉＳＭＳＣＩ最小分散","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1478","ｉＳＭＳＣＩ高配当","東証","20231208","日証金","確報","30","0","130","1","0","4","126","29"
"1479","ｉＦＭＳＣＩ人材設備","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1480","企業価値ＥＴＦ","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1481","上場日本経済貢献","東証","20231208","日証金","確報","0","0","21","0","2","25","-4","2"
"1482","ｉＳ米国債七十円ヘジ","東証","20231208","日証金","確報","0","0","5600","0","0","0","5600","0"
"1483","ＩＳ設備人材","東証","20231208","日証金","確報","0","0","1","0","0","0","1","0"
"1484","Ｏｎｅ・設備人材投資","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1485","ＭＸＳＪ積極投資","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1486","上場米債ヘッジなし","東証","20231208","日証金","確報","0","0","1729","0","0","0","1729","0"
"1487","上場米債ヘッジあり","東証","20231208","日証金","確報","20","0","5231","0","0","0","5231","20"
"1488","ｉＦＪリート","東証","20231208","日証金","確報","0","100","0","0","0","0","0","-100"
"1489","日経高配当株５０","東証","20231208","日証金","確報","6","0","2713","0","0","58","2655","6"
"1490","上場ベータヘッジ","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1491","中外鉱業","東証","20231208","日証金","確報","0","3000","342500","0","0","0","342500","-3000"
"1492","ＭＸＳ　中小型","東証","20231208","日証金","確報","2","19","16","0","0","0","16","-17"
"1493","Ｏｎｅ・中小型","東証","20231208","日証金","確報","0","0","0","0","0","201","-201","0"
"1494","Ｏｎｅ・高配当日本株","東証","20231208","日証金","確報","0","2","13","0","0","0","13","-2"
"1495","上場アジアリート","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20231208","日証金","確報","40","0","3100","0","0","0","3100","40"
"1497","ｉＳ米＄ＨＹ社債ヘジ","東証","20231208","日証金","確報","0","10","8376","0","0","0","8376","-10"
"1498","Ｏｎｅ・ＥＳＧ","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
"1499","ＭＸＳ高配当７０ＭＮ","東証","20231208","日証金","確報","0","0","0","0","0","0","0","0"
