"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230718","日証金","確報","0","300","300","0","0","100","200","-300"
"1305","ｉＦＴＰＸ年１","東証","20230718","日証金","確報","0","3120","12890","1850","100","14020","-1130","-4870"
"1306","ＴＯＰＩＸ連動型上場","東証","20230718","日証金","確報","0","25500","80820","25000","900","233380","-152560","-49600"
"1308","上場ＴＯＰＩＸ","東証","20230718","日証金","確報","0","1000","22360","4","650","58825","-36465","-354"
"1309","中国株上証５０ＥＴＦ","東証","20230718","日証金","確報","0","0","75","0","0","0","75","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230718","日証金","確報","1160","1370","1260","60","0","1260","0","-270"
"1319","日経３００上場投信","名証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230718","日証金","確報","1","327","5941","760","10","11815","-5874","-1076"
"1321","日経２２５上場投信","東証","20230718","日証金","確報","0","521","95410","3545","1718","144437","-49027","-2348"
"1322","上場インデックス中国","東証","20230718","日証金","確報","40","0","40","0","0","0","40","40"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230718","日証金","確報","6000","0","16000","0","200","4000","12000","6200"
"1326","ＳＰＤＲゴールド","東証","20230718","日証金","確報","10","0","297","0","0","0","297","10"
"1328","金価格連動型上場投信","東証","20230718","日証金","確報","70","0","3180","310","40","5150","-1970","-200"
"1329","ｉシェアーズ　２２５","東証","20230718","日証金","確報","2401","69","4327","145","589","3789","538","2776"
"1330","上場２２５","東証","20230718","日証金","確報","0","0","150","684","395","17658","-17508","-289"
"1332","ニッスイ","東証","20230718","日証金","確報","7400","2500","114000","9800","4900","114000","0","0"
"1333","マルハニチロ","東証","20230718","日証金","確報","100","6900","6000","0","0","0","6000","-6800"
"1343","東証ＲＥＩＴ指数連動","東証","20230718","日証金","確報","1410","340","25690","1070","0","25690","0","0"
"1345","東証ＲＥＩＴ指数","東証","20230718","日証金","確報","0","0","5800","0","100","600","5200","100"
"1346","ＭＸＳ２２５上場投信","東証","20230718","日証金","確報","0","0","3498","70","1249","3886","-388","1179"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230718","日証金","確報","0","0","9720","0","440","1390","8330","440"
"1349","ＡＢＦ汎アジア債券","東証","20230718","日証金","確報","3","0","7","0","0","0","7","3"
"1356","ＴＰＸベア２倍投信","東証","20230718","日証金","確報","4140","700","141470","0","1770","0","141470","5210"
"1357","日経ダブルインバース","東証","20230718","日証金","確報","6172","1253126","26021132","189781","4","951022","25070110","-1436731"
"1358","上場日経２倍","東証","20230718","日証金","確報","0","0","1353","130","113","5626","-4273","-17"
"1360","日経ベア２倍","東証","20230718","日証金","確報","55160","30730","2028070","0","0","0","2028070","24430"
"1364","ｉＳＪＰＸ日経４００","東証","20230718","日証金","確報","10","0","24","10","0","24","0","0"
"1365","ｉＦ２２５ダブル","東証","20230718","日証金","確報","0","1031","241","70","2","2164","-1923","-1099"
"1366","ｉＦ２２５Ｗベア","東証","20230718","日証金","確報","0","200","158630","1903","0","1903","156727","-2103"
"1367","ｉＦＴＰＸダブル","東証","20230718","日証金","確報","20","1","752","115","59","2314","-1562","-37"
"1368","ｉＦＴＰＸＷベア","東証","20230718","日証金","確報","0","0","20130","0","0","25","20105","0"
"1369","Ｏｎｅ・日経２２５","東証","20230718","日証金","確報","0","0","195","0","157","1588","-1393","157"
"1375","雪国まいたけ","東証","20230718","日証金","確報","700","0","20500","0","0","0","20500","700"
"1376","カネコ種苗","東証","20230718","日証金","確報","0","200","5300","0","0","0","5300","-200"
"1377","サカタのタネ","東証","20230718","日証金","確報","2200","100","6200","400","100","3300","2900","1800"
"1379","ホクト","東証","20230718","日証金","確報","0","100","1600","0","100","1500","100","0"
"1380","秋川牧園","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1381","アクシーズ","東証","20230718","日証金","確報","0","0","1200","0","0","0","1200","0"
"1382","ホーブ","東証","20230718","日証金","確報","0","0","400","0","0","0","400","0"
"1383","ベルグアース","東証","20230718","日証金","確報","0","0","300","0","0","0","300","0"
"1384","ホクリヨウ","東証","20230718","日証金","確報","500","0","2800","0","0","0","2800","500"
"1385","ＵＢＳユーロ圏株５０","東証","20230718","日証金","確報","0","0","238","0","0","0","238","0"
"1386","ＵＢＳ欧州株","東証","20230718","日証金","確報","0","0","55","0","0","0","55","0"
"1387","ＵＢＳユーロ圏株","東証","20230718","日証金","確報","0","5","0","0","0","0","0","-5"
"1388","ＵＢＳユーロ圏小型株","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1389","ＵＢＳ英国大型１００","東証","20230718","日証金","確報","0","0","48","0","0","0","48","0"
"1390","ＵＢＳアジア太平洋株","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1391","ＵＢＳスイス株","東証","20230718","日証金","確報","0","3","25","0","0","0","25","-3"
"1392","ＵＢＳ英国株","東証","20230718","日証金","確報","0","0","134","0","0","0","134","0"
"1393","ＵＢＳ米国株","東証","20230718","日証金","確報","0","1","23","0","0","0","23","-1"
"1394","ＵＢＳ先進国株","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1397","ＳＭＤＡＭ　２２５","東証","20230718","日証金","確報","0","0","0","0","0","10","-10","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20230718","日証金","確報","50","0","50","0","0","0","50","50"
"1399","上場高配当低ボラ","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1400","ルーデン・ＨＤ","東証","20230718","日証金","確報","0","0","10000","0","0","0","10000","0"
"1401","エムビーエス","東証","20230718","日証金","確報","600","0","2500","0","0","0","2500","600"
"1401","エムビーエス","福証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20230718","日証金","確報","8100","2900","46200","1000","0","11900","34300","4200"
"1414","ショーボンドＨＤ","東証","20230718","日証金","確報","0","0","5500","0","100","800","4700","100"
"1417","ミライト・ワン","東証","20230718","日証金","確報","300","0","4100","0","200","3000","1100","500"
"1418","インターライフＨＤ","東証","20230718","日証金","確報","13000","1600","184200","0","100","46900","137300","11500"
"1419","タマホーム","東証","20230718","日証金","確報","4800","6800","43000","14300","28000","164500","-121500","11700"
"1419","タマホーム","福証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20230718","日証金","確報","400","0","1500","0","100","0","1500","500"
"1429","日本アクア","東証","20230718","日証金","確報","100","0","8500","0","0","2800","5700","100"
"1430","ファーストコーポ","東証","20230718","日証金","確報","16900","16900","50000","0","0","50000","0","0"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230718","日証金","確報","700","100","26300","0","2400","112600","-86300","3000"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20230718","日証金","確報","3800","0","102700","100","1000","115500","-12800","4700"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230718","日証金","確報","100","4100","5700","0","0","0","5700","-4000"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20230718","日証金","確報","100","0","50800","0","0","0","50800","100"
"1436","フィット","東証","20230718","日証金","確報","0","0","3700","0","0","0","3700","0"
"1438","岐阜造園","名証","20230718","日証金","確報","0","0","3700","0","0","0","3700","0"
"1438","岐阜造園","東証","20230718","日証金","確報","0","0","300","0","0","0","300","0"
"1439","安江工務店","名証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20230718","日証金","確報","0","200","5100","0","0","0","5100","-200"
"1443","技研ホールディングス","東証","20230718","日証金","確報","0","0","45100","0","0","0","45100","0"
"1444","ニッソウ","名証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20230718","日証金","確報","0","100","800","0","0","0","800","-100"
"1446","キャンディル","東証","20230718","日証金","確報","2200","2200","37700","0","0","37700","0","0"
"1447","ＩＴｂｏｏｋＨＤ","東証","20230718","日証金","確報","500","0","19200","0","0","0","19200","500"
"1449","ＦＵＪＩジャパン","札証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1450","田中建設工業","東証","20230718","日証金","確報","0","0","2300","0","0","0","2300","0"
"1451","ＫＨＣ","東証","20230718","日証金","確報","0","0","300","0","0","0","300","0"
"1456","ｉＦ２２５ベア","東証","20230718","日証金","確報","0","0","185","0","0","0","185","0"
"1457","ｉＦＴＰＸベア","東証","20230718","日証金","確報","0","0","705","0","0","37","668","0"
"1458","楽天２２５ダブルブル","東証","20230718","日証金","確報","310","3500","8759","1219","120","5098","3661","-4289"
"1459","楽天２２５ダブルベア","東証","20230718","日証金","確報","15506","11483","3250799","8555","8594","87904","3162895","4062"
"1464","ｉＦＪ４００ダブル","東証","20230718","日証金","確報","0","0","30","1","0","60","-30","-1"
"1465","ｉＦＪ４００ベア","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1466","ｉＦＪ４００Ｗベア","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1469","４００ベア２倍","東証","20230718","日証金","確報","0","0","530","0","0","0","530","0"
"1472","Ｊ４００ダブルインバ","東証","20230718","日証金","確報","0","0","1","0","0","0","1","0"
"1473","Ｏｎｅ・トピックス","東証","20230718","日証金","確報","0","90","0","0","0","40","-40","-90"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1475","ｉＳＴＯＰＩＸ","東証","20230718","日証金","確報","3868","0","16889","0","554","2444","14445","4422"
"1476","ｉＳＪリート","東証","20230718","日証金","確報","0","0","1","0","0","0","1","0"
"1477","ｉＳＭＳＣＩ最小分散","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1478","ｉＳＭＳＣＩ高配当","東証","20230718","日証金","確報","0","0","130","0","4","110","20","4"
"1479","ｉＦＭＳＣＩ人材設備","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1480","企業価値ＥＴＦ","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1481","上場日本経済貢献","東証","20230718","日証金","確報","0","0","19","0","0","21","-2","0"
"1482","ｉＳ米国債七十円ヘジ","東証","20230718","日証金","確報","0","0","360","0","0","0","360","0"
"1483","ＩＳ設備人材","東証","20230718","日証金","確報","0","1","0","0","1","0","0","0"
"1484","Ｏｎｅ・設備人材投資","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1485","ＭＸＳＪ積極投資","東証","20230718","日証金","確報","0","0","0","0","0","0","0","0"
"1486","上場米債ヘッジなし","東証","20230718","日証金","確報","0","0","998","0","0","0","998","0"
"1487","上場米債ヘッジあり","東証","20230718","日証金","確報","0","0","357","0","0","0","357","0"
"1488","ｉＦＪリート","東証","20230718","日証金","確報","410","520","900","0","370","910","-10","260"
"1489","日経高配当株５０","東証","20230718","日証金","確報","0","49","559","0","1","531","28","-48"
