"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230830","日証金","確報","0","100","1400","0","100","1400","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230830","日証金","確報","0","500","10550","830","350","13250","-2700","-980"
"1306","ＴＯＰＩＸ連動型上場","東証","20230830","日証金","確報","28450","39780","123480","18130","1780","222820","-99340","-27680"
"1308","上場ＴＯＰＩＸ","東証","20230830","日証金","確報","5417","10000","13566","40126","0","58275","-44709","-44709"
"1309","中国株上証５０ＥＴＦ","東証","20230830","日証金","確報","0","0","5","0","0","0","5","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230830","日証金","確報","140","130","810","10","0","810","0","0"
"1319","日経３００上場投信","名証","20230830","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230830","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230830","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230830","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230830","日証金","確報","0","185","5488","371","35","12003","-6515","-521"
"1321","日経２２５上場投信","東証","20230830","日証金","確報","1000","85","23957","7907","1335","116033","-92076","-5657"
"1322","上場インデックス中国","東証","20230830","日証金","確報","0","0","10","0","0","0","10","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230830","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230830","日証金","確報","1000","0","9000","0","200","0","9000","1200"
"1326","ＳＰＤＲゴールド","東証","20230830","日証金","確報","0","0","336","0","0","0","336","0"
"1328","金価格連動型上場投信","東証","20230830","日証金","確報","270","200","4800","300","20","8710","-3910","-210"
"1329","ｉシェアーズ　２２５","東証","20230830","日証金","確報","1","413","1937","1275","65","3559","-1622","-1622"
"1330","上場２２５","東証","20230830","日証金","確報","1392","220","3985","540","150","11421","-7436","782"
"1332","ニッスイ","東証","20230830","日証金","確報","0","3900","101000","3000","6400","160400","-59400","-500"
"1333","マルハニチロ","東証","20230830","日証金","確報","0","500","3500","0","100","100","3400","-400"
"1343","東証ＲＥＩＴ指数連動","東証","20230830","日証金","確報","970","1250","25420","1610","250","22700","2720","-1640"
"1345","東証ＲＥＩＴ指数","東証","20230830","日証金","確報","0","0","5300","400","0","5800","-500","-400"
"1346","ＭＸＳ２２５上場投信","東証","20230830","日証金","確報","0","9","2048","421","275","2352","-304","-155"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230830","日証金","確報","0","4830","4830","10","20","1520","3310","-4820"
"1349","ＡＢＦ汎アジア債券","東証","20230830","日証金","確報","0","0","9","0","0","0","9","0"
"1356","ＴＰＸベア２倍投信","東証","20230830","日証金","確報","9200","0","91550","1980","50","9780","81770","7270"
"1357","日経ダブルインバース","東証","20230830","日証金","確報","208642","93430","21259990","376703","400","2198526","19061464","-261091"
"1358","上場日経２倍","東証","20230830","日証金","確報","0","8","2039","751","0","4153","-2114","-759"
"1360","日経ベア２倍","東証","20230830","日証金","確報","27120","194120","1575680","190","9990","17520","1558160","-157200"
"1364","ｉＳＪＰＸ日経４００","東証","20230830","日証金","確報","0","0","0","0","0","129","-129","0"
"1365","ｉＦ２２５ダブル","東証","20230830","日証金","確報","120","215","2416","96","27","1715","701","-164"
"1366","ｉＦ２２５Ｗベア","東証","20230830","日証金","確報","25490","20000","93833","0","0","0","93833","5490"
"1367","ｉＦＴＰＸダブル","東証","20230830","日証金","確報","17","0","981","45","61","1512","-531","33"
"1368","ｉＦＴＰＸＷベア","東証","20230830","日証金","確報","0","410","8411","0","13","6","8405","-397"
"1369","Ｏｎｅ・日経２２５","東証","20230830","日証金","確報","124","0","319","202","136","1214","-895","58"
"1375","雪国まいたけ","東証","20230830","日証金","確報","100","100","23800","0","0","0","23800","0"
"1376","カネコ種苗","東証","20230830","日証金","確報","0","0","3000","0","0","0","3000","0"
"1377","サカタのタネ","東証","20230830","日証金","確報","11900","500","14900","100","100","3500","11400","11400"
