"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230816","日証金","確報","200","300","1200","0","100","1200","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230816","日証金","確報","0","0","12690","1230","3180","7000","5690","1950"
"1306","ＴＯＰＩＸ連動型上場","東証","20230816","日証金","確報","31180","170","120990","7160","13310","220170","-99180","37160"
"1308","上場ＴＯＰＩＸ","東証","20230816","日証金","確報","500","962","19276","0","462","19276","0","0"
"1309","中国株上証５０ＥＴＦ","東証","20230816","日証金","確報","0","0","15","0","0","0","15","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230816","日証金","確報","950","0","1170","0","10","190","980","960"
"1319","日経３００上場投信","名証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230816","日証金","確報","28","131","6255","1455","506","8967","-2712","-1052"
"1321","日経２２５上場投信","東証","20230816","日証金","確報","178","899","13399","542","10877","84432","-71033","9614"
"1322","上場インデックス中国","東証","20230816","日証金","確報","40","0","40","0","0","0","40","40"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230816","日証金","確報","0","0","7500","0","0","3700","3800","0"
"1326","ＳＰＤＲゴールド","東証","20230816","日証金","確報","30","0","278","0","0","0","278","30"
"1328","金価格連動型上場投信","東証","20230816","日証金","確報","540","150","4450","10","0","4450","0","380"
"1329","ｉシェアーズ　２２５","東証","20230816","日証金","確報","269","0","2910","135","217","2747","163","351"
"1330","上場２２５","東証","20230816","日証金","確報","1623","0","4198","97","1354","10521","-6323","2880"
"1332","ニッスイ","東証","20230816","日証金","確報","0","500","97100","9000","5900","165400","-68300","-3600"
"1333","マルハニチロ","東証","20230816","日証金","確報","200","500","6100","0","0","0","6100","-300"
"1343","東証ＲＥＩＴ指数連動","東証","20230816","日証金","確報","0","20000","24280","320","1030","22590","1690","-19290"
"1345","東証ＲＥＩＴ指数","東証","20230816","日証金","確報","0","0","5300","100","100","4800","500","0"
"1346","ＭＸＳ２２５上場投信","東証","20230816","日証金","確報","65","0","2114","53","1","484","1630","13"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230816","日証金","確報","0","0","9660","210","830","4700","4960","620"
"1349","ＡＢＦ汎アジア債券","東証","20230816","日証金","確報","0","0","9","0","0","0","9","0"
"1356","ＴＰＸベア２倍投信","東証","20230816","日証金","確報","1000","2100","83820","2800","0","11980","71840","-3900"
"1357","日経ダブルインバース","東証","20230816","日証金","確報","0","1039495","21015827","600","52666","952625","20063202","-987429"
"1358","上場日経２倍","東証","20230816","日証金","確報","487","0","2493","0","1252","3485","-992","1739"
"1360","日経ベア２倍","東証","20230816","日証金","確報","400","115750","1597130","1000","13850","35070","1562060","-102500"
"1364","ｉＳＪＰＸ日経４００","東証","20230816","日証金","確報","0","0","0","0","98","30","-30","98"
"1365","ｉＦ２２５ダブル","東証","20230816","日証金","確報","522","5","2768","0","217","1340","1428","734"
"1366","ｉＦ２２５Ｗベア","東証","20230816","日証金","確報","0","2124","173799","0","0","0","173799","-2124"
"1367","ｉＦＴＰＸダブル","東証","20230816","日証金","確報","594","0","1214","5","207","1561","-347","796"
"1368","ｉＦＴＰＸＷベア","東証","20230816","日証金","確報","59","0","69","0","0","0","69","59"
"1369","Ｏｎｅ・日経２２５","東証","20230816","日証金","確報","81","0","339","16","58","1265","-926","123"
"1375","雪国まいたけ","東証","20230816","日証金","確報","1500","400","24500","0","0","0","24500","1100"
"1376","カネコ種苗","東証","20230816","日証金","確報","0","0","3000","0","0","0","3000","0"
"1377","サカタのタネ","東証","20230816","日証金","確報","0","400","4600","0","300","800","3800","-100"
"1379","ホクト","東証","20230816","日証金","確報","1000","0","4800","0","400","700","4100","1400"
"1380","秋川牧園","東証","20230816","日証金","確報","300","0","300","0","0","0","300","300"
"1381","アクシーズ","東証","20230816","日証金","確報","0","0","900","0","0","0","900","0"
"1382","ホーブ","東証","20230816","日証金","確報","0","0","400","0","0","0","400","0"
"1383","ベルグアース","東証","20230816","日証金","確報","0","0","1000","0","0","0","1000","0"
"1384","ホクリヨウ","東証","20230816","日証金","確報","500","0","3300","0","0","0","3300","500"
"1397","ＳＭＤＡＭ　２２５","東証","20230816","日証金","確報","0","0","0","0","0","10","-10","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20230816","日証金","確報","270","0","270","270","0","270","0","0"
"1400","ルーデン・ＨＤ","東証","20230816","日証金","確報","1100","0","4900","0","0","0","4900","1100"
"1401","エムビーエス","東証","20230816","日証金","確報","100","0","5700","0","0","0","5700","100"
"1401","エムビーエス","福証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20230816","日証金","確報","2100","1700","45200","0","2000","10200","35000","2400"
"1414","ショーボンドＨＤ","東証","20230816","日証金","確報","100","600","17400","300","100","1800","15600","-700"
"1417","ミライト・ワン","東証","20230816","日証金","確報","200","2200","10100","0","1700","6100","4000","-300"
"1418","インターライフＨＤ","東証","20230816","日証金","確報","5200","300","174700","1600","0","46200","128500","3300"
"1419","タマホーム","東証","20230816","日証金","確報","17900","28000","45500","0","3100","45500","0","-7000"
"1419","タマホーム","福証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20230816","日証金","確報","0","7000","100","0","0","0","100","-7000"
"1429","日本アクア","東証","20230816","日証金","確報","10300","700","19500","600","3000","6000","13500","12000"
"1430","ファーストコーポ","東証","20230816","日証金","確報","200","0","36400","0","0","50000","-13600","200"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230816","日証金","確報","0","400","24500","0","0","111600","-87100","-400"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20230816","日証金","確報","1500","1100","102700","400","0","102700","0","0"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230816","日証金","確報","300","2500","4900","12700","0","140500","-135600","-14900"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20230816","日証金","確報","0","1100","64800","0","0","0","64800","-1100"
"1436","フィット","東証","20230816","日証金","確報","0","100","3600","0","0","0","3600","-100"
"1438","岐阜造園","名証","20230816","日証金","確報","0","0","3700","0","0","0","3700","0"
"1438","岐阜造園","東証","20230816","日証金","確報","0","0","200","0","0","0","200","0"
"1439","安江工務店","名証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20230816","日証金","確報","0","300","3000","0","0","0","3000","-300"
"1443","技研ホールディングス","東証","20230816","日証金","確報","0","700","25600","0","0","0","25600","-700"
"1444","ニッソウ","名証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20230816","日証金","確報","0","0","700","0","0","0","700","0"
"1446","キャンディル","東証","20230816","日証金","確報","400","400","41000","0","0","41000","0","0"
"1447","ＩＴｂｏｏｋＨＤ","東証","20230816","日証金","確報","0","900","24400","0","0","0","24400","-900"
"1449","ＦＵＪＩジャパン","札証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1450","田中建設工業","東証","20230816","日証金","確報","0","0","4100","0","0","0","4100","0"
"1451","ＫＨＣ","東証","20230816","日証金","確報","300","0","1100","0","0","0","1100","300"
"1456","ｉＦ２２５ベア","東証","20230816","日証金","確報","250","0","310","0","0","0","310","250"
"1457","ｉＦＴＰＸベア","東証","20230816","日証金","確報","0","0","699","0","0","0","699","0"
"1458","楽天２２５ダブルブル","東証","20230816","日証金","確報","8706","0","37168","0","1531","144","37024","10237"
"1459","楽天２２５ダブルベア","東証","20230816","日証金","確報","7549","300350","2382563","200","1263","113755","2268808","-291738"
"1464","ｉＦＪ４００ダブル","東証","20230816","日証金","確報","0","0","60","0","0","62","-2","0"
"1465","ｉＦＪ４００ベア","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1466","ｉＦＪ４００Ｗベア","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1469","４００ベア２倍","東証","20230816","日証金","確報","0","0","530","0","0","50","480","0"
"1472","Ｊ４００ダブルインバ","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1473","Ｏｎｅ・トピックス","東証","20230816","日証金","確報","0","0","40","0","0","30","10","0"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1475","ｉＳＴＯＰＩＸ","東証","20230816","日証金","確報","4","0","10290","0","323","514","9776","327"
"1476","ｉＳＪリート","東証","20230816","日証金","確報","0","870","1100","104","0","104","996","-974"
"1477","ｉＳＭＳＣＩ最小分散","東証","20230816","日証金","確報","2","0","2","0","0","0","2","2"
"1478","ｉＳＭＳＣＩ高配当","東証","20230816","日証金","確報","291","0","1122","10","1","90","1032","282"
"1479","ｉＦＭＳＣＩ人材設備","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1480","企業価値ＥＴＦ","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1481","上場日本経済貢献","東証","20230816","日証金","確報","0","2","23","0","2","23","0","0"
"1482","ｉＳ米国債七十円ヘジ","東証","20230816","日証金","確報","0","0","592","0","0","0","592","0"
"1483","ＩＳ設備人材","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1484","Ｏｎｅ・設備人材投資","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1485","ＭＸＳＪ積極投資","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1486","上場米債ヘッジなし","東証","20230816","日証金","確報","0","0","1019","0","0","0","1019","0"
"1487","上場米債ヘッジあり","東証","20230816","日証金","確報","0","100","3515","0","0","0","3515","-100"
"1488","ｉＦＪリート","東証","20230816","日証金","確報","0","260","920","100","50","1350","-430","-310"
"1489","日経高配当株５０","東証","20230816","日証金","確報","117","56","566","0","104","289","277","165"
"1490","上場ベータヘッジ","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1491","中外鉱業","東証","20230816","日証金","確報","0","0","549500","0","0","0","549500","0"
"1492","ＭＸＳ　中小型","東証","20230816","日証金","確報","1","0","1","1","1","83","-82","1"
"1493","Ｏｎｅ・中小型","東証","20230816","日証金","確報","5","0","197","0","1","252","-55","6"
"1494","Ｏｎｅ・高配当日本株","東証","20230816","日証金","確報","0","0","1","0","0","1","0","0"
"1495","上場アジアリート","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1497","ｉＳ米＄ＨＹ社債ヘジ","東証","20230816","日証金","確報","300","0","511","0","0","0","511","300"
"1498","Ｏｎｅ・ＥＳＧ","東証","20230816","日証金","確報","0","0","0","0","0","2","-2","0"
"1499","ＭＸＳ高配当７０ＭＮ","東証","20230816","日証金","確報","0","0","59","0","0","0","59","0"
"1514","住石ホールディングス","東証","20230816","日証金","確報","0","8000","1825900","0","0","0","1825900","-8000"
"1515","日鉄鉱業","東証","20230816","日証金","確報","500","0","2300","300","1500","3300","-1000","1700"
"1518","三井松島ＨＤ","東証","20230816","日証金","確報","47400","55200","550900","0","7800","550900","0","0"
"1518","三井松島ＨＤ","福証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1540","純金上場信託","東証","20230816","日証金","確報","0","2326","1654","0","0","50","1604","-2326"
"1541","純プラチナ上場信託","東証","20230816","日証金","確報","1190","297","3861","20","0","300","3561","873"
"1542","純銀上場信託","東証","20230816","日証金","確報","3","25","532","0","0","227","305","-22"
"1543","純パラジウム上場信託","東証","20230816","日証金","確報","3","0","113","0","0","0","113","3"
"1545","ナスダックヘッジ無","東証","20230816","日証金","確報","4100","10","7609","6514","264","30149","-22540","-2160"
"1546","ダウヘッジ無","東証","20230816","日証金","確報","238","69","853","20","1062","7068","-6215","1211"
"1547","上場米国Ｓ＆Ｐ５００","東証","20230816","日証金","確報","0","130","4240","9820","1290","46400","-42160","-8660"
"1550","ＭＸＳ外株ＭＳＣＩ","東証","20230816","日証金","確報","0","0","1000","0","0","1000","0","0"
"1551","スタンダドＴＯＰ２０","東証","20230816","日証金","確報","0","0","50","0","0","20","30","0"
"1552","ＶＩＸ短期先物指数","東証","20230816","日証金","確報","5024","122083","1012060","0","0","0","1012060","-117059"
"1553","ＭＸＳＳ＆Ｐ東海投信","名証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1554","上場インデＭＳ世界","東証","20230816","日証金","確報","0","0","570","0","140","310","260","140"
"1555","上場インデＡリート","東証","20230816","日証金","確報","0","0","0","0","0","0","0","0"
"1557","ＳＰＤＲＳ＆Ｐ５００","東証","20230816","日証金","確報","25","0","130","0","0","0","130","25"
"1559","タイ株ＳＥＴ５０連動","東証","20230816","日証金","確報","0","0","2710","9","0","9","2701","-9"
"1560","ブルサＫＬＣＩ","東証","20230816","日証金","確報","0","1","0","0","1","0","0","0"
"1563","東証グロース・コア","東証","20230816","日証金","確報","110","155","6480","0","45","6480","0","0"
"1566","上場ＥＭ債","東証","20230816","日証金","確報","0","8","1150","0","0","69","1081","-8"
"1568","ＴＰＸブル２倍ＥＴＦ","東証","20230816","日証金","確報","90","50","750","360","2860","13900","-13150","2540"
"1569","ＴＯＰＩＸベアＥＴＦ","東証","20230816","日証金","確報","3730","0","7360","3730","0","7360","0","0"
"1570","日経レバレッジＥＴＦ","東証","20230816","日証金","確報","113045","2575","321735","30898","183439","165505","156230","263011"
"1571","日経インバースＥＴＦ","東証","20230816","日証金","確報","4890","0","134965","815","0","7654","127311","4075"
"1572","中国Ｈ株ブル２倍上場","東証","20230816","日証金","確報","40","0","280","0","0","0","280","40"
"1573","中国Ｈ株ベア上場投信","東証","20230816","日証金","確報","60","20","160","20","0","60","100","20"
"1577","ＦＵＮＤＳ野村７０","東証","20230816","日証金","確報","0","0","60","0","0","0","60","0"
"1578","上場インデ２２５ミニ","東証","20230816","日証金","確報","24","0","962","0","1","1426","-464","25"
"1579","日経ブル２倍上場投信","東証","20230816","日証金","確報","5690","350","34210","30","3800","9520","24690","9110"
"1580","日経ベア上場投信","東証","20230816","日証金","確報","0","940","23790","0","0","0","23790","-940"
"1585","ｉＦＥＸ－Ｆ","東証","20230816","日証金","確報","0","10","0","0","230","0","0","220"
"1586","上場ＥＸ－Ｆ","東証","20230816","日証金","確報","0","60","0","0","60","0","0","0"
