"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230421","日証金","確報","100","100","3300","100","300","300","3000","200"
"1305","ｉＦＴＰＸ年１","東証","20230421","日証金","確報","0","0","12010","670","430","16160","-4150","-240"
"1306","ＴＯＰＩＸ連動型上場","東証","20230421","日証金","確報","50810","5040","138650","29170","7340","229350","-90700","23940"
"1308","上場ＴＯＰＩＸ","東証","20230421","日証金","確報","0","0","0","700","200","93900","-93900","-500"
"1309","中国株上証５０ＥＴＦ","東証","20230421","日証金","確報","12","0","93","0","0","0","93","12"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230421","日証金","確報","0","0","0","0","0","410","-410","0"
"1319","日経３００上場投信","名証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230421","日証金","確報","281","0","6240","106","2956","19739","-13499","3131"
"1321","日経２２５上場投信","東証","20230421","日証金","確報","55","360","106959","7242","6040","166819","-59860","-1507"
"1322","上場インデックス中国","東証","20230421","日証金","確報","0","0","560","0","0","0","560","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230421","日証金","確報","200","100","1000","100","0","1000","0","0"
"1326","ＳＰＤＲゴールド","東証","20230421","日証金","確報","0","29","377","0","0","5","372","-29"
"1328","金価格連動型上場投信","東証","20230421","日証金","確報","6250","240","9320","190","10","4500","4820","5830"
"1329","ｉシェアーズ　２２５","東証","20230421","日証金","確報","60","0","1996","622","366","5088","-3092","-196"
"1330","上場２２５","東証","20230421","日証金","確報","0","10","240","3880","470","43720","-43480","-3420"
"1332","ニッスイ","東証","20230421","日証金","確報","63100","7100","93100","1500","5200","33400","59700","59700"
"1333","マルハニチロ","東証","20230421","日証金","確報","0","300","3500","200","100","400","3100","-400"
"1343","東証ＲＥＩＴ指数連動","東証","20230421","日証金","確報","4640","7440","11340","200","4390","11340","0","1390"
"1345","東証ＲＥＩＴ指数","東証","20230421","日証金","確報","0","0","5700","0","500","1000","4700","500"
"1346","ＭＸＳ２２５上場投信","東証","20230421","日証金","確報","0","0","1963","241","121","8120","-6157","-120"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230421","日証金","確報","0","0","9670","1260","0","6480","3190","-1260"
"1349","ＡＢＦ汎アジア債券","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20230421","日証金","確報","0","5040","137810","0","0","2500","135310","-5040"
"1357","日経ダブルインバース","東証","20230421","日証金","確報","1005020","4300","27535612","241800","7675","3762886","23772726","766595"
"1358","上場日経２倍","東証","20230421","日証金","確報","1367","206","4590","76","1448","7216","-2626","2533"
"1360","日経ベア２倍","東証","20230421","日証金","確報","36510","20830","1798270","0","0","50","1798220","15680"
"1364","ｉＳＪＰＸ日経４００","東証","20230421","日証金","確報","0","0","0","0","0","41","-41","0"
"1365","ｉＦ２２５ダブル","東証","20230421","日証金","確報","0","477","932","396","97","8315","-7383","-776"
"1366","ｉＦ２２５Ｗベア","東証","20230421","日証金","確報","10299","6000","204667","10053","0","20253","184414","-5754"
"1367","ｉＦＴＰＸダブル","東証","20230421","日証金","確報","0","121","691","172","39","1892","-1201","-254"
"1368","ｉＦＴＰＸＷベア","東証","20230421","日証金","確報","100","1600","22920","0","0","0","22920","-1500"
"1369","Ｏｎｅ・日経２２５","東証","20230421","日証金","確報","0","0","127","197","98","780","-653","-99"
"1375","雪国まいたけ","東証","20230421","日証金","確報","0","0","600","0","0","0","600","0"
"1376","カネコ種苗","東証","20230421","日証金","確報","0","0","400","0","0","0","400","0"
"1377","サカタのタネ","東証","20230421","日証金","確報","0","100","4600","0","0","0","4600","-100"
"1379","ホクト","東証","20230421","日証金","確報","0","400","10500","0","0","2200","8300","-400"
"1380","秋川牧園","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1381","アクシーズ","東証","20230421","日証金","確報","0","0","1800","0","0","0","1800","0"
"1382","ホーブ","東証","20230421","日証金","確報","0","0","1300","0","0","0","1300","0"
"1383","ベルグアース","東証","20230421","日証金","確報","0","300","200","0","0","0","200","-300"
"1384","ホクリヨウ","東証","20230421","日証金","確報","0","0","8300","0","0","0","8300","0"
"1385","ＵＢＳユーロ圏株５０","東証","20230421","日証金","確報","0","8","101","0","0","0","101","-8"
"1386","ＵＢＳ欧州株","東証","20230421","日証金","確報","0","0","148","0","0","0","148","0"
"1387","ＵＢＳユーロ圏株","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1388","ＵＢＳユーロ圏小型株","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1389","ＵＢＳ英国大型１００","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1390","ＵＢＳアジア太平洋株","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1391","ＵＢＳスイス株","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1392","ＵＢＳ英国株","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1393","ＵＢＳ米国株","東証","20230421","日証金","確報","0","0","43","0","0","0","43","0"
"1394","ＵＢＳ先進国株","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1397","ＳＭＤＡＭ　２２５","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1400","ルーデン・ＨＤ","東証","20230421","日証金","確報","0","0","17000","0","0","0","17000","0"
"1401","エムビーエス","東証","20230421","日証金","確報","0","0","2500","0","0","0","2500","0"
"1401","エムビーエス","福証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20230421","日証金","確報","35700","2000","72000","0","5200","31100","40900","38900"
"1414","ショーボンドＨＤ","東証","20230421","日証金","確報","700","700","23800","600","0","600","23200","-600"
"1417","ミライト・ワン","東証","20230421","日証金","確報","1400","0","5500","900","700","2900","2600","1200"
"1418","インターライフＨＤ","東証","20230421","日証金","確報","31800","2600","226300","11300","46800","200200","26100","64700"
"1419","タマホーム","東証","20230421","日証金","確報","1000","0","25700","7600","12900","596100","-570400","6300"
"1419","タマホーム","福証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20230421","日証金","確報","0","900","1800","100","0","300","1500","-1000"
"1429","日本アクア","東証","20230421","日証金","確報","3400","2200","9900","0","0","8700","1200","1200"
"1430","ファーストコーポ","東証","20230421","日証金","確報","6800","1200","12100","300","300","6500","5600","5600"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20230421","日証金","確報","0","14800","15300","400","1400","169100","-153800","-13800"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20230421","日証金","確報","300","0","55300","100","0","100800","-45500","200"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20230421","日証金","確報","200","0","3100","0","0","2000","1100","200"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20230421","日証金","確報","100","10000","85600","0","0","0","85600","-9900"
"1436","フィット","東証","20230421","日証金","確報","400","0","3900","0","0","0","3900","400"
"1438","岐阜造園","名証","20230421","日証金","確報","0","0","3700","0","0","0","3700","0"
"1438","岐阜造園","東証","20230421","日証金","確報","600","0","1700","0","0","0","1700","600"
"1439","安江工務店","名証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20230421","日証金","確報","0","0","2300","0","0","0","2300","0"
"1443","技研ホールディングス","東証","20230421","日証金","確報","0","800","41900","0","0","0","41900","-800"
"1444","ニッソウ","名証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20230421","日証金","確報","0","0","1100","0","0","0","1100","0"
"1446","キャンディル","東証","20230421","日証金","確報","5000","0","26400","0","100","35300","-8900","5100"
"1447","ＩＴｂｏｏｋＨＤ","東証","20230421","日証金","確報","3000","700","47800","0","0","0","47800","2300"
"1449","ＦＵＪＩジャパン","札証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1450","田中建設工業","東証","20230421","日証金","確報","0","0","3000","0","0","0","3000","0"
"1451","ＫＨＣ","東証","20230421","日証金","確報","0","0","100","0","0","0","100","0"
"1456","ｉＦ２２５ベア","東証","20230421","日証金","確報","0","0","1890","0","6","0","1890","6"
"1457","ｉＦＴＰＸベア","東証","20230421","日証金","確報","490","0","2892","0","0","40","2852","490"
"1458","楽天２２５ダブルブル","東証","20230421","日証金","確報","0","380","34630","2905","3306","53345","-18715","21"
"1459","楽天２２５ダブルベア","東証","20230421","日証金","確報","109786","46919","3842611","0","0","300","3842311","62867"
"1464","ｉＦＪ４００ダブル","東証","20230421","日証金","確報","0","0","0","4","3","220","-220","-1"
"1465","ｉＦＪ４００ベア","東証","20230421","日証金","確報","0","0","1","0","0","0","1","0"
"1466","ｉＦＪ４００Ｗベア","東証","20230421","日証金","確報","0","3","9","0","0","0","9","-3"
"1467","ＪＰＸ日経４００ブル","東証","20230421","日証金","確報","0","0","140","0","0","0","140","0"
"1468","ＪＰＸ日経４００ベア","東証","20230421","日証金","確報","0","0","20","0","0","0","20","0"
"1469","４００ベア２倍","東証","20230421","日証金","確報","0","80","20","0","0","0","20","-80"
"1472","Ｊ４００ダブルインバ","東証","20230421","日証金","確報","0","0","1000","0","0","0","1000","0"
"1473","Ｏｎｅ・トピックス","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20230421","日証金","確報","0","0","0","0","0","0","0","0"
"1475","ｉＳＴＯＰＩＸ","東証","20230421","日証金","確報","0","0","6019","3","2066","517","5502","2063"
"1476","ｉＳＪリート","東証","20230421","日証金","確報","7288","0","7896","0","0","100","7796","7288"
"1477","ｉＳＭＳＣＩ最小分散","東証","20230421","日証金","確報","0","0","3","0","0","3","0","0"
