"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20240227","日証金","確報","4100","43900","35200","34500","35100","604500","-569300","-39200"
"1305","ｉＦＴＰＸ年１","東証","20240227","日証金","確報","0","0","9480","200","0","6490","2990","-200"
"1306","ＴＯＰＩＸ連動型上場","東証","20240227","日証金","確報","8710","380","37020","3300","13880","77630","-40610","18910"
"1308","上場ＴＯＰＩＸ","東証","20240227","日証金","確報","190","450","12008","1215","3506","21694","-9686","2031"
"1309","中国株上証５０ＥＴＦ","東証","20240227","日証金","確報","0","0","15","0","0","0","15","0"
"130A","ＶＩＳ","東証","20240227","日証金","確報","500","1700","37900","0","0","0","37900","-1200"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20240227","日証金","確報","1090","0","1130","0","10","0","1130","1100"
"1319","日経３００上場投信","名証","20240227","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20240227","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20240227","日証金","確報","0","0","2000","0","0","0","2000","0"
"1319","日経３００上場投信","福証","20240227","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20240227","日証金","確報","135","12","6018","248","378","11559","-5541","253"
"1321","日経２２５上場投信","東証","20240227","日証金","確報","4538","26","52740","1305","4964","111562","-58822","8171"
"1322","上場インデックス中国","東証","20240227","日証金","確報","0","0","60","0","0","0","60","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20240227","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20240227","日証金","確報","0","0","3000","0","0","0","3000","0"
"1326","ＳＰＤＲゴールド","東証","20240227","日証金","確報","0","6","502","0","0","0","502","-6"
"1328","金価格連動型上場投信","東証","20240227","日証金","確報","0","170","3640","20","0","620","3020","-190"
"1329","ｉシェアーズ　２２５","東証","20240227","日証金","確報","772","0","3087","118","833","2136","951","1487"
"1330","上場２２５","東証","20240227","日証金","確報","355","0","5485","1111","423","23466","-17981","-333"
"1332","ニッスイ","東証","20240227","日証金","確報","3800","2800","79800","4400","3400","79800","0","0"
"1333","マルハニチロ","東証","20240227","日証金","確報","1400","0","15300","0","0","1900","13400","1400"
"133A","ＧＸ超短期米国債","東証","20240227","日証金","確報","0","0","500","0","0","0","500","0"
"1343","東証ＲＥＩＴ指数連動","東証","20240227","日証金","確報","1600","11160","40660","0","9560","40660","0","0"
"1345","東証ＲＥＩＴ指数","東証","20240227","日証金","確報","100","0","3900","0","0","100","3800","100"
"1346","ＭＸＳ２２５上場投信","東証","20240227","日証金","確報","43","18","2246","10","82","2335","-89","97"
"1348","ＭＸＳＴＰＸ上場投信","東証","20240227","日証金","確報","700","0","5870","40","0","4830","1040","660"
"1349","ＡＢＦ汎アジア債券","東証","20240227","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20240227","日証金","確報","400","32040","48980","1000","0","24560","24420","-32640"
"1357","日経ダブルインバース","東証","20240227","日証金","確報","1662310","552663","24747750","1577690","1650","4334824","20412926","-466393"
"1358","上場日経２倍","東証","20240227","日証金","確報","347","1018","2391","637","262","5227","-2836","-1046"
"135A","ＶＲＡＩＮ","東証","20240227","日証金","確報","28300","12400","47800","0","0","0","47800","15900"
"1360","日経ベア２倍","東証","20240227","日証金","確報","16260","0","2118460","0","0","1000","2117460","16260"
"1364","ｉＳＪＰＸ日経４００","東証","20240227","日証金","確報","0","0","11","0","0","11","0","0"
"1365","ｉＦ２２５ダブル","東証","20240227","日証金","確報","2","420","878","170","198","4997","-4119","-390"
"1366","ｉＦ２２５Ｗベア","東証","20240227","日証金","確報","13000","2390","236710","0","0","0","236710","10610"
"1367","ｉＦＴＰＸダブル","東証","20240227","日証金","確報","91","46","488","45","0","488","0","0"
"1368","ｉＦＴＰＸＷベア","東証","20240227","日証金","確報","404","14","1364","0","66","2049","-685","456"
"1369","Ｏｎｅ・日経２２５","東証","20240227","日証金","確報","29","24","90","13","0","408","-318","-8"
"1375","雪国まいたけ","東証","20240227","日証金","確報","2600","500","11300","0","0","0","11300","2100"
"1376","カネコ種苗","東証","20240227","日証金","確報","0","0","0","0","0","0","0","0"
"1377","サカタのタネ","東証","20240227","日証金","確報","100","200","7400","600","100","800","6600","-600"
"1379","ホクト","東証","20240227","日証金","確報","0","100","2300","0","1000","0","2300","900"
