"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230815","日証金","確報","100","200","1300","0","100","1300","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230815","日証金","確報","0","2050","12690","0","2690","8950","3740","640"
"1306","ＴＯＰＩＸ連動型上場","東証","20230815","日証金","確報","10250","17420","89980","13330","21060","226320","-136340","560"
"1308","上場ＴＯＰＩＸ","東証","20230815","日証金","確報","0","723","19738","372","800","19738","0","-295"
"1309","中国株上証５０ＥＴＦ","東証","20230815","日証金","確報","10","0","15","0","0","0","15","10"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230815","日証金","確報","0","310","220","10","0","200","20","-320"
"1319","日経３００上場投信","名証","20230815","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230815","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230815","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230815","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230815","日証金","確報","0","7","6358","90","492","8018","-1660","395"
"1321","日経２２５上場投信","東証","20230815","日証金","確報","1635","416","14120","2225","1361","94767","-80647","355"
"1322","上場インデックス中国","東証","20230815","日証金","確報","0","0","0","0","0","0","0","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230815","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230815","日証金","確報","0","0","7500","0","0","3700","3800","0"
"1326","ＳＰＤＲゴールド","東証","20230815","日証金","確報","0","31","248","0","0","0","248","-31"
"1328","金価格連動型上場投信","東証","20230815","日証金","確報","160","540","4060","0","0","4440","-380","-380"
"1329","ｉシェアーズ　２２５","東証","20230815","日証金","確報","12","0","2641","184","708","2829","-188","536"
"1330","上場２２５","東証","20230815","日証金","確報","0","40","2575","371","210","11778","-9203","-201"
"1332","ニッスイ","東証","20230815","日証金","確報","4200","100","97600","800","9700","162300","-64700","13000"
"1333","マルハニチロ","東証","20230815","日証金","確報","100","200","6400","0","0","0","6400","-100"
"1343","東証ＲＥＩＴ指数連動","東証","20230815","日証金","確報","530","0","44280","970","0","23300","20980","-440"
"1345","東証ＲＥＩＴ指数","東証","20230815","日証金","確報","0","0","5300","0","0","4800","500","0"
"1346","ＭＸＳ２２５上場投信","東証","20230815","日証金","確報","0","286","2049","2","0","432","1617","-288"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230815","日証金","確報","0","4830","9660","40","0","5320","4340","-4870"
"1349","ＡＢＦ汎アジア債券","東証","20230815","日証金","確報","0","0","9","0","0","0","9","0"
"1356","ＴＰＸベア２倍投信","東証","20230815","日証金","確報","3400","1900","84920","0","100","9180","75740","1600"
"1357","日経ダブルインバース","東証","20230815","日証金","確報","116138","245158","22055322","96439","1156","1004691","21050631","-224303"
"1358","上場日経２倍","東証","20230815","日証金","確報","0","78","2006","439","313","4737","-2731","-204"
"1360","日経ベア２倍","東証","20230815","日証金","確報","64370","40610","1712480","0","64700","47920","1664560","88460"
"1364","ｉＳＪＰＸ日経４００","東証","20230815","日証金","確報","0","0","0","0","0","128","-128","0"
"1365","ｉＦ２２５ダブル","東証","20230815","日証金","確報","0","7","2251","210","17","1557","694","-200"
"1366","ｉＦ２２５Ｗベア","東証","20230815","日証金","確報","700","200","175923","0","1360","0","175923","1860"
"1367","ｉＦＴＰＸダブル","東証","20230815","日証金","確報","17","0","620","17","124","1763","-1143","124"
"1368","ｉＦＴＰＸＷベア","東証","20230815","日証金","確報","0","0","10","0","0","0","10","0"
