"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230802","日証金","確報","100","100","800","0","0","800","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230802","日証金","確報","0","80","13810","0","2450","12400","1410","2370"
"1306","ＴＯＰＩＸ連動型上場","東証","20230802","日証金","確報","31660","0","152310","11270","31020","175940","-23630","51410"
"1308","上場ＴＯＰＩＸ","東証","20230802","日証金","確報","3825","0","7771","300","40153","19843","-12072","43678"
"1309","中国株上証５０ＥＴＦ","東証","20230802","日証金","確報","0","0","5","0","0","0","5","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230802","日証金","確報","40","1040","190","0","1000","190","0","0"
"1319","日経３００上場投信","名証","20230802","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230802","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230802","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230802","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230802","日証金","確報","505","0","7767","0","8220","8268","-501","8725"
"1321","日経２２５上場投信","東証","20230802","日証金","確報","3336","23400","74282","435","36690","130720","-56438","16191"
"1322","上場インデックス中国","東証","20230802","日証金","確報","10","0","10","0","0","0","10","10"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230802","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230802","日証金","確報","0","0","13500","0","0","4000","9500","0"
"1326","ＳＰＤＲゴールド","東証","20230802","日証金","確報","50","50","284","0","0","0","284","0"
"1328","金価格連動型上場投信","東証","20230802","日証金","確報","170","90","3270","120","90","4750","-1480","50"
"1329","ｉシェアーズ　２２５","東証","20230802","日証金","確報","215","0","2954","119","194","4043","-1089","290"
"1330","上場２２５","東証","20230802","日証金","確報","1590","230","4090","980","8768","16958","-12868","9148"
"1332","ニッスイ","東証","20230802","日証金","確報","14200","0","136400","11000","4100","136400","0","7300"
"1333","マルハニチロ","東証","20230802","日証金","確報","300","500","5200","0","0","0","5200","-200"
"1343","東証ＲＥＩＴ指数連動","東証","20230802","日証金","確報","0","20","43800","130","2720","25300","18500","2570"
"1345","東証ＲＥＩＴ指数","東証","20230802","日証金","確報","0","0","5300","0","200","1700","3600","200"
"1346","ＭＸＳ２２５上場投信","東証","20230802","日証金","確報","40","0","2108","28","1796","2514","-406","1808"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230802","日証金","確報","0","0","9660","4190","10","6110","3550","-4180"
"1349","ＡＢＦ汎アジア債券","東証","20230802","日証金","確報","0","3","73","0","0","0","73","-3"
"1356","ＴＰＸベア２倍投信","東証","20230802","日証金","確報","6980","5050","97090","400","0","7920","89170","1530"
"1357","日経ダブルインバース","東証","20230802","日証金","確報","20","1786881","24762391","28600","721828","1457938","23304453","-1093633"
"1358","上場日経２倍","東証","20230802","日証金","確報","50","177","1890","36","3302","4542","-2652","3139"
"1360","日経ベア２倍","東証","20230802","日証金","確報","13390","219320","1994210","4500","0","4500","1989710","-210430"
"1364","ｉＳＪＰＸ日経４００","東証","20230802","日証金","確報","0","0","0","0","0","135","-135","0"
"1365","ｉＦ２２５ダブル","東証","20230802","日証金","確報","135","0","135","169","1631","1752","-1617","1597"
"1366","ｉＦ２２５Ｗベア","東証","20230802","日証金","確報","1020","17700","133774","0","0","0","133774","-16680"
"1367","ｉＦＴＰＸダブル","東証","20230802","日証金","確報","177","0","380","91","101","1975","-1595","187"
"1368","ｉＦＴＰＸＷベア","東証","20230802","日証金","確報","8010","0","15030","0","0","0","15030","8010"
