"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230925","日証金","確報","200","100","800","200","100","800","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230925","日証金","確報","0","0","10190","380","100","13730","-3540","-280"
"1306","ＴＯＰＩＸ連動型上場","東証","20230925","日証金","確報","1830","480","111990","2060","6040","243020","-131030","5330"
"1308","上場ＴＯＰＩＸ","東証","20230925","日証金","確報","0","0","20184","380","606","32508","-12324","226"
"1309","中国株上証５０ＥＴＦ","東証","20230925","日証金","確報","0","0","5","0","0","0","5","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230925","日証金","確報","0","0","200","0","0","200","0","0"
"1319","日経３００上場投信","名証","20230925","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230925","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230925","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230925","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230925","日証金","確報","783","12","5793","908","413","11489","-5696","276"
"1321","日経２２５上場投信","東証","20230925","日証金","確報","62","477","27658","178","10602","91549","-63891","10009"
"1322","上場インデックス中国","東証","20230925","日証金","確報","0","0","50","0","0","0","50","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230925","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230925","日証金","確報","0","0","600","0","200","0","600","200"
"1326","ＳＰＤＲゴールド","東証","20230925","日証金","確報","0","0","276","0","0","0","276","0"
"1328","金価格連動型上場投信","東証","20230925","日証金","確報","30","0","3760","10","400","9220","-5460","420"
"1329","ｉシェアーズ　２２５","東証","20230925","日証金","確報","4","326","2115","0","322","2115","0","0"
"1330","上場２２５","東証","20230925","日証金","確報","0","0","4869","355","626","14189","-9320","271"
"1332","ニッスイ","東証","20230925","日証金","確報","0","26600","101900","1000","8200","136100","-34200","-19400"
"1333","マルハニチロ","東証","20230925","日証金","確報","700","0","19400","0","1100","400","19000","1800"
"1343","東証ＲＥＩＴ指数連動","東証","20230925","日証金","確報","2670","2000","30590","0","2140","34350","-3760","2810"
"1345","東証ＲＥＩＴ指数","東証","20230925","日証金","確報","0","0","5300","0","100","1800","3500","100"
"1346","ＭＸＳ２２５上場投信","東証","20230925","日証金","確報","48","9","2052","8","159","1062","990","190"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230925","日証金","確報","0","0","5120","0","690","1010","4110","690"
