"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20240125","日証金","確報","0","400","1500","0","0","1200","300","-400"
"1305","ｉＦＴＰＸ年１","東証","20240125","日証金","確報","0","20","9480","130","40","7040","2440","-110"
"1306","ＴＯＰＩＸ連動型上場","東証","20240125","日証金","確報","90","900","29550","3840","10540","164540","-134990","5890"
"1308","上場ＴＯＰＩＸ","東証","20240125","日証金","確報","0","1506","10742","2723","760","14211","-3469","-3469"
"1309","中国株上証５０ＥＴＦ","東証","20240125","日証金","確報","0","0","40","0","0","0","40","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20240125","日証金","確報","600","120","650","0","0","0","650","480"
"1319","日経３００上場投信","名証","20240125","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20240125","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20240125","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20240125","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20240125","日証金","確報","67","30","6549","230","2142","11539","-4990","1949"
"1321","日経２２５上場投信","東証","20240125","日証金","確報","55","19598","13227","3477","4944","98765","-85538","-18076"
"1322","上場インデックス中国","東証","20240125","日証金","確報","290","0","290","0","0","0","290","290"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20240125","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20240125","日証金","確報","0","0","600","0","0","0","600","0"
"1326","ＳＰＤＲゴールド","東証","20240125","日証金","確報","2","0","391","0","0","0","391","2"
"1328","金価格連動型上場投信","東証","20240125","日証金","確報","100","10","4530","70","0","1040","3490","20"
"1329","ｉシェアーズ　２２５","東証","20240125","日証金","確報","18","473","2128","51","209","2691","-563","-297"
"1330","上場２２５","東証","20240125","日証金","確報","299","0","5964","442","1139","25088","-19124","996"
"1332","ニッスイ","東証","20240125","日証金","確報","3600","3000","30600","700","100","30600","0","0"
"1333","マルハニチロ","東証","20240125","日証金","確報","200","400","10700","800","100","800","9900","-900"
"1343","東証ＲＥＩＴ指数連動","東証","20240125","日証金","確報","5740","7860","21790","0","2120","21790","0","0"
"1345","東証ＲＥＩＴ指数","東証","20240125","日証金","確報","0","500","4800","0","0","100","4700","-500"
"1346","ＭＸＳ２２５上場投信","東証","20240125","日証金","確報","0","130","2402","10","238","1047","1355","98"
"1348","ＭＸＳＴＰＸ上場投信","東証","20240125","日証金","確報","0","0","4890","0","500","6170","-1280","500"
"1349","ＡＢＦ汎アジア債券","東証","20240125","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20240125","日証金","確報","0","3040","121640","0","160","19900","101740","-2880"
"1357","日経ダブルインバース","東証","20240125","日証金","確報","15812","1269248","25778590","2400","211632","2957419","22821171","-1044204"
"1358","上場日経２倍","東証","20240125","日証金","確報","0","945","1097","53","459","6049","-4952","-539"
"1360","日経ベア２倍","東証","20240125","日証金","確報","30","88330","2941960","0","0","0","2941960","-88300"
