"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230731","日証金","確報","400","0","800","400","0","800","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230731","日証金","確報","1810","2000","12700","12150","620","27210","-14510","-11720"
"1306","ＴＯＰＩＸ連動型上場","東証","20230731","日証金","確報","170","46000","121210","9050","57870","194340","-73130","2990"
"1308","上場ＴＯＰＩＸ","東証","20230731","日証金","確報","0","2000","3066","50","4651","59036","-55970","2601"
"1309","中国株上証５０ＥＴＦ","東証","20230731","日証金","確報","0","10","5","0","0","0","5","-10"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230731","日証金","確報","110","340","1200","0","230","1200","0","0"
"1319","日経３００上場投信","名証","20230731","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230731","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230731","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230731","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230731","日証金","確報","2","419","7316","2074","105","12426","-5110","-2386"
"1321","日経２２５上場投信","東証","20230731","日証金","確報","80","3185","71061","21067","226","157514","-86453","-23946"
"1322","上場インデックス中国","東証","20230731","日証金","確報","0","50","0","0","0","0","0","-50"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230731","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230731","日証金","確報","0","10000","13500","0","100","4000","9500","-9900"
"1326","ＳＰＤＲゴールド","東証","20230731","日証金","確報","0","25","319","0","0","0","319","-25"
"1328","金価格連動型上場投信","東証","20230731","日証金","確報","10","330","3040","320","0","4690","-1650","-640"
"1329","ｉシェアーズ　２２５","東証","20230731","日証金","確報","285","1701","2211","1124","353","4272","-2061","-2187"
"1330","上場２２５","東証","20230731","日証金","確報","1548","0","2500","3759","308","22772","-20272","-1903"
"1332","ニッスイ","東証","20230731","日証金","確報","1400","12400","110900","13600","1600","133900","-23000","-23000"
"1333","マルハニチロ","東証","20230731","日証金","確報","1200","200","5900","100","0","1800","4100","900"
"1343","東証ＲＥＩＴ指数連動","東証","20230731","日証金","確報","220","1480","44830","410","360","23790","21040","-1310"
"1345","東証ＲＥＩＴ指数","東証","20230731","日証金","確報","0","0","5300","100","300","2100","3200","200"
"1346","ＭＸＳ２２５上場投信","東証","20230731","日証金","確報","0","190","2528","1609","93","3931","-1403","-1706"
