"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230410","日証金","確報","100","700","4800","0","0","300","4500","-600"
"1305","ｉＦＴＰＸ年１","東証","20230410","日証金","確報","0","1550","12010","450","30","9930","2080","-1970"
"1306","ＴＯＰＩＸ連動型上場","東証","20230410","日証金","確報","0","16700","85870","280","14200","150830","-64960","-2780"
"1308","上場ＴＯＰＩＸ","東証","20230410","日証金","確報","0","0","0","1500","2700","78200","-78200","1200"
"1309","中国株上証５０ＥＴＦ","東証","20230410","日証金","確報","0","40","126","0","0","0","126","-40"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230410","日証金","確報","80","80","110","0","0","110","0","0"
"1319","日経３００上場投信","名証","20230410","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230410","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230410","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230410","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230410","日証金","確報","311","0","8017","486","395","14877","-6860","220"
"1321","日経２２５上場投信","東証","20230410","日証金","確報","12123","84","53843","3845","3545","76833","-22990","11739"
"1322","上場インデックス中国","東証","20230410","日証金","確報","0","0","300","0","0","0","300","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230410","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230410","日証金","確報","300","300","10000","0","0","10000","0","0"
"1326","ＳＰＤＲゴールド","東証","20230410","日証金","確報","6","0","437","0","0","19","418","6"
"1328","金価格連動型上場投信","東証","20230410","日証金","確報","10","0","2620","20","60","2100","520","50"
"1329","ｉシェアーズ　２２５","東証","20230410","日証金","確報","0","10","1936","525","258","2554","-618","-277"
"1330","上場２２５","東証","20230410","日証金","確報","100","10","1100","340","1200","14160","-13060","950"
"1332","ニッスイ","東証","20230410","日証金","確報","500","400","27300","1000","2700","6000","21300","1800"
"1333","マルハニチロ","東証","20230410","日証金","確報","400","800","7400","0","0","0","7400","-400"
"1343","東証ＲＥＩＴ指数連動","東証","20230410","日証金","確報","370","40","8700","5000","3330","19870","-11170","-1340"
"1345","東証ＲＥＩＴ指数","東証","20230410","日証金","確報","0","1000","5700","600","0","1300","4400","-1600"
"1346","ＭＸＳ２２５上場投信","東証","20230410","日証金","確報","0","0","1936","203","100","1454","482","-103"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230410","日証金","確報","100","0","9770","0","200","1080","8690","300"
"1349","ＡＢＦ汎アジア債券","東証","20230410","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20230410","日証金","確報","3000","9410","93390","0","1280","3240","90150","-5130"
"1357","日経ダブルインバース","東証","20230410","日証金","確報","58880","557717","16337036","42292","17795","1420118","14916918","-523334"
"1358","上場日経２倍","東証","20230410","日証金","確報","0","4435","6195","100","216","3154","3041","-4319"
"1360","日経ベア２倍","東証","20230410","日証金","確報","2030","116150","1209770","0","0","210","1209560","-114120"
"1364","ｉＳＪＰＸ日経４００","東証","20230410","日証金","確報","0","0","4","0","0","13","-9","0"
