"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230824","日証金","確報","800","200","1900","800","200","1900","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230824","日証金","確報","500","980","11870","780","10","12280","-410","-1250"
"1306","ＴＯＰＩＸ連動型上場","東証","20230824","日証金","確報","22970","25570","118260","13240","760","251810","-133550","-15080"
"1308","上場ＴＯＰＩＸ","東証","20230824","日証金","確報","3242","0","19958","4870","802","20784","-826","-826"
"1309","中国株上証５０ＥＴＦ","東証","20230824","日証金","確報","0","0","15","0","0","0","15","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230824","日証金","確報","450","10","630","440","0","630","0","0"
"1319","日経３００上場投信","名証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230824","日証金","確報","10","186","5401","836","131","11107","-5706","-881"
"1321","日経２２５上場投信","東証","20230824","日証金","確報","266","0","14514","5310","170","102961","-88447","-4874"
"1322","上場インデックス中国","東証","20230824","日証金","確報","0","0","50","0","0","0","50","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230824","日証金","確報","300","0","7800","0","0","3700","4100","300"
"1326","ＳＰＤＲゴールド","東証","20230824","日証金","確報","100","12","385","0","0","0","385","88"
"1328","金価格連動型上場投信","東証","20230824","日証金","確報","470","70","4010","620","20","4210","-200","-200"
"1329","ｉシェアーズ　２２５","東証","20230824","日証金","確報","19","0","2507","179","5","2049","458","-155"
"1330","上場２２５","東証","20230824","日証金","確報","0","175","2663","1867","550","11671","-9008","-1492"
"1332","ニッスイ","東証","20230824","日証金","確報","0","1900","26400","66800","10400","301400","-275000","-58300"
"1333","マルハニチロ","東証","20230824","日証金","確報","100","600","3700","2900","0","2900","800","-3400"
"1343","東証ＲＥＩＴ指数連動","東証","20230824","日証金","確報","0","160","26400","90","290","21920","4480","40"
"1345","東証ＲＥＩＴ指数","東証","20230824","日証金","確報","0","0","5300","600","500","3700","1600","-100"
"1346","ＭＸＳ２２５上場投信","東証","20230824","日証金","確報","0","0","2048","616","5","1996","52","-611"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230824","日証金","確報","0","0","9660","270","0","4010","5650","-270"
"1349","ＡＢＦ汎アジア債券","東証","20230824","日証金","確報","0","0","9","0","0","0","9","0"
"1356","ＴＰＸベア２倍投信","東証","20230824","日証金","確報","0","5590","81110","0","100","12070","69040","-5490"
"1357","日経ダブルインバース","東証","20230824","日証金","確報","1177840","110350","21384501","206327","401","1326803","20057698","861564"
"1358","上場日経２倍","東証","20230824","日証金","確報","6","267","2074","155","348","3401","-1327","-68"
"1360","日経ベア２倍","東証","20230824","日証金","確報","39870","410","1664690","0","11870","5310","1659380","51330"
"1364","ｉＳＪＰＸ日経４００","東証","20230824","日証金","確報","0","0","0","0","0","31","-31","0"
"1365","ｉＦ２２５ダブル","東証","20230824","日証金","確報","6","1217","2480","89","0","1576","904","-1300"
"1366","ｉＦ２２５Ｗベア","東証","20230824","日証金","確報","24920","0","103917","0","0","0","103917","24920"
"1367","ｉＦＴＰＸダブル","東証","20230824","日証金","確報","140","98","1478","84","42","1478","0","0"
"1368","ｉＦＴＰＸＷベア","東証","20230824","日証金","確報","0","40","6100","5","0","12","6088","-45"
"1369","Ｏｎｅ・日経２２５","東証","20230824","日証金","確報","0","32","319","122","15","1172","-853","-139"
"1375","雪国まいたけ","東証","20230824","日証金","確報","0","0","24100","0","0","0","24100","0"
"1376","カネコ種苗","東証","20230824","日証金","確報","0","0","3000","0","0","0","3000","0"
"1377","サカタのタネ","東証","20230824","日証金","確報","0","100","4600","800","0","2400","2200","-900"
"1379","ホクト","東証","20230824","日証金","確報","1400","6500","2200","300","0","2200","0","-5400"
"1380","秋川牧園","東証","20230824","日証金","確報","0","0","200","0","0","0","200","0"
"1381","アクシーズ","東証","20230824","日証金","確報","0","0","900","0","0","0","900","0"
"1382","ホーブ","東証","20230824","日証金","確報","0","0","400","0","0","0","400","0"
"1383","ベルグアース","東証","20230824","日証金","確報","0","0","1200","0","0","0","1200","0"
"1384","ホクリヨウ","東証","20230824","日証金","確報","0","100","3100","0","0","0","3100","-100"
"1397","ＳＭＤＡＭ　２２５","東証","20230824","日証金","確報","0","0","0","0","0","10","-10","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20230824","日証金","確報","0","0","200","0","10","0","200","10"
"1399","上場高配当低ボラ","東証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1400","ルーデン・ＨＤ","東証","20230824","日証金","確報","0","500","5300","0","0","0","5300","-500"
"1401","エムビーエス","東証","20230824","日証金","確報","0","0","5200","0","0","0","5200","0"
"1401","エムビーエス","福証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20230824","日証金","確報","900","400","41200","100","0","31800","9400","400"
"1414","ショーボンドＨＤ","東証","20230824","日証金","確報","200","300","3500","0","0","900","2600","-100"
"1417","ミライト・ワン","東証","20230824","日証金","確報","1200","100","9700","200","0","1200","8500","900"
"1418","インターライフＨＤ","東証","20230824","日証金","確報","0","300","179400","0","0","46400","133000","-300"
"1419","タマホーム","東証","20230824","日証金","確報","14100","6500","47300","0","200","40000","7300","7800"
"1419","タマホーム","福証","20230824","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20230824","日証金","確報","0","1600","100","0","0","100","0","-1600"
