"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20231222","日証金","確報","0","0","2000","100","0","1500","500","-100"
"1305","ｉＦＴＰＸ年１","東証","20231222","日証金","確報","0","0","9480","510","10","3600","5880","-500"
"1306","ＴＯＰＩＸ連動型上場","東証","20231222","日証金","確報","760","0","23660","1630","72360","121270","-97610","71490"
"1308","上場ＴＯＰＩＸ","東証","20231222","日証金","確報","0","1967","4845","7375","80","14529","-9684","-9262"
"1309","中国株上証５０ＥＴＦ","東証","20231222","日証金","確報","0","0","23","0","0","0","23","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20231222","日証金","確報","60","290","60","60","0","60","0","-290"
"1319","日経３００上場投信","名証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20231222","日証金","確報","355","15","4763","1461","132","10152","-5389","-989"
"1321","日経２２５上場投信","東証","20231222","日証金","確報","141","60","20899","6093","2539","39423","-18524","-3473"
"1322","上場インデックス中国","東証","20231222","日証金","確報","30","0","30","0","0","0","30","30"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20231222","日証金","確報","0","2000","2100","0","0","0","2100","-2000"
"1326","ＳＰＤＲゴールド","東証","20231222","日証金","確報","0","1","586","0","0","0","586","-1"
"1328","金価格連動型上場投信","東証","20231222","日証金","確報","110","10","2940","0","260","1060","1880","360"
"1329","ｉシェアーズ　２２５","東証","20231222","日証金","確報","25","0","1951","115","202","1079","872","112"
"1330","上場２２５","東証","20231222","日証金","確報","200","106","5128","386","369","5475","-347","77"
"1332","ニッスイ","東証","20231222","日証金","確報","4300","1800","24900","2200","15500","7800","17100","15800"
"1333","マルハニチロ","東証","20231222","日証金","確報","1200","0","8200","900","0","1200","7000","300"
"1343","東証ＲＥＩＴ指数連動","東証","20231222","日証金","確報","10030","10280","19850","0","250","19850","0","0"
"1345","東証ＲＥＩＴ指数","東証","20231222","日証金","確報","0","100","5300","300","0","400","4900","-400"
"1346","ＭＸＳ２２５上場投信","東証","20231222","日証金","確報","0","71","2406","66","999","1485","921","862"
"1348","ＭＸＳＴＰＸ上場投信","東証","20231222","日証金","確報","0","0","4860","0","0","720","4140","0"
"1349","ＡＢＦ汎アジア債券","東証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20231222","日証金","確報","0","2930","80990","700","0","20160","60830","-3630"
"1357","日経ダブルインバース","東証","20231222","日証金","確報","67790","549451","11069030","0","556372","1789662","9279368","74711"
"1358","上場日経２倍","東証","20231222","日証金","確報","0","472","1094","144","93","978","116","-523"
"1360","日経ベア２倍","東証","20231222","日証金","確報","29000","173750","939060","0","2940","98960","840100","-141810"
"1364","ｉＳＪＰＸ日経４００","東証","20231222","日証金","確報","0","0","10","1","0","13","-3","-1"
"1365","ｉＦ２２５ダブル","東証","20231222","日証金","確報","50","0","2131","250","133","719","1412","-67"
"1366","ｉＦ２２５Ｗベア","東証","20231222","日証金","確報","1","1500","55561","0","0","0","55561","-1499"
"1367","ｉＦＴＰＸダブル","東証","20231222","日証金","確報","0","64","53","0","0","15","38","-64"
"1368","ｉＦＴＰＸＷベア","東証","20231222","日証金","確報","3","0","147","59","0","2775","-2628","-56"
"1369","Ｏｎｅ・日経２２５","東証","20231222","日証金","確報","0","0","63","0","14","456","-393","14"
"1375","雪国まいたけ","東証","20231222","日証金","確報","0","600","9900","0","0","0","9900","-600"
"1376","カネコ種苗","東証","20231222","日証金","確報","0","700","300","0","0","0","300","-700"
"1377","サカタのタネ","東証","20231222","日証金","確報","500","600","6300","1500","100","6300","0","-1500"
"1379","ホクト","東証","20231222","日証金","確報","0","500","4100","0","400","1400","2700","-100"
"1380","秋川牧園","東証","20231222","日証金","確報","0","0","200","0","0","0","200","0"
"1381","アクシーズ","東証","20231222","日証金","確報","0","0","200","0","0","0","200","0"
"1382","ホーブ","東証","20231222","日証金","確報","0","1200","7400","0","0","0","7400","-1200"
"1383","ベルグアース","東証","20231222","日証金","確報","0","0","600","0","0","0","600","0"
"1384","ホクリヨウ","東証","20231222","日証金","確報","600","0","10400","0","0","0","10400","600"
"1397","ＳＭＤＡＭ　２２５","東証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20231222","日証金","確報","0","10","0","0","10","0","0","0"
"1400","ルーデン・ＨＤ","東証","20231222","日証金","確報","100","0","300","0","0","0","300","100"
"1401","エムビーエス","東証","20231222","日証金","確報","0","0","900","0","0","0","900","0"
"1401","エムビーエス","福証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20231222","日証金","確報","34900","0","41600","600","2000","27900","13700","36300"
"1414","ショーボンドＨＤ","東証","20231222","日証金","確報","200","2100","2500","300","0","2900","-400","-2200"
"1417","ミライト・ワン","東証","20231222","日証金","確報","100","600","11800","400","1800","6100","5700","900"
"1418","インターライフＨＤ","東証","20231222","日証金","確報","1200","10100","86200","0","4000","30900","55300","-4900"
"1419","タマホーム","東証","20231222","日証金","確報","200","200","5800","16000","2500","144800","-139000","-13500"
"1419","タマホーム","福証","20231222","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20231222","日証金","確報","0","0","1100","0","0","100","1000","0"
"1429","日本アクア","東証","20231222","日証金","確報","0","500","73200","0","200","400","72800","-300"
"1430","ファーストコーポ","東証","20231222","日証金","確報","0","500","2700","0","0","400","2300","-500"
