"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20240104","日証金","確報","400","0","2100","1100","0","2100","0","-700"
"1305","ｉＦＴＰＸ年１","東証","20240104","日証金","確報","0","0","9480","0","40","4170","5310","40"
"1306","ＴＯＰＩＸ連動型上場","東証","20240104","日証金","確報","13910","190","37860","4720","6190","101220","-63360","15190"
"1308","上場ＴＯＰＩＸ","東証","20240104","日証金","確報","0","1700","7744","23833","219","25071","-17327","-25314"
"1309","中国株上証５０ＥＴＦ","東証","20240104","日証金","確報","0","0","15","0","0","0","15","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20240104","日証金","確報","20","0","120","20","0","120","0","0"
"1319","日経３００上場投信","名証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20240104","日証金","確報","1","60","6246","0","2189","8177","-1931","2130"
"1321","日経２２５上場投信","東証","20240104","日証金","確報","2311","224","17530","1968","12636","14836","2694","12755"
"1322","上場インデックス中国","東証","20240104","日証金","確報","230","0","230","0","0","0","230","230"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20240104","日証金","確報","0","0","2100","0","0","0","2100","0"
"1326","ＳＰＤＲゴールド","東証","20240104","日証金","確報","0","2","386","0","0","0","386","-2"
"1328","金価格連動型上場投信","東証","20240104","日証金","確報","780","0","3320","0","0","100","3220","780"
"1329","ｉシェアーズ　２２５","東証","20240104","日証金","確報","27","2","1991","142","129","1245","746","12"
"1330","上場２２５","東証","20240104","日証金","確報","1360","200","3799","115","3091","1928","1871","4136"
"1332","ニッスイ","東証","20240104","日証金","確報","5900","500","26300","2000","1600","20500","5800","5000"
"1333","マルハニチロ","東証","20240104","日証金","確報","800","0","10600","200","100","700","9900","700"
"1343","東証ＲＥＩＴ指数連動","東証","20240104","日証金","確報","20","5900","13120","170","10","22100","-8980","-6040"
"1345","東証ＲＥＩＴ指数","東証","20240104","日証金","確報","11000","1400","19900","0","15600","20100","-200","25200"
"1346","ＭＸＳ２２５上場投信","東証","20240104","日証金","確報","12","50","2448","0","751","942","1506","713"
"1348","ＭＸＳＴＰＸ上場投信","東証","20240104","日証金","確報","0","0","4850","1330","0","4670","180","-1330"
"1349","ＡＢＦ汎アジア債券","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20240104","日証金","確報","100","2530","49520","1100","980","20490","29030","-2550"
"1357","日経ダブルインバース","東証","20240104","日証金","確報","301100","381052","10762213","369503","245369","2288343","8473870","-204086"
"1358","上場日経２倍","東証","20240104","日証金","確報","100","20","1100","0","380","561","539","460"
"1360","日経ベア２倍","東証","20240104","日証金","確報","4400","82200","814740","11100","0","114020","700720","-88900"
"1364","ｉＳＪＰＸ日経４００","東証","20240104","日証金","確報","0","10","0","0","0","12","-12","-10"
"1365","ｉＦ２２５ダブル","東証","20240104","日証金","確報","154","0","2285","0","526","447","1838","680"
"1366","ｉＦ２２５Ｗベア","東証","20240104","日証金","確報","5400","144","67151","0","0","0","67151","5256"
"1367","ｉＦＴＰＸダブル","東証","20240104","日証金","確報","300","0","462","3","25","44","418","322"
"1368","ｉＦＴＰＸＷベア","東証","20240104","日証金","確報","66","654","998","245","0","2502","-1504","-833"
"1369","Ｏｎｅ・日経２２５","東証","20240104","日証金","確報","63","0","63","5","2240","427","-364","2298"
"1375","雪国まいたけ","東証","20240104","日証金","確報","0","0","9000","0","0","0","9000","0"
"1376","カネコ種苗","東証","20240104","日証金","確報","0","0","100","0","0","0","100","0"
"1377","サカタのタネ","東証","20240104","日証金","確報","200","0","5300","0","100","3100","2200","300"
"1379","ホクト","東証","20240104","日証金","確報","600","0","5300","0","300","0","5300","900"
"1380","秋川牧園","東証","20240104","日証金","確報","0","0","200","0","0","0","200","0"
"1381","アクシーズ","東証","20240104","日証金","確報","0","0","300","0","0","0","300","0"
"1382","ホーブ","東証","20240104","日証金","確報","0","500","5600","0","0","0","5600","-500"
"1383","ベルグアース","東証","20240104","日証金","確報","500","0","1100","0","0","0","1100","500"
"1384","ホクリヨウ","東証","20240104","日証金","確報","0","7000","4700","0","0","0","4700","-7000"
"1397","ＳＭＤＡＭ　２２５","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1398","ＳＭＤＡＭ　Ｊリート","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1399","上場高配当低ボラ","東証","20240104","日証金","確報","0","20","0","0","30","0","0","10"
"1401","エムビーエス","東証","20240104","日証金","確報","0","0","1000","0","0","0","1000","0"
"1401","エムビーエス","福証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1407","ウエストＨＤ","東証","20240104","日証金","確報","4800","15800","32000","0","800","23500","8500","-10200"
"1414","ショーボンドＨＤ","東証","20240104","日証金","確報","2500","300","15800","0","400","2100","13700","2600"
"1417","ミライト・ワン","東証","20240104","日証金","確報","600","200","13600","2300","0","8000","5600","-1900"
"1418","インターライフＨＤ","東証","20240104","日証金","確報","6000","100","99700","2000","0","26100","73600","3900"
"1419","タマホーム","東証","20240104","日証金","確報","600","5200","2200","13700","3700","164400","-162200","-14600"
"1419","タマホーム","福証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1420","サンヨーホームズ","東証","20240104","日証金","確報","5300","0","6600","100","300","100","6500","5500"
"1429","日本アクア","東証","20240104","日証金","確報","700","1500","74800","0","0","1300","73500","-800"
"1430","ファーストコーポ","東証","20240104","日証金","確報","0","100","3400","0","0","0","3400","-100"
"1431","Ｌｉｂ　Ｗｏｒｋ","東証","20240104","日証金","確報","6400","6800","15900","100","0","14300","1600","-500"
"1431","Ｌｉｂ　Ｗｏｒｋ","福証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1433","ベステラ","東証","20240104","日証金","確報","1900","40000","50000","8900","0","121100","-71100","-47000"
"1434","ＪＥＳＣＯ　ＨＤ","東証","20240104","日証金","確報","2800","2900","23700","100","200","23700","0","0"
"1435","Ｒｏｂｏｔ　Ｈｏｍｅ","東証","20240104","日証金","確報","3100","0","75400","0","0","0","75400","3100"
"1436","フィット","東証","20240104","日証金","確報","400","100","600","0","0","0","600","300"
"1438","岐阜造園","名証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1438","岐阜造園","東証","20240104","日証金","確報","0","0","300","0","0","0","300","0"
"1439","安江工務店","名証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1439","安江工務店","東証","20240104","日証金","確報","0","0","700","0","0","0","700","0"
"1443","技研ホールディングス","東証","20240104","日証金","確報","18700","1700","54000","0","0","0","54000","17000"
"1444","ニッソウ","名証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1444","ニッソウ","東証","20240104","日証金","確報","0","600","800","0","0","0","800","-600"
"1446","キャンディル","東証","20240104","日証金","確報","500","200","22800","0","100","35400","-12600","400"
"1447","ＩＴｂｏｏｋＨＤ","東証","20240104","日証金","確報","26000","21700","54700","0","0","0","54700","4300"
"1449","ＦＵＪＩジャパン","札証","20240104","日証金","確報","0","0","1300","0","0","0","1300","0"
"1450","田中建設工業","東証","20240104","日証金","確報","0","0","2200","0","0","0","2200","0"
"1451","ＫＨＣ","東証","20240104","日証金","確報","0","800","600","0","0","0","600","-800"
"1456","ｉＦ２２５ベア","東証","20240104","日証金","確報","0","150","0","2665","0","2665","-2665","-2815"
"1457","ｉＦＴＰＸベア","東証","20240104","日証金","確報","222","0","1222","3000","0","3000","-1778","-2778"
"1458","楽天２２５ダブルブル","東証","20240104","日証金","確報","5485","19","32293","278","197","1247","31046","5385"
"1459","楽天２２５ダブルベア","東証","20240104","日証金","確報","0","142170","1108040","670","0","8070","1099970","-142840"
"1464","ｉＦＪ４００ダブル","東証","20240104","日証金","確報","0","0","0","0","0","3","-3","0"
"1465","ｉＦＪ４００ベア","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1466","ｉＦＪ４００Ｗベア","東証","20240104","日証金","確報","0","0","243","0","0","243","0","0"
"1469","４００ベア２倍","東証","20240104","日証金","確報","0","0","10","0","50","300","-290","50"
"1472","Ｊ４００ダブルインバ","東証","20240104","日証金","確報","0","0","3","0","0","172","-169","0"
"1473","Ｏｎｅ・トピックス","東証","20240104","日証金","確報","0","0","0","2880","1700","2880","-2880","-1180"
"1474","Ｏｎｅ・ＪＰＸ４００","東証","20240104","日証金","確報","0","0","0","0","10","0","0","10"
"1475","ｉＳＴＯＰＩＸ","東証","20240104","日証金","確報","0","1","9781","4990","0","14198","-4417","-4991"
"1476","ｉＳＪリート","東証","20240104","日証金","確報","0","739","461","74","0","74","387","-813"
"1477","ｉＳＭＳＣＩ最小分散","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1478","ｉＳＭＳＣＩ高配当","東証","20240104","日証金","確報","0","0","200","2","0","2","198","-2"
"1479","ｉＦＭＳＣＩ人材設備","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1480","企業価値ＥＴＦ","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1481","上場日本経済貢献","東証","20240104","日証金","確報","0","3","21","0","3","21","0","0"
"1482","ｉＳ米国債七十円ヘジ","東証","20240104","日証金","確報","0","1510","5160","0","0","0","5160","-1510"
"1483","ＩＳ設備人材","東証","20240104","日証金","確報","0","0","1","0","0","0","1","0"
"1484","Ｏｎｅ・設備人材投資","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1485","ＭＸＳＪ積極投資","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1486","上場米債ヘッジなし","東証","20240104","日証金","確報","0","0","1601","0","0","0","1601","0"
"1487","上場米債ヘッジあり","東証","20240104","日証金","確報","10","515","4598","0","0","0","4598","-505"
"1488","ｉＦＪリート","東証","20240104","日証金","確報","0","0","180","0","0","180","0","0"
"1489","日経高配当株５０","東証","20240104","日証金","確報","828","463","10121","0","0","63","10058","365"
"1490","上場ベータヘッジ","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1491","中外鉱業","東証","20240104","日証金","確報","0","1800","345500","0","0","0","345500","-1800"
"1492","ＭＸＳ　中小型","東証","20240104","日証金","確報","0","3","14","3","0","3","11","-6"
"1493","Ｏｎｅ・中小型","東証","20240104","日証金","確報","2","0","2","0","178","9","-7","180"
"1494","Ｏｎｅ・高配当日本株","東証","20240104","日証金","確報","0","0","13","0","0","0","13","0"
"1495","上場アジアリート","東証","20240104","日証金","確報","90","0","90","0","0","0","90","90"
"1496","ｉＳ米＄ＩＧ社債ヘジ","東証","20240104","日証金","確報","50","30","150","0","0","0","150","20"
"1497","ｉＳ米＄ＨＹ社債ヘジ","東証","20240104","日証金","確報","4","0","10","0","0","0","10","4"
"1498","Ｏｎｅ・ＥＳＧ","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1499","ＭＸＳ高配当７０ＭＮ","東証","20240104","日証金","確報","0","0","0","0","0","0","0","0"
"1514","住石ホールディングス","東証","20240104","日証金","確報","43800","13700","308200","0","0","0","308200","30100"
"1515","日鉄鉱業","東証","20240104","日証金","確報","0","0","2000","0","0","500","1500","0"
