"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230629","日証金","確報","0","0","400","0","0","300","100","0"
"1305","ｉＦＴＰＸ年１","東証","20230629","日証金","確報","50","210","11190","5300","0","19930","-8740","-5460"
"1306","ＴＯＰＩＸ連動型上場","東証","20230629","日証金","確報","8850","3070","109760","8700","46290","310570","-200810","43370"
"1308","上場ＴＯＰＩＸ","東証","20230629","日証金","確報","0","200","1000","1300","400","126900","-125900","-1100"
"1309","中国株上証５０ＥＴＦ","東証","20230629","日証金","確報","0","0","104","0","0","0","104","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230629","日証金","確報","510","100","1910","1050","0","2550","-640","-640"
"1319","日経３００上場投信","名証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230629","日証金","確報","82","3","4711","384","1685","16751","-12040","1380"
"1321","日経２２５上場投信","東証","20230629","日証金","確報","19","60925","198575","11523","4010","264719","-66144","-68419"
"1322","上場インデックス中国","東証","20230629","日証金","確報","0","0","590","0","0","0","590","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230629","日証金","確報","0","12100","2000","0","100","1900","100","-12000"
"1326","ＳＰＤＲゴールド","東証","20230629","日証金","確報","0","40","264","0","0","0","264","-40"
"1328","金価格連動型上場投信","東証","20230629","日証金","確報","40","0","4770","90","280","4590","180","230"
"1329","ｉシェアーズ　２２５","東証","20230629","日証金","確報","150","0","3877","158","459","5019","-1142","451"
"1330","上場２２５","東証","20230629","日証金","確報","0","0","0","490","1370","36640","-36640","880"
"1332","ニッスイ","東証","20230629","日証金","確報","4000","8500","116100","2000","6500","116100","0","0"
"1333","マルハニチロ","東証","20230629","日証金","確報","400","0","5500","0","100","0","5500","500"
"1343","東証ＲＥＩＴ指数連動","東証","20230629","日証金","確報","1370","1790","22950","260","680","22950","0","0"
"1345","東証ＲＥＩＴ指数","東証","20230629","日証金","確報","0","100","5300","0","900","4500","800","800"
"1346","ＭＸＳ２２５上場投信","東証","20230629","日証金","確報","30","2","2054","48","530","5040","-2986","510"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230629","日証金","確報","0","30","9600","1150","240","2160","7440","-940"
"1349","ＡＢＦ汎アジア債券","東証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20230629","日証金","確報","11630","500","114810","330","630","5140","109670","11430"
"1357","日経ダブルインバース","東証","20230629","日証金","確報","1197650","203070","34569289","0","317995","2648281","31921008","1312575"
"1358","上場日経２倍","東証","20230629","日証金","確報","214","0","3887","1709","60","13753","-9866","-1435"
"1360","日経ベア２倍","東証","20230629","日証金","確報","58700","8470","2831100","0","0","3600","2827500","50230"
"1364","ｉＳＪＰＸ日経４００","東証","20230629","日証金","確報","0","0","23","1","30","114","-91","29"
"1365","ｉＦ２２５ダブル","東証","20230629","日証金","確報","0","0","520","1131","144","5140","-4620","-987"
"1366","ｉＦ２２５Ｗベア","東証","20230629","日証金","確報","24900","50","148869","0","0","0","148869","24850"
"1367","ｉＦＴＰＸダブル","東証","20230629","日証金","確報","0","0","210","47","251","2990","-2780","204"
"1368","ｉＦＴＰＸＷベア","東証","20230629","日証金","確報","0","3060","32150","35","0","35","32115","-3095"
"1369","Ｏｎｅ・日経２２５","東証","20230629","日証金","確報","0","0","0","4","1","2852","-2852","-3"
"1375","雪国まいたけ","東証","20230629","日証金","確報","0","0","10700","0","0","0","10700","0"
"1376","カネコ種苗","東証","20230629","日証金","確報","0","0","200","0","0","0","200","0"
"1377","サカタのタネ","東証","20230629","日証金","確報","800","100","4000","0","600","2600","1400","1300"
"1379","ホクト","東証","20230629","日証金","確報","200","400","800","500","0","1500","-700","-700"
"1380","秋川牧園","東証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1381","アクシーズ","東証","20230629","日証金","確報","0","0","900","0","0","0","900","0"
"1382","ホーブ","東証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
"1383","ベルグアース","東証","20230629","日証金","確報","0","300","300","0","0","0","300","-300"
"1384","ホクリヨウ","東証","20230629","日証金","確報","300","0","7100","0","0","0","7100","300"
"1385","ＵＢＳユーロ圏株５０","東証","20230629","日証金","確報","0","0","0","0","0","0","0","0"
