"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230814","日証金","確報","1100","900","1400","200","0","1400","0","0"
"1305","ｉＦＴＰＸ年１","東証","20230814","日証金","確報","9560","0","14740","1520","400","11640","3100","8440"
"1306","ＴＯＰＩＸ連動型上場","東証","20230814","日証金","確報","13000","0","97150","2310","12480","234050","-136900","23170"
"1308","上場ＴＯＰＩＸ","東証","20230814","日証金","確報","5400","0","20461","857","21917","20166","295","26460"
"1309","中国株上証５０ＥＴＦ","東証","20230814","日証金","確報","0","0","5","0","0","0","5","0"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230814","日証金","確報","150","0","530","0","0","190","340","150"
"1319","日経３００上場投信","名証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230814","日証金","確報","126","0","6365","0","722","8420","-2055","848"
"1321","日経２２５上場投信","東証","20230814","日証金","確報","45","30","12901","620","13449","93903","-81002","12844"
"1322","上場インデックス中国","東証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230814","日証金","確報","0","0","7500","0","0","3700","3800","0"
"1326","ＳＰＤＲゴールド","東証","20230814","日証金","確報","0","0","279","0","0","0","279","0"
"1328","金価格連動型上場投信","東証","20230814","日証金","確報","540","150","4440","0","40","4440","0","430"
"1329","ｉシェアーズ　２２５","東証","20230814","日証金","確報","213","0","2629","863","227","3353","-724","-423"
"1330","上場２２５","東証","20230814","日証金","確報","105","0","2615","104","489","11617","-9002","490"
"1332","ニッスイ","東証","20230814","日証金","確報","12000","0","93500","11600","1000","171200","-77700","1400"
"1333","マルハニチロ","東証","20230814","日証金","確報","0","1500","6500","0","0","0","6500","-1500"
"1343","東証ＲＥＩＴ指数連動","東証","20230814","日証金","確報","0","0","43750","190","340","22330","21420","150"
"1345","東証ＲＥＩＴ指数","東証","20230814","日証金","確報","0","0","5300","1000","0","4800","500","-1000"
"1346","ＭＸＳ２２５上場投信","東証","20230814","日証金","確報","282","0","2335","13","41","430","1905","310"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230814","日証金","確報","9660","4830","14490","0","510","5280","9210","5340"
"1349","ＡＢＦ汎アジア債券","東証","20230814","日証金","確報","0","16","9","0","0","0","9","-16"
"1356","ＴＰＸベア２倍投信","東証","20230814","日証金","確報","600","0","83420","100","0","9280","74140","500"
"1357","日経ダブルインバース","東証","20230814","日証金","確報","43820","1939563","22184342","801","174608","909408","21274934","-1721936"
"1358","上場日経２倍","東証","20230814","日証金","確報","122","0","2084","485","41","4611","-2527","-322"
"1360","日経ベア２倍","東証","20230814","日証金","確報","42360","36000","1688720","80460","0","112620","1576100","-74100"
"1364","ｉＳＪＰＸ日経４００","東証","20230814","日証金","確報","0","0","0","0","0","128","-128","0"
"1365","ｉＦ２２５ダブル","東証","20230814","日証金","確報","414","0","2258","40","114","1364","894","488"
"1366","ｉＦ２２５Ｗベア","東証","20230814","日証金","確報","0","8770","175423","0","0","1360","174063","-8770"
"1367","ｉＦＴＰＸダブル","東証","20230814","日証金","確報","3","0","603","60","117","1870","-1267","60"
"1368","ｉＦＴＰＸＷベア","東証","20230814","日証金","確報","0","0","10","0","0","0","10","0"
"1369","Ｏｎｅ・日経２２５","東証","20230814","日証金","確報","0","0","195","2","21","1301","-1106","19"
"1375","雪国まいたけ","東証","20230814","日証金","確報","1300","200","21800","0","0","0","21800","1100"
"1376","カネコ種苗","東証","20230814","日証金","確報","0","0","3000","0","0","0","3000","0"
"1377","サカタのタネ","東証","20230814","日証金","確報","0","0","6300","0","0","1500","4800","0"
"1379","ホクト","東証","20230814","日証金","確報","1300","700","2800","0","900","900","1900","1500"
"1380","秋川牧園","東証","20230814","日証金","確報","0","0","0","0","0","0","0","0"
"1381","アクシーズ","東証","20230814","日証金","確報","0","0","900","0","0","0","900","0"
