"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230620","日証金","確報","0","300","6200","0","0","500","5700","-300"
"1305","ｉＦＴＰＸ年１","東証","20230620","日証金","確報","0","0","9540","180","660","14970","-5430","480"
"1306","ＴＯＰＩＸ連動型上場","東証","20230620","日証金","確報","1370","6390","102010","2580","4860","225500","-123490","-2740"
"1308","上場ＴＯＰＩＸ","東証","20230620","日証金","確報","0","0","0","500","13500","128300","-128300","13000"
"1309","中国株上証５０ＥＴＦ","東証","20230620","日証金","確報","5","0","104","0","0","0","104","5"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230620","日証金","確報","0","80","1350","0","0","1350","0","-80"
"1319","日経３００上場投信","名証","20230620","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230620","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230620","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230620","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230620","日証金","確報","0","1425","7007","143","881","20514","-13507","-687"
"1321","日経２２５上場投信","東証","20230620","日証金","確報","42","204","157731","3211","3487","234146","-76415","114"
"1322","上場インデックス中国","東証","20230620","日証金","確報","0","30","570","0","0","0","570","-30"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230620","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230620","日証金","確報","2600","0","3000","0","500","0","3000","3100"
"1326","ＳＰＤＲゴールド","東証","20230620","日証金","確報","0","35","332","0","0","0","332","-35"
"1328","金価格連動型上場投信","東証","20230620","日証金","確報","10","770","4110","260","130","4110","0","-890"
"1329","ｉシェアーズ　２２５","東証","20230620","日証金","確報","49","0","3626","27","191","6777","-3151","213"
"1330","上場２２５","東証","20230620","日証金","確報","0","0","0","1050","2340","40030","-40030","1290"
"1332","ニッスイ","東証","20230620","日証金","確報","0","33800","109000","100","3200","100200","8800","-30700"
"1333","マルハニチロ","東証","20230620","日証金","確報","0","900","2800","0","0","0","2800","-900"
"1343","東証ＲＥＩＴ指数連動","東証","20230620","日証金","確報","4610","100","26000","170","1030","26000","0","5370"
"1345","東証ＲＥＩＴ指数","東証","20230620","日証金","確報","0","0","5800","100","0","5300","500","-100"
"1346","ＭＸＳ２２５上場投信","東証","20230620","日証金","確報","0","105","2172","281","0","5225","-3053","-386"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230620","日証金","確報","0","0","9600","0","1390","850","8750","1390"
"1349","ＡＢＦ汎アジア債券","東証","20230620","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20230620","日証金","確報","8470","2620","111510","240","0","8730","102780","5610"
"1357","日経ダブルインバース","東証","20230620","日証金","確報","252091","710594","34877254","300","314518","2922590","31954664","-144285"
"1358","上場日経２倍","東証","20230620","日証金","確報","169","1365","3264","118","685","8675","-5411","-629"
"1360","日経ベア２倍","東証","20230620","日証金","確報","8650","53550","2754990","0","0","7300","2747690","-44900"
"1364","ｉＳＪＰＸ日経４００","東証","20230620","日証金","確報","0","0","23","0","0","114","-91","0"
"1365","ｉＦ２２５ダブル","東証","20230620","日証金","確報","0","0","2673","151","198","5866","-3193","47"
"1366","ｉＦ２２５Ｗベア","東証","20230620","日証金","確報","0","63068","160115","0","0","0","160115","-63068"
"1367","ｉＦＴＰＸダブル","東証","20230620","日証金","確報","0","11","369","15","36","2231","-1862","10"
"1368","ｉＦＴＰＸＷベア","東証","20230620","日証金","確報","0","6300","18030","0","0","0","18030","-6300"
