"SC","名称","市場区分","申込日","発表元","確報","融資新規（株・口）","融資返済（株・口）","融資残高（株・口）","貸株新規（株・口）","貸株返済（株・口）","貸株残高（株・口）","差引残高（株・口）","差引前日比（株・口）"
"1301","極洋","東証","20230509","日証金","確報","100","2100","2100","200","0","900","1200","-2200"
"1305","ｉＦＴＰＸ年１","東証","20230509","日証金","確報","0","0","12010","2400","390","22890","-10880","-2010"
"1306","ＴＯＰＩＸ連動型上場","東証","20230509","日証金","確報","12930","2290","108180","6270","21160","344070","-235890","25530"
"1308","上場ＴＯＰＩＸ","東証","20230509","日証金","確報","0","0","0","6600","900","144800","-144800","-5700"
"1309","中国株上証５０ＥＴＦ","東証","20230509","日証金","確報","0","2","86","0","0","0","86","-2"
"1311","ＴＯＰＩＸＣｏｒｅ３","東証","20230509","日証金","確報","70","0","70","70","0","70","0","0"
"1319","日経３００上場投信","名証","20230509","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","札証","20230509","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","東証","20230509","日証金","確報","0","0","0","0","0","0","0","0"
"1319","日経３００上場投信","福証","20230509","日証金","確報","0","0","0","0","0","0","0","0"
"1320","ｉＦ２２５年１","東証","20230509","日証金","確報","0","5","10599","1619","219","30044","-19445","-1405"
"1321","日経２２５上場投信","東証","20230509","日証金","確報","184","7","130731","16777","1013","195094","-64363","-15587"
"1322","上場インデックス中国","東証","20230509","日証金","確報","0","0","630","0","0","0","630","0"
"1324","ＮＦ・ロシア株ＥＴＦ","東証","20230509","日証金","確報","0","0","0","0","0","0","0","0"
"1325","ブラジル指数ボベスパ","東証","20230509","日証金","確報","0","400","4000","300","0","4700","-700","-700"
"1326","ＳＰＤＲゴールド","東証","20230509","日証金","確報","10","0","398","0","0","0","398","10"
"1328","金価格連動型上場投信","東証","20230509","日証金","確報","120","20","4680","140","40","4680","0","0"
"1329","ｉシェアーズ　２２５","東証","20230509","日証金","確報","0","0","1936","267","58","5789","-3853","-209"
"1330","上場２２５","東証","20230509","日証金","確報","0","10","70","2450","950","53370","-53300","-1510"
"1332","ニッスイ","東証","20230509","日証金","確報","2500","300","47900","5100","2900","47900","0","0"
"1333","マルハニチロ","東証","20230509","日証金","確報","2600","6400","3700","1400","1400","3700","0","-3800"
"1343","東証ＲＥＩＴ指数連動","東証","20230509","日証金","確報","8380","0","16380","0","197900","36170","-19790","206280"
"1345","東証ＲＥＩＴ指数","東証","20230509","日証金","確報","0","0","5400","200","1000","1000","4400","800"
"1346","ＭＸＳ２２５上場投信","東証","20230509","日証金","確報","0","0","1936","1116","50","9917","-7981","-1066"
"1348","ＭＸＳＴＰＸ上場投信","東証","20230509","日証金","確報","0","0","9670","1620","0","8490","1180","-1620"
"1349","ＡＢＦ汎アジア債券","東証","20230509","日証金","確報","0","0","0","0","0","0","0","0"
"1356","ＴＰＸベア２倍投信","東証","20230509","日証金","確報","2590","0","117570","0","4580","2250","115320","7170"
"1357","日経ダブルインバース","東証","20230509","日証金","確報","1154799","150000","32176225","64389","48449","2935772","29240453","988859"
"1358","上場日経２倍","東証","20230509","日証金","確報","780","0","4747","2125","0","12907","-8160","-1345"
"1360","日経ベア２倍","東証","20230509","日証金","確報","64990","9290","2103800","0","0","0","2103800","55700"
"1364","ｉＳＪＰＸ日経４００","東証","20230509","日証金","確報","0","20","64","14","0","130","-66","-34"
"1365","ｉＦ２２５ダブル","東証","20230509","日証金","確報","0","20","1407","1256","126","10952","-9545","-1150"
"1366","ｉＦ２２５Ｗベア","東証","20230509","日証金","確報","46310","6200","243863","0","1353","565","243298","41463"
"1367","ｉＦＴＰＸダブル","東証","20230509","日証金","確報","0","0","681","149","292","2367","-1686","143"
"1368","ｉＦＴＰＸＷベア","東証","20230509","日証金","確報","590","0","15310","0","0","0","15310","590"
