id,sec-code,filer-name,description
S100N6XD,32240,株式会社ゼネラル・オイスター,訂正有価証券報告書－第21期(令和2年4月1日－令和3年3月31日)
S100N6X8,32240,株式会社ゼネラル・オイスター,訂正四半期報告書－第22期第1四半期(令和3年4月1日－令和3年6月30日)
S100N73Y,32360,株式会社プロパスト,四半期報告書－第36期第2四半期(令和3年9月1日－令和3年11月30日)
S100N6X9,32240,株式会社ゼネラル・オイスター,訂正四半期報告書－第22期第2四半期(令和3年7月1日－令和3年9月30日)
S100N6X1,81670,株式会社リテールパートナーズ,四半期報告書－第69期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6GC,97930,株式会社ダイセキ,四半期報告書－第64期第3四半期(令和3年9月1日－令和3年11月30日)
S100N701,32800,株式会社エストラスト,四半期報告書－第24期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6T3,17120,株式会社ダイセキ環境ソリューション,四半期報告書－第26期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6DV,76240,株式会社ＮａＩＴＯ,四半期報告書－第71期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7A5,79280,旭化学工業株式会社,四半期報告書－第56期第1四半期(令和3年9月1日－令和3年11月30日)
S100N6W3,29180,わらべや日洋ホールディングス株式会社,四半期報告書－第58期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6XK,94140,日本ＢＳ放送株式会社,四半期報告書－第24期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7BL,75160,コーナン商事株式会社,四半期報告書－第45期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7BV,65060,株式会社安川電機,四半期報告書－第106期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7CB,76070,株式会社進和,四半期報告書－第72期第1四半期(令和3年9月1日－令和3年11月30日)
S100N73B,47140,株式会社　リソー教育,四半期報告書－第37期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6TH,13760,カネコ種苗株式会社,四半期報告書－第75期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7DB,43970,株式会社チームスピリット,四半期報告書－第26期第1四半期(令和3年9月1日－令和3年11月30日)
S100N6YG,82470,株式会社大和,四半期報告書－第106期第3四半期(令和3年9月1日－令和3年11月30日)
S100N779,38920,株式会社岡山製紙,四半期報告書－第181期第2四半期(令和3年9月1日－令和3年11月30日)
S100N627,59000,株式会社ダイケン,四半期報告書－第74期第3四半期(令和3年9月1日－令和3年11月30日)
S100N78S,70850,株式会社カーブスホールディングス,四半期報告書－第14期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7F4,26680,タビオ株式会社,四半期報告書－第45期第3四半期(令和3年9月1日－令和3年11月30日)
S100N73Z,19970,暁飯島工業株式会社,四半期報告書－第69期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7GJ,47450,株式会社東京個別指導学院,四半期報告書－第39期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6Z4,82730,株式会社イズミ,四半期報告書－第61期第3四半期(令和3年9月1日－令和3年11月30日)
S100N76V,79210,株式会社ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,四半期報告書－第85期第2四半期(令和3年9月1日－令和3年11月30日)
S100N6X4,27420,株式会社ハローズ,四半期報告書－第64期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7HX,21640,株式会社地域新聞社,四半期報告書－第38期第1四半期(令和3年9月1日－令和3年11月30日)
S100N799,30930,株式会社トレジャー・ファクトリー,四半期報告書－第27期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7FH,21860,ソーバル株式会社,四半期報告書－第40期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7B5,35430,株式会社コメダホールディングス,四半期報告書－第8期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7I0,41990,ワンダープラネット株式会社,四半期報告書－第10期第1四半期(令和3年9月1日－令和3年11月30日)
S100N6SA,47600,株式会社アルファ,四半期報告書－第40期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7FB,63120,フロイント産業株式会社,四半期報告書－第58期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7AC,78110,中本パックス株式会社,四半期報告書－第34期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7IV,28720,株式会社セイヒョー,四半期報告書－第111期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6UU,59320,三協立山株式会社,四半期報告書－第77期第2四半期(令和3年9月1日－令和3年11月30日)
S100N5Z4,96020,東宝株式会社,四半期報告書－第133期第3四半期(令和3年9月1日－令和3年11月30日)
S100N716,61420,富士精工株式会社,四半期報告書－第64期第3四半期(令和3年9月1日－令和3年11月30日)
S100N724,59930,知多鋼業株式会社,四半期報告書－第66期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7CF,26510,株式会社ローソン,四半期報告書－第47期第3四半期(令和3年9月1日－令和3年11月30日)
S100N73V,36700,協立情報通信株式会社,四半期報告書－第57期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6C9,65550,株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,四半期報告書－第10期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7M5,27910,大黒天物産株式会社,四半期報告書－第36期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7NA,78880,三光合成株式会社,四半期報告書－第89期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7GY,65050,東洋電機製造株式会社,四半期報告書－第161期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7KW,97780,株式会社昴,四半期報告書－第64期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7BE,23540,株式会社ＹＥ　ＤＩＧＩＴＡＬ,四半期報告書－第45期第3四半期(令和3年9月1日－令和3年11月30日)
S100N77K,82780,株式会社フジ,四半期報告書－第55期第3四半期(令和3年9月1日－令和3年11月30日)
S100N79T,26700,株式会社エービーシー・マート,四半期報告書－第37期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7NJ,99820,タキヒヨー株式会社,四半期報告書－第111期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6YJ,32220,ユナイテッド・スーパーマーケット・ホールディングス株式会社,四半期報告書－第7期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7F5,74270,エコートレーディング株式会社,四半期報告書－第51期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7BW,75120,イオン北海道株式会社,四半期報告書－第44期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7O6,38240,メディアファイブ株式会社,四半期報告書－第26期第2四半期(令和3年9月1日－令和3年11月30日)
S100N792,47630,株式会社クリーク・アンド・リバー社,四半期報告書－第32期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7OE,48250,株式会社ウェザーニューズ,四半期報告書－第36期第2四半期(令和3年9月1日－令和3年11月30日)
S100N71G,23030,株式会社ドーン,四半期報告書－第31期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7DK,98760,株式会社コックス,四半期報告書－第49期第3四半期(令和3年3月1日－令和3年11月30日)
S100N7M9,27260,株式会社パルグループホールディングス,四半期報告書－第50期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7J4,76030,株式会社マックハウス,四半期報告書－第32期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7OM,74500,株式会社サンデー,四半期報告書－第48期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7F6,98610,株式会社吉野家ホールディングス,四半期報告書－第65期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7E6,82600,株式会社井筒屋,四半期報告書－第127期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7PG,43430,株式会社イオンファンタジー,四半期報告書－第26期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7KT,30830,株式会社シーズメン,四半期報告書－第33期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7PF,85700,イオンフィナンシャルサービス株式会社,四半期報告書－第41期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7PC,40760,株式会社シイエヌエス,四半期報告書－第37期第2四半期(令和3年9月1日－令和3年11月30日)
S100N6WI,98350,株式会社ジュンテンドー,四半期報告書－第61期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7FV,99030,株式会社カンセキ,四半期報告書－第48期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7KA,94180,株式会社ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,四半期報告書－第15期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7IF,26530,イオン九州株式会社,四半期報告書－第50期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7PJ,33210,ミタチ産業株式会社,四半期報告書－第46期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7QL,33760,株式会社オンリー,四半期報告書－第46期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7MQ,28820,株式会社イートアンドホールディングス,四半期報告書－第45期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7H3,67340,株式会社ニューテック,四半期報告書－第40期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6ZV,89080,株式会社毎日コムネット,四半期報告書－第44期第2四半期(令和3年9月1日－令和3年11月30日)
S100N76S,76490,スギホールディングス株式会社,四半期報告書－第40期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7JG,74470,ナガイレーベン株式会社,四半期報告書－第73期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7JD,81850,株式会社チヨダ,四半期報告書－第75期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6WR,98460,株式会社天満屋ストア,四半期報告書－第53期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7EH,24620,ライク株式会社,四半期報告書－第29期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7RV,49200,株式会社日本色材工業研究所,四半期報告書－第65期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7EF,27890,株式会社カルラ,四半期報告書－第50期第3四半期(令和3年3月1日－令和3年11月30日)
S100N7DU,31600,株式会社大光,四半期報告書－第72期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7PT,30860,Ｊ．フロント　リテイリング株式会社,四半期報告書－第15期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7Q9,47350,株式会社京進,四半期報告書－第42期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7I9,64960,株式会社中北製作所,四半期報告書－第96期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7OX,76110,株式会社ハイデイ日高,四半期報告書－第44期第3四半期(令和3年9月1日－令和3年11月30日)
S100N72G,82330,株式会社髙島屋,四半期報告書－第156期第3四半期(令和3年9月1日－令和3年11月30日)
S100N72R,26870,株式会社シー・ヴイ・エス・ベイエリア,四半期報告書－第42期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7T4,97400,セントラル警備保障株式会社,四半期報告書－第50期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7TF,62640,株式会社マルマエ,四半期報告書－第35期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7BU,26860,株式会社ジーフット,四半期報告書－第51期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7IU,82890,株式会社Ｏｌｙｍｐｉｃグループ,四半期報告書－第50期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7VA,80110,株式会社三陽商会,四半期報告書－第79期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7VI,35500,株式会社スタジオアタオ,四半期報告書－第18期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7FE,77130,シグマ光機株式会社,四半期報告書－第47期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7M1,30630,株式会社ジェイグループホールディングス,四半期報告書－第21期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7OG,61830,株式会社ベルシステム２４ホールディングス,四半期報告書－第8期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7JZ,36070,株式会社クラウディアホールディングス,四半期報告書－第46期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7LR,39220,株式会社ＰＲ　ＴＩＭＥＳ,四半期報告書－第17期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7SH,66680,株式会社アドテックプラズマテクノロジー,四半期報告書－第38期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7FC,44400,株式会社ヴィッツ,四半期報告書－第26期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7O4,40570,株式会社インターファクトリー,四半期報告書－第19期第2四半期(令和3年9月1日－令和3年11月30日)
S100N78K,31920,株式会社白鳩,四半期報告書－第50期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7QH,31740,株式会社ハピネス・アンド・ディ,四半期報告書－第32期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7RN,33530,株式会社メディカル一光グループ,四半期報告書－第37期第3四半期(令和3年9月1日－令和3年11月30日)
S100N77I,65670,株式会社ＳＥＲＩＯホールディングス,四半期報告書－第6期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7RE,44430,Ｓａｎｓａｎ株式会社,四半期報告書－第15期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7UZ,36780,株式会社メディアドゥ,四半期報告書－第23期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7DO,35600,株式会社ほぼ日,四半期報告書－第44期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7TW,44320,ウイングアーク１ｓｔ株式会社,四半期報告書－第6期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7U3,89040,株式会社ＡＶＡＮＴＩＡ,四半期報告書－第33期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7Z1,73520,株式会社Ｂｒａｎｄｉｎｇ　Ｅｎｇｉｎｅｅｒ,四半期報告書－第9期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7Z2,44390,株式会社東名,四半期報告書－第25期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7MO,30300,株式会社ハブ,四半期報告書－第24期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7MT,77250,株式会社インターアクション,四半期報告書－第30期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7UQ,65210,株式会社オキサイド,四半期報告書－第22期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7TT,50180,株式会社ＭＯＲＥＳＣＯ,四半期報告書－第64期第3四半期(令和3年9月1日－令和3年11月30日)
S100N80L,14010,株式会社エムビーエス,四半期報告書－第25期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7JV,14180,インターライフホールディングス株式会社,四半期報告書－第12期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7K3,65780,株式会社エヌリンクス,四半期報告書－第12期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7FN,97650,株式会社オオバ,四半期報告書－第88期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7MB,33820,株式会社セブン＆アイ・ホールディングス,四半期報告書－第17期第3四半期(令和3年9月1日－令和3年11月30日)
S100N81M,34790,株式会社ティーケーピー,四半期報告書－第17期第3四半期(令和3年9月1日－令和3年11月30日)
S100N78Q,75200,株式会社エコス,四半期報告書－第57期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7MH,26690,カネ美食品株式会社,四半期報告書－第52期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7OK,30650,株式会社ライフフーズ,四半期報告書－第36期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7J7,74340,株式会社オータケ,四半期報告書－第70期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7UO,81250,株式会社ワキタ,四半期報告書－第62期第3四半期(令和3年9月1日－令和3年11月30日)
S100N83H,63230,ローツェ株式会社,四半期報告書－第37期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6X5,81940,株式会社ライフコーポレーション,四半期報告書－第67期第3四半期(令和3年9月1日－令和3年11月30日)
S100N80O,24590,アウンコンサルティング株式会社,四半期報告書－第24期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7UG,31480,株式会社クリエイトＳＤホールディングス,四半期報告書－第25期第2四半期(令和3年9月1日－令和3年11月30日)
S100N80Z,14070,株式会社ウエストホールディングス,四半期報告書－第17期第1四半期(令和3年9月1日－令和3年11月30日)
S100N801,44650,株式会社ニイタカ,四半期報告書－第60期第2四半期(令和3年9月1日－令和3年11月30日)
S100N76M,99460,ミニストップ株式会社,四半期報告書－第43期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7QR,78470,株式会社グラファイトデザイン,四半期報告書－第33期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7WE,76300,株式会社壱番屋,四半期報告書－第40期第3四半期(令和3年9月1日－令和3年11月30日)
S100N863,47280,株式会社トーセ,四半期報告書－第43期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7ZF,75810,株式会社サイゼリヤ,四半期報告書－第50期第1四半期(令和3年9月1日－令和3年11月30日)
S100N85F,68970,ツインバード工業株式会社,四半期報告書－第60期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7VM,30800,株式会社ジェーソン,四半期報告書－第37期第3四半期(令和3年9月1日－令和3年11月30日)
S100N80S,23410,株式会社アルバイトタイムス,四半期報告書－第49期第3四半期(令和3年9月1日－令和3年11月30日)
S100N837,22920,エスフーズ株式会社,四半期報告書－第56期第3四半期(令和3年9月1日－令和3年11月30日)
S100N81F,29250,株式会社ピックルスコーポレーション,四半期報告書－第46期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7VD,21530,Ｅ・Ｊホールディングス株式会社,四半期報告書－第15期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7LD,75140,株式会社　ヒマラヤ,四半期報告書－第47期第1四半期(令和3年9月1日－令和3年11月30日)
S100N865,61590,ミクロン精密株式会社,四半期報告書－第63期第1四半期(令和3年9月1日－令和3年11月30日)
S100N87C,78940,丸東産業株式会社,四半期報告書－第75期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7T7,74870,小津産業株式会社,四半期報告書－第111期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7WB,97160,株式会社乃村工藝社,四半期報告書－第85期第3四半期(令和3年9月1日－令和3年11月30日)
S100N67R,33840,株式会社アークコア,四半期報告書－第19期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7X9,89050,イオンモール株式会社,四半期報告書－第111期第3四半期(令和3年9月1日－令和3年11月30日)
S100N81S,62890,株式会社技研製作所,四半期報告書－第41期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7QS,82870,マックスバリュ西日本株式会社,四半期報告書－第40期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7OW,76010,株式会社ポプラ,四半期報告書－第47期第3四半期(令和3年9月1日－令和3年11月30日)
S100N87N,99780,株式会社文教堂グループホールディングス,四半期報告書－第72期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7QJ,81810,株式会社東天紅,四半期報告書－第66期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7YW,26830,株式会社魚喜,四半期報告書－第37期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7Y6,81550,三益半導体工業株式会社,四半期報告書－第53期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7QF,26850,株式会社アダストリア,四半期報告書－第72期第3四半期(令和3年9月1日－令和3年11月30日)
S100N6RK,75440,株式会社スリーエフ,四半期報告書－第41期第3四半期(令和3年9月1日－令和3年11月30日)
S100N80Y,77300,マニー株式会社,四半期報告書－第63期第1四半期(令和3年9月1日－令和3年11月30日)
S100N84E,64320,株式会社竹内製作所,四半期報告書－第60期第3四半期(令和3年9月1日－令和3年11月30日)
S100N87R,43170,株式会社レイ,四半期報告書－第41期第3四半期(令和3年9月1日－令和3年11月30日)
S100N846,89180,株式会社ランド,四半期報告書－第26期第3四半期(令和3年9月1日－令和3年11月30日)
S100N88M,81980,マックスバリュ東海株式会社,四半期報告書－第60期第3四半期(令和3年9月1日－令和3年11月30日)
S100N88L,27360,フェスタリアホールディングス株式会社,四半期報告書－第59期第1四半期(令和3年9月1日－令和3年11月30日)
S100N82N,74850,岡谷鋼機株式会社,四半期報告書－第86期第3四半期(令和3年9月1日－令和3年11月30日)
S100N84C,48340,キャリアバンク株式会社,四半期報告書－第35期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7OB,27920,株式会社ハニーズホールディングス,四半期報告書－第44期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7DF,93810,株式会社エーアイテイー,四半期報告書－第35期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7UV,27220,株式会社アイケイ,四半期報告書－第41期第2四半期(令和3年9月1日－令和3年11月30日)
S100N85E,76730,ダイコー通産株式会社,四半期報告書－第47期第2四半期(令和3年9月1日－令和3年11月30日)
S100N789,52710,株式会社トーヨーアサノ,四半期報告書－第79期第3四半期(令和3年9月1日－令和3年11月30日)
S100N87H,62550,株式会社エヌ・ピー・シー,四半期報告書－第30期第1四半期(令和3年9月1日－令和3年11月30日)
S100N899,39670,株式会社エルテス,四半期報告書－第11期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7HZ,82370,株式会社松屋,四半期報告書－第153期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7JO,64890,前澤工業株式会社,四半期報告書－第76期第2四半期(令和3年9月1日－令和3年11月30日)
S100N89H,98120,株式会社テーオーホールディングス,四半期報告書－第68期第2四半期(令和3年9月1日－令和3年11月30日)
S100N81V,92780,ブックオフグループホールディングス株式会社,四半期報告書－第4期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7T3,96610,株式会社歌舞伎座,四半期報告書－第98期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7AQ,89310,和田興産株式会社,四半期報告書－第56期第3四半期(令和3年9月1日－令和3年11月30日)
S100N89Q,70680,フィードフォースグループ株式会社,四半期報告書－第17期第2四半期(令和3年9月1日－令和3年11月30日)
S100N89U,46680,株式会社明光ネットワークジャパン,四半期報告書－第38期第1四半期(令和3年9月1日－令和3年11月30日)
S100N89R,33960,株式会社フェリシモ,四半期報告書－第57期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7RJ,30940,株式会社スーパーバリュー,四半期報告書－第26期第3四半期(令和3年9月1日－令和3年11月30日)
S100N7Q1,76790,株式会社薬王堂ホールディングス,四半期報告書－第3期第3四半期(令和3年9月1日－令和3年11月30日)
S100N8AL,32970,株式会社東武住販,四半期報告書－第39期第2四半期(令和3年9月1日－令和3年11月30日)
S100N83V,73730,株式会社アイドマ・ホールディングス,四半期報告書－第14期第1四半期(令和3年9月1日－令和3年11月30日)
S100N8B8,36450,株式会社メディカルネット,四半期報告書－第21期第2四半期(令和3年9月1日－令和3年11月30日)
S100N8A4,24370,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ株式会社,四半期報告書－第33期第2四半期(令和3年9月1日－令和3年11月30日)
S100N7OQ,99830,株式会社ファーストリテイリング,四半期報告書－第61期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7Q7,61990,株式会社セラク,四半期報告書－第35期第1四半期(令和3年9月1日－令和3年11月30日)
S100N81G,78180,株式会社トランザクション,四半期報告書－第36期第1四半期(令和3年9月1日－令和3年11月30日)
S100N86A,75130,株式会社コジマ,四半期報告書－第60期第1四半期(令和3年9月1日－令和3年11月30日)
S100N813,59820,株式会社マルゼン,四半期報告書－第61期第3四半期(令和3年9月1日－令和3年11月30日)
S100N64E,35360,アクサスホールディングス株式会社,四半期報告書－第7期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7V2,97870,イオンディライト株式会社,四半期報告書－第49期第3四半期(令和3年9月1日－令和3年11月30日)
S100N70C,82440,株式会社近鉄百貨店,四半期報告書－第128期第3四半期(令和3年9月1日－令和3年11月30日)
S100N8BQ,74450,株式会社ライトオン,四半期報告書－第43期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7ZQ,35460,アレンザホールディングス株式会社,四半期報告書－第6期第3四半期(令和3年9月1日－令和3年11月30日)
S100N8BZ,81430,株式会社ラピーヌ,四半期報告書－第74期第3四半期(令和3年9月1日－令和3年11月30日)
S100N83Q,30480,株式会社ビックカメラ,四半期報告書－第42期第1四半期(令和3年9月1日－令和3年11月30日)
S100N7WN,96010,松竹株式会社,四半期報告書－第156期第3四半期(令和3年9月1日－令和3年11月30日)
S100N808,89400,株式会社インテリックス,四半期報告書－第27期第2四半期(令和3年9月1日－令和3年11月30日)
S100N82Z,21570,株式会社コシダカホールディングス,四半期報告書－第53期第1四半期(令和3年9月1日－令和3年11月30日)
S100N81A,78050,プリントネット株式会社,四半期報告書－第37期第1四半期(令和3年9月1日－令和3年11月30日)
S100N8DD,24270,株式会社アウトソーシング,訂正有価証券報告書－第23期(平成31年1月1日－令和1年12月31日)
S100N8DH,41730,株式会社ＷＡＣＵＬ,四半期報告書－第12期第3四半期(令和3年9月1日－令和3年11月30日)
