"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","33870","8090","12810","-7500","2.64"
"1306","540250","-48780","450600","52260","1.2"
"1308","174185","-8519","32255","1785","5.4"
"1309","1567","71","-","-","-"
"1311","9700","1530","260","-","37.31"
"1319","86000","8000","-","-","-"
"1320","30179","6388","11405","-609","2.65"
"1321","231364","52151","89168","-12865","2.59"
"1322","2770","-","-","-","-"
"1324","200","-","-","-","-"
"1325","229500","-1800","7700","2700","29.81"
"1326","850","85","166","67","5.12"
"1328","23870","-4030","7430","1720","3.21"
"1329","11144","738","2136","-1706","5.22"
"1330","34047","2248","11395","-3609","2.99"
"1343","106670","-510","52390","-4690","2.04"
"1345","40500","-600","6600","3100","6.14"
"1346","10889","1514","2539","634","4.29"
"1348","20120","1740","4790","-480","4.2"
"1349","1","-","-","-","-"
"1356","1044300","11290","282030","8100","3.7"
"1357","58802485","-13657106","15048678","1318904","3.91"
"1358","23290","3759","4054","-1292","5.74"
"1360","9003050","-1458030","2308230","284870","3.9"
"1364","115","-13","33","-5","3.48"
"1365","47117","9474","2732","-1407","17.25"
"1366","617328","-102234","96562","20325","6.39"
"1367","9602","1014","3111","1068","3.09"
"1368","81878","-7246","5753","721","14.23"
"1369","905","89","83","-80","10.9"
"1397","18","-14","36","-8","0.5"
"1398","1990","50","150","150","13.27"
"1399","3230","-","-","-","-"
"1456","10140","-80358","23","23","440.87"
"1457","6294","145","-","-","-"
"1458","199935","37699","24466","-5814","8.17"
"1459","3574306","-1025768","996807","21196","3.59"
"1464","827","-","40","-2","20.68"
"1465","-","-","-","-","-"
"1466","453","-634","91","-240","4.98"
"1469","11260","-5390","7730","500","1.46"
"1472","1568","-447","663","271","2.37"
"1473","40","-","-","-","-"
"1474","100","-","-","-","-"
"1475","409838","13205","74157","25417","5.53"
"1476","8711","4829","1206","580","7.22"
"1477","173","37","-","-","-"
"1478","14202","386","678","-279","20.95"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","54","-1","43","-","1.26"
"1482","204284","24470","2835","713","72.06"
"1483","1","-","-","-","-"
"1484","50","-","-","-","-"
"1485","-","-","-","-","-"
"1486","4039","95","-","-","-"
"1487","10946","965","251","66","43.61"
"1488","11180","1580","2260","-410","4.95"
"1489","56808","-2176","1999","72","28.42"
"1490","-","-","-","-","-"
"1492","105","1","78","1","1.35"
"1493","10","4","66","57","0.15"
"1494","508","-243","-","-","-"
"1495","1910","620","260","-120","7.35"
"1496","58872","2145","2023","673","29.1"
"1497","133730","-3304","608","-97","219.95"
"1498","-","-","-","-","-"
"1499","324","-39","-","-","-"
"1540","293218","15565","17220","903","17.03"
"1541","142080","29468","3091","950","45.97"
"1542","42862","-195","1186","85","36.14"
"1543","3224","417","-","-","-"
"1545","117253","2778","38978","-1652","3.01"
"1546","8554","418","4097","-407","2.09"
"1547","102860","5410","49500","-4030","2.08"
"1550","43530","750","1220","140","35.68"
"1551","710","-","10","-","71"
"1552","3796775","-202911","30554","2745","124.26"
"1554","16290","-1710","640","340","25.45"
"1555","19670","6590","-","-20","-"
"1557","2271","178","-","-","-"
"1559","2631","29","32","-77","82.22"
"1560","1046","97","3","-8","348.67"
"1563","296455","49622","30153","4526","9.83"
"1566","2003","1144","23","18","87.09"
"1568","87870","8830","21910","-3190","4.01"
"1569","99480","-40010","450","340","221.07"
"1570","5110340","1010170","874256","12734","5.85"
"1571","1597455","-702887","30147","-5202","52.99"
"1572","85750","4390","-","-","-"
"1573","13200","50","810","-40","16.3"
"1577","10991","138","224","-91","49.07"
"1578","8630","155","1549","48","5.57"
"1579","336240","14590","62300","-20820","5.4"
"1580","228700","-52460","10080","1720","22.69"
"1585","2220","-10","-","-","-"
"1586","121","110","1","-","121"
"1591","3792","14","48","-3","79"
"1592","2035","291","91","50","22.36"
"1593","1251","-204","544","-150","2.3"
"1595","3520","-200","-","-210","-"
"1596","10","-","-","-","-"
"1597","14840","10","2030","1300","7.31"
"1599","20","-","-","-","-"
"1615","2905700","-7600","294700","-50600","9.86"
"1617","243","-46","13","-20","18.69"
"1618","1184","-157","101","15","11.72"
"1619","127","-3","8","-150","15.88"
"1620","173","-","-","-8","-"
"1621","196","-95","114","-7","1.72"
"1622","707","-86","189","31","3.74"
"1623","1186","-3","107","28","11.08"
"1624","236","43","20","-1","11.8"
"1625","139","-7","61","8","2.28"
"1626","86","-","5","-","17.2"
"1627","4347","100","78","-130","55.73"
"1628","1683","-22","-","-7","-"
"1629","602","-25","68","-7","8.85"
"1630","45","-2","-","-1","-"
"1631","5398","-10","963","36","5.61"
"1632","691","-85","223","10","3.1"
"1633","120","-20","41","-29","2.93"
"1651","11670","-130","170","-390","68.65"
"1652","120","70","-","-","-"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","4645620","845020","268480","-110840","17.3"
"1656","109900","3150","1160","110","94.74"
"1657","1448","632","-","-3","-"
"1658","12993","481","1332","-323","9.75"
"1659","23323","1516","2228","-1030","10.47"
"1660","2444","-62","6","6","407.33"
"1671","386915","-48926","202098","-12841","1.91"
"1672","620","-","-","-","-"
"1673","80","-20","-","-","-"
"1674","2","-60","-","-","-"
"1675","21","20","-","-","-"
"1676","-","-","-","-","-"
"1677","630","-","-","-","-"
"1678","7436700","-49200","581700","-80100","12.78"
"1679","200","40","430","-70","0.47"
