"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","36230","1200","23910","-60","1.52"
"1306","584710","-3950","481960","-55690","1.21"
"1308","126862","20086","80651","-3415","1.57"
"1309","1511","-33","-","-","-"
"1311","9770","-3120","1310","-230","7.46"
"1319","82000","-","-","-","-"
"1320","32331","5947","22806","-1853","1.42"
"1321","187913","-25304","235481","-14611","0.8"
"1322","3080","-640","-","-","-"
"1324","200","-","-","-","-"
"1325","221700","3100","5500","-1500","40.31"
"1326","1128","78","143","19","7.89"
"1328","16180","320","7400","-240","2.19"
"1329","9268","-956","7028","-237","1.32"
"1330","34791","10577","33702","-2782","1.03"
"1343","229390","30200","34790","2310","6.59"
"1345","29500","8800","2900","100","10.17"
"1346","10052","1613","6466","-676","1.55"
"1348","18360","-470","12120","4810","1.51"
"1349","38","-126","-","-","-"
"1356","960720","9680","184280","2220","5.21"
"1357","135950138","-8034087","11328561","1979313","12"
"1358","15534","3323","12841","-267","1.21"
"1360","14330300","-1462810","2003990","473010","7.15"
"1364","211","8","87","3","2.43"
"1365","37586","7463","9436","-411","3.98"
"1366","1133669","-96877","35491","-11962","31.94"
"1367","3817","-513","3511","-552","1.09"
"1368","120863","5571","788","-96","153.38"
"1369","912","156","2132","-36","0.43"
"1397","-","-1","10","-2","-"
"1398","2440","130","-","-","-"
"1399","1520","1500","-","-","-"
"1456","124605","-1142","20","20","6230.25"
"1457","2454","-73","8","8","306.75"
"1458","119632","12903","65900","-7376","1.82"
"1459","7542208","-943807","697022","238413","10.82"
"1464","804","67","66","2","12.18"
"1465","1","-","-","-","-"
"1466","2737","228","-","-","-"
"1469","24340","720","910","230","26.75"
"1472","2563","-124","1","-129","2563"
"1473","100","100","20","-","5"
"1474","135","-","-","-","-"
"1475","28030","-7046","8054","-539","3.48"
"1476","14668","4161","1343","92","10.92"
"1477","210","206","-","-","-"
"1478","23636","12662","653","-37","36.2"
"1479","11","-30","-","-","-"
"1480","-","-","-","-","-"
"1481","44","-","40","-2","1.1"
