"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","18860","-3920","11700","880","1.61"
"1306","621090","155030","352270","68090","1.76"
"1308","154371","-13689","44302","8487","3.48"
"1309","1561","18","-","-","-"
"1311","4420","-1410","390","260","11.33"
"1319","81000","-1000","-","-","-"
"1320","20618","1219","23389","2994","0.88"
"1321","186575","7702","112306","4304","1.66"
"1322","2760","40","-","-","-"
"1324","200","-","-","-","-"
"1325","225400","19800","22600","5600","9.97"
"1326","587","-80","77","-59","7.62"
"1328","17140","1060","5380","-930","3.19"
"1329","6616","-1888","5017","1005","1.32"
"1330","12348","-4446","22204","8980","0.56"
"1343","126690","-24420","29370","4510","4.31"
"1345","44900","-5500","2400","-900","18.71"
"1346","6210","-2899","7716","3510","0.8"
"1348","15670","-3380","4600","860","3.41"
"1349","1","-","-","-","-"
"1356","1210840","-131130","225280","-5860","5.37"
"1357","107509711","25183447","10660174","-1970946","10.09"
"1358","8006","-5025","9013","3250","0.89"
"1360","15908100","2777200","1398540","-78590","11.37"
"1364","125","4","32","19","3.91"
"1365","18515","-17776","6814","1192","2.72"
"1366","1006160","211915","15406","548","65.31"
"1367","6588","-1031","1858","196","3.55"
"1368","85387","662","4451","-216","19.18"
"1369","565","78","559","349","1.01"
"1397","38","30","50","17","0.76"
"1398","2150","60","-","-","-"
"1399","3270","30","-","-","-"
"1456","23615","5953","312","312","75.69"
"1457","8792","2159","-","-","-"
"1458","50864","-60133","57251","20090","0.89"
"1459","6095304","1102298","266432","26147","22.88"
"1464","790","-37","3","-34","263.33"
"1465","-","-","-","-","-"
"1466","1008","288","-","-90","-"
"1469","12770","1490","1650","-2790","7.74"
"1472","3065","-126","193","-67","15.88"
"1473","40","-500","-","-","-"
"1474","-","-100","-","-","-"
"1475","35390","-7006","14811","4366","2.39"
"1476","9189","-32887","1215","227","7.56"
"1477","18","-7","-","-","-"
"1478","13900","-488","21","-","661.9"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","50","-3","49","1","1.02"
"1482","211925","43214","90","-2593","2354.72"
"1483","118","117","44","44","2.68"
"1484","-","-40","-","-","-"
"1485","-","-","-","-","-"
"1486","4027","332","-","-","-"
"1487","14167","1422","358","53","39.57"
"1488","13470","2370","2790","100","4.83"
"1489","59588","-8972","1109","-422","53.73"
"1490","-","-","-","-","-"
"1492","105","1","15","-43","7"
"1493","2","-43","56","-5","0.04"
"1494","525","6","-","-","-"
"1495","1000","10","250","40","4"
"1496","52701","-2249","600","-","87.83"
"1497","123901","-10774","3936","2747","31.48"
"1498","-","-","-","-","-"
"1499","323","-8","-","-","-"
"1540","254178","20076","18332","-2819","13.87"
"1541","109163","7218","2695","556","40.51"
"1542","43991","4379","2137","1122","20.59"
"1543","3927","434","-","-","-"
"1545","117405","16080","43050","818","2.73"
"1546","5600","-1624","3773","-79","1.48"
"1547","119280","20110","62590","3230","1.91"
"1550","42960","380","1160","80","37.03"
"1551","600","10","10","-20","60"
"1552","5832879","1098464","23530","23530","247.89"
"1554","14400","1630","1120","20","12.86"
"1555","2870","-940","2550","1640","1.13"
"1557","1892","172","-","-","-"
"1559","2891","179","35","1","82.6"
"1560","1109","308","4","4","277.25"
"1563","334591","23068","40811","-6711","8.2"
"1566","736","-489","118","51","6.24"
"1568","46920","-17680","39200","6250","1.2"
"1569","170010","33720","520","220","326.94"
"1570","1858760","-854306","1664395","583199","1.12"
"1571","2299886","949075","31817","10863","72.28"
"1572","78050","-3870","-","-","-"
"1573","11870","-850","910","-50","13.04"
"1577","10075","-408","459","55","21.95"
"1578","2855","-4632","635","-1056","4.5"
"1579","131200","-68610","129170","42070","1.02"
"1580","353940","38170","8620","560","41.06"
"1585","2200","-10","-","-","-"
"1586","5","-30","5","4","1"
"1591","3611","-135","116","50","31.13"
"1592","1767","-60","3","1","589"
"1593","1300","-200","351","102","3.7"
"1595","4430","-","20","20","221.5"
"1596","10","-","-","-","-"
"1597","15090","-840","150","140","100.6"
"1599","20","-","-","-","-"
"1615","2862300","-159600","472900","222400","6.05"
"1617","139","7","12","-20","11.58"
"1618","825","-289","54","-26","15.28"
"1619","184","4","3","-3","61.33"
"1620","140","12","1","1","140"
"1621","401","225","147","46","2.73"
"1622","681","84","65","8","10.48"
"1623","1277","25","125","-92","10.22"
"1624","81","-11","8","-1","10.13"
"1625","127","-36","15","11","8.47"
"1626","99","16","3","1","33"
"1627","3641","-5","142","-18","25.64"
"1628","1158","-175","29","-66","39.93"
"1629","550","-57","82","2","6.71"
"1630","22","-26","-","-3","-"
"1631","3493","-167","863","-147","4.05"
"1632","561","19","272","-10","2.06"
"1633","125","7","71","-","1.76"
"1651","12790","110","190","-10","67.32"
"1652","-","-","-","-","-"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","4177710","397780","471120","6420","8.87"
"1656","62650","-2130","800","-4640","78.31"
"1657","3424","2348","30","10","114.13"
"1658","17513","4786","2139","806","8.19"
"1659","21249","-1489","2961","-305","7.18"
"1660","2450","-83","10","-","245"
"1671","609221","74004","146203","-1050","4.17"
"1672","810","100","-","-","-"
"1673","60","-","-","-","-"
"1674","10","-20","-","-","-"
"1675","73","-50","-","-","-"
"1676","-","-","-","-","-"
"1677","510","-10","10","-100","51"
"1678","6866310","-411500","537240","-42600","12.78"
"1679","70","-10","670","220","0.1"
"1680","8120","-2110","1750","980","4.64"
"1681","7900","-20","600","480","13.17"
"1682","80900","-1200","2900","1700","27.9"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","110","-","-","-","-"
"1688","4250","-3050","-","-","-"
"1689","25585600","-11132400","-","-","-"
"1690","1150","100","-","-","-"
"1691","40","-","-","-","-"
"1692","900","-","-","-","-"
"1693","30","-160","-","-","-"
"1694","1020","-","-","-","-"
"1695","375600","-11000","-","-","-"
"1696","6900","-3700","-","-","-"
"1697","210","10","-","-","-"
"1698","16960","-20","1410","-10","12.03"
"1699","6758480","86330","987270","-46800","6.85"
"2031","16469","3541","-","-","-"
"2032","2997","435","-","-","-"
"2033","38","-","-","-","-"
"2034","8500","-655","-","-","-"
"2036","5626","223","-","-","-"
"2037","2884","-55","-","-","-"
