"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","31060","330","12520","380","2.48"
"1306","419220","20840","362250","29110","1.16"
"1308","78649","-3659","40771","14026","1.93"
"1309","1939","107","-","-","-"
"1311","32570","15690","1320","30","24.67"
"1319","79000","-3000","-","-","-"
"1320","22751","-1695","26417","2351","0.86"
"1321","154026","-21652","146769","-982","1.05"
"1322","4620","890","-","-","-"
"1324","200","-","-","-","-"
"1325","201700","-9800","11500","800","17.54"
"1326","735","50","34","3","21.62"
"1328","26860","2270","5640","1010","4.76"
"1329","9810","-975","3555","-1022","2.76"
"1330","19877","-3114","28585","-1411","0.7"
"133A","100","100","-","-","-"
"1343","223010","-55370","34530","4520","6.46"
"1345","78000","21800","500","-500","156"
"1346","4763","-1107","4157","829","1.15"
"1348","8840","-2140","9010","700","0.98"
"1349","6","-18","-","-","-"
"1356","1786020","17280","232070","-1460","7.7"
"1357","118734328","1302159","4982623","-1073031","23.83"
"1358","10532","-575","13730","218","0.77"
"1360","19098150","-2269720","1180570","-81510","16.18"
"1364","324","45","12","-59","27"
"1365","10933","-836","10460","-108","1.05"
"1366","963488","-884","20858","-15595","46.19"
"1367","3899","-1047","2246","188","1.74"
"1368","105896","-1914","6446","161","16.43"
"1369","790","132","589","-30","1.34"
"1397","61","-10","38","3","1.61"
"1398","1980","10","50","-","39.6"
"1399","1110","-110","20","20","55.5"
"1456","25145","2377","17","5","1479.12"
"1457","8336","-146","1","-","8336"
"1458","59529","-16829","71335","14579","0.83"
"1459","9651497","869273","667493","-41738","14.46"
"1464","746","-68","25","-1","29.84"
"1465","10","10","10","10","1"
"1466","2728","997","10","10","272.8"
"1469","22040","1770","1430","130","15.41"
"1472","2127","-1505","142","-22","14.98"
"1473","150","-","-","-","-"
"1474","-","-","-","-","-"
"1475","38121","1416","8216","-1167","4.64"
"1476","27288","-291","9","-598","3032"
"1477","142","126","-","-","-"
"1478","22479","561","48","-15","468.31"
"1479","5","5","5","5","1"
"1480","-","-","-","-","-"
"1481","1242","1149","19","2","65.37"
"1482","227069","17802","350","-3165","648.77"
"1483","107","-","-","-","-"
"1484","-","-","-","-","-"
"1485","-","-","-","-","-"
"1486","2517","-898","-","-","-"
"1487","13566","-4159","2","-","6783"
"1488","10390","2200","1030","390","10.09"
"1489","1369327","8100","8161","-280","167.79"
"1490","-","-","-","-","-"
"1492","11","-4","4","-","2.75"
"1493","8","4","10","-1","0.8"
"1494","872","-78","605","-2","1.44"
"1495","580","-270","-","-","-"
"1496","27407","-9930","40","-","685.17"
"1497","123020","-3030","589","-20","208.86"
"1498","-","-","-","-","-"
"1499","634","49","-","-","-"
"1540","283231","-5442","7208","-1079","39.29"
"1541","111646","7086","12702","11671","8.79"
"1542","45685","-8451","526","-110","86.85"
"1543","5727","103","-","-","-"
"1545","106118","-1108","45266","8447","2.34"
"1546","6464","432","-","-","-"
"1547","128860","5750","57840","-1410","2.23"
"1550","49400","1530","580","-10","85.17"
"1551","880","80","730","250","1.21"
"1552","1672350","-1536980","-","-","-"
"1554","13080","-490","250","-","52.32"
"1555","1760","-20","810","210","2.17"
"1557","2292","71","-","-","-"
"1559","2996","-3","87","-43","34.44"
"1560","902","-2","3","-","300.67"
"1563","215963","-80305","20754","-3279","10.41"
"1566","970","-418","26","3","37.31"
"1568","25540","2200","31040","-3750","0.82"
"1569","326840","16810","90","-2320","3631.56"
"1570","2122478","-223119","1891420","23871","1.12"
"1571","4440134","111308","33944","20490","130.81"
"1572","203540","10750","-","-","-"
"1573","22400","3780","540","-240","41.48"
"1577","7047","1189","760","-118","9.27"
"1578","9025","-1335","5678","1253","1.59"
"1579","145810","-15480","138980","1480","1.05"
"1580","311860","14490","7620","-2990","40.93"
"1585","1040","100","-","-","-"
"1586","14","-5","952","950","0.01"
"1591","529","-151","845","-","0.63"
"1592","309","-318","123","20","2.51"
"1593","1400","-200","689","-","2.03"
"1595","233720","56420","2490","290","93.86"
"1596","50","-","-","-","-"
"1597","43940","-1780","260","240","169"
"1599","20","-","-","-","-"
"1615","2022200","-7900","228100","25500","8.87"
"1617","114","7","16","7","7.13"
"1618","1335","33","135","11","9.89"
"1619","568","-25","21","11","27.05"
"1620","390","21","12","-2","32.5"
"1621","162","1","99","-20","1.64"
"1622","520","250","157","-35","3.31"
"1623","910","74","199","-7","4.57"
"1624","41","-32","30","-1","1.37"
"1625","456","124","148","-5","3.08"
"1626","105","2","14","-10","7.5"
"1627","4790","228","163","-157","29.39"
"1628","850","5","33","-53","25.76"
"1629","636","-251","207","-","3.07"
"1630","234","-28","17","2","13.76"
"1631","2147","-366","948","393","2.26"
"1632","877","152","306","61","2.87"
"1633","110","8","125","-","0.88"
"1651","11520","2820","-","-","-"
"1652","20","-10","10","-","2"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","3112970","-307950","402510","-104650","7.73"
"1656","56610","3740","630","-10","89.86"
"1657","477","-37","240","220","1.99"
"1658","11456","-6051","11","-999","1041.45"
"1659","25611","3318","2348","-19","10.91"
"1660","1913","606","9","2","212.56"
"1671","503569","35475","48904","-26975","10.3"
"1672","1126","-97","-","-","-"
"1673","100","-","-","-","-"
"1674","-","-","-","-","-"
"1675","24","-","-","-","-"
"1676","-","-","-","-","-"
"1677","380","-110","10","-","38"
"1678","9352610","-442950","464010","-5150","20.16"
"1679","260","60","600","60","0.43"
"1680","8860","410","590","-20","15.02"
"1681","13260","380","340","-100","39"
"1682","62100","400","14800","1900","4.2"
"1684","-","-","-","-","-"
"1685","-","-80","-","-","-"
"1686","-","-","-","-","-"
"1687","100","-","-","-","-"
"1688","3740","-4200","-","-","-"
"1689","5400","790","-","-","-"
"1690","1150","-1540","-","-","-"
"1691","40","-","-","-","-"
"1692","500","-","-","-","-"
"1693","-","-","-","-","-"
"1694","1700","-100","-","-","-"
"1695","310","-","-","-","-"
"1696","91","91","-","-","-"
"1697","100","-","-","-","-"
"1698","14470","50","2020","650","7.16"
"1699","6634970","112360","644270","-111680","10.3"
"2011","134410","12010","5680","1000","23.66"
"2012","2080","-","-","-","-"
"2013","24320","-7540","-","-","-"
"2014","115870","36980","-","-","-"
"2015","-","-42","-","-","-"
"2016","-","-","-","-","-"
"2017","261987","13933","21677","19239","12.09"
"2018","89","89","-","-","-"
"2019","12559","12559","-","-","-"
"2031","55840","-4597","-","-","-"
"2032","5322","1195","-","-","-"
"2033","149","95","-","-","-"
"2034","9270","-24","-","-","-"
"2036","6677","488","-","-","-"
"2037","2216","-150","-","-","-"
"2038","2100655","176797","100","100","21006.55"
"2039","567443","18799","-","-","-"
"2040","8562","-884","-","-","-"
"2041","149975","4550","-","-","-"
"2042","17302","111","-","-","-"
"2043","52","-","-","-","-"
"2044","4476","36","-","-","-"
"2045","-","-25","-","-","-"
"2046","24463","-807","-","-","-"
"2047","2710","185","-","-","-"
"2048","119","55","-","-","-"
"2050","5","-","-","-","-"
"2065","27","-","-","-","-"
"2066","-","-","-","-","-"
"2067","2","1","-","-","-"
"2068","-","-","-","-","-"
"2069","2","-","-","-","-"
"2070","-","-","-","-","-"
"2071","-","-","-","-","-"
"2072","-","-","-","-","-"
"2073","-","-","-","-","-"
"2080","1333138","-113806","70810","21500","18.83"
"2081","5808","-1615","5","-8","1161.6"
"2082","14671","-701","133","132","110.31"
"2083","22970","656","156","-457","147.24"
"2084","206087","12727","3353","-813","61.46"
"2085","542280","64750","4620","-1360","117.38"
"2086","10","-300","-","-","-"
"2087","130","50","-","-","-"
"2088","-","-","-","-","-"
"2089","-","-","-","-","-"
"2090","10","-","-","-","-"
"2091","-","-","-","-","-"
"2092","-","-","-","-","-"
"2093","260","10","-","-","-"
"2094","92","78","-","-160","-"
"2095","4723","980","-","-","-"
"2096","123","83","-","-","-"
"2097","21","7","-","-","-"
"2098","111","5","-","-","-"
"2235","1280","160","-","-","-"
"2236","26881","7010","-","-","-"
"2237","2730","40","-","-","-"
"2238","4799","297","-","-","-"
"2239","3770","1450","-","-","-"
"2240","340","-","-","-","-"
"2241","5260","2750","-","-","-"
"2242","2640","-13900","1020","510","2.59"
"2243","436903","78609","42885","13918","10.19"
"2244","712584","208889","2552","-215","279.23"
"2245","3420","120","-","-","-"
"2246","20","-","-","-","-"
"2247","249","62","-","-","-"
"2248","260","240","-","-","-"
"2249","3144","638","-","-","-"
"2250","1910","100","100","100","19.1"
"2251","50810","100","-","-","-"
"2252","11357","2829","114","14","99.62"
"2253","2672","9","-","-","-"
"2254","53086","46788","50","-","1061.72"
"2255","522210","65530","-","-","-"
"2256","6660","1440","-","-","-"
"2257","3120","-2070","-","-","-"
"2258","11250","-1000","-","-","-"
"2259","26100","-10","-","-","-"
"2510","5120","520","1420","-3300","3.61"
