"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","31220","-2650","11470","-1340","2.72"
"1306","492950","-47300","254400","-196200","1.94"
"1308","161331","-12854","33058","803","4.88"
"1309","1519","-48","-","-","-"
"1311","6690","-3010","370","110","18.08"
"1319","87000","1000","-","-","-"
"1320","27147","-3032","13606","2201","2"
"1321","208310","-23054","98598","9430","2.11"
"1322","2730","-40","-","-","-"
"1324","200","-","-","-","-"
"1325","221900","-7600","7400","-300","29.99"
"1326","579","-271","151","-15","3.83"
"1328","21670","-2200","7830","400","2.77"
"1329","10055","-1089","4300","2164","2.34"
"1330","28220","-5827","11435","40","2.47"
"1343","95680","-10990","29810","-22580","3.21"
"1345","39800","-700","4900","-1700","8.12"
"1346","10073","-816","3961","1422","2.54"
"1348","18880","-1240","3880","-910","4.87"
"1349","1","-","-","-","-"
"1356","1180150","135850","238460","-43570","4.95"
"1357","64172548","5370063","12782238","-2266440","5.02"
"1358","18378","-4912","5388","1334","3.41"
"1360","10493360","1490310","1962420","-345810","5.35"
"1364","132","17","13","-20","10.15"
"1365","40940","-6177","3103","371","13.19"
"1366","661634","44306","47855","-48707","13.83"
"1367","8927","-675","1532","-1579","5.83"
"1368","98581","16703","4804","-949","20.52"
"1369","753","-152","69","-14","10.91"
"1397","15","-3","33","-3","0.45"
"1398","2040","50","110","-40","18.55"
"1399","3240","10","-","-","-"
"1456","13493","3353","-","-23","-"
"1457","7578","1284","-","-","-"
"1458","152797","-47138","29147","4681","5.24"
"1459","3738151","163845","572671","-424136","6.53"
"1464","927","100","39","-1","23.77"
"1465","-","-","-","-","-"
"1466","683","230","91","-","7.51"
"1469","11390","130","5180","-2550","2.2"
"1472","2651","1083","181","-482","14.65"
"1473","60","20","1000","1000","0.06"
"1474","100","-","-","-","-"
"1475","44911","-364927","4527","-69630","9.92"
"1476","8886","175","127","-1079","69.97"
"1477","17","-156","3","3","5.67"
"1478","14453","251","366","-312","39.49"
"1479","-","-","-","-","-"
"1480","-","-","-","-","-"
"1481","53","-1","49","6","1.08"
"1482","210204","5920","1533","-1302","137.12"
"1483","1","-","-","-","-"
"1484","50","-","-","-","-"
"1485","-","-","-","-","-"
"1486","4005","-34","-","-","-"
"1487","11319","373","295","44","38.37"
"1488","9670","-1510","2270","10","4.26"
"1489","56811","3","1437","-562","39.53"
"1490","-","-","-","-","-"
"1492","104","-1","70","-8","1.49"
"1493","63","53","56","-10","1.13"
"1494","523","15","10","10","52.3"
"1495","1100","-810","310","50","3.55"
"1496","58865","-7","1080","-943","54.5"
"1497","135718","1988","639","31","212.39"
"1498","-","-","-","-","-"
"1499","324","-","-","-","-"
"1540","273344","-19874","21658","4438","12.62"
"1541","133141","-8939","3825","734","34.81"
"1542","42088","-774","1178","-8","35.73"
"1543","3282","58","-","-","-"
"1545","111789","-5464","32122","-6856","3.48"
"1546","7950","-604","3982","-115","2"
"1547","101390","-1470","42150","-7350","2.41"
"1550","42850","-680","1200","-20","35.71"
"1551","590","-120","40","30","14.75"
"1552","3958856","162081","43400","12846","91.22"
"1554","15560","-730","280","-360","55.57"
"1555","10030","-9640","700","700","14.33"
"1557","2294","23","-","-","-"
"1559","2676","45","30","-2","89.2"
"1560","1065","19","1","-2","1065"
"1563","324455","28000","33871","3718","9.58"
"1566","759","-1244","42","19","18.07"
"1568","77180","-10690","24900","2990","3.1"
"1569","124790","25310","420","-30","297.12"
"1570","3803731","-1306609","857893","-16363","4.43"
"1571","1302049","-295406","21339","-8808","61.02"
"1572","89260","3510","-","-","-"
"1573","12760","-440","820","10","15.56"
"1577","10348","-643","264","40","39.2"
"1578","7936","-694","1569","20","5.06"
"1579","282840","-53400","74170","11870","3.81"
"1580","272730","44030","7570","-2510","36.03"
"1585","2220","-","-","-","-"
"1586","14","-107","1","-","14"
"1591","3765","-27","71","23","53.03"
"1592","1922","-113","2","-89","961"
"1593","1251","-","446","-98","2.8"
"1595","3520","-","20","20","176"
"1596","10","-","-","-","-"
"1597","15220","380","20","-2010","761"
"1599","20","-","-","-","-"
"1615","2814500","-91200","238300","-56400","11.81"
"1617","144","-99","15","2","9.6"
"1618","990","-194","98","-3","10.1"
"1619","182","55","7","-1","26"
"1620","145","-28","-","-","-"
"1621","166","-30","94","-20","1.77"
"1622","947","240","89","-100","10.64"
"1623","1319","133","56","-51","23.55"
"1624","97","-139","21","1","4.62"
"1625","123","-16","13","-48","9.46"
"1626","78","-8","1","-4","78"
"1627","4160","-187","89","11","46.74"
"1628","1688","5","-","-","-"
"1629","617","15","65","-3","9.49"
"1630","48","3","-","-","-"
"1631","3761","-1637","1085","122","3.47"
"1632","819","128","270","47","3.03"
"1633","117","-3","71","30","1.65"
"1651","11300","-370","220","50","51.36"
"1652","120","-","10","10","12"
"1653","-","-","-","-","-"
"1654","-","-","-","-","-"
"1655","4854160","208540","246410","-22070","19.7"
"1656","63950","-45950","1130","-30","56.59"
"1657","1337","-111","-","-","-"
"1658","13862","869","1326","-6","10.45"
"1659","22722","-601","3043","815","7.47"
"1660","2432","-12","10","4","243.2"
"1671","439476","52561","155531","-46567","2.83"
"1672","907","287","-","-","-"
"1673","80","-","-","-","-"
"1674","2","-","-","-","-"
"1675","31","10","-","-","-"
"1676","-","-","-","-","-"
"1677","490","-140","-","-","-"
"1678","7462210","25510","550420","-31280","13.56"
"1679","210","10","420","-10","0.5"
"1680","9920","240","150","-900","66.13"
"1681","7910","-43140","370","260","21.38"
"1682","88700","5900","2800","-5700","31.68"
"1684","-","-","-","-","-"
"1685","-","-","-","-","-"
"1686","-","-","-","-","-"
"1687","110","-","-","-","-"
"1688","8300","1000","-","-","-"
"1689","37716400","-1923900","-","-","-"
"1690","1350","-","-","-","-"
"1691","40","-","-","-","-"
"1692","1600","-","-","-","-"
"1693","190","-","-","-","-"
"1694","1000","-40","-","-","-"
"1695","414500","-28200","-","-","-"
"1696","10600","-","-","-","-"
"1697","200","-100","-","-","-"
"1698","16960","1840","1440","-420","11.78"
"1699","6562540","12720","1214880","-26720","5.4"
"2031","13630","414","-","-","-"
"2032","2751","-326","-","-","-"
"2033","38","1","-","-","-"
"2034","9622","-43","-","-","-"
"2036","5903","-1060","-","-","-"
"2037","2650","-34","-","-","-"
"2038","1905542","207764","100","-","19055.42"
"2039","855124","-21572","-","-","-"
"2040","21180","1040","-","-","-"
"2041","67723","-4213","-","-","-"
"2042","25748","-3882","42","42","613.05"
"2043","155","-35","-","-","-"
"2044","5620","-262","-","-","-"
"2045","100","100","-","-","-"
"2046","19709","196","-","-","-"
"2047","2105","43","-","-","-"
"2048","61","-","-","-","-"
"2050","-","-","-","-","-"
"2065","20","-","-","-","-"
"2066","-","-","-","-","-"
"2067","64","-5","-","-","-"
"2068","-","-","-","-","-"
"2069","-","-","-","-","-"
"2070","-","-","-","-","-"
"2071","1","-","-","-","-"
"2072","-","-","-","-","-"
"2073","-","-","-","-","-"
"2080","2636657","-267752","31063","-143922","84.88"
"2081","31811","-4569","302","302","105.33"
"2082","40131","9555","44","24","912.07"
"2083","47685","-7205","159","96","299.91"
"2084","259771","-9837","4431","340","58.63"
"2085","598400","-75830","11760","1510","50.88"
"2086","-","-","-","-","-"
"2087","-","-","-","-","-"
"2088","-","-","-","-","-"
"2089","-","-","-","-","-"
"2090","70","-","-","-","-"
"2091","50","-","-","-","-"
"2092","50","-","-","-","-"
"2093","180","30","-","-","-"
"2094","1125","-377","-","-","-"
"2095","202","100","-","-","-"
"2096","5","1","-","-9000","-"
"2097","1","-","-","-","-"
"2098","1","-5000","-","-","-"
"2235","160","-","-","-","-"
"2236","75692","-10142","-","-","-"
"2237","2839","219","-","-","-"
"2238","3615","-3623","-","-","-"
"2239","3740","1010","-","-","-"
"2240","300","50","-","-","-"
"2241","7610","-","-","-","-"
"2242","6260","10","-","-","-"
"2243","153594","-9256","13589","-649","11.3"
"2244","153199","13443","50","-35","3063.98"
"2245","-","-","-","-","-"
"2246","-","-","-","-","-"
"2247","3902","526","-","-","-"
"2248","78","-","-","-","-"
"2249","446","-210","-","-","-"
"2250","-","-10","-","-","-"
"2251","52870","-252490","-","-","-"
"2252","4853","614","10","-16","485.3"
"2253","12728","-790","10","10","1272.8"
"2254","1186","199","-","-2006","-"
"2510","7450","-","5000","-700","1.49"
"2511","33250","-48370","-","-","-"
"2512","21300","130","-","-","-"
"2513","46510","210","420","100","110.74"
"2514","16440","1710","-","-","-"
"2515","20370","-16830","110","-190","185.18"
"2516","6286810","62470","2364800","-104620","2.66"
"2517","890","-","-","-","-"
"2518","181","120","-","-1","-"
"2519","5590","-660","40","-","139.75"
"2520","48160","-1360","240","-60","200.67"
"2521","781360","100890","56470","-3400","13.84"
"2522","1475","-687","771","-397","1.91"
"2523","-","-","-","-","-"
"2524","-","-","-","-","-"
"2525","10","-40","-","-","-"
"2526","-","-","-","-","-"
"2527","-","-","-","-","-"
"2528","410","-","-","-","-"
"2529","15196","56","-","-9","-"
"2530","20","-","-","-","-"
"2552","1578","100","1","-49","1578"
"2553","50","-100","-","-","-"
"2554","13680","1000","-","-20","-"
"2555","560","-","-","-","-"
"2556","18460","60","20","-","923"
"2557","4130","20","-","-","-"
"2558","67846","-2306","11122","-528","6.1"
"2559","46686","777","483","-1046","96.66"
"2560","-","-","-","-","-"
"2561","12681","-2359","8500","-5","1.49"
"2562","32850","6780","7640","-1510","4.3"
"2563","7734510","-176780","132640","51600","58.31"
"2564","93698","-3260","1","-","93698"
"2565","2611","-7228","1055","-2626","2.47"
"2566","2450","-","-","-","-"
"2567","1140","-40","280","-670","4.07"
"2568","87230","-3440","21190","9920","4.12"
"2569","245530","43820","-","-","-"
"2620","116000","12430","4600","-1000","25.22"
"2621","3836441","40123","28364","1103","135.26"
"2622","6276","-30392","-","-","-"
"2623","100","-1","-","-","-"
"2624","3601","-176","557","112","6.46"
"2625","3121","-59","6","1","520.17"
"2626","1870","50","4","4","467.5"
"2627","248","-111","1","1","248"
"2628","4303","-428","330","-","13.04"
"2629","1317","-","410","150","3.21"
"2630","65892","-1919","1189","-131","55.42"
"2631","56693","-2130","14174","-2795","4"
"2632","26617","3637","5947","-2263","4.48"
"2633","65030","-7010","10130","270","6.42"
"2634","358350","12550","36230","-2050","9.89"
"2635","680","-","-","-110","-"
"2636","10","-","12","12","0.83"
"2637","954","-55","9","9","106"
"2638","5069","-204","-","-","-"
"2639","1109","-16","6","6","184.83"
"2640","5127","-46","27","6","189.89"
"2641","1234","-4","8","8","154.25"
"2642","-","-","-","-","-"
"2643","50","-","-","-","-"
"2644","123281","6126","20481","-2356","6.02"
