"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1305","33630","3590","23890","2060","1.41"
"1306","471590","71170","543750","10810","0.87"
"1308","119320","8283","47060","-9352","2.54"
"1309","1511","-13","-","-","-"
"1311","12080","3140","1290","-290","9.36"
"1319","83000","-","-","-","-"
"1320","24516","3431","21523","-4901","1.14"
"1321","176509","-48123","215212","-38564","0.82"
"1322","3350","10","-","-","-"
"1324","200","-","-","-","-"
"1325","212400","4900","1400","-600","151.71"
"1326","1228","-698","210","3","5.85"
"1328","13550","-1870","12410","80","1.09"
"1329","8783","995","6207","-3275","1.42"
"1330","25567","8585","27443","-6686","0.93"
"1343","156180","-8210","57920","110","2.7"
"1345","46200","400","4300","-4700","10.74"
"1346","7585","2261","5021","-1947","1.51"
"1348","15780","-530","8330","-1040","1.89"
"1349","10","-","-","-","-"
"1356","912580","-20440","209610","32050","4.35"
"1357","107797366","-37346230","10447268","2036434","10.32"
"1358","11491","4197","9856","-3644","1.17"
"1360","13988390","-3258140","1706320","552450","8.2"
"1364","230","63","73","-30","3.15"
"1365","30058","6437","7102","-2698","4.23"
"1366","963462","-271401","182804","25803","5.27"
"1367","4092","1425","3768","-16","1.09"
"1368","91963","-25519","4311","-422","21.33"
"1369","830","19","1791","-399","0.46"
"1397","2","-7","33","-","0.06"
"1398","2280","60","-","-","-"
"1399","3260","2910","-","-310","-"
"1456","103370","-20695","-","-","-"
"1457","4763","231","22","-59","216.5"
"1458","99667","51996","57095","-28763","1.75"
"1459","7202145","-1790446","538386","303023","13.38"
"1464","795","1","70","-","11.36"
"1465","2","-","-","-","-"
"1466","2490","94","-","-","-"
"1469","24820","-2870","1310","40","18.95"
"1472","2058","-488","-","-","-"
"1473","40","-200","510","-","0.08"
"1474","-","-","-","-","-"
"1475","26649","-699","11277","3724","2.36"
"1476","17226","-99","791","-18","21.78"
"1477","18","-","-","-","-"
"1478","20319","-186","1508","6","13.47"
"1479","-","-1","-","-","-"
"1480","-","-15","-","-","-"
"1481","66","-","63","-2","1.05"
"1482","136825","14191","701","-399","195.19"
"1483","2","-","-","-","-"
"1484","50","-","-","-","-"
"1485","3","-7","-","-","-"
"1486","4155","361","-","-","-"
"1487","10757","394","8","4","1344.63"
"1488","14640","2200","2470","-50","5.93"
"1489","51452","9842","2902","642","17.73"
"1490","-","-","-","-","-"
"1492","101","23","91","15","1.11"
"1493","68","20","109","101","0.62"
"1494","657","165","31","-2","21.19"
"1495","750","40","50","-60","15"
"1496","49537","5441","381","31","130.02"
"1497","162521","29744","731","40","222.33"
"1498","-","-","-","-","-"
"1499","834","800","-","-","-"
"1540","223151","-333","14334","-934","15.57"
"1541","98752","16166","2672","151","36.96"
"1542","39858","1009","1657","-1927","24.05"
"1543","2325","45","-","-","-"
"1545","138156","18275","48616","-3935","2.84"
"1546","7333","1007","7179","-1814","1.02"
